response,ager,educ,file_race,gender,race_eth,ACHA,APPKAV,approve,genballot,hdem_fav,HEALTH,hrep_fav,KAVASST,SINGLEPAY,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,50 to 64,High school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Don't know,Oppose,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Livingston,85 percent or higher,Cell,1,0.9621,1.8059,1.4605,1.8091
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Do not believe,Oppose,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Oakland,85 percent or higher,Cell,1,0.9411,0.6331,0.3748,0.6354
Dem,65 and older,Bachelors' degree,Other,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Don't know,Support,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,Non-White,Oakland,85 percent or higher,Cell,1,0.995,1.5154,0.7587,1.5178
Rep,35 to 49,Graduate or Professional Degree,Other,Male,White,Don't know,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Don't know,Oppose,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Non-White,Oakland,50 to 85 percent,Cell,0.7778,0.5929,0.8828,0.756,0.8435
Und,65 and older,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Don't know,Don't know,Oppose,65 and older,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Oakland,50 to 85 percent,Cell,1,0.6328,0.8087,0.6056,0.8612
Rep,65 and older,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Do not believe,Oppose,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Oakland,85 percent or higher,Cell,1,0.9241,1.314,0.8446,1.3211
Rep,65 and older,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Do not believe,Oppose,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Livingston,85 percent or higher,Cell,1,0.9702,1.0625,0.6274,1.0638
Dem,35 to 49,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Believe,Support,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Ingham,85 percent or higher,Cell,1,0.9964,0.9029,0.4893,0.9046
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,support,Approve,Reps. keep House,Favorable,No,Unfavorable,Do not believe,Oppose,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Ingham,Less than 50 percent,Cell,1,0.1485,0.5741,2.4394,0.7285
Dem,50 to 64,Bachelors' degree,Unknown,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Favorable,Don't know,Support,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Unknown,Oakland,85 percent or higher,Cell,1,0.9688,1.0027,0.4238,1.004
Rep,50 to 64,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Do not believe,Support,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Ingham,85 percent or higher,Cell,1,0.968,0.707,0.3665,0.708
Rep,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Oppose,oppose,Approve,Reps. keep House,Unfavorable,No,Unfavorable,Believe,Oppose,30 to 44,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Unknown,Oakland,Less than 50 percent,Cell,1,0.4789,0.6017,0.8496,0.6307
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Favorable,Don't know,Oppose,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Oakland,85 percent or higher,Cell,1,0.92490000000000006,0.6331,0.3814,0.6275
Rep,35 to 49,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Don't know,Do not believe,Oppose,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,35 to 49,White,Oakland,85 percent or higher,Cell,1,0.9091,1.2929,1.0982,1.3023
Dem,35 to 49,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Believe,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Ingham,85 percent or higher,Cell,1,0.9891,0.902,0.5694,0.903
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Believe,Oppose,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Ingham,50 to 85 percent,Cell,0.8889,0.5368,0.7791,0.7221,0.83
Dem,35 to 49,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Livingston,50 to 85 percent,Cell,1,0.8365,1.1481,1.1791,1.1403
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Do not believe,Support,45 to 64,Postgraduate Degree,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Oakland,50 to 85 percent,Landline,1,0.5186,0.6977,0.7431,0.7241
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Don't know,Don't know,Support,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Oakland,85 percent or higher,Landline,1,0.971,0.7338,0.3612,0.7347
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Livingston,85 percent or higher,Landline,1,0.994,1.1426,0.8751,1.1443
Rep,50 to 64,Graduate or Professional Degree,White,Male,Other,Support,oppose,Approve,Reps. keep House,Don't know,Don't know,Favorable,Don't know,Oppose,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,or as a member of another political party,Nonwhite,Nonwhite,50 to 64,White,Oakland,85 percent or higher,Cell,1,0.9117,0.6816,0.4785,0.6863
Dem,35 to 49,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Ingham,85 percent or higher,Cell,1,0.9798,0.9029,0.4975,0.9037
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Believe,Support,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Ingham,85 percent or higher,Cell,1,0.9075,0.5866,0.4043,0.5909
Dem,50 to 64,High school,White,Female,Black,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Believe,Support,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,White,Ingham,50 to 85 percent,Landline,1,0.8254,1.7155,1.5547,1.7502
Dem,65 and older,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Republican,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Ingham,85 percent or higher,Landline,1,0.9906,0.9486,0.5024,0.9496
Dem,65 and older,Some college or trade school,Black,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Believe,Support,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,Non-White,Ingham,85 percent or higher,Landline,1,0.9914,1.1816,0.6193,1.183
Rep,18 to 34,Graduate or Professional Degree,Unknown,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Don't know,Oppose,30 to 44,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,18 to 34,Unknown,Livingston,50 to 85 percent,Landline,1,0.521,0.6939,0.5213,0.7197
Dem,65 and older,Some college or trade school,White,Female,White,Don't know,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Believe,Support,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Oakland,85 percent or higher,Landline,1,0.9068,1.3127,0.9944,1.3227
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,Don't know,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Don't know,Support,65 and older,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,White,Ingham,85 percent or higher,Landline,1,0.8707,0.883,0.4338,0.8757
Dem,50 to 64,Bachelors' degree,White,Female,White,Support,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Believe,Support,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Ingham,50 to 85 percent,Cell,1,0.6393,0.7791,0.6064,0.8282
Rep,35 to 49,Some college or trade school,White,Female,Hispanic,Support,support,Approve,Reps. keep House,Don't know,No,Don't know,Don't know,Oppose,30 to 44,Some College Educ.,Other,Female,Very likely,Republican,Nonwhite,Nonwhite,35 to 49,White,Livingston,Less than 50 percent,Landline,1,0.4659,0.8813,2.0099,0.9271
Dem,35 to 49,Some college or trade school,Hispanic,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,Non-White,Ingham,85 percent or higher,Cell,1,0.9,1.2093,0.7621,1.2196
Dem,18 to 34,Bachelors' degree,White,Female,White,Support,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Believe,Support,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Ingham,50 to 85 percent,Cell,1,0.5228,1.0883,0.9567,1.2
Rep,65 and older,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Do not believe,Oppose,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Oakland,85 percent or higher,Landline,1,0.9191,1.3127,0.9811,1.3206
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Support,support,Disapp.,Dems. take House,Don't know,Yes,Don't know,Do not believe,Support,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Livingston,50 to 85 percent,Cell,1,0.586,0.6686,0.6582,0.7218
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Oppose,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Livingston,85 percent or higher,Landline,1,0.9588,0.8821,0.6327,0.8838
Dem,35 to 49,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Favorable,Yes,Favorable,Don't know,Support,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Ingham,50 to 85 percent,Landline,1,0.6692,1.032,1.072,0.9456
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Don't know,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Ingham,85 percent or higher,Landline,1,0.9565,0.7611,0.4588,0.7627
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Support,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Don't know,Support,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Oakland,85 percent or higher,Landline,1,0.9954,0.8078,0.5625,0.8091
Rep,65 and older,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Do not believe,Oppose,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Oakland,85 percent or higher,Cell,1,0.9934,1.314,0.7857,1.3158
Dem,35 to 49,Some college or trade school,White,Male,White,Oppose,support,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,30 to 44,Some College Educ.,Republican,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Livingston,50 to 85 percent,Cell,1,0.6408,1.0675,1.077,1.0822
Rep,35 to 49,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Do not believe,Oppose,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Livingston,85 percent or higher,Cell,1,0.9169,1.0864,0.8568,1.0932
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Believe,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Oakland,85 percent or higher,Landline,1,0.9951,0.6809,0.5065,0.682
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Do not believe,Oppose,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Oakland,85 percent or higher,Cell,1,0.9927,0.6331,0.3553,0.634
Dem,18 to 34,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Don't know,Unfavorable,Believe,Support,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Oakland,85 percent or higher,Landline,1,0.9916,1.5253,0.876,1.5272
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Don't know,Support,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Livingston,50 to 85 percent,Cell,1,0.7448,0.5962,0.4164,0.6178
Und,50 to 64,High school,Unknown,Female,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Don't know,Do not believe,Support,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,50 to 64,Unknown,Ingham,50 to 85 percent,Cell,1,0.5946,1.512,1.3084,1.6279
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Do not believe,Oppose,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Non-White,Oakland,50 to 85 percent,Landline,1,0.5703,0.7456,0.5301,0.8089
Rep,35 to 49,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Do not believe,Oppose,30 to 44,Postgraduate Degree,Republican,Female,Very likely,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,White,Livingston,85 percent or higher,Landline,1,0.9877,0.6061,0.4129,0.6043
Dem,18 to 34,Some college or trade school,Unknown,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Don't know,Support,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,Unknown,Livingston,50 to 85 percent,Landline,1,0.8373,1.3388,0.773,1.3631
Dem,65 and older,Graduate or Professional Degree,Black,Female,Black,Support,support,Disapp.,Dems. take House,Don't know,No,Don't know,Don't know,Oppose,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,Non-White,Ingham,85 percent or higher,Landline,1,0.8695,0.6599,0.3173,0.6684
Dem,65 and older,Some college or trade school,White,Male,White,Oppose,oppose,Approve,Dems. take House,Favorable,Yes,Unfavorable,Don't know,Support,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Livingston,85 percent or higher,Cell,1,0.9932,1.0625,0.6129,1.0639
Dem,18 to 34,Some college or trade school,Unknown,Female,White,Support,support,Approve,Dems. take House,Unfavorable,No,Unfavorable,Do not believe,Oppose,30 to 44,Some College Educ.,Other,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,Unknown,Ingham,Less than 50 percent,Landline,0.7778,0.3373,0.8859,1.5222,0.7036
Rep,65 and older,High school,White,Female,White,Oppose,oppose,Don't know,Dems. take House,Unfavorable,No,Favorable,Don't know,Support,65 and older,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Oakland,Less than 50 percent,Landline,0.2222,0.4595,2.1,4.6491,1.7114
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Support,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Believe,Support,65 and older,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Oakland,85 percent or higher,Cell,1,0.9179,0.8222,0.5491,0.8273
Dem,18 to 34,Some college or trade school,Unknown,Female,White,Oppose,support,Approve,Dems. take House,Unfavorable,Yes,Don't know,Don't know,Support,18 to 29,Some College Educ.,Other,Female,Not very likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,Unknown,Oakland,Less than 50 percent,Landline,0.4444,0.3726,1.2698,2.4433,0.6452
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Don't know,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Oakland,85 percent or higher,Cell,1,0.989,0.6816,0.4411,0.6823
Dem,50 to 64,Some college or trade school,White,Male,White,Support,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Believe,Support,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Livingston,50 to 85 percent,Landline,1,0.5366,1.0102,1.2466,1.1083
Dem,18 to 34,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Don't know,Support,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Oakland,50 to 85 percent,Landline,1,0.6335,1.7451,1.7469,1.858
Dem,65 and older,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Believe,Support,65 and older,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Livingston,85 percent or higher,Landline,1,0.8965,1.1916,0.8446,1.2022
Dem,50 to 64,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Oppose,oppose,Disapp.,Don't know,Don't know,Don't know,Unfavorable,Don't know,Support,45 to 64,Some College Educ.,Republican,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Oakland,85 percent or higher,Landline,1,0.9837,1.1326,0.9218,1.1336
Rep,65 and older,High school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Do not believe,Oppose,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Livingston,85 percent or higher,Landline,1,0.9102,2.0911,1.7738,2.106
Dem,35 to 49,Some college or trade school,Unknown,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Don't know,Oppose,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,Unknown,Oakland,85 percent or higher,Landline,0.3333,0.9829,1.4283,1.1046,1.3997
Dem,50 to 64,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Don't know,Support,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Ingham,85 percent or higher,Landline,1,0.9962,0.8506,0.6351,0.8522
Rep,65 and older,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Do not believe,Oppose,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Livingston,85 percent or higher,Landline,1,0.9772,0.9506,0.432,0.9516
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Don't know,Oppose,45 to 64,Postgraduate Degree,Republican,Female,Very likely,or as a member of another political party,"White, 4-Year College Grads",White,50 to 64,White,Oakland,85 percent or higher,Landline,1,0.9315,0.6325,0.4375,0.627
Und,50 to 64,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Unfavorable,Yes,Favorable,Believe,Support,45 to 64,Some College Educ.,Democratic,Male,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Ingham,50 to 85 percent,Landline,0,0.7475,0.8366,0.6436,0.3595
Dem,50 to 64,Some college or trade school,White,Female,White,Support,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Ingham,50 to 85 percent,Landline,1,0.7376,0.8708,0.7578,0.8718
Rep,35 to 49,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Do not believe,Oppose,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Livingston,85 percent or higher,Landline,1,0.8566,0.9721,0.6361,0.9866
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Do not believe,Oppose,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Oakland,50 to 85 percent,Cell,1,0.5453,0.6221,0.5682,0.6805
Dem,50 to 64,High school,White,Female,White,Support,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Ingham,85 percent or higher,Landline,1,0.9951,1.6758,1.4597,1.6749
Rep,35 to 49,Bachelors' degree,Unknown,Female,White,Support,support,Disapp.,Reps. keep House,Don't know,Yes,Favorable,Don't know,Support,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Unknown,Livingston,Less than 50 percent,Landline,1,0.0704,0.7795,3.2647,1.3619
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Don't know,Oppose,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Oakland,85 percent or higher,Cell,1,0.8755,1.1377,0.7734,1.1513
Dem,50 to 64,Graduate or Professional Degree,White,Female,Hispanic,Oppose,oppose,Disapp.,Dems. take House,Unfavorable,Yes,Unfavorable,Believe,Support,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,White,Oakland,50 to 85 percent,Cell,1,0.5689,0.6971,0.7826,0.7566
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Don't know,oppose,Don't know,Don't know,Favorable,No,Don't know,Don't know,Support,45 to 64,Postgraduate Degree,Other,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",White,35 to 49,White,Ingham,85 percent or higher,Cell,1,0.8922,0.5866,0.4113,0.5922
Rep,65 and older,High school,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Don't know,Oppose,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Oakland,50 to 85 percent,Landline,1,0.5731,2.5412,3.1738,2.7545
Rep,65 and older,Some college or trade school,Unknown,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Do not believe,Oppose,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown,Oakland,85 percent or higher,Landline,1,0.9851,1.2976,0.6904,1.2988
Dem,50 to 64,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Favorable,Believe,Support,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Livingston,Less than 50 percent,Landline,1,0.4729,0.7436,1.5428,0.8358
Rep,18 to 34,Some college or trade school,White,Female,White,Support,oppose,Disapp.,Reps. keep House,Unfavorable,No,Favorable,Don't know,Support,18 to 29,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Livingston,Less than 50 percent,Cell,0.6667,0.3205,1.0387,2.9371,1.0873
Rep,65 and older,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Do not believe,Support,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Oakland,85 percent or higher,Cell,1,0.9148,1.314,0.8532,1.3226
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Oakland,85 percent or higher,Landline,1,0.9946,1.0909,0.7822,1.0926
Dem,18 to 34,Some college or trade school,White,Male,White,Oppose,support,Approve,Reps. keep House,Favorable,No,Unfavorable,Believe,Support,18 to 29,Some College Educ.,Other,Male,Not at all likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Ingham,Less than 50 percent,Landline,0.3333,0.0894,0.8971,3.9282,0.2705
