response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,KAVASST,TXHORSERACE,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Bell,50 to 85 percent,Cell,1,0.6941,0.6203,0.335,0.6409,2018-10-02 23:31:26
Rep,65 and older,Bachelors' degree,Other,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,Other Non-White,Williamson,85 percent or higher,Landline,1,0.992,1.1013,0.7189,1.0869,2018-10-02 23:32:29
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Don't know,Check,support,Reps. keep House,Favorable,Favorable,Don't know,Ted Cruz,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Williamson,85 percent or higher,Cell,1,0.9075,0.6118,0.2394,0.6076,2018-10-02 23:32:38
Und,35 to 49,Graduate or Professional Degree,Asian,Male,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Unfavorable,Believe,Beto O'Rourke,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,40 to 64,Postgraduate Degree,Other Non-White,Williamson,50 to 85 percent,Landline,1,0.7952,0.797,0.4391,0.8059,2018-10-02 23:32:38
Rep,50 to 64,Bachelors' degree,Other,Female,White,support,Approve,Check,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Ted Cruz,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,Other Non-White,Williamson,50 to 85 percent,Landline,1,0.8428,1.0214,0.6045,1.0241,2018-10-02 23:33:31
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,Beto O'Rourke,agree,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Williamson,85 percent or higher,Cell,1,0.985,1.2009,0.553,1.1794,2018-10-02 23:33:41
Dem,50 to 64,Bachelors' degree,Unknown,Female,Black,oppose,Don't know,Check,Don't know,Dems. take House,Don't know,Don't know,Don't know,Beto O'Rourke,agree,45 to 64,4-year College Grad.,Other,Female,Very likely,Democrat,Nonwhite,40 to 64,4-year College Grad.,Unknown,Austin/Round Rock,50 to 85 percent,Landline,1,0.6813,0.7296,0.5908,0.7249,2018-10-02 23:33:50
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,oppose,Dems. take House,Don't know,Unfavorable,Believe,Beto O'Rourke,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Williamson,50 to 85 percent,Landline,1,0.7786,1.076,0.6355,1.0915,2018-10-02 23:35:19
Und,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,Black,oppose,Disapp.,Check,oppose,Dems. take House,Unfavorable,Unfavorable,Don't know,Beto O'Rourke,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,White,Williamson,85 percent or higher,Cell,1,0.9227,0.5876,0.2445,0.5824,2018-10-02 23:35:38
Rep,65 and older,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Ted Cruz,disagree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Williamson,85 percent or higher,Landline,1,0.9887,0.7147,0.3372,0.7052,2018-10-02 23:39:04
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Ted Cruz,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Williamson,85 percent or higher,Cell,1,0.988,0.6118,0.2199,0.6037,2018-10-02 23:39:37
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Don't know,Ted Cruz,agree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Williamson,85 percent or higher,Landline,1,0.9818,0.6118,0.2213,0.6005,2018-10-02 23:42:13
Dem,50 to 64,Some college or trade school,Black,Male,Black,support,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,Beto O'Rourke,agree,45 to 64,Some College Educ.,Other,Male,Very likely,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Other Non-White,Bell,Less than 50 percent,Landline,1,0.2253,1.3276,3.5987,1.5398,2018-10-02 23:44:55
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Williamson,85 percent or higher,Cell,1,0.9645,1.1332,0.5651,1.1094,2018-10-02 23:45:40
Rep,35 to 49,Bachelors' degree,Black,Male,Black,oppose,Disapp.,Support,support,Reps. keep House,Unfavorable,Favorable,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,4-year College Grad.,Other Non-White,Bell,50 to 85 percent,Cell,1,0.5843,0.9557,0.8512,1.0176,2018-10-02 23:45:59
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Bell,50 to 85 percent,Landline,1,0.787,1.2893,0.835,1.3057,2018-10-02 23:45:59
Und,35 to 49,Bachelors' degree,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,Beto O'Rourke,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,4-year College Grad.,Other Non-White,Austin/Round Rock,85 percent or higher,Cell,1,0.9663,0.7517,0.4435,0.7421,2018-10-02 23:49:35
Dem,50 to 64,Graduate or Professional Degree,White,Male,Other,oppose,Disapp.,Check,support,Dems. take House,Don't know,Favorable,Don't know,Beto O'Rourke,agree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,White,Williamson,85 percent or higher,Cell,0.8889,0.9814,0.6118,0.2214,0.5984,2018-10-02 23:50:20
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,Do not believe,Ted Cruz,disagree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Williamson,85 percent or higher,Landline,1,0.9885,0.9538,0.474,0.9411,2018-10-02 23:50:56
Dem,65 and older,Graduate or Professional Degree,White,Female,Hispanic,oppose,Disapp.,Check,oppose,Dems. take House,Unfavorable,Unfavorable,Believe,Beto O'Rourke,agree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,65 and older,Postgraduate Degree,White,Bell,85 percent or higher,Landline,1,0.9793,0.5926,0.2629,0.5813,2018-10-02 23:51:23
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,disagree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Williamson,85 percent or higher,Landline,1,0.9825,1.3745,0.6684,1.3561,2018-10-02 23:51:50
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Bell,85 percent or higher,Cell,1,0.9724,0.9783,0.4168,0.9587,2018-10-02 23:53:02
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Don't know,Do not believe,Ted Cruz,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Williamson,Less than 50 percent,Cell,1,0.4056,0.9596,0.9886,1.0964,2018-10-02 23:53:02
Rep,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,oppose,Disapp.,Check,oppose,Don't know,Don't know,Favorable,Believe,Beto O'Rourke,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,[DO NOT READ] Refused,Nonwhite,40 to 64,No 4-year College Degree,Hispanic,Williamson,Less than 50 percent,Cell,0.7778,0.0678,1.5395,6.9464,2.2286,2018-10-02 23:54:07
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Don't know,Ted Cruz,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Williamson,85 percent or higher,Cell,1,0.989,0.9719,0.4197,0.959,2018-10-02 23:54:59
Dem,35 to 49,Some college or trade school,White,Male,White,support,Approve,Check,support,Reps. keep House,Favorable,Don't know,Don't know,Ted Cruz,agree,30 to 44,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Williamson,Less than 50 percent,Cell,1,0.3558,1.3571,1.7831,1.5936,2018-10-03 00:00:23
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Don't know,Don't know,Dems. take House,Don't know,Unfavorable,Believe,Beto O'Rourke,agree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Bell,50 to 85 percent,Landline,1,0.5501,0.7383,0.5747,0.7948,2018-10-03 00:05:18
Rep,65 and older,Some college or trade school,White,Female,White,support,Don't know,Support,support,Reps. keep House,Don't know,Favorable,Don't know,Ted Cruz,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Williamson,85 percent or higher,Landline,1,0.9742,1.3489,0.7609,1.3222,2018-10-03 00:09:30
Rep,50 to 64,Some college or trade school,White,Male,Other,support,Approve,Support,Don't know,Reps. keep House,Don't know,Don't know,Don't know,Ted Cruz,Don't know,45 to 64,Some College Educ.,Republican,Female,Very likely,[DO NOT READ] Refused,Nonwhite,40 to 64,No 4-year College Degree,White,Bell,50 to 85 percent,Landline,1,0.5163,1.0831,0.9355,1.1086,2018-10-03 00:16:24
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Williamson,85 percent or higher,Landline,1,0.9898,0.7283,0.2984,0.7187,2018-10-03 00:17:09
Rep,65 and older,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Check,Don't know,Reps. keep House,Don't know,Favorable,Believe,Don't know,Don't know,65 and older,Postgraduate Degree,Republican,Male,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,65 and older,Postgraduate Degree,White,Austin/Round Rock,85 percent or higher,Landline,1,0.9814,0.6047,0.2674,0.5966,2018-10-03 00:21:45
Dem,65 and older,Bachelors' degree,White,Female,Hispanic,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Unfavorable,Believe,Beto O'Rourke,agree,65 and older,4-year College Grad.,Other,Female,Very likely,Democrat,Nonwhite,65 and older,4-year College Grad.,White,Austin/Round Rock,50 to 85 percent,Cell,1,0.5704,0.9475,0.9307,0.9586,2018-10-03 00:22:21
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,disagree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Bell,85 percent or higher,Cell,1,0.9218,1.1645,0.5979,1.1544,2018-10-03 00:22:30
Dem,50 to 64,Some college or trade school,Hispanic,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Believe,Beto O'Rourke,agree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Hispanic,Williamson,85 percent or higher,Cell,1,0.9015,1.2818,0.809,1.2523,2018-10-03 00:23:06
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Check,support,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Bell,85 percent or higher,Cell,1,0.973,0.6788,0.2972,0.6699,2018-10-03 00:23:06
Dem,35 to 49,Bachelors' degree,Black,Female,White,Don't know,Disapp.,Check,Don't know,Don't know,Favorable,Don't know,Don't know,Beto O'Rourke,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,Other Non-White,Bell,Less than 50 percent,Cell,1,0.2859,0.9212,2.0225,1.1346,2018-10-03 00:24:00
Rep,18 to 34,Some college or trade school,White,Female,Hispanic,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,Ted Cruz,agree,18 to 29,Some College Educ.,Other,Female,Very likely,Republican,Nonwhite,18 to 39,No 4-year College Degree,White,Williamson,Less than 50 percent,Cell,1,0.1089,2.0018,9.2675,2.6571,2018-10-03 00:24:00
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,Don't know,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Bell,85 percent or higher,Landline,1,0.8924,1.1645,0.6176,1.1588,2018-10-03 00:24:36
Und,35 to 49,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Don't know,Don't know,Dems. take House,Don't know,Favorable,Believe,Beto O'Rourke,agree,45 to 64,Postgraduate Degree,Other,Female,Very likely,[DO NOT READ] Refused,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Unknown,Bell,Less than 50 percent,Cell,1,0.3397,0.548,0.8203,0.5943,2018-10-03 00:26:06
Dem,50 to 64,Bachelors' degree,White,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,Beto O'Rourke,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,4-year College Grad.,White,Williamson,85 percent or higher,Cell,1,0.98,0.7841,0.3234,0.7736,2018-10-03 00:26:42
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,Beto O'Rourke,agree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Austin/Round Rock,85 percent or higher,Cell,1,0.9092,0.9971,0.5322,0.99,2018-10-03 00:27:09
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Bell,50 to 85 percent,Cell,1,0.8474,1.0831,0.5702,1.0852,2018-10-03 00:27:36
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Believe,Beto O'Rourke,agree,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Williamson,85 percent or higher,Landline,1,0.9916,0.9334,0.4346,0.9183,2018-10-03 00:28:21
Und,[DO NOT READ] Refused,Some college or trade school,White,Male,Black,oppose,Don't know,Don't know,support,Don't know,Don't know,Don't know,Don't know,Don't know,agree,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),Nonwhite,40 to 64,No 4-year College Degree,White,Williamson,Less than 50 percent,Cell,1,0.3922,1.3571,1.6179,1.4408,2018-10-03 00:29:51
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Williamson,85 percent or higher,Landline,1,0.8969,1.3489,0.8264,1.3415,2018-10-03 00:30:36
Und,[DO NOT READ] Refused,Graduate or Professional Degree,Black,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Believe,Don't know,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,40 to 64,Postgraduate Degree,Other Non-White,Bell,50 to 85 percent,Cell,1,0.7212,0.6485,0.4219,0.6658,2018-10-03 00:31:12
