response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,CLIMATE,FEMINISM,genballot,hdem_fav,hrep_fav,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_unkother,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,Not or not very,support,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,>60% Trump,85 percent or higher,Cell,1,0.9146,1.1501,0.8443,1.2029
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Support,Not or not very,support,Reps. keep House,Don't know,Favorable,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Polk,50 to 85 percent,Cell,1,0.8306,1.1656,0.7938,1.2345
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Favorable,Favorable,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Polk,50 to 85 percent,Cell,1,0.7089,1.2586,1.2969,1.3661
Dem,35 to 49,Bachelors' degree,Unknown,Male,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Unknown/Non-White,Polk,50 to 85 percent,Cell,1,0.6378,1.4464,1.1663,1.5982
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,<60% Trump,50 to 85 percent,Cell,1,0.7247,1.2216,1.0391,1.3212
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Don't know,Favorable,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,>60% Trump,50 to 85 percent,Landline,1,0.8435,0.7783,0.4251,0.8226
Dem,65 and older,Some college or trade school,White,Male,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,>60% Trump,85 percent or higher,Landline,1,0.9913,1.1501,0.779,1.1927
Rep,50 to 64,Some college or trade school,White,Female,White,support,Disapp.,Check,Very or somewhat,support,Reps. keep House,Don't know,Favorable,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,<60% Trump,Less than 50 percent,Landline,1,0.483,1.0106,1.4909,1.1755
Rep,50 to 64,Bachelors' degree,Unknown,Male,[DO NOT READ] Don't know/Refused,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,Unknown/Non-White,Polk,85 percent or higher,Cell,1,0.871,1.1635,0.6155,1.1989
Rep,50 to 64,Some college or trade school,White,Female,White,Don't know,Approve,Check,Very or somewhat,Don't know,Reps. keep House,Favorable,Favorable,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Polk,85 percent or higher,Landline,1,0.9855,1.0387,0.6597,1.0803
Dem,35 to 49,Some college or trade school,White,Female,White,support,Disapp.,Check,Not or not very,support,Reps. keep House,Favorable,Unfavorable,agree,30 to 44,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,<60% Trump,50 to 85 percent,Cell,1,0.7252,1.2289,1.4464,1.329
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,<60% Trump,85 percent or higher,Cell,1,0.9129,1.0213,0.7746,1.0684
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Don't know,Don't know,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Polk,85 percent or higher,Cell,1,0.8632,1.3482,0.8276,1.3896
Dem,35 to 49,Bachelors' degree,Unknown,Male,Black,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Favorable,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,Unknown/Non-White,Polk,50 to 85 percent,Cell,1,0.6075,1.3474,1.2231,1.5017
Rep,35 to 49,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Check,Very or somewhat,oppose,Reps. keep House,Unfavorable,Favorable,disagree,30 to 44,Postgraduate Degree,Republican,Male,Very likely,or as a member of another political party,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,White,Polk,85 percent or higher,Cell,1,0.9463,0.8003,0.5324,0.8248
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Support,Not or not very,support,Reps. keep House,Unfavorable,Don't know,disagree,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Polk,85 percent or higher,Cell,1,0.9304,1.1404,0.7809,1.1747
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Support,Not or not very,support,Reps. keep House,Don't know,Don't know,disagree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Polk,50 to 85 percent,Cell,1,0.7506,1.0859,0.8775,1.1678
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Polk,85 percent or higher,Cell,1,0.8921,0.962,0.5226,0.9908
Rep,[DO NOT READ] Refused,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Support,Very or somewhat,oppose,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Polk,85 percent or higher,Cell,1,0.9531,1.115,0.6829,1.1614
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,Not or not very,Don't know,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,<60% Trump,85 percent or higher,Cell,1,0.9849,0.9827,0.551,1.022
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Don't know,Favorable,agree,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Polk,85 percent or higher,Cell,1,0.9231,1.1404,0.7871,1.1745
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Don't know,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Polk,85 percent or higher,Cell,1,0.9007,0.6289,0.3586,0.6477
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Don't know,Very or somewhat,Don't know,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Polk,50 to 85 percent,Cell,1,0.7958,0.7079,0.3617,0.7545
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Polk,85 percent or higher,Cell,1,0.964,0.9853,0.4665,1.0169
Dem,50 to 64,Some college or trade school,White,Female,White,support,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Polk,50 to 85 percent,Cell,1,0.803,0.9438,0.707,1.0045
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Polk,50 to 85 percent,Cell,1,0.8479,0.5735,0.4054,0.6056
Und,35 to 49,Bachelors' degree,White,Male,Hispanic,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Don't know,Unfavorable,agree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,White,Polk,50 to 85 percent,Cell,1,0.7327,1.2837,0.8839,1.3858
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,<60% Trump,85 percent or higher,Landline,1,0.9845,0.9274,0.7312,0.9645
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,disagree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,>60% Trump,85 percent or higher,Cell,1,0.9853,0.8198,0.6363,0.8526
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Very or somewhat,oppose,Reps. keep House,Unfavorable,Unfavorable,agree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Polk,50 to 85 percent,Cell,1,0.7255,0.762,0.6295,0.7938
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Check,Not or not very,oppose,Reps. keep House,Unfavorable,Unfavorable,disagree,30 to 44,4-year College Grad.,Republican,Female,Somewhat likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,<60% Trump,50 to 85 percent,Cell,0.4444,0.8168,1.0334,0.9375,0.8604
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Don't know,Favorable,disagree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Polk,85 percent or higher,Cell,1,0.8835,1.115,0.7367,1.1485
Dem,35 to 49,Bachelors' degree,White,Male,Asian,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Unfavorable,Unfavorable,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,Polk,Less than 50 percent,Cell,1,0.2769,1.284,2.4553,1.6787
Dem,35 to 49,Grade school,White,Male,White,support,Approve,Support,Not or not very,support,Reps. keep House,Favorable,Unfavorable,agree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,35 to 49,White,<60% Trump,Less than 50 percent,Cell,0.4444,0.4845,1.6523,3.0507,1.5691
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Don't know,Not or not very,oppose,Reps. keep House,Unfavorable,Unfavorable,disagree,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Polk,85 percent or higher,Cell,1,0.9097,1.0668,0.48,1.1165
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,>60% Trump,85 percent or higher,Cell,1,0.9936,1.1501,0.7772,1.1937
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Don't know,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Polk,85 percent or higher,Cell,1,0.9432,0.6001,0.3298,0.6257
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Des Moines,85 percent or higher,Landline,1,0.988,0.5658,0.2981,0.5885
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,Very or somewhat,oppose,Dems. take House,Favorable,Unfavorable,agree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,<60% Trump,85 percent or higher,Cell,1,0.8566,1.283,0.9698,1.3531
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,Very or somewhat,oppose,Dems. take House,Favorable,Unfavorable,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,>60% Trump,85 percent or higher,Cell,0.8889,0.9051,0.619,0.4079,0.643
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Polk,85 percent or higher,Landline,1,0.9663,0.918,0.4649,0.9552
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Favorable,agree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,>60% Trump,50 to 85 percent,Cell,1,0.6745,1.1393,1.172,1.2469
Dem,50 to 64,High school,White,Male,White,oppose,Approve,Support,Very or somewhat,support,Dems. take House,Unfavorable,Unfavorable,agree,45 to 64,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Des Moines,Less than 50 percent,Cell,0.7778,0.1447,1.3806,5.1494,1.5554
Rep,65 and older,High school,White,Female,White,support,Disapp.,Support,Not or not very,Don't know,Reps. keep House,Favorable,Favorable,agree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,<60% Trump,85 percent or higher,Landline,1,0.989,1.1614,0.9761,1.2035
Und,[DO NOT READ] Refused,Grade school,White,Male,Hispanic,Don't know,Don't know,Don't know,Not or not very,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,High School Grad. or Less,Other,Male,[DO NOT READ] Don't know/Refused,Independent (No party),Nonwhite,Nonwhite,50 to 64,White,>60% Trump,Less than 50 percent,Cell,1,0.2764,1.6103,3.6767,1.4118
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,<60% Trump,85 percent or higher,Cell,1,0.9944,0.9955,0.7247,1.036
Dem,65 and older,High school,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,<60% Trump,85 percent or higher,Cell,1,0.9438,1.1082,0.9854,1.1553
Dem,65 and older,High school,White,Male,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Polk,85 percent or higher,Cell,1,0.8724,1.25,0.9178,1.315
Dem,18 to 34,Graduate or Professional Degree,Unknown,Male,White,oppose,Disapp.,Check,Not or not very,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Unknown/Non-White,Polk,50 to 85 percent,Cell,0.8889,0.5652,0.7457,0.7122,0.8191
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Don't know,Don't know,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Polk,85 percent or higher,Cell,1,0.9474,0.9912,0.6612,1.033
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Des Moines,85 percent or higher,Cell,1,0.9649,1.0117,0.5968,1.0529
Rep,18 to 34,High school,White,Male,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,disagree,18 to 29,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,18 to 34,White,>60% Trump,Less than 50 percent,Cell,1,0.3579,1.367,3.5192,1.5505
Dem,65 and older,Some college or trade school,White,Male,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Polk,85 percent or higher,Landline,1,0.9923,0.9981,0.6018,1.0385
Rep,50 to 64,High school,White,Female,White,support,Disapp.,Check,Very or somewhat,oppose,Reps. keep House,Don't know,Don't know,agree,45 to 64,High School Grad. or Less,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,<60% Trump,Less than 50 percent,Landline,0.7778,0.3826,1.2984,2.4767,1.077
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Support,Very or somewhat,support,Reps. keep House,Don't know,Favorable,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,<60% Trump,85 percent or higher,Landline,1,0.99,0.8589,0.5215,0.8934
Und,50 to 64,Bachelors' degree,White,Female,White,Don't know,Disapp.,Check,Very or somewhat,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Not very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Polk,85 percent or higher,Landline,0,0.9481,0.918,0.4738,0.7272
Dem,50 to 64,Some college or trade school,White,Female,White,support,Disapp.,Check,Very or somewhat,oppose,Reps. keep House,Favorable,Unfavorable,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Polk,50 to 85 percent,Landline,0.8889,0.7998,0.989,0.7368,1.0049
Und,50 to 64,Bachelors' degree,White,Female,White,support,Don't know,Support,Very or somewhat,oppose,Reps. keep House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Des Moines,85 percent or higher,Landline,1,0.9342,0.9069,0.4725,0.9464
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,Unknown/Non-White,Polk,85 percent or higher,Landline,1,0.9824,0.6344,0.3464,0.6563
Und,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Republican,Male,Not very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,<60% Trump,50 to 85 percent,Landline,0.4444,0.5907,1.0104,1.1612,0.6208
Rep,35 to 49,High school,White,Male,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Polk,85 percent or higher,Cell,1,0.9866,1.6553,1.3785,1.7143
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,>60% Trump,85 percent or higher,Landline,1,0.989,0.7423,0.4072,0.7721
Dem,65 and older,High school,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,<60% Trump,85 percent or higher,Landline,1,0.9852,1.1082,0.944,1.1526
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Polk,85 percent or higher,Landline,1,0.9743,0.8612,0.4391,0.8958
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,<60% Trump,85 percent or higher,Cell,1,0.9126,0.7268,0.6184,0.7604
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Don't know,Don't know,agree,18 to 29,Postgraduate Degree,Other,Male,Somewhat likely,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Des Moines,Less than 50 percent,Cell,0.6667,0.1576,0.6241,2.2109,0.4709
Und,18 to 34,Bachelors' degree,White,Male,White,Don't know,Approve,Check,Very or somewhat,Don't know,Don't know,Unfavorable,Favorable,disagree,30 to 44,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,18 to 34,White,<60% Trump,Less than 50 percent,Cell,1,0.4765,0.875,1.3195,0.9537
Dem,65 and older,Bachelors' degree,White,Male,White,support,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Don't know,agree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Des Moines,85 percent or higher,Cell,1,0.9968,0.8715,0.4068,0.9073
Rep,65 and older,High school,White,Female,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Unfavorable,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Polk,85 percent or higher,Landline,1,0.9894,1.2203,0.8391,1.2694
Dem,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Don't know,Don't know,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,White,Polk,85 percent or higher,Cell,1,0.9266,0.7115,0.5233,0.7431
Rep,65 and older,Graduate or Professional Degree,White,Male,Other,support,Approve,Support,Very or somewhat,oppose,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,White,>60% Trump,85 percent or higher,Landline,1,0.9927,0.6645,0.3722,0.6914
Dem,18 to 34,Some college or trade school,Other,Male,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Unfavorable,Unfavorable,agree,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,Unknown/Non-White,Polk,Less than 50 percent,Cell,0.7778,0.2099,1.232,4.052,1.0156
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Unknown/Non-White,>60% Trump,85 percent or higher,Cell,1,0.8731,0.8814,0.7946,0.9272
Dem,35 to 49,High school,White,Male,White,oppose,Approve,Check,Not or not very,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,High School Grad. or Less,Democratic,Male,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,<60% Trump,Less than 50 percent,Cell,0.6667,0.4804,1.1291,2.3574,0.7539
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,Unknown,Male,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Unknown/Non-White,>60% Trump,85 percent or higher,Landline,1,0.9877,0.7846,0.446,0.8161
Dem,18 to 34,Some college or trade school,Asian,Male,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,Unknown/Non-White,Des Moines,50 to 85 percent,Cell,1,0.8209,1.1612,0.9345,1.2319
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Disapp.,Support,Not or not very,oppose,Reps. keep House,Don't know,Unfavorable,agree,30 to 44,Postgraduate Degree,Other,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Des Moines,50 to 85 percent,Landline,0.2222,0.6423,0.7912,0.6612,0.3629
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Don't know,Favorable,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,>60% Trump,85 percent or higher,Cell,1,0.9896,1.226,0.8193,1.2752
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Don't know,Don't know,agree,45 to 64,Some College Educ.,Republican,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,<60% Trump,50 to 85 percent,Cell,0.6667,0.6858,0.9413,0.9991,0.7963
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Approve,Support,Very or somewhat,support,Reps. keep House,Unfavorable,Unfavorable,agree,65 and older,4-year College Grad.,Republican,Male,Somewhat likely,Republican,"White, 4-Year College Grads",White,65 and older,White,<60% Trump,85 percent or higher,Landline,0.5556,0.8822,0.9219,0.5859,0.8322
Rep,65 and older,High school,White,Female,White,support,Approve,Support,Very or somewhat,oppose,Reps. keep House,Unfavorable,Unfavorable,disagree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,<60% Trump,Less than 50 percent,Landline,1,0.4626,1.2181,1.9506,1.4289
