response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_unkother,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,65 and older,Some college or trade school,Unknown,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,Unknown/Non-White,South/Central,85 percent or higher,Landline,1,0.9985,0.9338,0.564,0.9617,2018-09-12 22:47:07
Dem,50 to 64,Bachelors' degree,White,Female,White,Don't know,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,South/Central,85 percent or higher,Landline,1,0.9955,0.6678,0.3502,0.6858,2018-09-12 22:47:08
Rep,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Don't know,disagree,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,North,50 to 85 percent,Landline,1,0.6145,0.6821,0.6043,0.75,2018-09-12 22:47:16
Dem,65 and older,Some college or trade school,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,South/Central,85 percent or higher,Cell,1,0.9512,0.7663,0.5214,0.7892,2018-09-12 22:49:58
Dem,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,North,85 percent or higher,Landline,1,0.8752,0.7558,0.5232,0.7858,2018-09-12 22:50:07
Dem,50 to 64,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Auburn/Lewiston,85 percent or higher,Landline,1,0.9948,0.7351,0.4775,0.7564,2018-09-12 22:50:16
Dem,65 and older,High school,White,Female,White,Oppose,agree,Disapp.,oppose,Oppose,agree,Dems. take House,Favorable,Unfavorable,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.9019,1.4149,1.203,1.4654,2018-09-12 22:51:28
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,Don't know,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,4-year College Grad.,Other,Female,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Unknown/Non-White,North,50 to 85 percent,Cell,0.4444,0.6506,0.8707,0.5827,0.4721,2018-09-12 22:51:55
Rep,50 to 64,Some college or trade school,White,Female,White,Don't know,disagree,Approve,support,Oppose,disagree,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Bangor Area,85 percent or higher,Cell,1,0.9927,0.9638,0.8176,0.9914,2018-09-12 22:52:31
Dem,65 and older,Some college or trade school,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,65 and older,White,North,85 percent or higher,Landline,1,0.9945,0.7952,0.4706,0.8181,2018-09-12 22:53:07
Rep,35 to 49,Some college or trade school,White,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Bangor Area,85 percent or higher,Cell,1,0.9864,1.0096,0.7398,1.0381,2018-09-12 22:53:43
Rep,50 to 64,High school,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Favorable,Unfavorable,agree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,South/Central,Less than 50 percent,Cell,1,0.4505,1.8321,4.3082,2.1359,2018-09-12 22:54:19
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Bangor Area,50 to 85 percent,Cell,1,0.7849,1.0667,1.1674,1.1263,2018-09-12 22:54:55
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Some College Educ.,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Auburn/Lewiston,85 percent or higher,Landline,1,0.9335,1.0983,0.9867,1.0851,2018-09-12 22:55:31
Und,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,Don't know,Support,disagree,Reps. keep House,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Auburn/Lewiston,50 to 85 percent,Landline,0.6667,0.6745,0.9871,1.0661,0.9364,2018-09-12 22:56:16
Rep,35 to 49,Some college or trade school,Hispanic,Female,White,Oppose,disagree,Approve,oppose,Support,Don't know,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,Unknown/Non-White,North,85 percent or higher,Cell,1,0.9935,0.9209,0.4782,0.9473,2018-09-12 22:58:40
Dem,35 to 49,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,4-year College Grad.,Other,Male,Very likely,or as a member of another political party,"White, 4-Year College Grads",White,35 to 49,White,Bangor Area,50 to 85 percent,Cell,1,0.8089,0.8897,0.7084,0.9093,2018-09-12 22:58:40
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,agree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.9317,0.5307,0.3232,0.5476,2018-09-12 23:00:28
Dem,65 and older,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,North,85 percent or higher,Landline,1,0.9904,0.4332,0.2174,0.4455,2018-09-12 23:00:46
Dem,18 to 34,Some college or trade school,White,Male,White,Oppose,agree,Don't know,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,18 to 29,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,South/Central,Less than 50 percent,Cell,1,0.2266,2.0337,8.2601,2.4557,2018-09-12 23:04:43
Und,35 to 49,Some college or trade school,White,Female,White,Don't know,agree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,Some College Educ.,Democratic,Female,Not at all likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,North,Less than 50 percent,Landline,0.3333,0.2884,1.6601,4.6395,0.5855,2018-09-12 23:07:34
Dem,18 to 34,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,South/Central,50 to 85 percent,Landline,1,0.6965,1.7945,1.5479,1.9312,2018-09-12 23:09:13
Rep,65 and older,Some college or trade school,White,Female,White,Support,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Unfavorable,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Bangor Area,50 to 85 percent,Landline,0.8889,0.7108,1.0711,1.3387,1.0788,2018-09-12 23:11:37
Rep,65 and older,Graduate or Professional Degree,White,Female,Other,Oppose,agree,Disapp.,oppose,Oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,[DO NOT READ] Refused,Nonwhite,Nonwhite,65 and older,White,North,85 percent or higher,Landline,1,0.8613,0.4332,0.25,0.4513,2018-09-12 23:13:43
Dem,65 and older,High school,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,North,85 percent or higher,Landline,1,0.9938,0.8871,0.5728,0.9126,2018-09-12 23:13:52
Rep,65 and older,High school,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,agree,Dems. take House,Favorable,Favorable,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,North,85 percent or higher,Landline,1,0.9811,0.8871,0.5803,0.9121,2018-09-12 23:20:02
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,agree,Reps. keep House,Favorable,Unfavorable,disagree,65 and older,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Bangor Area,85 percent or higher,Landline,1,0.9213,0.9226,0.8579,0.9532,2018-09-12 23:21:14
Rep,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Don't know,disagree,Reps. keep House,Unfavorable,Unfavorable,Don't know,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,South/Central,85 percent or higher,Landline,1,0.9964,0.755,0.4616,0.7771,2018-09-12 23:22:53
Dem,50 to 64,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,South/Central,85 percent or higher,Landline,1,0.9174,0.6678,0.38,0.6903,2018-09-12 23:23:20
Rep,50 to 64,Bachelors' degree,White,Female,White,Support,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Bangor Area,50 to 85 percent,Cell,1,0.7483,0.8493,0.8517,0.9034,2018-09-12 23:25:44
Und,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Oppose,agree,Approve,support,Support,disagree,Don't know,Unfavorable,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Auburn/Lewiston,85 percent or higher,Landline,1,0.9852,0.9052,0.6972,0.9308,2018-09-12 23:25:53
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,South/Central,85 percent or higher,Cell,1,0.9925,0.5808,0.3067,0.5974,2018-09-12 23:26:47
Dem,50 to 64,High school,White,Female,White,Oppose,disagree,Disapp.,support,Don't know,agree,Dems. take House,Don't know,Unfavorable,agree,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Auburn/Lewiston,85 percent or higher,Cell,1,0.9575,1.3094,1.1451,1.3352,2018-09-12 23:28:17
Dem,65 and older,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Bangor Area,85 percent or higher,Landline,1,0.9975,0.804,0.5569,0.8277,2018-09-12 23:28:35
Dem,50 to 64,High school,White,Male,White,Oppose,disagree,Disapp.,oppose,Oppose,agree,Dems. take House,Favorable,Unfavorable,agree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,North,50 to 85 percent,Cell,1,0.7034,0.9558,0.9233,1.0269,2018-09-12 23:29:29
Dem,65 and older,High school,White,Female,White,Don't know,Don't know,Approve,oppose,Oppose,disagree,Dems. take House,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Auburn/Lewiston,50 to 85 percent,Landline,0.6667,0.7023,1.4552,1.8303,1.2248000000000001,2018-09-12 23:30:41
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,Don't know,Support,disagree,Reps. keep House,Don't know,Favorable,Don't know,65 and older,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,North,85 percent or higher,Landline,0.4444,0.9245,0.6043,0.3577,0.5804,2018-09-12 23:32:11
Rep,[DO NOT READ] Refused,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,Don't know,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Bangor Area,85 percent or higher,Cell,1,0.9862,0.9409,0.7281,0.9675,2018-09-12 23:32:29
Rep,18 to 34,Some college or trade school,White,Female,White,Oppose,disagree,Approve,oppose,Oppose,disagree,Reps. keep House,Don't know,Unfavorable,disagree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,18 to 34,White,South/Central,50 to 85 percent,Landline,1,0.7802,1.9025,1.5301,2.0107,2018-09-12 23:33:50
Dem,50 to 64,High school,White,Male,White,Support,disagree,Disapp.,support,Oppose,agree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Bangor Area,85 percent or higher,Landline,1,0.9245,1.0499,1.0341,1.0843,2018-09-12 23:33:50
Rep,50 to 64,High school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,18 to 34,White,Bangor Area,85 percent or higher,Landline,1,0.898,2.5491,2.9165,2.6415,2018-09-12 23:41:29
Dem,65 and older,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,White,Bangor Area,85 percent or higher,Cell,1,0.981,0.6201,0.4315,0.6341,2018-09-12 23:45:23
Rep,50 to 64,High school,White,Male,White,Support,disagree,Don't know,support,Support,agree,Dems. take House,Unfavorable,Don't know,disagree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,North,85 percent or higher,Cell,0.8889,0.8776,1.0719,0.8376,1.1031,2018-09-12 23:47:40
Rep,65 and older,High school,White,Female,White,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Don't know,Unfavorable,agree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,South/Central,85 percent or higher,Cell,1,0.967,1.1895,0.832,1.2236,2018-09-12 23:48:43
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Don't know,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,South/Central,85 percent or higher,Landline,1,0.9967,0.6085,0.2746,0.6263,2018-09-12 23:49:01
