response,ager,educ,file_race,gender,race_eth,ACHA,APPKAV,approve,genballot,hdem_fav,HEALTH,hrep_fav,SINGLEPAY,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_black,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,50 to 64,Graduate or Professional Degree,White,Female,Black,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Postgraduate Degree,Other,Female,Very likely,Democrat,Nonwhite,Nonwhite,50 to 64,White,"Burlington, Clinton",Less than 50 percent,Cell,1,0.4125,0.8015,0.7789,0.8587,2018-09-25 22:35:38
Dem,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Don't know,Support,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,Other Non-White,Ocean,50 to 85 percent,Cell,0.8889,0.8015,1.1506,0.6616,1.1646,2018-09-25 22:36:05
Und,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Don't know,65 and older,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Clinton",85 percent or higher,Landline,1,0.9844,0.9475,0.4411,0.9456,2018-09-25 22:36:14
Dem,50 to 64,Some college or trade school,White,Male,White,Support,oppose,Approve,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Some College Educ.,Republican,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Ocean,Less than 50 percent,Landline,1,0.1288,1.1066,4.7177,1.6711,2018-09-25 22:37:35
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Unfavorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,35 to 49,White,Ocean,85 percent or higher,Cell,1,0.8692,0.8564,0.4679,0.8691,2018-09-25 22:39:14
Dem,35 to 49,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.9098,0.7956,0.3977,0.8028,2018-09-25 22:39:14
Und,35 to 49,Graduate or Professional Degree,Black,Male,Hispanic,Oppose,Don't know,Don't know,Don't know,Favorable,No,Favorable,Support,45 to 64,Postgraduate Degree,Other,Male,Somewhat likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,Black,"Burlington, Clinton",Less than 50 percent,Cell,0.7778,0.3601,0.8058,1.4376,0.6427,2018-09-25 22:39:50
Dem,65 and older,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,"Burlington, Trump",50 to 85 percent,Cell,1,0.8151,0.8931,0.479,0.9146,2018-09-25 22:41:29
Und,50 to 64,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Don't know,Support,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Ocean,Less than 50 percent,Cell,1,0.4417,1.0105,1.1983,1.1534,2018-09-25 22:41:47
Dem,65 and older,High school,Unknown,Female,White,Support,oppose,Disapp.,Dems. take House,Favorable,Yes,Don't know,Support,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,Unknown,Ocean,85 percent or higher,Landline,1,0.9196,1.5351,1.7527,1.5471,2018-09-25 22:43:53
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Don't know,Oppose,65 and older,Some College Educ.,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Ocean,85 percent or higher,Landline,0.4444,0.8652,1.14,0.6944,0.7878,2018-09-25 22:44:20
Und,50 to 64,Graduate or Professional Degree,White,Male,White,Don't know,oppose,Disapp.,Dems. take House,Unfavorable,No,Don't know,Support,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Ocean,Less than 50 percent,Landline,1,0.4719,0.7573,0.7284,0.8532,2018-09-25 22:45:02
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Ocean,50 to 85 percent,Landline,1,0.7485,0.9423,0.575,0.9441,2018-09-25 22:46:44
Rep,65 and older,Some college or trade school,Unknown,Female,White,Oppose,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown,Ocean,85 percent or higher,Cell,1,0.9786,0.8846,0.7126,0.8871,2018-09-25 22:47:20
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Ocean,50 to 85 percent,Cell,1,0.8474,0.6457,0.2649,0.6575,2018-09-25 22:47:20
Und,65 and older,Bachelors' degree,Unknown,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Oppose,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Unknown,"Burlington, Clinton",50 to 85 percent,Landline,1,0.8424,0.8109,0.3674,0.8265,2018-09-25 22:47:38
Und,50 to 64,Bachelors' degree,White,Female,White,Support,support,Approve,Don't know,Don't know,Yes,Don't know,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Ocean,50 to 85 percent,Cell,1,0.6948,0.7552,0.4397,0.793,2018-09-25 22:48:04
Rep,18 to 34,Graduate or Professional Degree,Hispanic,Male,White,Oppose,support,Disapp.,Reps. keep House,Unfavorable,No,Don't know,Support,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Other Non-White,"Burlington, Clinton",Less than 50 percent,Cell,0.7778,0.2017,1.0705,2.4562,1.1147,2018-09-25 22:48:11
Und,35 to 49,Bachelors' degree,White,Male,White,Support,oppose,Disapp.,Reps. keep House,Unfavorable,No,Don't know,Oppose,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Clinton",50 to 85 percent,Cell,1,0.7885,0.8099,0.4303,0.8334,2018-09-25 22:48:20
Rep,35 to 49,Bachelors' degree,Unknown,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Don't know,Favorable,Oppose,30 to 44,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Unknown,Ocean,Less than 50 percent,Cell,1,0.3396,0.7456,1.6097,0.8219,2018-09-25 22:49:34
Dem,65 and older,Some college or trade school,Black,Male,Black,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Don't know,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,Black,"Burlington, Clinton",85 percent or higher,Landline,1,0.99,0.8411,0.4833,0.8436,2018-09-25 22:50:01
Rep,35 to 49,Some college or trade school,Black,Male,White,Oppose,Don't know,Approve,Reps. keep House,Don't know,No,Don't know,Oppose,30 to 44,Some College Educ.,Democratic,Male,Not at all likely,Republican,"White, No 4-Year College Degree",White,35 to 49,Black,"Burlington, Clinton",85 percent or higher,Cell,0.3333,0.9904,0.8645,0.6636,0.7989,2018-09-25 22:51:49
Rep,50 to 64,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,"Burlington, Clinton",85 percent or higher,Landline,1,0.8946,0.9796,0.4801,0.9905,2018-09-25 22:52:23
Dem,[DO NOT READ] Refused,Bachelors' degree,Hispanic,Female,Hispanic,Support,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,50 to 64,Other Non-White,"Burlington, Clinton",85 percent or higher,Cell,1,0.9282,1.1253,0.5189,1.1176,2018-09-25 22:54:20
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,support,Approve,Reps. keep House,Unfavorable,Yes,Don't know,Support,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Ocean,Less than 50 percent,Cell,0,0.3723,1.2194,2.0244,0.8461,2018-09-25 22:55:05
Dem,35 to 49,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Oppose,30 to 44,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Ocean,50 to 85 percent,Cell,1,0.6901,1.1929,1.1226,1.2539,2018-09-25 23:00:49
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Oppose,support,Approve,Reps. keep House,Favorable,No,Favorable,Support,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Unknown,"Burlington, Clinton",85 percent or higher,Cell,1,0.9882,0.7602,0.5043,0.7623,2018-09-25 23:03:07
Und,50 to 64,High school,White,Female,White,Support,support,Disapp.,Dems. take House,Unfavorable,Yes,Unfavorable,Support,45 to 64,High School Grad. or Less,Other,Female,Somewhat likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,50 to 64,White,"Burlington, Clinton",Less than 50 percent,Cell,0.5556,0.2727,2.0299,5.2741,1.3533,2018-09-25 23:03:52
Dem,50 to 64,Grade school,Black,Male,Black,Support,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,50 to 64,Black,"Burlington, Clinton",85 percent or higher,Cell,1,0.9021,1.3229,1.077,1.3135,2018-09-25 23:05:13
Rep,18 to 34,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Support,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",White,18 to 34,White,Ocean,Less than 50 percent,Cell,0.4444,0.1448,1.1763,5.1861,0.6938,2018-09-25 23:06:34
Dem,65 and older,High school,White,Female,White,Support,support,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Ocean,50 to 85 percent,Landline,1,0.5228,1.7655,2.214,1.9502,2018-09-25 23:06:54
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,"Burlington, Trump",50 to 85 percent,Cell,1,0.6122,0.6327,0.4684,0.679,2018-09-25 23:08:22
Und,35 to 49,Some college or trade school,Hispanic,Male,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Don't know,Oppose,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,Other Non-White,Ocean,50 to 85 percent,Cell,0.8889,0.7545,1.7097,1.6257,1.7421,2018-09-25 23:08:40
Rep,50 to 64,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,"Burlington, Trump",85 percent or higher,Cell,1,0.9781,0.9734,0.618,0.9762,2018-09-25 23:10:19
Rep,35 to 49,High school,White,Male,White,Support,support,Approve,Don't know,Don't know,No,Don't know,Support,30 to 44,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,"Burlington, Clinton",50 to 85 percent,Cell,1,0.814,1.9977,1.4272,1.9906,2018-09-25 23:10:19
Dem,65 and older,Bachelors' degree,White,Male,Other,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,White,Ocean,50 to 85 percent,Cell,1,0.5599,0.8493,0.5278,0.9262,2018-09-25 23:10:46
Und,65 and older,High school,Unknown,Male,White,Support,support,Approve,Don't know,Unfavorable,Yes,Unfavorable,Don't know,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown,"Burlington, Clinton",85 percent or higher,Landline,0.8889,0.9871,1.4815,1.0577,1.4827,2018-09-25 23:11:04
Dem,35 to 49,High school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Support,30 to 44,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,"Burlington, Clinton",Less than 50 percent,Cell,0.8889,0.0842,2.3461,9.98,3.0353,2018-09-25 23:12:54
Dem,65 and older,High school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Clinton",85 percent or higher,Landline,1,0.9957,1.6759,0.8588,1.6819,2018-09-25 23:13:03
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,"Burlington, Clinton",85 percent or higher,Landline,1,0.9957,0.6484,0.2134,0.6508,2018-09-25 23:15:25
Dem,50 to 64,Some college or trade school,White,Female,White,Support,support,Approve,Dems. take House,Don't know,No,Don't know,Support,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Ocean,85 percent or higher,Landline,1,0.9035,0.9081,0.5946,0.9017,2018-09-25 23:15:34
Rep,35 to 49,Graduate or Professional Degree,White,Female,Black,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Favorable,Oppose,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,"Burlington, Trump",50 to 85 percent,Cell,1,0.6603,0.7848,0.5923,0.8312,2018-09-25 23:15:43
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Support,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Ocean,50 to 85 percent,Cell,1,0.7397,1.0174,0.6777,1.0574,2018-09-25 23:16:40
Dem,35 to 49,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Favorable,Support,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.9552,0.6664,0.3041,0.6692,2018-09-25 23:16:49
Und,35 to 49,Grade school,Asian,Female,Asian,Oppose,oppose,Approve,Reps. keep House,Unfavorable,No,Unfavorable,Support,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,Other Non-White,"Burlington, Clinton",50 to 85 percent,Landline,1,0.806,2.7526,2.9324,2.8233,2018-09-25 23:17:07
Rep,65 and older,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Don't know,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Clinton",85 percent or higher,Landline,1,0.9911,0.9463,0.4105,0.9461,2018-09-25 23:17:43
Dem,35 to 49,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,White,Ocean,85 percent or higher,Cell,1,0.8933,0.8402,0.5328,0.8497,2018-09-25 23:18:55
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Ocean,85 percent or higher,Landline,1,0.902,0.6215,0.2903,0.6277,2018-09-25 23:18:55
Und,35 to 49,Bachelors' degree,White,Female,White,Support,support,Disapp.,Dems. take House,Don't know,No,Don't know,Support,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Trump",50 to 85 percent,Cell,0.7778,0.6794,0.9169,0.738,0.9245,2018-09-25 23:20:16
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,support,Disapp.,Dems. take House,Favorable,No,Unfavorable,Oppose,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Ocean,50 to 85 percent,Landline,1,0.8281,0.7942,0.3316,0.8114,2018-09-25 23:23:16
Dem,50 to 64,High school,Black,Male,Black,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Support,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Black,"Burlington, Clinton",85 percent or higher,Cell,1,0.9351,1.3229,1.0392,1.3309,2018-09-25 23:23:25
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Oppose,support,Approve,Reps. keep House,Don't know,No,Favorable,Support,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Ocean,85 percent or higher,Landline,1,0.9538,0.9994,0.5609,0.9936,2018-09-25 23:23:25
Rep,65 and older,High school,Unknown,Male,White,Oppose,support,Approve,Reps. keep House,Favorable,No,Unfavorable,Oppose,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown,"Burlington, Clinton",85 percent or higher,Landline,1,0.9848,1.4815,1.0601,1.4856,2018-09-25 23:24:55
Dem,65 and older,Some college or trade school,White,Female,White,Support,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Trump",85 percent or higher,Landline,1,0.8899,1.074,0.7706,1.0866,2018-09-25 23:24:55
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Clinton",50 to 85 percent,Cell,0.7778,0.6302,0.7289,0.3149,0.7401,2018-09-25 23:28:49
Rep,35 to 49,High school,White,Male,White,Oppose,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,30 to 44,High School Grad. or Less,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Ocean,85 percent or higher,Cell,1,0.9465,1.8169,1.5335,1.8055,2018-09-25 23:29:34
Rep,18 to 34,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Favorable,No,Favorable,Oppose,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,18 to 34,White,"Burlington, Clinton",Less than 50 percent,Cell,0.8889,0.4634,0.9764,1.1345,1.0667,2018-09-25 23:29:43
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,Black,Female,[DO NOT READ] Don't know/Refused,Support,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Oppose,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Female,Very likely,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,Black,"Burlington, Clinton",85 percent or higher,Landline,1,0.9902,0.89,0.6977,0.8895,2018-09-25 23:29:52
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,"Burlington, Clinton",85 percent or higher,Landline,1,0.8942,0.7899,0.2696,0.7987,2018-09-25 23:30:01
Dem,65 and older,Some college or trade school,Unknown,Female,White,Don't know,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Oppose,65 and older,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Unknown,Ocean,Less than 50 percent,Landline,1,0.4578,1.2064,2.6532,1.2744,2018-09-25 23:30:10
Dem,65 and older,High school,White,Female,White,Support,oppose,Don't know,Reps. keep House,Favorable,No,Don't know,Support,65 and older,High School Grad. or Less,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Clinton",Less than 50 percent,Cell,1,0.2965,2.2367,5.1582,2.5183,2018-09-25 23:30:10
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Favorable,Support,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,"Burlington, Trump",85 percent or higher,Landline,1,0.9418,0.735,0.3544,0.7389,2018-09-25 23:30:19
Dem,50 to 64,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Don't know,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,"Burlington, Trump",50 to 85 percent,Cell,1,0.705,1.0126,0.7825,1.0606,2018-09-25 23:33:11
Dem,65 and older,Bachelors' degree,Black,Female,Black,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,65 and older,Black,"Burlington, Clinton",85 percent or higher,Cell,1,0.9916,0.6733,0.3215,0.6732,2018-09-25 23:35:17
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Don't know,Support,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Ocean,50 to 85 percent,Cell,1,0.609,0.6971,0.4266,0.7488,2018-09-25 23:36:38
Dem,35 to 49,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Don't know,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Trump",50 to 85 percent,Cell,1,0.7008,0.918,0.7643,0.9625,2018-09-25 23:39:40
Dem,65 and older,High school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Oppose,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Clinton",50 to 85 percent,Landline,1,0.7039,1.9045,1.3142,1.9955,2018-09-25 23:40:05
Und,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Postgraduate Degree,Other,Female,Very likely,[DO NOT READ] Refused,"White, 4-Year College Grads",White,50 to 64,White,Ocean,Less than 50 percent,Cell,1,0.4795,0.8465,0.8837,0.8888,2018-09-25 23:40:59
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Ocean,85 percent or higher,Cell,1,0.9213,1.0007,0.6198,1.0083,2018-09-25 23:41:08
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Ocean,85 percent or higher,Cell,1,0.9863,0.698,0.2419,0.6969,2018-09-25 23:42:56
Rep,35 to 49,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Unfavorable,Oppose,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Trump",Less than 50 percent,Landline,1,0.4546,1.2282,2.0484,1.3939,2018-09-25 23:43:07
Dem,50 to 64,Some college or trade school,Unknown,Female,[DO NOT READ] Don't know/Refused,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,Unknown,Ocean,85 percent or higher,Landline,1,0.9173,0.8038,0.7634,0.8103,2018-09-25 23:43:50
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Unknown,"Burlington, Clinton",85 percent or higher,Cell,1,0.9922,0.5209,0.2617,0.5225,2018-09-25 23:44:26
Rep,65 and older,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Support,65 and older,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.8529,1.1016,0.4882,1.0953,2018-09-25 23:45:22
Rep,65 and older,High school,White,Female,White,Support,Don't know,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Clinton",85 percent or higher,Cell,0.8889,0.87,1.8709,1.1336,1.879,2018-09-25 23:47:36
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Support,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Unknown,"Burlington, Clinton",85 percent or higher,Cell,1,0.8864,0.6345,0.3326,0.6423,2018-09-25 23:48:03
