response,ager,educ,file_race,gender,race_eth,APPKAV,approve,genballot,hdem_fav,hrep_fav,NAFTA,TARIFF,TAXREFORM,TRUMPECON,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Und,18 to 34,Bachelors' degree,White,Male,White,support,Disapp.,Reps. keep House,Don't know,Don't know,Support,Support,Support,disagree,30 to 44,4-year College Grad.,Republican,Male,Somewhat likely,Republican,"White, 4-Year College Grads",White,18 to 34,White,Clinton Precinct,50 to 85 percent,Cell,0.3333,0.8174,1.056,0.7568,0.8243,2018-09-21 01:13:17
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Well-educ. Trump,85 percent or higher,Landline,1,0.9896,0.8032,0.4694,0.8159,2018-09-21 01:20:27
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,Unknown,Clinton Precinct,85 percent or higher,Landline,1,0.949,0.7537,0.5131,0.767,2018-09-21 01:23:09
Rep,35 to 49,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Reps. keep House,Don't know,Don't know,Support,Oppose,Support,disagree,30 to 44,Some College Educ.,Other,Male,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,White,Kansas City,50 to 85 percent,Cell,1,0.5262,0.8363,0.8507,0.9346,2018-09-21 01:23:18
Dem,65 and older,Graduate or Professional Degree,White,Male,Black,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Republican,Nonwhite,Nonwhite,65 and older,White,Well-educ. Trump,50 to 85 percent,Cell,1,0.8198,0.8337,0.5854,0.864,2018-09-21 01:24:48
Dem,50 to 64,Some college or trade school,Hispanic,Female,White,oppose,Disapp.,Don't know,Favorable,Unfavorable,Don't know,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,Non-White,Kansas City,50 to 85 percent,Cell,1,0.7838,0.9159,0.6694,0.9555,2018-09-21 01:26:09
Dem,35 to 49,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9259,0.8351,0.5723,0.8519,2018-09-21 01:30:41
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Clinton Precinct,85 percent or higher,Cell,1,0.9227,0.9751,0.653,0.9951,2018-09-21 01:30:59
Rep,50 to 64,Bachelors' degree,Hispanic,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Non-White,Well-educ. Trump,85 percent or higher,Landline,1,0.9227,1.3047,0.7658,1.3314,2018-09-21 01:36:05
Rep,50 to 64,High school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Clinton Precinct,50 to 85 percent,Cell,1,0.5219,2.4569,3.3731,2.5856,2018-09-21 01:40:26
Dem,35 to 49,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Well-educ. Trump,Less than 50 percent,Cell,1,0.429,0.8676,1.4974,1.009,2018-09-21 01:40:53
Rep,65 and older,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Clinton Precinct,85 percent or higher,Landline,1,0.9914,0.7542,0.515,0.7663,2018-09-21 01:41:20
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Well-educ. Trump,85 percent or higher,Landline,1,0.93,0.8968,0.4887,0.9144,2018-09-21 01:41:38
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Don't know,Support,Support,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Well-educ. Trump,85 percent or higher,Landline,1,0.9957,0.8009,0.5093,0.8141,2018-09-21 01:43:35
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,Unknown,Clinton Precinct,50 to 85 percent,Cell,1,0.8159,0.8014,0.6179,0.8087,2018-09-21 01:50:41
Rep,50 to 64,High school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Less-educ. Trump,85 percent or higher,Landline,1,0.9914,2.0413,1.4731,2.074,2018-09-21 01:51:38
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Favorable,Oppose,Oppose,Oppose,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9677,0.8596,0.5197,0.8735,2018-09-21 01:52:29
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Well-educ. Trump,50 to 85 percent,Cell,1,0.7358,0.914,0.7076,0.963,2018-09-21 01:52:47
Dem,35 to 49,Graduate or Professional Degree,White,Male,Black,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,White,Kansas City,50 to 85 percent,Cell,1,0.8286,0.8039,0.5475,0.8106,2018-09-21 01:58:56
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Kansas City,85 percent or higher,Landline,1,0.9871,0.9845,0.5506,0.9958,2018-09-21 02:01:26
Dem,50 to 64,Bachelors' degree,White,Female,Black,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,White,Well-educ. Trump,85 percent or higher,Landline,1,0.9966,1.1672,0.6539,1.1867,2018-09-21 02:03:59
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Clinton Precinct,50 to 85 percent,Landline,1,0.7945,1.2006,0.7847,1.25,2018-09-21 02:06:37
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Clinton Precinct,50 to 85 percent,Cell,1,0.714,0.9005,0.7319,0.9535,2018-09-21 02:11:56
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Unknown,Clinton Precinct,50 to 85 percent,Cell,1,0.7129,1.1557,0.9495,1.224,2018-09-21 02:12:41
Dem,35 to 49,Bachelors' degree,Black,Female,Black,Don't know,Disapp.,Dems. take House,Don't know,Don't know,Don't know,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,Non-White,Kansas City,Less than 50 percent,Cell,1,0.2975,1.2073,2.6976,1.5173,2018-09-21 02:14:29
Rep,18 to 34,Graduate or Professional Degree,White,Female,White,support,Don't know,Don't know,Don't know,Favorable,Support,Support,Support,disagree,18 to 29,Postgraduate Degree,Republican,Female,Very likely,or as a member of another political party,"White, 4-Year College Grads",White,18 to 34,White,Less-educ. Trump,Less than 50 percent,Cell,1,0.2693,0.6694,1.9468,0.7755,2018-09-21 02:14:44
Dem,65 and older,Graduate or Professional Degree,Black,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,Non-White,Clinton Precinct,50 to 85 percent,Cell,1,0.7592,0.864,0.7674,0.9059,2018-09-21 02:15:02
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Well-educ. Trump,85 percent or higher,Landline,1,0.9362,1.0844,0.6363,1.091,2018-09-21 02:23:28
Dem,50 to 64,Bachelors' degree,Other,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Non-White,Clinton Precinct,50 to 85 percent,Cell,1,0.5177,1.3139,1.4373,1.4728,2018-09-21 02:24:20
Dem,18 to 34,High school,White,Female,White,Don't know,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,Don't know,18 to 29,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Well-educ. Trump,Less than 50 percent,Cell,1,0.3871,2.2642,5.1167,2.6892,2018-09-21 02:27:04
Dem,18 to 34,Some college or trade school,White,Male,Hispanic,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,White,Well-educ. Trump,85 percent or higher,Cell,1,0.8892,0.7626,0.5193,0.7816,2018-09-21 02:33:29
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Favorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Less-educ. Trump,50 to 85 percent,Cell,1,0.7292,1.0384,0.8083,1.0957,2018-09-21 02:35:53
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Support,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Clinton Precinct,50 to 85 percent,Landline,1,0.7116,0.8731,0.6888,0.92490000000000006,2018-09-21 02:39:38
Dem,18 to 34,Bachelors' degree,Hispanic,Female,Hispanic,Don't know,Disapp.,Dems. take House,Favorable,Favorable,Support,Don't know,Oppose,agree,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,18 to 34,Non-White,Clinton Precinct,Less than 50 percent,Cell,1,0.2851,1.1086,3.0583,1.2723,2018-09-21 02:41:35
Dem,65 and older,High school,Black,Female,Black,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Support,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,Non-White,Kansas City,85 percent or higher,Cell,1,0.9873,2.1707,1.7135,2.2049,2018-09-21 20:56:41
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Support,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Unknown,Well-educ. Trump,50 to 85 percent,Cell,1,0.5542,0.9154,0.919,1.0131,2018-09-21 20:56:41
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Less-educ. Trump,85 percent or higher,Cell,1,0.9571,0.9947,0.59,1.0116,2018-09-21 21:05:47
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Approve,Dems. take House,Don't know,Unfavorable,Oppose,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Less-educ. Trump,85 percent or higher,Cell,1,0.9591,0.7346,0.4161,0.747,2018-09-21 21:11:11
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9761,1.0616,0.6719,1.0784,2018-09-21 21:14:11
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Well-educ. Trump,50 to 85 percent,Cell,1,0.6777,1.2023,0.9508,1.2841,2018-09-21 21:19:55
Rep,65 and older,Bachelors' degree,White,Female,White,Don't know,Approve,Reps. keep House,Don't know,Favorable,Oppose,Don't know,Support,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Clinton Precinct,85 percent or higher,Cell,1,0.9818,1.0241,0.6738,1.0402,2018-09-21 21:20:40
Dem,65 and older,Bachelors' degree,Other,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Don't know,Oppose,Oppose,disagree,65 and older,4-year College Grad.,Republican,Female,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,Non-White,Well-educ. Trump,50 to 85 percent,Cell,1,0.5998,1.2618,1.2274,1.307,2018-09-21 21:37:11
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,45 to 64,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Clinton Precinct,50 to 85 percent,Cell,1,0.5093,1.1779,1.257,1.2433,2018-09-21 21:37:38
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Less-educ. Trump,85 percent or higher,Cell,1,0.9113,0.9976,0.5675,1.0194,2018-09-21 21:41:14
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9597,0.7986,0.479,0.8045,2018-09-21 21:41:23
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,Don't know,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Kansas City,85 percent or higher,Cell,1,0.9844,0.9845,0.552,0.9999,2018-09-21 21:42:08
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Don't know,disagree,30 to 44,4-year College Grad.,Democratic,Male,Not very likely,Democrat,Nonwhite,Nonwhite,35 to 49,Non-White,Well-educ. Trump,50 to 85 percent,Cell,0.4444,0.7068,1.3195,0.9967,0.8696,2018-09-21 21:47:48
Dem,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Don't know,Favorable,Unfavorable,Support,Oppose,Support,agree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Clinton Precinct,85 percent or higher,Cell,1,0.9953,1.1291,0.605,1.1454,2018-09-21 21:48:15
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Don't know,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,Some College Educ.,Other,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,18 to 34,Non-White,Clinton Precinct,Less than 50 percent,Cell,0.8889,0.2899,0.8494,2.2901,0.9174,2018-09-21 21:50:12
