response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedc,file_race_black,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Und,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Don't know,Favorable,Favorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",Henrico,65 and older,White,85 percent or higher,Cell,1,0.9663,0.8078,0.384,0.7914,2018-11-02 00:24:18
Und,65 and older,Grade school,White,Male,White,Approve,Don't know,Unfavorable,Unfavorable,65 and older,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",Rest,65 and older,White,Less than 50 percent,Cell,1,0.0664,1.2049,6.4982,1.7401,2018-11-02 00:25:57
Dem,50 to 64,Grade school,White,Female,Black,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),Nonwhite,Rest,40 to 64,White,50 to 85 percent,Cell,1,0.7263,1.3814,1.7262,1.3982,2018-11-02 00:30:10
Rep,18 to 34,Bachelors' degree,White,Female,Asian,Don't know,Reps. keep House,Favorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Already voted,Republican,Nonwhite,Chesterfield,18 to 39,White,50 to 85 percent,Cell,1,0.6741,1.0848,0.7222,1.1457,2018-11-02 00:33:24
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Chesterfield,65 and older,White,50 to 85 percent,Landline,1,0.8412,0.8064,0.3201,0.7983,2018-11-02 00:41:21
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Henrico,40 to 64,White,85 percent or higher,Cell,1,0.9422,0.9328,0.5049,0.9106,2018-11-02 00:47:07
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Don't know,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Rest,40 to 64,White,50 to 85 percent,Landline,1,0.7124,0.9078,0.6689,0.9218,2018-11-02 00:51:19
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",Chesterfield,40 to 64,White,85 percent or higher,Cell,1,0.9229,0.7533,0.4145,0.7369,2018-11-02 00:56:16
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Rest,40 to 64,White,85 percent or higher,Landline,1,0.9305,1.1568,0.7669,1.1306,2018-11-02 01:29:16
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",Rest,65 and older,White,85 percent or higher,Landline,1,0.9282,0.9157,0.4461,0.8831,2018-11-02 01:30:28
Und,65 and older,Bachelors' degree,White,Male,White,Approve,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",Henrico,65 and older,White,50 to 85 percent,Landline,0.4444,0.7929,0.679,0.2972,0.6171,2018-11-02 01:32:12
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",Henrico,40 to 64,White,85 percent or higher,Cell,1,0.9601,1.2713,0.8824,1.2279,2018-11-02 02:03:55
Dem,18 to 34,High school,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,High School Grad. or Less,Other,Male,Very likely,Democrat,Nonwhite,Chesterfield,18 to 39,Black,Less than 50 percent,Cell,1,0.4131,1.7347,4.1179,1.8044,2018-11-02 02:44:21
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,Chesterfield,40 to 64,White,85 percent or higher,Landline,1,0.8839,0.9223,0.9243,0.9069,2018-11-02 02:47:25
Dem,18 to 34,Some college or trade school,Unknown,Male,White,Don't know,Don't know,Favorable,Unfavorable,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Chesterfield,18 to 39,Unknown,Less than 50 percent,Cell,1,0.2736,1.4468,2.7322,1.7759,2018-11-02 02:50:25
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",Rest,40 to 64,Unknown,Less than 50 percent,Landline,1,0.4088,1.4955,2.0537,1.6838,2018-11-02 02:53:07
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",Chesterfield,65 and older,White,85 percent or higher,Landline,1,0.918,1.0039,0.4942,0.968,2018-11-02 03:05:22
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Henrico,18 to 39,White,85 percent or higher,Cell,1,0.97,0.9005,0.5359,0.8772,2018-11-02 03:25:43
Rep,35 to 49,Bachelors' degree,White,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,Rest,40 to 64,White,Less than 50 percent,Landline,1,0.2685,0.7126,1.3227,0.8784,2018-11-02 03:40:02
Dem,35 to 49,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Chesterfield,40 to 64,Unknown,Less than 50 percent,Cell,1,0.3611,0.955,1.052,1.1033,2018-11-02 03:41:14
Dem,65 and older,High school,Hispanic,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Other,Male,Almost certain,Republican,Nonwhite,Chesterfield,65 and older,Other Non-White,50 to 85 percent,Cell,1,0.5694,1.4083,1.5171,1.4867,2018-11-02 03:58:46
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,18 to 29,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",Rest,18 to 39,White,50 to 85 percent,Landline,0.6667,0.5173,0.8311,0.694,0.6221,2018-11-02 03:59:49
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Chesterfield,40 to 64,White,85 percent or higher,Cell,1,0.8944,0.7711,0.3802,0.7571,2018-11-02 04:31:24
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Very likely,Republican,"White, 4-Year College Grads",Rest,40 to 64,White,50 to 85 percent,Landline,1,0.5759,0.7804,0.5941,0.7784,2018-11-02 04:32:26
Dem,65 and older,Bachelors' degree,Black,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Already voted,Independent (No party),Nonwhite,Henrico,65 and older,Black,85 percent or higher,Cell,1,0.97,0.8699,0.3235,0.8516,2018-11-02 04:58:01
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Don't know,Favorable,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,Henrico,40 to 64,White,85 percent or higher,Landline,1,0.9518,0.9328,0.4997,0.9098,2018-11-02 05:02:20
Dem,35 to 49,Graduate or Professional Degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,Chesterfield,18 to 39,White,Less than 50 percent,Landline,1,0.4397,0.9102,1.2487,1.0097,2018-11-02 05:06:41
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Rest,65 and older,White,50 to 85 percent,Landline,1,0.8474,0.7455,0.3025,0.7372,2018-11-02 05:11:02
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",Henrico,65 and older,White,85 percent or higher,Landline,1,0.9063,1.5109,1.368,1.4981,2018-11-02 21:35:12
Dem,50 to 64,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",Rest,40 to 64,White,85 percent or higher,Cell,1,0.9651,1.2449,1.1782,1.213,2018-11-02 21:46:27
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",Chesterfield,40 to 64,White,Less than 50 percent,Cell,1,0.126,0.7813,2.5944,0.995,2018-11-02 21:53:56
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Henrico,65 and older,White,85 percent or higher,Landline,0.4444,0.9458,0.6694,0.3039,0.63,2018-11-02 21:54:05
Dem,50 to 64,High school,Black,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,Rest,40 to 64,Black,85 percent or higher,Landline,0.4444,0.8991,1.7697,1.8567,1.6421,2018-11-02 21:54:50
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",Rest,40 to 64,White,50 to 85 percent,Cell,1,0.7187,0.7625,0.5356,0.7731,2018-11-02 22:16:00
Und,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),Nonwhite,Henrico,40 to 64,Other Non-White,85 percent or higher,Cell,1,0.8539,1.2667,0.7404,1.2229,2018-11-02 22:17:24
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",Henrico,18 to 39,White,50 to 85 percent,Cell,0.8889,0.6341,1.1022,0.8677,1.115,2018-11-02 22:28:30
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",Henrico,40 to 64,White,85 percent or higher,Landline,1,0.97,1.0997,0.7123,1.0633,2018-11-02 22:29:42
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",Chesterfield,40 to 64,White,50 to 85 percent,Cell,1,0.7519,0.6995,0.3703,0.7212,2018-11-02 22:29:51
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Henrico,18 to 39,White,85 percent or higher,Landline,1,0.9272,0.9933,0.5382,0.9712,2018-11-02 22:30:00
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",Chesterfield,40 to 64,White,50 to 85 percent,Landline,1,0.657,0.5875,0.3423,0.6047,2018-11-02 22:30:00
Dem,35 to 49,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Chesterfield,18 to 39,Black,50 to 85 percent,Cell,1,0.7212,1.0022,0.6521,1.0156,2018-11-02 22:30:54
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Henrico,40 to 64,White,85 percent or higher,Landline,1,0.9567,0.7007,0.4011,0.6832,2018-11-02 22:31:39
Rep,18 to 34,High school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",Rest,18 to 39,Unknown,50 to 85 percent,Landline,1,0.7738,2.5834,2.6519,2.5075,2018-11-02 22:37:03
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",Rest,18 to 39,White,Less than 50 percent,Landline,0.7778,0.2395,1.0796,2.9182,1.0706,2018-11-02 22:44:57
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",Chesterfield,40 to 64,White,50 to 85 percent,Landline,1,0.5068,0.5875,0.4438,0.6339,2018-11-02 22:45:42
Dem,35 to 49,Graduate or Professional Degree,White,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Henrico,40 to 64,White,85 percent or higher,Cell,1,0.9306,0.7007,0.4124,0.6849,2018-11-02 22:48:06
Rep,65 and older,Bachelors' degree,Asian,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Rest,65 and older,Other Non-White,85 percent or higher,Cell,1,0.97,1.3287,0.531,1.2943,2018-11-02 22:55:27
Dem,50 to 64,Some college or trade school,Black,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Chesterfield,40 to 64,Black,85 percent or higher,Landline,1,0.9151,1.0709,0.6138,1.0486,2018-11-02 23:00:08
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",Henrico,65 and older,White,85 percent or higher,Cell,1,0.97,0.8706,0.4132,0.848,2018-11-02 23:04:20
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Rest,40 to 64,White,85 percent or higher,Landline,1,0.97,0.7033,0.32,0.6851,2018-11-02 23:04:47
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",Rest,18 to 39,White,Less than 50 percent,Landline,1,0.2032,1.1382,3.0854,1.6368,2018-11-02 23:05:14
Dem,50 to 64,Some college or trade school,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Not at all likely,Democrat,Nonwhite,Chesterfield,40 to 64,White,Less than 50 percent,Cell,0,0.475,0.9211,1.19,0.2655,2018-11-02 23:06:17
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",Rest,65 and older,White,50 to 85 percent,Landline,0.8889,0.8197,1.0935,0.8874,0.9711,2018-11-02 23:07:47
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",Rest,18 to 39,White,50 to 85 percent,Landline,1,0.6604,0.7759,0.5715,0.7631,2018-11-02 23:08:05
Und,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",Rest,65 and older,White,50 to 85 percent,Landline,1,0.6905,0.9053,0.5443,0.8866,2018-11-02 23:11:41
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",Henrico,40 to 64,Unknown,50 to 85 percent,Landline,0.8889,0.8117,1.1316,0.6298,1.1108,2018-11-02 23:17:52
Rep,35 to 49,Bachelors' degree,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,Henrico,40 to 64,White,50 to 85 percent,Cell,1,0.8216,0.8462,0.474,0.8405,2018-11-02 23:18:01
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",Henrico,40 to 64,White,85 percent or higher,Landline,1,0.8877,0.9057,0.5308,0.8901,2018-11-02 23:19:04
Rep,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Approve,Don't know,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",Rest,40 to 64,Unknown,Less than 50 percent,Cell,1,0.385,0.9529,1.2109,1.0011,2018-11-02 23:24:10
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",Rest,40 to 64,White,50 to 85 percent,Landline,1,0.7921,0.9201,0.6275,0.8917,2018-11-02 23:24:19
Dem,[DO NOT READ] Refused,Grade school,White,Male,Hispanic,Approve,Don't know,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,[DO NOT READ] Refused,Nonwhite,Chesterfield,40 to 64,White,85 percent or higher,Landline,0.4444,0.8696,1.3074,1.3609,1.2048,2018-11-02 23:36:23
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Rest,18 to 39,White,50 to 85 percent,Landline,1,0.6521,0.9895,0.6814,1.0197,2018-11-02 23:37:44
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",Rest,18 to 39,White,Less than 50 percent,Landline,1,0.2786,1.1051,2.2296,1.456,2018-11-02 23:44:20
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",Chesterfield,40 to 64,White,50 to 85 percent,Cell,1,0.8341,0.5326,0.2809,0.5279,2018-11-02 23:49:04
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Henrico,18 to 39,White,50 to 85 percent,Landline,1,0.7642,1.1022,0.72,1.0707,2018-11-02 23:56:25
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Rest,65 and older,White,85 percent or higher,Landline,1,0.97,0.8497,0.3952,0.8277,2018-11-02 23:57:01
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Henrico,40 to 64,White,85 percent or higher,Landline,0.8889,0.9644,0.8101,0.4879,0.7861,2018-11-03 00:02:05
Rep,18 to 34,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Republican,Female,Somewhat likely,Republican,"White, 4-Year College Grads",Chesterfield,18 to 39,White,Less than 50 percent,Landline,0.6667,0.3322,1.1954,1.9638,0.854,2018-11-03 00:02:50
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",Rest,65 and older,White,85 percent or higher,Landline,1,0.8903,0.7041,0.3335,0.7006,2018-11-03 00:03:26
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",Henrico,18 to 39,White,Less than 50 percent,Landline,1,0.4128,1.4319,2.5947,1.4895,2018-11-03 00:04:56
Dem,18 to 34,Graduate or Professional Degree,Black,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),Nonwhite,Chesterfield,18 to 39,Black,Less than 50 percent,Cell,1,0.2488,1.1043,2.5335,1.2428,2018-11-03 00:05:05
Dem,18 to 34,Bachelors' degree,Black,Male,Black,Disapp.,Don't know,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Republican,Nonwhite,Chesterfield,18 to 39,Black,Less than 50 percent,Cell,1,0.2973,0.9801,1.5614,1.1809,2018-11-03 00:13:38
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Don't know,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Chesterfield,40 to 64,White,85 percent or higher,Landline,1,0.8896,0.8914,0.4687,0.8758,2018-11-03 00:19:15
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,Henrico,40 to 64,White,85 percent or higher,Landline,1,0.8781,0.9776,0.6919,0.9621,2018-11-03 00:31:42
Dem,65 and older,Some college or trade school,Black,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Chesterfield,65 and older,Black,85 percent or higher,Landline,1,0.9398,1.023,0.4477,0.999,2018-11-03 00:40:48
Rep,50 to 64,Grade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Already voted,Democrat,"White, No 4-Year College Degree",Henrico,40 to 64,White,85 percent or higher,Cell,1,0.9324,1.5817,1.7751,1.5595,2018-11-03 00:41:06
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Henrico,18 to 39,White,85 percent or higher,Landline,1,0.909,1.041,0.7012,1.0201,2018-11-03 00:44:33
Dem,18 to 34,Graduate or Professional Degree,White,Male,Other,Don't know,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Other,Male,[DO NOT READ] Don't know/Refused,Independent (No party),Nonwhite,Chesterfield,18 to 39,White,Less than 50 percent,Landline,1,0.4045,0.7542,1.0513,0.6196,2018-11-03 00:44:42
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Don't know,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,Chesterfield,40 to 64,White,85 percent or higher,Landline,1,0.9255,0.699,0.3827,0.6836,2018-11-03 00:50:39
Dem,35 to 49,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,Henrico,40 to 64,Black,50 to 85 percent,Cell,1,0.7129,1.1913,0.9411,1.2095,2018-11-03 00:53:03
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",Henrico,65 and older,White,85 percent or higher,Landline,1,0.97,0.6694,0.2963,0.6554,2018-11-03 01:00:46
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Rest,18 to 39,White,50 to 85 percent,Cell,1,0.6161,0.9895,0.7212,1.0299,2018-11-03 01:02:34
Rep,35 to 49,High school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Chesterfield,40 to 64,White,85 percent or higher,Cell,1,0.9134,1.3074,1.2955,1.2805,2018-11-03 01:03:37
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Chesterfield,18 to 39,White,50 to 85 percent,Cell,1,0.721,0.7776,0.4266,0.788,2018-11-03 01:05:25
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",Chesterfield,65 and older,White,85 percent or higher,Landline,1,0.9322,0.6104,0.2116,0.6019,2018-11-03 01:06:01
Dem,35 to 49,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Chesterfield,18 to 39,Black,85 percent or higher,Cell,1,0.9355,1.3762,0.8133,1.3444,2018-11-03 01:07:13
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Chesterfield,18 to 39,White,85 percent or higher,Cell,1,0.8709,1.1191,0.7296,1.1025,2018-11-03 01:17:09
