response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_unkother,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Rest,Less than 50 percent,Landline,0.8889,0.4616,1.7418,1.6753,1.9014,2018-10-28 19:18:55
Rep,18 to 34,Bachelors' degree,Other,Male,Asian,Approve,Reps. keep House,Don't know,Don't know,30 to 44,4-year College Grad.,Democratic,Male,Somewhat likely,Republican,Nonwhite,18 to 34,Unknown/Non-White,Rest,Less than 50 percent,Cell,0.4444,0.1413,1.8079,6.0651,1.0646,2018-10-28 19:19:04
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Buffalo Burbs,50 to 85 percent,Cell,1,0.8421,2.1063,1.62,2.0923,2018-10-28 19:20:52
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9436,0.7129,0.4861,0.7156,2018-10-28 19:21:46
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",50 to 64,White,Rest,50 to 85 percent,Cell,1,0.657,1.2173,0.9973,1.3298,2018-10-28 19:24:01
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,White,Rest,Less than 50 percent,Cell,1,0.4982,1.3291,1.5755,1.4795,2018-10-28 19:24:55
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Buffalo Burbs,85 percent or higher,Landline,1,0.9581,0.7568,0.3806,0.7586,2018-10-28 19:25:04
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,1,0.8275,0.915,0.6811,0.9336,2018-10-28 19:26:16
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,Buffalo Burbs,50 to 85 percent,Landline,1,0.7298,1.7594,1.3603,1.8299,2018-10-28 19:28:04
Und,65 and older,Some college or trade school,White,Male,White,Don't know,Reps. keep House,Don't know,Don't know,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,0.4444,0.8845,0.8099,0.6068,0.7701,2018-10-28 19:30:46
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Buffalo Burbs,50 to 85 percent,Landline,1,0.833,0.5763,0.2571,0.5874,2018-10-28 19:31:49
Und,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Don't know,Favorable,Don't know,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Buffalo Burbs,85 percent or higher,Landline,1,0.9359,0.4734,0.2542,0.4755,2018-10-28 19:32:13
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Landline,1,0.8681,0.6576,0.3125,0.6665,2018-10-28 19:32:40
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Landline,1,0.9375,0.8225,0.4337,0.8261,2018-10-28 19:32:49
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Buffalo Burbs,50 to 85 percent,Landline,0.8889,0.8189,0.8041,0.5824,0.8109,2018-10-28 19:35:31
Und,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Buffalo Burbs,85 percent or higher,Cell,1,0.8814,0.5378,0.3149,0.544,2018-10-28 19:37:19
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Don't know,Favorable,Don't know,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Rest,50 to 85 percent,Landline,1,0.8394,0.644,0.3518,0.6557,2018-10-28 19:40:01
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,1,0.849,1.3418,0.9284,1.3641,2018-10-28 19:44:31
Und,65 and older,High school,White,Female,White,Don't know,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",65 and older,White,Rest,Less than 50 percent,Landline,1,0.2266,1.2655,3.8828,1.6675,2018-10-28 19:51:25
Dem,65 and older,High school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Unknown/Non-White,Buffalo Burbs,50 to 85 percent,Landline,1,0.7747,1.2463,0.8637,1.2841,2018-10-28 20:01:28
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,Buffalo Burbs,85 percent or higher,Landline,1,0.8675,0.6726,0.5204,0.6919,2018-10-28 20:02:22
Rep,50 to 64,High school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,Unknown/Non-White,Buffalo Burbs,85 percent or higher,Cell,1,0.8973,1.7033,1.4543,1.7191,2018-10-28 20:02:28
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Buffalo Burbs,Less than 50 percent,Cell,0.4444,0.1094,1.0571,4.666,0.3633,2018-10-28 20:02:58
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.9161,0.4759,0.1942,0.4791,2018-10-28 20:03:07
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Rest,50 to 85 percent,Cell,1,0.645,1.4229,1.5835,1.4422,2018-10-28 20:06:04
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Buffalo Burbs,Less than 50 percent,Landline,1,0.3675,0.9167,1.449,1.0851,2018-10-28 20:07:43
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Rest,50 to 85 percent,Cell,1,0.8104,0.9771,0.4384,1,2018-10-28 20:08:10
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Don't know,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Buffalo Burbs,50 to 85 percent,Cell,1,0.8044,0.7847,0.5755,0.8039,2018-10-28 20:09:31
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Landline,1,0.8532,0.9999,0.8542,1.0159,2018-10-28 20:10:43
Rep,65 and older,High school,Unknown,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,Unknown/Non-White,Buffalo Burbs,50 to 85 percent,Landline,1,0.8179,1.2463,0.8186,1.2737,2018-10-28 20:12:22
Und,65 and older,High school,White,Female,White,Disapp.,Reps. keep House,Unfavorable,Unfavorable,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Buffalo Burbs,85 percent or higher,Landline,1,0.9235,0.9863,0.6832,0.978,2018-10-28 20:12:40
Dem,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Cell,0.7778,0.8808,0.9577,0.8822,0.9252,2018-10-28 20:13:16
Dem,65 and older,Bachelors' degree,White,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,White,Buffalo Burbs,85 percent or higher,Landline,1,0.9401,0.4424,0.1813,0.4442,2018-10-28 20:18:00
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Buffalo Burbs,85 percent or higher,Landline,1,0.8642,0.6145,0.3099,0.6232,2018-10-28 20:20:24
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,1,0.6709,1.2727,0.857,1.3422,2018-10-28 20:20:51
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",35 to 49,White,Rest,85 percent or higher,Landline,0.8889,0.8842,0.6418,0.2982,0.6289,2018-10-28 20:26:06
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,1,0.5478,1.0395,1.2018,1.1366,2018-10-28 20:26:30
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Postgraduate Degree,Other,Male,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,Rest,50 to 85 percent,Cell,1,0.7513,1.0014,0.7085,1.0016,2018-10-28 20:28:27
Rep,18 to 34,Bachelors' degree,White,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,18 to 29,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,Nonwhite,18 to 34,White,Rest,Less than 50 percent,Cell,1,0.3621,1.8364,2.9227,2.1805,2018-10-28 20:32:26
Dem,65 and older,Grade school,White,Female,White,Disapp.,Reps. keep House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Cell,1,0.7911,1.285,1.0614,1.3198,2018-10-28 20:34:14
Rep,18 to 34,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Favorable,Favorable,18 to 29,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",18 to 34,Unknown/Non-White,Rest,85 percent or higher,Cell,1,0.8628,1.5746,1.0487,1.5627,2018-10-28 20:35:47
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,Buffalo Burbs,85 percent or higher,Cell,1,0.8713,0.4664,0.2642,0.4627,2018-10-28 20:37:08
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Landline,1,0.8589,0.9577,0.9045,0.972,2018-10-28 20:39:11
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Buffalo Burbs,85 percent or higher,Cell,1,0.8888,0.736,0.3307,0.7437,2018-10-28 20:39:56
Rep,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",35 to 49,Unknown/Non-White,Rest,85 percent or higher,Cell,1,0.9103,0.7128,0.4788,0.7067,2018-10-28 20:44:17
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Buffalo Burbs,85 percent or higher,Landline,1,0.8993,0.7979,0.5523,0.8051,2018-10-28 20:44:53
Rep,65 and older,Some college or trade school,White,Male,White,Don't know,Reps. keep House,Unfavorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Buffalo Burbs,50 to 85 percent,Cell,1,0.8213,0.9713,0.5447,0.9921,2018-10-28 20:45:41
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Buffalo Burbs,85 percent or higher,Landline,0.4444,0.88,1.17,0.7881,1.0711,2018-10-28 20:47:14
3,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Unfavorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest,50 to 85 percent,Landline,1,0.814,0.6345,0.3516,0.6489,2018-10-28 20:48:08
Rep,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Reps. keep House,Don't know,Don't know,18 to 29,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",18 to 34,White,Buffalo Burbs,Less than 50 percent,Landline,0.8889,0.2474,1.4606,3.826,1.5884,2018-10-28 20:49:11
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,1,0.7431,1.3418,1.0594,1.3432,2018-10-28 20:49:29
Und,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9495,0.7129,0.4831,0.7152,2018-10-28 20:53:50
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Landline,1,0.942,0.8225,0.4317,0.8257,2018-10-28 20:54:30
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Buffalo Burbs,85 percent or higher,Landline,1,0.9388,0.7979,0.5294,0.8013,2018-10-28 20:55:29
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Buffalo Burbs,50 to 85 percent,Cell,1,0.8284,0.8041,0.5758,0.8203,2018-10-28 21:00:12
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,White,Buffalo Burbs,85 percent or higher,Landline,1,0.9358,0.5615,0.2791,0.569,2018-10-28 21:01:47
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest,50 to 85 percent,Landline,1,0.7662,1.4581,1.3745,1.5049,2018-10-28 21:04:11
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Unknown/Non-White,Buffalo Burbs,85 percent or higher,Landline,1,0.8953,0.6891,0.494,0.6957,2018-10-28 21:04:33
Dem,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Unfavorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9571,1.0454,0.6691,1.0481,2018-10-28 21:04:56
Und,65 and older,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,White,Buffalo Burbs,85 percent or higher,Cell,1,0.9299,0.5533,0.2724,0.5561,2018-10-28 21:05:59
Und,35 to 49,Bachelors' degree,Unknown,Female,White,Don't know,Reps. keep House,Don't know,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,Unknown/Non-White,Buffalo Burbs,50 to 85 percent,Cell,1,0.6134,0.9662,0.9754,1.0349,2018-10-28 21:06:35
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Landline,1,0.8708,0.674,0.466,0.6828,2018-10-28 21:06:44
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Buffalo Burbs,50 to 85 percent,Cell,1,0.812,1.1597,1.1621,1.154,2018-10-28 21:08:32
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest,50 to 85 percent,Landline,1,0.5994,1.2292,1.5943,1.3221,2018-10-28 21:13:11
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Buffalo Burbs,85 percent or higher,Landline,1,0.9456,0.6726,0.4782,0.675,2018-10-28 21:13:47
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Buffalo Burbs,85 percent or higher,Landline,1,0.897,0.736,0.3278,0.7429,2018-10-28 21:16:29
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Buffalo Burbs,85 percent or higher,Cell,1,0.9248,0.9434,0.7774,0.9489,2018-10-28 21:18:43
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,50 to 85 percent,Landline,1,0.6135,0.865,0.8105,0.9266,2018-10-28 21:19:19
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,65 and older,White,Rest,85 percent or higher,Landline,1,0.953,0.7129,0.4814,0.715,2018-10-28 21:21:43
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.8943,0.4805,0.2868,0.4852,2018-10-28 21:21:52
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Rest,Less than 50 percent,Landline,1,0.3558,0.9444,1.6704,1.1256,2018-10-28 21:22:37
3,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Landline,1,0.9254,0.9999,0.7882,1.0056,2018-10-28 21:23:49
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.9474,0.5952,0.2797,0.5972,2018-10-28 21:26:22
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.8702,0.5017,0.2766,0.5084,2018-10-28 21:26:40
Und,50 to 64,Some college or trade school,White,Male,White,Approve,Dems. take House,Don't know,Favorable,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Buffalo Burbs,50 to 85 percent,Landline,0.4444,0.7338,1.3757,1.4141,1.1966,2018-10-28 21:26:49
Rep,65 and older,Grade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Buffalo Burbs,85 percent or higher,Landline,1,0.9481,0.9863,0.6657,0.9896,2018-10-28 21:27:07
Und,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Reps. keep House,Don't know,Don't know,65 and older,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.8559,0.5017,0.2811,0.5175,2018-10-28 21:28:10
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Buffalo Burbs,50 to 85 percent,Cell,1,0.8427,1.7425,0.8087,1.7732,2018-10-28 21:28:19
Dem,35 to 49,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,Unknown/Non-White,Rest,85 percent or higher,Landline,1,0.8961,1.1507,1.0924,1.1615,2018-10-28 21:28:55
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Rest,50 to 85 percent,Landline,1,0.8085,1.1995,1.1496,1.228,2018-10-28 21:32:44
Rep,65 and older,Bachelors' degree,White,Female,White,Disapp.,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Buffalo Burbs,85 percent or higher,Cell,1,0.8695,0.4424,0.1954,0.4483,2018-10-28 21:32:53
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Buffalo Burbs,85 percent or higher,Landline,1,0.9386,1.3834,1.0714,1.3723,2018-10-28 21:42:38
Rep,35 to 49,Graduate or Professional Degree,Other,Male,Asian,Approve,Reps. keep House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,35 to 49,Unknown/Non-White,Buffalo Burbs,50 to 85 percent,Landline,1,0.692,1.0239,0.8378,1.0743,2018-10-28 21:43:59
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Cell,1,0.9246,0.6934,0.4,0.6974,2018-10-28 21:44:08
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Buffalo Burbs,Less than 50 percent,Cell,1,0.4358,1.2849,1.8272,1.3643,2018-10-28 21:44:26
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Don't know,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Buffalo Burbs,50 to 85 percent,Landline,1,0.7453,0.7964,0.64,0.8256,2018-10-28 21:45:02
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Cell,1,0.8665,0.9916,0.5404,0.9839,2018-10-28 21:45:29
