response,ager,educ,file_race,gender,race_eth,approve,BIRTHRIGHT,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,REVERSERACIS,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_unkother,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,disagree,65 and older,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rural,50 to 85 percent,Cell,1,0.7881,0.9729,0.6579,0.9513,2018-11-04 21:16:56
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Support,Support,agree,Reps. keep House,Favorable,Favorable,disagree,agree,45 to 64,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",35 to 49,White,Small Towns,85 percent or higher,Cell,1,0.8847,0.9653,0.7588,0.97,2018-11-04 21:21:16
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Dutch,85 percent or higher,Cell,1,0.97,1.2265,0.8547,1.205,2018-11-04 21:22:37
Dem,18 to 34,High school,White,Male,White,Approve,NA,NA,NA,Reps. keep House,Favorable,Unfavorable,NA,NA,18 to 29,High School Grad. or Less,Other,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Small Towns,Less than 50 percent,Cell,1,0.3932,1.3204,3.3506,1.6017,2018-11-04 21:28:01
Rep,18 to 34,Some college or trade school,Unknown,Male,White,Approve,Don't know,Support,agree,Reps. keep House,Don't know,Favorable,agree,agree,30 to 44,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",18 to 34,Unknown/Non-White,Small Towns,Less than 50 percent,Cell,0.8889,0.2563,1.1878,3.6977,1.2608,2018-11-04 21:28:28
Dem,65 and older,High school,White,Male,White,Disapp.,Support,Oppose,agree,Dems. take House,Favorable,Unfavorable,disagree,agree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Dutch,50 to 85 percent,Landline,1,0.8087,1.4193,1.398,1.4251,2018-11-04 21:30:07
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Oppose,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rural,85 percent or higher,Landline,1,0.9601,0.9544,0.5979,0.9383,2018-11-04 21:31:03
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,White,Small Towns,85 percent or higher,Cell,1,0.97,0.7264,0.5761,0.7137,2018-11-04 21:33:45
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Other,Male,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Dutch,50 to 85 percent,Cell,0.8889,0.5367,1.545,2.0447,1.6152,2018-11-04 21:37:12
Dem,65 and older,Some college or trade school,White,Female,White,Approve,Support,Support,agree,Reps. keep House,Favorable,Favorable,agree,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Small Towns,85 percent or higher,Cell,1,0.9315,0.6617,0.4746,0.6522,2018-11-04 21:40:48
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Support,Support,disagree,Reps. keep House,Favorable,Favorable,disagree,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rural,85 percent or higher,Cell,1,0.97,1.2049,0.6326,1.1838,2018-11-04 21:44:24
Dem,50 to 64,Bachelors' degree,White,Male,White,Approve,NA,NA,NA,Reps. keep House,Favorable,Unfavorable,NA,NA,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Small Towns,85 percent or higher,Cell,1,0.9016,1.2823,0.7567,1.247,2018-11-04 21:45:09
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Support,Support,agree,Reps. keep House,Favorable,Unfavorable,agree,agree,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Rural,50 to 85 percent,Cell,1,0.7831,0.9604,0.5104,0.99,2018-11-04 21:52:40
Dem,65 and older,Bachelors' degree,White,Male,White,Approve,Oppose,Support,disagree,Reps. keep House,Favorable,Don't know,disagree,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Rural,85 percent or higher,Landline,1,0.902,0.8166,0.4719,0.8079,2018-11-04 22:00:01
Und,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Oppose,Don't know,disagree,Reps. keep House,Unfavorable,Unfavorable,disagree,disagree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rural,85 percent or higher,Landline,1,0.8639,0.5703,0.2894,0.5673,2018-11-04 22:01:31
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Support,Support,disagree,Reps. keep House,Favorable,Unfavorable,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Dutch,50 to 85 percent,Cell,1,0.7319,1.0172,0.7382,1.0372,2018-11-04 22:01:53
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Rural,50 to 85 percent,Cell,1,0.5778,0.9851,1.2497,1.0461,2018-11-04 22:02:16
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Support,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,agree,18 to 29,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",18 to 34,White,Rural,Less than 50 percent,Cell,1,0.2776,0.8978,2.4192,1.1941,2018-11-04 22:02:43
Und,18 to 34,Graduate or Professional Degree,White,Male,White,Approve,Support,Support,disagree,Reps. keep House,Don't know,Unfavorable,disagree,disagree,18 to 29,Postgraduate Degree,Democratic,Male,Not very likely,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Small Towns,50 to 85 percent,Cell,0.2222,0.5755,0.5356,0.4874,0.2609,2018-11-04 22:06:32
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Support,Oppose,disagree,Reps. keep House,Unfavorable,Favorable,disagree,disagree,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",18 to 34,White,Small Towns,Less than 50 percent,Cell,1,0.397,0.7274,1.7617,0.8311,2018-11-04 22:10:08
Und,65 and older,High school,White,Female,White,Disapp.,Oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,65 and older,High School Grad. or Less,Other,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,Rural,50 to 85 percent,Landline,1,0.7296,1.4872,1.2996,1.5567,2018-11-04 22:11:13
Dem,50 to 64,High school,White,Female,White,Disapp.,Support,Oppose,Don't know,Don't know,Favorable,Unfavorable,disagree,agree,45 to 64,High School Grad. or Less,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rural,50 to 85 percent,Cell,1,0.8198,2.1945,1.6766,2.2401,2018-11-04 22:18:57
Rep,50 to 64,Some college or trade school,White,Female,White,Don't know,Oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rural,85 percent or higher,Landline,1,0.97,0.9173,0.5899,0.9013,2018-11-04 22:21:21
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Support,Support,disagree,Reps. keep House,Favorable,Favorable,disagree,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Small Towns,85 percent or higher,Cell,1,0.9117,0.8691,0.5195,0.8587,2018-11-04 22:23:00
Dem,65 and older,Some college or trade school,White,Female,White,Approve,Support,Support,agree,Reps. keep House,Favorable,Unfavorable,Don't know,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Small Towns,85 percent or higher,Landline,1,0.854,1.0709,0.7556,1.067,2018-11-04 22:24:21
Rep,18 to 34,Bachelors' degree,White,Female,White,Approve,Oppose,Oppose,agree,Reps. keep House,Don't know,Favorable,disagree,agree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,White,Rural,85 percent or higher,Landline,1,0.9209,0.5832,0.4205,0.5756,2018-11-04 22:25:42
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,NA,NA,NA,Reps. keep House,Don't know,Favorable,NA,NA,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rural,50 to 85 percent,Cell,1,0.8203,1.0109,0.549,1.0129,2018-11-04 22:30:03
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Oppose,Support,agree,Dems. take House,Don't know,Don't know,agree,agree,45 to 64,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",50 to 64,White,Small Towns,85 percent or higher,Cell,1,0.8513,0.9275,0.6626,0.9394,2018-11-04 22:32:26
Dem,65 and older,High school,White,Female,White,Disapp.,Support,Support,agree,Dems. take House,Favorable,Unfavorable,agree,disagree,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,Rural,50 to 85 percent,Landline,1,0.7429,1.2881,1.1148,1.3429,2018-11-04 22:35:13
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Support,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,disagree,65 and older,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,White,Small Towns,85 percent or higher,Cell,1,0.881,0.8691,0.5371,0.874,2018-11-04 22:36:02
Und,65 and older,High school,White,Male,White,Approve,Support,Support,Don't know,Reps. keep House,Don't know,Favorable,agree,agree,65 and older,High School Grad. or Less,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,Rural,85 percent or higher,Landline,1,0.9259,1.0288,0.787,1.0245,2018-11-04 22:36:25
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Oppose,Oppose,disagree,Reps. keep House,Unfavorable,Don't know,disagree,agree,45 to 64,Some College Educ.,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Small Towns,85 percent or higher,Landline,1,0.8513,1.0709,0.7579,1.0846,2018-11-04 22:37:37
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,18 to 29,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",18 to 34,White,Small Towns,85 percent or higher,Cell,1,0.8522,0.3754,0.2602,0.3801,2018-11-04 22:38:08
Und,50 to 64,Some college or trade school,White,Female,White,Approve,Support,Support,agree,Don't know,Favorable,Don't know,agree,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rural,85 percent or higher,Landline,1,0.8666,1.0063,0.6689,1.0006,2018-11-04 22:40:10
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,30 to 44,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",35 to 49,White,Small Towns,85 percent or higher,Cell,1,0.8622,0.7264,0.6464,0.7338,2018-11-04 22:48:24
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",65 and older,White,Story,85 percent or higher,Cell,1,0.97,0.5889,0.2316,0.5815,2018-11-04 22:51:42
Und,35 to 49,High school,White,Female,White,Approve,Support,Support,disagree,Don't know,Don't know,Don't know,disagree,agree,30 to 44,High School Grad. or Less,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Rural,Less than 50 percent,Cell,0.2222,0.1364,1.8545,8.46,0.8538,2018-11-04 22:51:51
Rep,35 to 49,High school,White,Female,White,Approve,Support,Support,agree,Reps. keep House,Don't know,Unfavorable,agree,disagree,45 to 64,High School Grad. or Less,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Rural,50 to 85 percent,Cell,1,0.5197,1.7187,2.6034,1.9452,2018-11-04 22:52:36
Dem,65 and older,Bachelors' degree,Hispanic,Male,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,65 and older,4-year College Grad.,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,Unknown/Non-White,Rural,85 percent or higher,Cell,1,0.97,1.1683,0.5823,1.1536,2018-11-04 22:53:12
Rep,18 to 34,High school,White,Male,White,Approve,Oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,Don't know,agree,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Small Towns,Less than 50 percent,Cell,1,0.24,1.3204,5.4799,1.684,2018-11-04 22:55:09
Dem,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,30 to 44,Some College Educ.,Democratic,Male,Already voted,Democrat,Nonwhite,35 to 49,Unknown/Non-White,Story,Less than 50 percent,Cell,1,0.4993,1.7923,2.385,2.0483,2018-11-04 22:58:54
Rep,65 and older,High school,White,Female,White,Approve,NA,NA,NA,Reps. keep House,Don't know,Favorable,NA,NA,65 and older,High School Grad. or Less,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,Rural,85 percent or higher,Landline,1,0.909,0.9888,0.7985,0.9882,2018-11-04 22:59:30
Rep,50 to 64,Some college or trade school,White,Male,White,Don't know,Support,Oppose,disagree,Reps. keep House,Favorable,Favorable,agree,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Story,85 percent or higher,Landline,1,0.97,1.1381,0.6019,1.1181,2018-11-04 23:00:06
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Support,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rural,85 percent or higher,Landline,1,0.9425,0.6217,0.422,0.6121,2018-11-04 23:03:31
4,35 to 49,Bachelors' degree,White,Male,White,Approve,NA,NA,NA,Don't know,Favorable,Favorable,NA,NA,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Rural,50 to 85 percent,Cell,1,0.8276,1.4193,0.9556,1.3839,2018-11-04 23:03:31
Rep,65 and older,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Oppose,Support,agree,Reps. keep House,Don't know,Favorable,Don't know,agree,65 and older,Postgraduate Degree,Republican,Male,Already voted,Republican,[DO NOT READ] Don't know/Refused,65 and older,White,Story,85 percent or higher,Cell,1,0.97,0.6199,0.2596,0.6121,2018-11-04 23:05:33
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Approve,Oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,disagree,30 to 44,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,Rural,85 percent or higher,Cell,1,0.8936,0.5774,0.3886,0.5616,2018-11-04 23:06:18
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Rural,85 percent or higher,Cell,1,0.9689,0.7475,0.5853,0.7344,2018-11-04 23:07:03
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,NA,NA,NA,Reps. keep House,Unfavorable,Favorable,NA,NA,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Rural,85 percent or higher,Landline,1,0.8869,0.9173,0.6439,0.8923,2018-11-04 23:08:46
Dem,65 and older,High school,White,Female,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,agree,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,Small Towns,85 percent or higher,Cell,1,0.97,0.9998,0.7408,0.9873,2018-11-04 23:10:57
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",65 and older,White,Small Towns,85 percent or higher,Landline,1,0.9664,0.5052,0.2527,0.4992,2018-11-04 23:13:43
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,NA,NA,NA,Reps. keep House,Unfavorable,Favorable,NA,NA,30 to 44,4-year College Grad.,Other,Male,Somewhat likely,Republican,"White, 4-Year College Grads",35 to 49,White,Rural,50 to 85 percent,Cell,0.7778,0.7447,1.4193,1.0604,1.2057,2018-11-04 23:14:01
Rep,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Support,Support,disagree,Dems. take House,Don't know,Favorable,disagree,agree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,Story,Less than 50 percent,Cell,0.7778,0.3998,0.9775,1.5139,1.027,2018-11-04 23:14:06
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,NA,NA,NA,Reps. keep House,Unfavorable,Favorable,NA,NA,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 34,White,Rural,50 to 85 percent,Cell,1,0.7896,0.6591,0.5893,0.6641,2018-11-04 23:14:10
Und,35 to 49,Some college or trade school,White,Male,White,Approve,Support,Support,disagree,Reps. keep House,Don't know,Don't know,agree,agree,30 to 44,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,White,Rural,Less than 50 percent,Cell,0.7778,0.3658,1.2131,2.7473,1.1662,2018-11-04 23:19:35
Rep,50 to 64,High school,White,Male,White,Approve,NA,NA,NA,Reps. keep House,Don't know,Favorable,NA,NA,45 to 64,High School Grad. or Less,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",50 to 64,White,Rural,85 percent or higher,Cell,1,0.97,1.518,1.086,1.499,2018-11-04 23:26:11
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Small Towns,85 percent or higher,Landline,1,0.9393,1.0709,0.6883,1.0548,2018-11-04 23:27:14
4,65 and older,Some college or trade school,White,Male,White,Disapp.,Support,Oppose,disagree,Don't know,Don't know,Don't know,disagree,Don't know,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rural,85 percent or higher,Landline,0.8889,0.9086,0.6145,0.3902,0.6026,2018-11-04 23:27:23
Rep,65 and older,High school,White,Female,White,Disapp.,Support,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,agree,65 and older,High School Grad. or Less,Republican,Female,[DO NOT READ] Don't know/Refused,Republican,"White, No 4-Year College Degree",65 and older,White,Small Towns,85 percent or higher,Landline,1,0.8711,1.0524,0.9276,0.9535,2018-11-04 23:28:26
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Oppose,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,agree,30 to 44,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",35 to 49,White,Rural,85 percent or higher,Cell,1,0.8901,0.7475,0.6359,0.7502,2018-11-04 23:28:26
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,18 to 29,Postgraduate Degree,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Story,Less than 50 percent,Cell,1,0.4354,0.7476,0.9124,0.8837,2018-11-04 23:30:32
Rep,18 to 34,High school,White,Male,White,Approve,Support,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,agree,30 to 44,High School Grad. or Less,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",18 to 34,White,Rural,50 to 85 percent,Cell,1,0.7219,1.0483,1.1812,1.0998000000000001,2018-11-04 23:30:32
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,agree,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,Rural,85 percent or higher,Cell,1,0.97,0.6468,0.4118,0.6387,2018-11-04 23:31:26
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Support,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,agree,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,Rural,85 percent or higher,Cell,1,0.927,0.6008,0.3764,0.5843,2018-11-04 23:31:38
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,NA,NA,NA,Dems. take House,Favorable,Unfavorable,NA,NA,18 to 29,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,Small Towns,Less than 50 percent,Cell,1,0.1215,0.6413,2.8646,0.9622,2018-11-04 23:32:24
Rep,35 to 49,Some college or trade school,White,Female,White,Don't know,Support,Support,agree,Reps. keep House,Unfavorable,Unfavorable,disagree,agree,30 to 44,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,Rural,Less than 50 percent,Cell,1,0.4175,1.166,2.4006,1.3184,2018-11-04 23:35:41
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Rural,50 to 85 percent,Landline,1,0.6833,0.9351,0.754,0.9643,2018-11-04 23:37:30
Und,65 and older,Some college or trade school,White,Female,White,Disapp.,Support,Oppose,disagree,Reps. keep House,Don't know,Unfavorable,disagree,Don't know,65 and older,Some College Educ.,Democratic,Female,Already voted,[DO NOT READ] Refused,"White, No 4-Year College Degree",65 and older,White,Rural,50 to 85 percent,Landline,1,0.818,0.8099,0.553,0.8271,2018-11-04 23:37:48
Und,50 to 64,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Approve,NA,NA,NA,Reps. keep House,Don't know,Favorable,NA,NA,45 to 64,Some College Educ.,Republican,Male,Already voted,Independent (No party),[DO NOT READ] Don't know/Refused,50 to 64,White,Rural,85 percent or higher,Landline,1,0.948,0.9544,0.6053,0.9462,2018-11-04 23:42:45
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Oppose,Support,Don't know,Reps. keep House,Unfavorable,Favorable,agree,agree,30 to 44,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",18 to 34,White,Rural,85 percent or higher,Cell,1,0.9196,0.6068,0.4225,0.6051,2018-11-04 23:43:47
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,NA,NA,NA,Reps. keep House,Don't know,Favorable,NA,NA,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Dutch,85 percent or higher,Landline,1,0.97,0.9715,0.7994,0.9545,2018-11-04 23:46:03
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",65 and older,White,Small Towns,85 percent or higher,Cell,1,0.97,0.5256,0.2527,0.519,2018-11-04 23:49:24
Und,18 to 34,Some college or trade school,White,Male,White,Approve,Oppose,Support,agree,Don't know,Don't know,Don't know,Don't know,Don't know,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Rural,Less than 50 percent,Cell,0.7778,0.2297,0.7801,2.7731,0.6062,2018-11-04 23:49:28
Dem,35 to 49,Bachelors' degree,White,Female,Hispanic,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,30 to 44,4-year College Grad.,Other,Female,Very likely,Democrat,Nonwhite,35 to 49,White,Story,Less than 50 percent,Cell,0.8889,0.4762,1.7552,2.2925,1.7347,2018-11-04 23:53:31
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Small Towns,85 percent or higher,Landline,1,0.9435,0.6286,0.4168,0.6189,2018-11-04 23:53:45
Dem,18 to 34,High school,White,Male,Black,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,18 to 29,High School Grad. or Less,Other,Male,Already voted,Democrat,Nonwhite,18 to 34,White,Story,Less than 50 percent,Cell,1,0.3311,1.4794,3.6259,1.8768,2018-11-04 23:54:34
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,agree,65 and older,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",65 and older,White,Rural,85 percent or higher,Cell,1,0.932,0.4997,0.2644,0.497,2018-11-04 23:58:28
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Oppose,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,Don't know,65 and older,Postgraduate Degree,Other,Male,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",65 and older,White,Rural,85 percent or higher,Cell,1,0.9639,0.5703,0.2609,0.5605,2018-11-05 00:00:08
Rep,65 and older,High school,White,Male,White,Approve,NA,NA,NA,Reps. keep House,Unfavorable,Favorable,NA,NA,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rural,50 to 85 percent,Landline,1,0.835,1.4106,1.1236,1.4098,2018-11-05 00:02:03
