response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CLIMATE,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedb,file_race_noasian,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Support,disagree,Approve,support,Not or not very,Oppose,agree,Reps. keep House,Favorable,Favorable,disagree,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,Nonwhite,North Miami-Dade,50 to 64,Hispanic,Less than 50 percent,Landline,1,0.3013,0.5694,0.8075,0.6569,2018-09-13 23:17:18
Rep,50 to 64,Some college or trade school,White,Female,White,Oppose,agree,Approve,oppose,Very or somewhat,Don't know,agree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",South Miami-Dade,50 to 64,White,85 percent or higher,Landline,1,0.8961,0.6542,0.2819,0.6673,2018-09-13 23:18:12
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Oppose,disagree,Approve,oppose,Not or not very,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,North Miami-Dade,35 to 49,Hispanic,50 to 85 percent,Cell,1,0.7996,0.5402,0.3025,0.5699,2018-09-13 23:22:33
Dem,65 and older,Some college or trade school,Hispanic,Female,White,Support,agree,Don't know,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Female,Not at all likely,Democrat,"White, No 4-Year College Degree",North Miami-Dade,65 and older,Hispanic,Less than 50 percent,Landline,0.5556,0.2295,1.6046,4.6596,0.6795,2018-09-13 23:23:36
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Oppose,agree,Approve,support,Not or not very,Oppose,disagree,Dems. take House,Unfavorable,Favorable,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Democrat,Nonwhite,South Miami-Dade,50 to 64,Hispanic,85 percent or higher,Landline,1,0.991,0.3048,0.1121,0.314,2018-09-13 23:23:54
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,Nonwhite,North Miami-Dade,50 to 64,Hispanic,Less than 50 percent,Cell,1,0.3194,0.5694,0.7621,0.6508,2018-09-13 23:24:57
Rep,65 and older,Graduate or Professional Degree,Hispanic,Male,Hispanic,Oppose,agree,Approve,oppose,Not or not very,Support,agree,Reps. keep House,Unfavorable,Favorable,Don't know,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,Monroe,65 and older,Hispanic,85 percent or higher,Cell,1,0.9891,0.3479,0.1148,0.3584,2018-09-13 23:25:24
Rep,65 and older,High school,White,Male,White,Oppose,disagree,Approve,support,Very or somewhat,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Monroe,65 and older,White,50 to 85 percent,Cell,1,0.5319,1.7257,1.4657,1.9518,2018-09-13 23:26:00
Rep,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Oppose,disagree,Approve,oppose,Not or not very,Support,disagree,Reps. keep House,Don't know,Favorable,Don't know,18 to 29,4-year College Grad.,Democratic,Male,Very likely,Republican,Nonwhite,South Miami-Dade,18 to 34,Hispanic,Less than 50 percent,Cell,1,0.2941,0.673,1.3859,0.7794,2018-09-13 23:26:54
Dem,18 to 34,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,oppose,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,18 to 29,4-year College Grad.,Other,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",Monroe,18 to 34,White,Less than 50 percent,Cell,0.3333,0.3623,0.6114,0.7924,0.2302,2018-09-13 23:28:06
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Oppose,agree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,18 to 29,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,North Miami-Dade,18 to 34,Hispanic,Less than 50 percent,Cell,0.4444,0.316,0.9947,2.1162,0.9475,2018-09-13 23:28:51
Dem,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Oppose,agree,Disapp.,oppose,Very or somewhat,Support,agree,Dems. take House,Don't know,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Monroe,65 and older,Hispanic,85 percent or higher,Cell,0.4444,0.9876,0.9389,0.4662,0.9546,2018-09-13 23:29:18
Dem,35 to 49,Some college or trade school,White,Male,White,Support,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",Monroe,35 to 49,White,Less than 50 percent,Cell,1,0.3681,1.1626,2.1915,1.4152,2018-09-13 23:30:03
Rep,50 to 64,High school,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,support,Very or somewhat,Support,disagree,Reps. keep House,Don't know,Favorable,agree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,Nonwhite,North Miami-Dade,50 to 64,Hispanic,85 percent or higher,Cell,1,0.855,2.0315,1.3016,2.1225,2018-09-13 23:30:21
Rep,65 and older,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,support,Not or not very,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",South Miami-Dade,65 and older,White,85 percent or higher,Landline,1,0.8915,0.8201,0.3114,0.8521,2018-09-13 23:30:57
Dem,35 to 49,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",South Miami-Dade,35 to 49,White,85 percent or higher,Cell,1,0.9071,0.9118,0.3928,0.9455,2018-09-13 23:33:12
Dem,18 to 34,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",South Miami-Dade,18 to 34,White,Less than 50 percent,Cell,1,0.4752,0.6813,0.6976,0.7874,2018-09-13 23:33:39
Dem,50 to 64,Some college or trade school,White,Male,White,Support,disagree,Disapp.,oppose,Very or somewhat,Oppose,agree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",North Miami-Dade,50 to 64,White,85 percent or higher,Landline,1,0.9627,0.8639,0.5737,0.8906,2018-09-13 23:36:03
Und,18 to 34,Some college or trade school,White,Female,White,Oppose,agree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",Monroe,18 to 34,White,Less than 50 percent,Cell,1,0.1493,0.7895,2.9628,1.03,2018-09-13 23:40:24
Rep,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Support,disagree,Disapp.,support,Not or not very,Oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,South Miami-Dade,35 to 49,Hispanic,Less than 50 percent,Cell,0.8889,0.3281,1.1979,2.5113,1.428,2018-09-13 23:41:00
Rep,18 to 34,High school,White,Male,Hispanic,Oppose,disagree,Approve,oppose,Not or not very,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,18 to 29,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),Nonwhite,South Miami-Dade,18 to 34,White,Less than 50 percent,Cell,0.7778,0.3315,1.0504,2.475,1.1896,2018-09-13 23:41:09
Rep,18 to 34,Graduate or Professional Degree,Hispanic,Male,Hispanic,Oppose,disagree,Approve,support,Very or somewhat,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,18 to 29,Postgraduate Degree,Democratic,Male,Very likely,Republican,Nonwhite,North Miami-Dade,18 to 34,Hispanic,Less than 50 percent,Cell,0.8889,0.3064,0.4114,0.9126,0.4475,2018-09-13 23:42:57
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,support,Not or not very,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Male,Very likely,or as a member of another political party,Nonwhite,North Miami-Dade,50 to 64,Hispanic,85 percent or higher,Cell,0.7778,0.9833,0.9487,0.4916,0.9659,2018-09-13 23:47:00
Dem,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,agree,Dems. take House,Don't know,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",North Miami-Dade,65 and older,White,85 percent or higher,Landline,1,0.9095,0.9021,0.6277,0.9201,2018-09-13 23:53:58
Dem,65 and older,High school,Hispanic,Female,Hispanic,Oppose,agree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,65 and older,High School Grad. or Less,Democratic,Female,Somewhat likely,Democrat,Nonwhite,South Miami-Dade,65 and older,Hispanic,85 percent or higher,Landline,1,0.9883,2.2078,1.1542,2.2449,2018-09-14 00:03:01
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Democrat,Nonwhite,North Miami-Dade,50 to 64,Hispanic,85 percent or higher,Landline,0,0.9772,0.4589,0.1995,0.4503,2018-09-14 00:04:13
Dem,50 to 64,Bachelors' degree,White,Female,White,Support,agree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",North Miami-Dade,50 to 64,White,85 percent or higher,Landline,1,0.8931,0.9603,0.4385,0.9977,2018-09-14 00:04:31
Rep,50 to 64,Some college or trade school,White,Female,White,Support,disagree,Approve,oppose,Not or not very,Support,agree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",North Miami-Dade,50 to 64,White,85 percent or higher,Landline,1,0.9801,0.79990000000000006,0.3764,0.824,2018-09-14 00:06:28
Dem,35 to 49,Some college or trade school,Black,Female,Black,Support,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Unfavorable,Favorable,disagree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Monroe,35 to 49,Black,Less than 50 percent,Cell,1,0.3548,1.8125,2.5567,2.2236,2018-09-14 00:07:49
Rep,65 and older,Bachelors' degree,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,oppose,Very or somewhat,Support,agree,Reps. keep House,Don't know,Favorable,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,North Miami-Dade,65 and older,Hispanic,50 to 85 percent,Landline,1,0.6209,1.1452,0.6184,1.2593,2018-09-14 00:10:58
Rep,65 and older,Some college or trade school,Hispanic,Female,White,Oppose,disagree,Approve,oppose,Not or not very,Support,disagree,Reps. keep House,Don't know,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",North Miami-Dade,65 and older,Hispanic,85 percent or higher,Landline,1,0.9904,0.9724,0.4586,1.0019,2018-09-14 00:11:25
Dem,65 and older,Some college or trade school,White,Male,White,Support,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,65 and older,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",Monroe,65 and older,White,85 percent or higher,Landline,1,0.9945,0.8064,0.3891,0.8293,2018-09-14 00:14:34
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Support,disagree,Approve,support,Not or not very,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,Nonwhite,North Miami-Dade,65 and older,Hispanic,85 percent or higher,Landline,1,0.9151,0.4586,0.1738,0.4677,2018-09-14 00:14:43
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Monroe,65 and older,White,85 percent or higher,Landline,1,0.9803,0.7607,0.2907,0.7836,2018-09-14 00:15:37
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",Monroe,50 to 64,White,85 percent or higher,Landline,1,0.903,0.3372,0.0994,0.3499,2018-09-14 00:17:24
Dem,65 and older,High school,White,Female,White,Oppose,disagree,Approve,support,Not or not very,Support,disagree,Reps. keep House,Favorable,Favorable,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",North Miami-Dade,65 and older,White,85 percent or higher,Landline,0.7778,0.8696,2.319,1.6132,2.3649,2018-09-14 00:22:12
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,Hispanic,Male,Hispanic,Oppose,disagree,Don't know,support,Very or somewhat,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,South Miami-Dade,35 to 49,Hispanic,85 percent or higher,Landline,1,0.9848,0.3538,0.148,0.3645,2018-09-14 00:22:48
Dem,35 to 49,Graduate or Professional Degree,Black,Female,Black,Support,agree,Disapp.,support,Very or somewhat,Oppose,agree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Somewhat likely,Democrat,Nonwhite,South Miami-Dade,35 to 49,Black,85 percent or higher,Landline,0.7778,0.9896,0.6031,0.199,0.6093,2018-09-14 00:31:57
Rep,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Oppose,agree,Approve,oppose,Very or somewhat,Support,disagree,Reps. keep House,Don't know,Favorable,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,Monroe,18 to 34,Hispanic,50 to 85 percent,Cell,1,0.7092,0.5567,0.2823,0.5984,2018-09-14 00:32:12
Rep,50 to 64,Bachelors' degree,White,Male,Hispanic,Oppose,agree,Approve,oppose,Not or not very,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,Nonwhite,South Miami-Dade,35 to 49,White,50 to 85 percent,Cell,1,0.7748,0.759,0.3802,0.7793,2018-09-14 00:39:51
Rep,35 to 49,Some college or trade school,White,Female,White,Oppose,disagree,Approve,support,Very or somewhat,Support,agree,Reps. keep House,Don't know,Don't know,agree,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Monroe,35 to 49,White,50 to 85 percent,Cell,1,0.5215,1.0366,0.7301,1.1768,2018-09-14 00:45:42
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Support,disagree,Approve,oppose,Very or somewhat,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Monroe,65 and older,White,85 percent or higher,Cell,1,0.9933,0.3521,0.094,0.3629,2018-09-14 00:51:27
Dem,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,support,Not or not very,Support,agree,Dems. take House,Don't know,Favorable,disagree,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),Nonwhite,North Miami-Dade,35 to 49,Hispanic,50 to 85 percent,Cell,1,0.52,1.6622,1.5931,1.7749,2018-09-14 00:54:36
Dem,50 to 64,Graduate or Professional Degree,Black,Male,Black,Oppose,disagree,Disapp.,oppose,Very or somewhat,Oppose,Don't know,Dems. take House,Don't know,Favorable,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,North Miami-Dade,50 to 64,Black,85 percent or higher,Cell,1,0.9926,0.539,0.2253,0.5554,2018-09-14 00:54:36
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,support,Not or not very,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,South Miami-Dade,35 to 49,Hispanic,50 to 85 percent,Cell,1,0.748,1.0881,0.5754,1.1597,2018-09-14 00:55:03
Rep,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Don't know,disagree,Approve,support,Not or not very,Support,disagree,Reps. keep House,Don't know,Unfavorable,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,North Miami-Dade,50 to 64,Hispanic,85 percent or higher,Cell,1,0.8506,0.8785,0.3787,0.9185,2018-09-14 00:56:24
Dem,18 to 34,Some college or trade school,Black,Male,Black,Oppose,disagree,Disapp.,support,Not or not very,Oppose,agree,Dems. take House,Favorable,Favorable,disagree,30 to 44,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,South Miami-Dade,18 to 34,Black,50 to 85 percent,Cell,1,0.7359,0.7808,0.5272,0.8046,2018-09-14 00:58:39
Und,65 and older,Some college or trade school,White,Male,White,Oppose,agree,Don't know,support,Very or somewhat,Oppose,agree,Don't know,Don't know,Don't know,disagree,65 and older,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",Monroe,65 and older,White,50 to 85 percent,Cell,0.7778,0.5409,0.9741,0.6967,0.8229,2018-09-14 01:01:27
Dem,50 to 64,Graduate or Professional Degree,Black,Female,Black,Oppose,disagree,Disapp.,oppose,Very or somewhat,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,South Miami-Dade,50 to 64,Black,50 to 85 percent,Cell,1,0.8306,0.6485,0.2058,0.6803,2018-09-14 01:03:06
Und,35 to 49,Bachelors' degree,White,Female,Hispanic,Oppose,disagree,Disapp.,support,Not or not very,Oppose,disagree,Don't know,Don't know,Don't know,disagree,30 to 44,4-year College Grad.,Other,Female,Not very likely,Independent (No party),Nonwhite,North Miami-Dade,35 to 49,White,Less than 50 percent,Cell,0.4444,0.4445,1.3986,1.6156,0.7669,2018-09-14 01:10:54
