response,ager,educ,file_race,gender,race_eth,approve,COAL,CRIMES,genballot,hdem_fav,hrep_fav,NFLA,NFLRIGHT,OPIOID,REVERSERACIS,STRANGER,SWAMP,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,region,age_combinedb,file_race_unkother,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,support,Don't know,Don't know,Favorable,Unfavorable,oppose,oppose,yes,Don't know,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Coal Country,35 to 49,White,85 percent or higher,Cell,1,0.9191,0.6261,0.3166,0.6367,2018-09-10 20:27:39
Und,50 to 64,High school,White,Male,White,Approve,support,Don't know,Reps. keep House,Don't know,Don't know,oppose,oppose,no,agree,agree,agree,45 to 64,High School Grad. or Less,Republican,Male,Not at all likely,Republican,"White, No 4-Year College Degree",White,Coal Country,50 to 64,White,50 to 85 percent,Cell,0,0.7874,1.8353,0.861,0.8553,2018-09-10 20:24:48
Dem,18 to 34,Bachelors' degree,White,Female,White,Approve,support,disagree,Reps. keep House,Favorable,Don't know,oppose,support,no,agree,agree,agree,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,Greenbrier/East,18 to 34,White,50 to 85 percent,Cell,1,0.6399,1.1101,0.6806,1.1376,2018-09-10 20:29:09
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,oppose,support,no,disagree,agree,agree,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Greenbrier/East,35 to 49,White,50 to 85 percent,Cell,1,0.6176,1.2556,1.0835,1.3572,2018-09-10 20:23:54
Und,50 to 64,High school,White,Male,White,Approve,support,disagree,Dems. take House,Don't know,Don't know,oppose,oppose,yes,disagree,agree,agree,45 to 64,High School Grad. or Less,Democratic,Male,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,Greenbrier/East,50 to 64,White,Less than 50 percent,Cell,0.8889,0.2548,1.6316,4.0724,1.4163,2018-09-10 20:29:45
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,oppose,agree,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,agree,disagree,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,Huntington/West,50 to 64,White,50 to 85 percent,Cell,1,0.7634,0.468,0.2081,0.4724,2018-09-10 20:24:21
Dem,50 to 64,Some college or trade school,White,Female,White,Approve,support,disagree,Reps. keep House,Favorable,Don't know,oppose,oppose,no,disagree,disagree,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Mr. Ojeda's District,50 to 64,White,50 to 85 percent,Cell,1,0.6374,0.8557,0.7109,0.9199,2018-09-10 20:29:36
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Approve,support,disagree,Reps. keep House,Favorable,Don't know,oppose,oppose,yes,disagree,disagree,agree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Mr. Ojeda's District,65 and older,White,85 percent or higher,Landline,1,0.9271,0.56,0.3188,0.561,2018-09-10 20:23:18
Dem,50 to 64,High school,White,Female,Hispanic,Disapp.,support,agree,Dems. take House,Don't know,Don't know,support,support,no,disagree,disagree,agree,45 to 64,High School Grad. or Less,Democratic,Female,Somewhat likely,Democrat,Nonwhite,Nonwhite,Greenbrier/East,50 to 64,White,50 to 85 percent,Landline,1,0.6043,2.0538,1.4356,1.892,2018-09-10 20:21:57
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,support,disagree,Reps. keep House,Favorable,Favorable,oppose,support,yes,agree,agree,agree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Mr. Ojeda's District,65 and older,White,85 percent or higher,Landline,1,0.9637,0.3696,0.1876,0.3742,2018-09-10 20:29:18
Und,35 to 49,High school,White,Male,White,Don't know,support,Don't know,Don't know,Don't know,Don't know,oppose,support,no,Don't know,disagree,Don't know,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Mr. Ojeda's District,35 to 49,White,Less than 50 percent,Cell,1,0.3329,1.7214,4.7261,2.1024,2018-09-10 20:21:48
Rep,35 to 49,Bachelors' degree,Unknown,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Don't know,oppose,oppose,yes,agree,agree,agree,30 to 44,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,Greenbrier/East,35 to 49,Unknown/Non-White,85 percent or higher,Cell,1,0.9305,0.9731,0.3902,0.975,2018-09-10 20:20:00
Rep,65 and older,High school,White,Male,White,Approve,support,Don't know,Reps. keep House,Don't know,Don't know,oppose,oppose,Don't know,agree,agree,agree,65 and older,High School Grad. or Less,Republican,Female,Not very likely,Republican,"White, No 4-Year College Degree",White,Huntington/West,65 and older,White,Less than 50 percent,Landline,1,0.3008,1.9749,4.6919,1.5336,2018-09-10 20:17:00
Rep,65 and older,High school,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,no,agree,disagree,agree,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Huntington/West,65 and older,White,85 percent or higher,Landline,1,0.9619,1.706,0.7835,1.7122,2018-09-10 20:19:42
Dem,65 and older,Bachelors' degree,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Unfavorable,oppose,oppose,yes,agree,agree,agree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Huntington/West,65 and older,White,85 percent or higher,Cell,1,0.9828,0.7975,0.2809,0.8067,2018-09-10 20:30:21
Rep,65 and older,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Approve,support,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,yes,agree,agree,agree,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Coal Country,65 and older,White,Less than 50 percent,Cell,1,0.4216,0.8077,1.3652,0.9389,2018-09-10 20:20:27
Dem,50 to 64,Bachelors' degree,Unknown,Male,White,Disapp.,support,Don't know,Dems. take House,Favorable,Favorable,oppose,support,no,agree,disagree,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Coal Country,50 to 64,Unknown/Non-White,50 to 85 percent,Cell,1,0.6711,1.2099,0.5354,1.2891,2018-09-10 20:16:51
Und,65 and older,High school,White,Female,White,Approve,support,disagree,Reps. keep House,Favorable,Don't know,oppose,oppose,yes,agree,agree,Don't know,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Coal Country,65 and older,White,85 percent or higher,Landline,1,0.8843,2.0317,1.0707,2.0357,2018-09-10 20:17:00
Dem,35 to 49,Bachelors' degree,White,Female,White,Don't know,oppose,Don't know,Dems. take House,Favorable,Don't know,oppose,oppose,no,disagree,disagree,disagree,45 to 64,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Huntington/West,35 to 49,White,85 percent or higher,Landline,1,0.8878,0.5272,0.2215,0.5282,2018-09-10 20:21:48
Dem,65 and older,Some college or trade school,White,Female,White,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,support,support,no,disagree,agree,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Mr. Ojeda's District,65 and older,White,85 percent or higher,Landline,1,0.935,0.9156,0.6278,0.9175,2018-09-10 20:17:00
Und,65 and older,High school,White,Male,White,Approve,support,disagree,Don't know,Don't know,Don't know,support,support,Don't know,agree,disagree,Don't know,65 and older,High School Grad. or Less,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,Coal Country,65 and older,White,85 percent or higher,Landline,1,0.8618,1.6099,0.8735,1.5346,2018-09-10 20:25:51
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,oppose,agree,Dems. take House,Favorable,Don't know,support,support,yes,disagree,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Coal Country,35 to 49,White,85 percent or higher,Cell,1,0.9748,0.6261,0.2996,0.6335,2018-09-10 20:29:00
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,support,disagree,Dems. take House,Favorable,Unfavorable,oppose,oppose,no,agree,disagree,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Coal Country,50 to 64,White,85 percent or higher,Cell,1,0.9706,0.3958,0.1483,0.4005,2018-09-10 20:24:21
Und,18 to 34,High school,White,Male,White,Don't know,support,disagree,Don't know,Don't know,Don't know,support,support,yes,disagree,agree,agree,18 to 29,High School Grad. or Less,Other,Male,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,Huntington/West,18 to 34,White,Less than 50 percent,Landline,0,0.0651,1.6168,8.7107,0.4418,2018-09-10 20:29:54
Rep,50 to 64,Some college or trade school,White,Female,White,Disapp.,support,agree,Dems. take House,Don't know,Favorable,oppose,support,yes,agree,agree,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Huntington/West,50 to 64,White,50 to 85 percent,Cell,1,0.6095,0.8881,0.6233,0.9622,2018-09-10 20:28:06
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Favorable,oppose,oppose,yes,disagree,disagree,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Huntington/West,50 to 64,White,85 percent or higher,Cell,1,0.92490000000000006,0.5664,0.1941,0.5755,2018-09-10 20:24:12
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,support,disagree,Reps. keep House,Favorable,Favorable,oppose,oppose,yes,disagree,disagree,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Huntington/West,50 to 64,White,85 percent or higher,Cell,1,0.9781,0.5621,0.2445,0.5687,2018-09-10 20:24:21
Und,65 and older,High school,White,Female,White,Approve,support,Don't know,Don't know,Don't know,Don't know,oppose,oppose,no,agree,agree,disagree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Huntington/West,65 and older,White,50 to 85 percent,Landline,0.5556,0.7824,2.4028,1.3885,2.2088,2018-09-10 20:26:00
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,disagree,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Greenbrier/East,65 and older,White,85 percent or higher,Landline,1,0.9869,0.7628,0.2706,0.7717,2018-09-10 20:27:48
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,support,agree,Dems. take House,Favorable,Unfavorable,support,support,no,agree,disagree,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Huntington/West,65 and older,White,85 percent or higher,Landline,1,0.9774,0.9502,0.5056,0.9555,2018-09-10 20:25:24
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,support,agree,Dems. take House,Favorable,Unfavorable,oppose,oppose,no,agree,agree,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Coal Country,50 to 64,White,50 to 85 percent,Landline,1,0.7499,0.9881,0.545,1.0338,2018-09-10 20:18:12
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,oppose,Don't know,no,agree,disagree,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Greenbrier/East,35 to 49,White,85 percent or higher,Landline,1,0.9646,0.7947,0.4266,0.7978,2018-09-10 20:27:30
Rep,65 and older,Some college or trade school,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Favorable,oppose,support,no,agree,agree,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Coal Country,65 and older,White,85 percent or higher,Cell,1,0.9615,0.911,0.4433,0.9225,2018-09-10 20:18:03
Rep,65 and older,High school,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,yes,agree,agree,agree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Coal Country,50 to 64,White,50 to 85 percent,Landline,0.7778,0.7617,2.1299,1.1054,2.1472,2018-09-10 20:30:39
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,oppose,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Coal Country,65 and older,White,85 percent or higher,Landline,1,0.981,0.669,0.2945,0.6768,2018-09-10 20:17:36
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,support,agree,Dems. take House,Don't know,Unfavorable,support,support,yes,disagree,agree,disagree,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,Huntington/West,50 to 64,White,50 to 85 percent,Cell,1,0.6711,0.5265,0.2241,0.5371,2018-09-10 20:23:18
Und,35 to 49,Some college or trade school,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,no,agree,agree,agree,30 to 44,Some College Educ.,Republican,Female,Not very likely,Republican,"White, No 4-Year College Degree",White,Coal Country,35 to 49,White,Less than 50 percent,Cell,0.4444,0.2887,0.9871,2.751,0.4814,2018-09-10 20:25:33
Und,65 and older,High school,White,Male,White,Approve,support,disagree,Don't know,Don't know,Don't know,oppose,support,no,disagree,agree,agree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Coal Country,65 and older,White,Less than 50 percent,Landline,1,0.382,2.1973,3.9585,2.6065,2018-09-10 20:17:09
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,oppose,agree,Dems. take House,Don't know,Don't know,support,support,yes,disagree,agree,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Huntington/West,35 to 49,White,Less than 50 percent,Cell,1,0.2632,0.6086,1.5859,0.7829,2018-09-10 20:31:06
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,support,agree,Don't know,Favorable,Don't know,support,support,no,agree,agree,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Coal Country,65 and older,White,85 percent or higher,Landline,1,0.9558,1.0938,0.5979,1.108,2018-09-10 20:18:57
Dem,65 and older,Bachelors' degree,White,Male,White,Approve,support,disagree,Reps. keep House,Favorable,Unfavorable,oppose,oppose,yes,disagree,disagree,agree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Coal Country,65 and older,White,85 percent or higher,Cell,1,0.9702,0.918,0.3276,0.929,2018-09-10 20:27:39
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,oppose,agree,Dems. take House,Don't know,Unfavorable,Don't know,support,no,disagree,agree,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Huntington/West,65 and older,White,50 to 85 percent,Landline,1,0.7722,1.2936,0.8444,1.3473,2018-09-10 20:18:39
Und,65 and older,High school,White,Female,White,Disapp.,support,agree,Dems. take House,Don't know,Don't know,support,support,no,agree,disagree,disagree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Huntington/West,65 and older,White,85 percent or higher,Landline,1,0.9008,2.0482,1.1265,2.0517,2018-09-10 20:24:39
Dem,65 and older,High school,White,Male,White,Disapp.,support,agree,Dems. take House,Favorable,Unfavorable,support,support,yes,agree,agree,disagree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Mr. Ojeda's District,65 and older,White,85 percent or higher,Landline,1,0.8674,1.9076,1.2856,1.9536,2018-09-10 20:28:42
Rep,50 to 64,High school,White,Female,White,Approve,support,disagree,Reps. keep House,Favorable,Favorable,oppose,oppose,yes,disagree,disagree,agree,45 to 64,High School Grad. or Less,Republican,Female,Not very likely,Republican,"White, No 4-Year College Degree",White,Huntington/West,50 to 64,White,Less than 50 percent,Landline,0.7778,0.1041,1.3558,5.431,0.8691,2018-09-10 20:25:24
Rep,65 and older,Some college or trade school,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,oppose,support,no,agree,agree,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Coal Country,50 to 64,White,85 percent or higher,Cell,1,0.9022,0.7258,0.3454,0.7396,2018-09-10 20:28:51
