response,ager,educ,file_race,gender,race_eth,approve,ASSAULTW,ENGLISH,genballot,hdem_fav,hrep_fav,LIFECHANGE,OPIOID,REVERSERACIS,STRANGER,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Favorable,agree,no,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,Unknown,Less-educ. Clinton,85 percent or higher,Cell,1,0.9038,0.3611,0.2351,0.3718,2018-09-04 23:49:28
Dem,[DO NOT READ] Refused,Bachelors' degree,Hispanic,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,disagree,no,disagree,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Non-White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9455,1.627,0.9221,1.6955,2018-09-04 23:52:19
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,disagree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Clinton,Less than 50 percent,Cell,1,0.3335,1.1326,2.3938,1.4213,2018-09-05 00:15:25
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,yes,disagree,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9817,0.8794,0.4822,0.9144,2018-09-05 00:12:52
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,support,Don't know,Dems. take House,Unfavorable,Don't know,agree,no,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9194,0.4994,0.3152,0.5219,2018-09-05 00:04:10
Dem,18 to 34,Graduate or Professional Degree,Unknown,Female,White,Approve,support,disagree,Reps. keep House,Favorable,Unfavorable,agree,no,agree,agree,18 to 29,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Unknown,Less educ. Trump,85 percent or higher,Landline,1,0.8579,0.3729,0.2456,0.3931,2018-09-05 00:08:13
Und,65 and older,Some college or trade school,White,Female,White,Don't know,oppose,agree,Don't know,Don't know,Unfavorable,disagree,no,agree,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.8838,1.3048,0.8967,1.3701,2018-09-05 00:06:07
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Favorable,agree,no,disagree,disagree,18 to 29,Some College Educ.,Other,Male,Not very likely,Republican,"White, No 4-Year College Degree",White,White,Well-educ. Trump,Less than 50 percent,Cell,0.4444,0.3489,0.5103,1.325,0.2653,2018-09-05 00:09:43
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Unfavorable,agree,no,agree,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.8674,0.8396,0.6141,0.8838,2018-09-05 00:17:43
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,yes,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9797,0.6436,0.3296,0.6654,2018-09-05 00:19:04
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,disagree,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,White,Well-educ. Trump,85 percent or higher,Landline,1,0.9835,0.6751,0.4427,0.702,2018-09-05 00:19:13
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,Don't know,disagree,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9899,0.7727,0.3822,0.8036,2018-09-05 00:21:19
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,White,Less educ. Trump,85 percent or higher,Cell,1,0.9798,0.8797,0.5885,0.9147,2018-09-05 00:27:37
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,support,disagree,Reps. keep House,Don't know,Favorable,agree,no,disagree,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.975,0.6873,0.4305,0.7147,2018-09-05 00:19:13
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,no,disagree,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9616,1.582,0.9419,1.6464,2018-09-05 00:28:22
Dem,18 to 34,Some college or trade school,Unknown,Male,White,Disapp.,support,disagree,Don't know,Don't know,Don't know,agree,no,agree,agree,18 to 29,Some College Educ.,Other,Male,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,Unknown,Well-educ. Trump,Less than 50 percent,Landline,0.7778,0.4813,0.4061,0.6772,0.2921,2018-09-05 00:22:58
Dem,18 to 34,Bachelors' degree,Unknown,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,yes,disagree,agree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Unknown,Well-educ. Clinton,Less than 50 percent,Landline,1,0.2291,0.3966,0.9046,0.5413,2018-09-05 00:31:31
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9502,0.6276,0.3581,0.6538,2018-09-05 00:42:19
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9864,0.7727,0.3836,0.8035,2018-09-05 00:58:56
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Favorable,disagree,no,disagree,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Landline,0.8889,0.9393,0.7863,0.4363,0.8151,2018-09-05 00:54:44
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,yes,disagree,disagree,30 to 44,Postgraduate Degree,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Clinton,Less than 50 percent,Cell,1,0.3552,0.7747,1.4724,0.8794,2018-09-05 01:11:19
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,oppose,disagree,Reps. keep House,Favorable,Unfavorable,agree,no,agree,disagree,65 and older,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,White,Well-educ. Trump,85 percent or higher,Landline,1,0.9311,1.0445,0.6103,1.0756,2018-09-05 01:08:55
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9861,0.6436,0.3275,0.6693,2018-09-05 01:11:10
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Clinton,50 to 85 percent,Landline,0.7778,0.7747,1.1346,0.769,1.1278,2018-09-05 01:21:10
Rep,35 to 49,Some college or trade school,Asian,Male,Asian,Approve,support,disagree,Reps. keep House,Favorable,Favorable,agree,yes,disagree,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,Non-White,Well-educ. Trump,85 percent or higher,Cell,1,0.8884,1.5218,1.3215,1.5969,2018-09-05 01:25:58
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Reps. keep House,Don't know,Favorable,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,White,Well-educ. Trump,85 percent or higher,Landline,1,0.9112,0.8248,0.6064,0.8628,2018-09-05 01:29:52
Rep,65 and older,Bachelors' degree,Unknown,Male,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Favorable,disagree,no,agree,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Unknown,Less-educ. Clinton,85 percent or higher,Landline,1,0.986,0.8226,0.4236,0.8554,2018-09-05 01:21:19
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9655,0.6102,0.381,0.6348,2018-09-05 01:19:49
Rep,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Favorable,disagree,no,agree,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Unknown,Less-educ. Clinton,85 percent or higher,Landline,1,0.9747,0.6874,0.3566,0.7148,2018-09-05 01:42:45
Und,65 and older,High school,Other,Female,White,Disapp.,support,agree,Don't know,Don't know,Favorable,agree,no,Don't know,agree,65 and older,High School Grad. or Less,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,Non-White,Less-educ. Clinton,Less than 50 percent,Landline,0,0.1493,2.1094,10.24,0.4658,2018-09-05 01:44:15
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,oppose,disagree,Reps. keep House,Unfavorable,Favorable,disagree,yes,disagree,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9873,0.861,0.5121,0.8953,2018-09-05 01:47:34
Rep,65 and older,High school,White,Male,White,Approve,oppose,agree,Reps. keep House,Favorable,Favorable,agree,no,agree,agree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,White,Less educ. Trump,85 percent or higher,Landline,1,0.9851,2.1758,1.622,2.2624,2018-09-05 01:55:49
Dem,65 and older,Some college or trade school,Other,Female,White,Disapp.,support,agree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Non-White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9188,0.948,0.6195,0.976,2018-09-05 01:53:43
Rep,65 and older,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Favorable,agree,no,disagree,disagree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,White,Less educ. Trump,85 percent or higher,Landline,1,0.9693,1.3325,0.8294,1.3756,2018-09-05 02:02:16
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,White,Well-educ. Clinton,Less than 50 percent,Landline,1,0.258,1.5231,3.7802,2.0228,2018-09-05 02:34:26
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,no,disagree,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9589,0.5047,0.2901,0.5253,2018-09-05 21:06:41
Dem,35 to 49,Graduate or Professional Degree,Asian,Female,Asian,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,30 to 44,Postgraduate Degree,Other,Female,Very likely,Democrat,Nonwhite,Nonwhite,Non-White,Well-educ. Clinton,Less than 50 percent,Cell,0.6667,0.3843,0.9702,1.706,0.929,2018-09-05 21:13:44
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,Don't know,no,disagree,disagree,18 to 29,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Clinton,Less than 50 percent,Cell,0.7778,0.2559,0.6834,1.6155,0.7186,2018-09-05 21:06:59
Rep,18 to 34,Bachelors' degree,White,Male,White,Disapp.,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,disagree,disagree,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Less educ. Trump,50 to 85 percent,Cell,1,0.6925,0.9093,0.7658,0.9905,2018-09-05 21:14:56
Rep,50 to 64,Bachelors' degree,White,Male,Hispanic,Approve,support,disagree,Reps. keep House,Don't know,Don't know,agree,yes,agree,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,Nonwhite,Nonwhite,White,Well-educ. Trump,50 to 85 percent,Cell,1,0.52,1.5948,1.8309,1.8285,2018-09-05 21:05:29
Rep,50 to 64,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Reps. keep House,Don't know,Favorable,Don't know,no,disagree,disagree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,White,Less-educ. Clinton,85 percent or higher,Cell,0.8889,0.9207,1.2628,0.8167,1.2883,2018-09-05 21:06:32
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,Non-White,Less-educ. Clinton,50 to 85 percent,Cell,1,0.7935,0.7542,0.5536,0.804,2018-09-05 21:07:17
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,oppose,agree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,65 and older,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,White,Less-educ. Clinton,50 to 85 percent,Cell,1,0.7577,1.3289,0.9544,1.3794,2018-09-05 21:14:38
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,disagree,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9832,1.2404,0.7932,1.2898,2018-09-05 21:07:53
Und,35 to 49,Some college or trade school,White,Female,White,Disapp.,oppose,disagree,Don't know,Unfavorable,Unfavorable,disagree,no,disagree,disagree,30 to 44,Some College Educ.,Other,Female,Not at all likely,or as a member of another political party,"White, No 4-Year College Degree",White,White,Less-educ. Clinton,Less than 50 percent,Cell,0,0.3286,0.9109,2.2399,0.2386,2018-09-05 21:05:47
Rep,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Unfavorable,Don't know,agree,no,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Less-educ. Clinton,50 to 85 percent,Cell,1,0.7353,0.6022,0.4766,0.6496,2018-09-05 21:07:17
Und,18 to 34,High school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,Don't know,no,disagree,disagree,18 to 29,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,White,Less-educ. Clinton,85 percent or higher,Cell,0.7778,0.9137,0.6775,0.5318,0.6831,2018-09-05 21:04:26
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,disagree,yes,Don't know,disagree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.8475,2.0996,1.245,2.1651,2018-09-05 21:14:29
Rep,65 and older,Bachelors' degree,White,Female,White,Don't know,support,agree,Reps. keep House,Don't know,Don't know,agree,no,agree,Don't know,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9866,1.3321,0.669,1.3792,2018-09-05 21:28:55
