response,ager,educ,file_race,gender,race_eth,approve,APPRUSSIA,CRIMES,genballot,hdem_fav,hrep_fav,NFLA,NFLRIGHT,OPIOID,REVERSERACIS,STRANGER,SWAMP,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,file_race_noblack,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,agree,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Unknown,Laguna Beach/South,85 percent or higher,Cell,1,0.9366,0.5922,0.4524,0.6102,2018-09-05 01:08:28
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Don't know,Approve,disagree,Reps. keep House,Don't know,Favorable,oppose,support,no,disagree,disagree,disagree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,Laguna Beach/South,85 percent or higher,Cell,1,0.9659,1.1345,0.7026,1.1566,2018-09-05 01:04:34
Dem,18 to 34,Some college or trade school,Asian,Male,Asian,Disapp.,Disapp.,disagree,Dems. take House,Don't know,Favorable,oppose,oppose,yes,agree,agree,disagree,18 to 29,Some College Educ.,Democratic,Male,Not at all likely,Democrat,Nonwhite,Asian,Costa Mesa/North,Less than 50 percent,Cell,0.6667,0.4197,0.901,1.5717,0.478,2018-09-05 01:27:10
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",Unknown,Newport Beach,85 percent or higher,Cell,1,0.9789,0.6757,0.4541,0.6901,2018-09-05 01:30:01
Dem,65 and older,High school,Unknown,Female,White,Disapp.,Don't know,Don't know,Dems. take House,Don't know,Don't know,support,Don't know,yes,disagree,disagree,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",Unknown,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,1,0.8359,1.3502,1.5546,1.2999,2018-09-05 02:47:00
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Approve,disagree,Reps. keep House,Don't know,Favorable,oppose,support,no,agree,disagree,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Costa Mesa/North,85 percent or higher,Cell,1,0.8543,1.1958,0.7987,1.2461,2018-09-05 01:23:52
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Don't know,disagree,Reps. keep House,Don't know,Favorable,oppose,oppose,no,agree,disagree,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Huntington Beach/Fountain Valley,Less than 50 percent,Cell,1,0.4685,1.2974,1.8435,1.4995,2018-09-05 01:15:37
Rep,18 to 34,Some college or trade school,White,Male,Hispanic,Approve,Approve,disagree,Reps. keep House,Favorable,Favorable,oppose,Don't know,no,agree,disagree,agree,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Republican,Nonwhite,White,Costa Mesa/North,50 to 85 percent,Cell,1,0.7645,0.3958,0.3504,0.4193,2018-09-05 01:16:04
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Disapp.,agree,Dems. take House,Don't know,Unfavorable,support,support,yes,disagree,agree,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.976,1.0933,0.8086,1.1233,2018-09-05 01:30:01
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Disapp.,Don't know,Dems. take House,Don't know,Unfavorable,support,support,no,disagree,agree,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Costa Mesa/North,Less than 50 percent,Cell,1,0.3614,0.8304,1.3502,1.0119,2018-09-05 01:27:01
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,Hispanic,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,Hispanic,Huntington Beach/Fountain Valley,85 percent or higher,Cell,0.4444,0.8862,1.0041,1.0609,0.9798,2018-09-05 01:15:55
Und,18 to 34,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Don't know,agree,Don't know,Don't know,Don't know,support,support,no,Don't know,disagree,disagree,18 to 29,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Unknown,Costa Mesa/North,50 to 85 percent,Cell,1,0.685,0.3413,0.369,0.368,2018-09-05 01:22:58
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Don't know,agree,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,agree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Laguna Beach/South,85 percent or higher,Cell,1,0.891,0.5619,0.3979,0.5823,2018-09-05 01:23:25
Dem,50 to 64,High school,White,Female,Hispanic,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,disagree,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9224,1.5312,1.478,1.5804,2018-09-05 01:29:52
Dem,65 and older,Graduate or Professional Degree,Other,Male,White,Disapp.,Don't know,agree,Dems. take House,Don't know,Don't know,support,support,no,disagree,agree,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Other Non-White,Laguna Beach/South,85 percent or higher,Cell,1,0.8913,0.7195,0.608,0.7456,2018-09-05 01:27:46
Dem,18 to 34,Some college or trade school,Asian,Male,Asian,Disapp.,Disapp.,agree,Dems. take House,Don't know,Unfavorable,support,support,no,disagree,agree,disagree,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,Asian,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,1,0.7504,1.1885,1.1673,1.2625,2018-09-05 01:16:31
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Don't know,agree,Dems. take House,Don't know,Unfavorable,support,support,yes,disagree,disagree,disagree,18 to 29,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Costa Mesa/North,85 percent or higher,Cell,0,0.8754,0.5759,0.4894,0.513,2018-09-05 02:49:51
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,Don't know,Don't know,no,disagree,agree,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Unknown,Laguna Beach/South,85 percent or higher,Cell,1,0.996,0.5922,0.4255,0.6089,2018-09-05 01:20:07
Dem,18 to 34,High school,White,Female,Hispanic,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,18 to 29,High School Grad. or Less,Democratic,Male,Very likely,Democrat,Nonwhite,White,Laguna Beach/South,85 percent or higher,Cell,0.8889,0.9633,0.5208,0.4872,0.528,2018-09-05 01:28:49
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Approve,disagree,Reps. keep House,Don't know,Favorable,oppose,support,no,agree,disagree,agree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Newport Beach,85 percent or higher,Cell,1,0.9807,0.9302,0.5432,0.9555,2018-09-05 01:24:28
Dem,18 to 34,Some college or trade school,White,Female,Other,Disapp.,Disapp.,agree,Dems. take House,Don't know,Unfavorable,support,support,no,disagree,disagree,disagree,18 to 29,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,White,Huntington Beach/Fountain Valley,Less than 50 percent,Cell,1,0.3954,0.5697,1.2096,0.6813,2018-09-05 01:38:15
Rep,65 and older,Bachelors' degree,Unknown,Male,White,Approve,Don't know,disagree,Reps. keep House,Don't know,Favorable,oppose,oppose,no,agree,disagree,agree,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",Unknown,Newport Beach,85 percent or higher,Cell,1,0.9696,1.1064,0.7262,1.1285,2018-09-05 01:31:30
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Don't know,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Unknown,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9622,0.5573,0.3702,0.5729,2018-09-05 01:36:00
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Disapp.,agree,Dems. take House,Don't know,Unfavorable,support,support,no,disagree,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Newport Beach,50 to 85 percent,Cell,0.8889,0.7467,0.61,0.4906,0.6375,2018-09-05 01:31:30
Rep,65 and older,Some college or trade school,White,Male,Other,Approve,Approve,disagree,Reps. keep House,Don't know,Favorable,oppose,oppose,no,agree,agree,agree,65 and older,Some College Educ.,Other,Male,Very likely,Independent (No party),Nonwhite,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,0,0.9588,1.0888,0.791,1.011,2018-09-05 01:37:57
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Don't know,support,support,no,disagree,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.899,0.5176,0.3373,0.5359,2018-09-05 01:38:51
Dem,18 to 34,Some college or trade school,Unknown,Male,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Unknown,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9297,0.3751,0.3025,0.3868,2018-09-05 03:14:37
Dem,18 to 34,Some college or trade school,White,Female,Hispanic,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,White,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,0.8889,0.7427,0.4996,0.5091,0.5224,2018-09-05 01:37:39
Und,65 and older,Graduate or Professional Degree,White,Female,White,Don't know,Approve,disagree,Don't know,Don't know,Favorable,oppose,support,yes,disagree,disagree,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Newport Beach,85 percent or higher,Cell,1,0.8714,1.1226,0.7514,1.1667,2018-09-05 01:38:33
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Approve,Don't know,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,no,agree,disagree,agree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Huntington Beach/Fountain Valley,Less than 50 percent,Cell,1,0.1125,0.7916,3.6343,1.2658,2018-09-05 01:34:12
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Don't know,agree,Dems. take House,Don't know,Don't know,support,support,no,disagree,disagree,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Hispanic,Costa Mesa/North,85 percent or higher,Cell,1,0.9024,0.8817,0.6133,0.9123,2018-09-05 01:38:15
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Don't know,agree,Dems. take House,Don't know,Don't know,support,support,no,disagree,disagree,disagree,18 to 29,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Newport Beach,50 to 85 percent,Cell,0.8889,0.8132,0.5501,0.4919,0.552,2018-09-05 03:08:46
Rep,50 to 64,Graduate or Professional Degree,White,Male,Hispanic,Approve,Approve,disagree,Reps. keep House,Don't know,Favorable,oppose,oppose,no,disagree,disagree,agree,18 to 29,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),Nonwhite,White,Laguna Beach/South,50 to 85 percent,Cell,1,0.5576,0.3741,0.4163,0.395,2018-09-05 01:42:09
Dem,65 and older,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,White,Costa Mesa/North,85 percent or higher,Landline,1,0.9899,0.8663,0.5647,0.89,2018-09-05 01:31:12
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Costa Mesa/North,50 to 85 percent,Cell,1,0.7818,0.6609,0.5031,0.6976,2018-09-05 01:32:24
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Costa Mesa/North,85 percent or higher,Cell,1,0.9792,0.9697,0.6377,0.9962,2018-09-05 01:36:27
Dem,50 to 64,Grade school,Hispanic,Male,Hispanic,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,Don't know,Don't know,Don't know,disagree,agree,disagree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,Hispanic,Costa Mesa/North,85 percent or higher,Cell,1,0.8912,1.2088,1.0913,1.2527,2018-09-05 01:44:52
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,65 and older,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Costa Mesa/North,85 percent or higher,Landline,1,0.9697,0.9453,0.6296,0.9715,2018-09-05 01:42:54
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,disagree,disagree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,1,0.8205,0.4996,0.4608,0.5235,2018-09-05 01:51:28
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Disapp.,disagree,Reps. keep House,Don't know,Unfavorable,oppose,oppose,yes,disagree,disagree,agree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",Unknown,Costa Mesa/North,85 percent or higher,Landline,1,0.9567,0.6216,0.428,0.6393,2018-09-05 01:52:13
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Don't know,disagree,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,agree,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Huntington Beach/Fountain Valley,85 percent or higher,Landline,1,0.9806,1.1126,0.6893,1.1429,2018-09-05 01:46:22
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Disapp.,agree,Dems. take House,Don't know,Unfavorable,support,support,no,disagree,agree,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Costa Mesa/North,85 percent or higher,Landline,1,0.9608,1.2459,0.9282,1.281,2018-09-05 01:51:10
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,Don't know,Don't know,no,disagree,disagree,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Costa Mesa/North,85 percent or higher,Landline,1,0.9112,0.8815,0.5255,0.9111,2018-09-05 01:52:40
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Approve,disagree,Reps. keep House,Don't know,Favorable,oppose,support,yes,disagree,disagree,agree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,Newport Beach,85 percent or higher,Cell,1,0.9749,0.9342,0.5213,0.9535,2018-09-05 01:54:19
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9825,1.4773,0.9974,1.5098,2018-09-05 01:49:22
Rep,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Don't know,agree,Dems. take House,Don't know,Favorable,support,support,yes,disagree,agree,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Newport Beach,50 to 85 percent,Cell,1,0.7652,0.8417,0.7028,0.8914,2018-09-05 03:25:34
Rep,18 to 34,High school,White,Male,White,Approve,Approve,disagree,Reps. keep House,Unfavorable,Favorable,oppose,support,no,agree,disagree,agree,18 to 29,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Laguna Beach/South,85 percent or higher,Cell,0.8889,0.8526,0.7718,0.7749,0.7749,2018-09-05 01:45:37
Dem,65 and older,Graduate or Professional Degree,White,Female,Black,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,White,Costa Mesa/North,85 percent or higher,Cell,1,0.9876,0.6997,0.4514,0.7189,2018-09-05 01:45:10
