response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,file_race_black,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,35 to 49,Graduate or Professional Degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,40 to 64,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.97,0.824,0.3516,0.8002,2018-10-20 17:55:46
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Unknown,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.8989,0.603,0.2244,0.5942,2018-10-20 17:59:22
Rep,35 to 49,Graduate or Professional Degree,Unknown,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Democrat,Nonwhite,40 to 64,Unknown,"Rest, Clinton",85 percent or higher,Cell,0.4444,0.9207,0.4873,0.1456,0.4444,2018-10-20 18:01:10
Dem,65 and older,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Black,"Virginia Beach, Clinton",50 to 85 percent,Landline,1,0.7322,1.0981,0.6975,1.1149,2018-10-20 18:11:51
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",40 to 64,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.8459,0.9857,0.4004,0.9792,2018-10-20 18:16:12
Dem,65 and older,Some college or trade school,Other,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,Other Non-White,"Virginia Beach, Clinton",85 percent or higher,Cell,1,0.9638,0.9388,0.7764,0.9188,2018-10-20 18:17:06
Dem,65 and older,Some college or trade school,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,White,"Rest, Trump",85 percent or higher,Landline,1,0.9536,0.8532,0.463,0.8357,2018-10-20 18:19:33
Rep,50 to 64,Bachelors' degree,Hispanic,Male,White,Disapp.,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Other Non-White,"Virginia Beach, Clinton",Less than 50 percent,Cell,1,0.3431,0.7868,1.4802,0.923,2018-10-20 18:24:57
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,[DO NOT READ] Don't know/Refused,Other,Male,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,40 to 64,White,"Rest, Trump",50 to 85 percent,Landline,0.8889,0.8242,0.8339,0.3663,0.8208,2018-10-20 18:57:38
Dem,50 to 64,High school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Democrat,Nonwhite,40 to 64,Black,"Rest, Trump",Less than 50 percent,Landline,0.4444,0.2609,1.5452,4.0228,1.4135,2018-10-20 19:03:46
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",50 to 85 percent,Landline,1,0.7705,0.8344,0.3416,0.8404,2018-10-20 19:10:58
Dem,[DO NOT READ] Refused,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Unknown,"Virginia Beach, Trump",50 to 85 percent,Landline,1,0.8343,1.0123,0.5822,1.0075,2018-10-20 19:12:46
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,White,"Rest, Clinton",50 to 85 percent,Cell,1,0.6788,1.0163,0.7005,1.0448,2018-10-20 19:24:13
Dem,[DO NOT READ] Refused,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,"Rest, Trump",50 to 85 percent,Landline,1,0.5116,1.7266,1.582,1.7539,2018-10-20 19:25:34
Und,65 and older,Some college or trade school,White,Male,White,Don't know,Don't know,Unfavorable,Don't know,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,"Rest, Trump",85 percent or higher,Landline,1,0.9405,0.8778,0.4654,0.8608,2018-10-20 19:31:25
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,White,"Rest, Trump",85 percent or higher,Landline,0.8889,0.9081,0.892,0.316,0.8711,2018-10-20 19:54:59
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.8696,0.9591,0.4426,0.9492,2018-10-20 19:55:53
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.97,0.6356,0.2531,0.6219,2018-10-20 19:58:17
Dem,50 to 64,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,White,"Rest, Clinton",85 percent or higher,Landline,1,0.9166,1.5568,0.9781,1.5308,2018-10-20 19:59:47
Rep,50 to 64,Some college or trade school,White,Female,Black,Disapp.,Dems. take House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,[DO NOT READ] Refused,Nonwhite,40 to 64,White,"Rest, Trump",Less than 50 percent,Cell,1,0.2897,0.9122,2.1975,1.1104,2018-10-20 19:59:56
Dem,18 to 34,High school,Black,Male,Black,Disapp.,Dems. take House,Favorable,Don't know,18 to 29,High School Grad. or Less,Other,Male,Very likely,Independent (No party),Nonwhite,18 to 39,Black,"Rest, Clinton",Less than 50 percent,Cell,0.5556,0.2131,1.5477,5.7553,1.3322,2018-10-20 20:02:09
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,"Rest, Clinton",85 percent or higher,Landline,1,0.9231,0.9471,0.5189,0.9172,2018-10-20 20:02:54
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.9423,1.1391,0.7748,1.1168,2018-10-20 20:15:55
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Don't know,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,"Virginia Beach, Clinton",85 percent or higher,Landline,1,0.9004,0.7391,0.3007,0.7282,2018-10-20 20:18:55
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.9531,0.6356,0.2575,0.6226,2018-10-20 20:21:11
Rep,50 to 64,Bachelors' degree,White,Female,Asian,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,Nonwhite,40 to 64,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.7527,1.1648,0.5761,1.1775,2018-10-20 20:22:22
Dem,65 and older,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,65 and older,Black,"Virginia Beach, Clinton",85 percent or higher,Landline,1,0.97,1.0685,0.599,1.0376,2018-10-20 20:26:08
Rep,50 to 64,Some college or trade school,White,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Independent (No party),Nonwhite,40 to 64,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.8145,1.0127,0.7167,0.9841,2018-10-20 20:29:52
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,"Rest, Trump",85 percent or higher,Landline,1,0.9629,0.7551,0.2319,0.7391,2018-10-20 20:45:15
Dem,65 and older,Some college or trade school,Black,Male,Black,Disapp.,Dems. take House,Don't know,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,65 and older,Black,"Rest, Trump",85 percent or higher,Landline,1,0.9166,0.8924,0.4829,0.8641,2018-10-20 21:04:50
Und,65 and older,High school,Unknown,Male,White,Disapp.,Don't know,Don't know,Favorable,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,Unknown,"Rest, Clinton",50 to 85 percent,Landline,1,0.7135,1.09,0.5822,1.1113,2018-10-20 21:14:26
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.9194,0.8119,0.3256,0.7863,2018-10-20 21:15:43
Und,[DO NOT READ] Refused,Some college or trade school,Unknown,Male,White,Approve,Don't know,Favorable,Favorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",65 and older,Unknown,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.9625,0.8102,0.4519,0.793,2018-10-20 21:22:01
Rep,65 and older,Grade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,"Rest, Trump",Less than 50 percent,Landline,1,0.298,1.1397,2.5221,1.2504,2018-10-20 21:24:07
Und,35 to 49,Some college or trade school,Unknown,Male,Black,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,Some College Educ.,Other,Male,Almost certain,Democrat,Nonwhite,40 to 64,Unknown,"Virginia Beach, Clinton",Less than 50 percent,Cell,1,0.079,0.6257,2.6883,1.0385,2018-10-20 21:38:14
Rep,18 to 34,Bachelors' degree,Hispanic,Male,White,Disapp.,Reps. keep House,Favorable,Favorable,18 to 29,4-year College Grad.,Democratic,Male,Not very likely,or as a member of another political party,"White, 4-Year College Grads",18 to 39,Other Non-White,"Virginia Beach, Trump",50 to 85 percent,Cell,0.4444,0.6253,1.5645,1.4063,0.9284,2018-10-20 21:45:08
Dem,65 and older,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,65 and older,Black,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.97,0.9594,0.6128,0.9317,2018-10-20 21:53:50
Dem,50 to 64,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Male,Very likely,Democrat,"White, No 4-Year College Degree",40 to 64,White,"Rest, Clinton",Less than 50 percent,Landline,1,0.4575,1.0341,1.6502,1.0654,2018-10-20 22:23:03
Rep,65 and older,Some college or trade school,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),Nonwhite,65 and older,White,"Rest, Trump",85 percent or higher,Landline,1,0.8777,0.8778,0.4985,0.8677,2018-10-20 22:23:39
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Disapp.,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,"Rest, Trump",85 percent or higher,Landline,1,0.97,0.7551,0.2302,0.7388,2018-10-20 22:36:25
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 39,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.5965,1.4493,1.5846,1.5239,2018-10-20 22:39:43
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",65 and older,White,"Rest, Trump",85 percent or higher,Landline,0.8889,0.97,0.8778,0.4513,0.8316,2018-10-20 22:40:37
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,"Rest, Clinton",50 to 85 percent,Cell,0.7778,0.5869,0.6702,0.3484,0.6686,2018-10-20 22:45:16
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Don't know,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,"Virginia Beach, Clinton",50 to 85 percent,Landline,1,0.7147,0.884,0.3759,0.9011,2018-10-20 22:52:12
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,Other,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,or as a member of another political party,Nonwhite,40 to 64,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.8808,0.6827,0.3117,0.6746,2018-10-20 23:03:00
Rep,50 to 64,High school,Unknown,Male,Black,Don't know,Reps. keep House,Favorable,Favorable,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Republican,Nonwhite,40 to 64,Unknown,"Rest, Clinton",50 to 85 percent,Landline,1,0.7355,1.138,0.6381,1.1546,2018-10-20 23:12:18
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9684,0.824,0.3522,0.8063,2018-10-20 23:13:39
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,White,"Rest, Clinton",85 percent or higher,Cell,1,0.9387,0.9625,0.3346,0.944,2018-10-20 23:24:30
Dem,50 to 64,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,40 to 64,White,"Rest, Trump",50 to 85 percent,Landline,1,0.8421,0.6211,0.2226,0.6174,2018-10-20 23:25:51
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9572,0.9591,0.4023,0.9302,2018-10-21 18:51:36
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,White,"Rest, Trump",85 percent or higher,Cell,1,0.97,0.8909,0.5141,0.8716,2018-10-21 19:01:49
Rep,50 to 64,[DO NOT READ] Refused,Unknown,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Male,Very likely,Republican,[DO NOT READ] Don't know/Refused,40 to 64,Unknown,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.8812,0.8095,0.3688,0.7841,2018-10-21 19:07:04
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,"Rest, Trump",85 percent or higher,Cell,1,0.97,1.0608,0.3226,1.0378,2018-10-21 19:12:28
Rep,50 to 64,Bachelors' degree,Hispanic,Male,Asian,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,Other Non-White,"Virginia Beach, Trump",50 to 85 percent,Landline,1,0.7372,1.1246,0.7301,1.1406,2018-10-21 19:21:16
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Other,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,White,"Rest, Clinton",50 to 85 percent,Landline,1,0.6737,0.7262,0.3064,0.7705,2018-10-21 19:22:10
Rep,65 and older,Some college or trade school,White,Female,Other,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,[DO NOT READ] Don't know/Refused,Independent (No party),Nonwhite,65 and older,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.928,1.1718,0.7799,1.0821,2018-10-21 19:25:37
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,"Rest, Trump",85 percent or higher,Landline,1,0.9432,0.7551,0.2367,0.7403,2018-10-21 19:31:28
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,White,"Rest, Trump",85 percent or higher,Landline,1,0.9419,0.9165,0.5248,0.8986,2018-10-21 19:31:55
Dem,50 to 64,Graduate or Professional Degree,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.6906,0.6678,0.3634,0.6846,2018-10-21 19:33:00
Dem,50 to 64,Some college or trade school,White,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Democrat,Nonwhite,40 to 64,White,"Virginia Beach, Clinton",50 to 85 percent,Cell,0.4444,0.5048,1.0734,1.1744,0.7019,2018-10-21 19:38:15
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Democrat,Nonwhite,40 to 64,Other Non-White,"Rest, Clinton",Less than 50 percent,Cell,1,0.3835,0.5047,0.7864,0.5783,2018-10-21 19:38:24
Rep,35 to 49,High school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,White,"Rest, Trump",Less than 50 percent,Landline,1,0.4284,1.1899,1.9834,1.3329,2018-10-21 19:42:00
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,White,"Rest, Clinton",Less than 50 percent,Cell,1,0.416,0.7716,0.7883,0.8694,2018-10-21 19:57:11
Rep,35 to 49,Bachelors' degree,Unknown,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,18 to 39,Unknown,"Virginia Beach, Clinton",Less than 50 percent,Cell,1,0.2603,0.8715,1.4552,1.0865,2018-10-21 20:08:55
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,White,"Virginia Beach, Clinton",Less than 50 percent,Cell,1,0.225,0.7085,2.4458,0.9133,2018-10-21 20:10:43
Dem,50 to 64,Some college or trade school,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Independent (No party),Nonwhite,40 to 64,White,"Virginia Beach, Trump",50 to 85 percent,Cell,0.8889,0.7911,1.2222,0.917,1.1679,2018-10-21 20:10:52
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,Unknown,"Virginia Beach, Trump",Less than 50 percent,Cell,1,0.4038,0.8662,1.5533,0.9078,2018-10-21 20:22:58
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Rest, Clinton",85 percent or higher,Landline,1,0.9239,0.5285,0.1748,0.5192,2018-10-21 20:35:38
Und,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Don't know,Don't know,Don't know,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,"Virginia Beach, Trump",50 to 85 percent,Landline,0.7778,0.7498,0.8712,0.3963,0.85,2018-10-21 20:42:59
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Rest, Clinton",85 percent or higher,Cell,1,0.9622,0.9218,0.2891,0.9023,2018-10-21 20:43:44
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Don't know,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,"Virginia Beach, Clinton",85 percent or higher,Landline,1,0.9495,0.8602,0.3221,0.8428,2018-10-21 20:49:11
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,"Rest, Trump",50 to 85 percent,Cell,1,0.8399,0.7876,0.2663,0.7833,2018-10-21 20:54:53
Dem,50 to 64,Bachelors' degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,40 to 64,Black,"Virginia Beach, Clinton",85 percent or higher,Cell,1,0.97,0.8745,0.3189,0.8556,2018-10-21 21:13:18
Und,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,High School Grad. or Less,Other,Female,Not very likely,Democrat,"White, No 4-Year College Degree",40 to 64,White,"Rest, Clinton",50 to 85 percent,Landline,0,0.7554,1.5666,1.0762,0.7942,2018-10-21 21:14:03
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,Don't know,Reps. keep House,Favorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,Unknown,"Rest, Clinton",85 percent or higher,Cell,1,0.97,0.4668,0.1227,0.459,2018-10-21 21:18:19
Und,18 to 34,Bachelors' degree,Other,Female,Asian,Disapp.,Don't know,Favorable,Don't know,18 to 29,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,18 to 39,Other Non-White,"Rest, Trump",Less than 50 percent,Landline,1,0.1058,1.4498,6.3428,2.2406,2018-10-21 21:18:46
Rep,35 to 49,Graduate or Professional Degree,White,Male,Other,Don't know,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,White,"Rest, Trump",50 to 85 percent,Cell,1,0.6635,0.6526,0.271,0.6735,2018-10-21 21:20:48
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Other,Female,Not very likely,Republican,"White, No 4-Year College Degree",65 and older,White,"Rest, Trump",Less than 50 percent,Landline,0.4444,0.4473,0.8737,1.2602,0.4557,2018-10-21 21:22:04
Rep,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,18 to 29,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,White,"Virginia Beach, Clinton",50 to 85 percent,Cell,1,0.6627,1.0643,0.5988,1.0986,2018-10-21 21:26:21
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,"Virginia Beach, Trump",50 to 85 percent,Landline,1,0.7245,1.2043,0.8784,1.2248000000000001,2018-10-21 21:32:47
Und,35 to 49,Graduate or Professional Degree,Other,Male,White,Don't know,Don't know,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Male,Very likely,or as a member of another political party,"White, 4-Year College Grads",40 to 64,Other Non-White,"Virginia Beach, Clinton",50 to 85 percent,Cell,1,0.7695,0.6834,0.4116,0.6665,2018-10-21 21:35:02
Rep,65 and older,Graduate or Professional Degree,Asian,Male,Asian,Approve,Reps. keep House,Don't know,Don't know,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,65 and older,Other Non-White,"Virginia Beach, Trump",85 percent or higher,Cell,0.4444,0.97,0.7461,0.3983,0.7126,2018-10-21 21:37:26
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,White,"Virginia Beach, Trump",50 to 85 percent,Landline,1,0.6593,1.1648,0.6574,1.1506,2018-10-21 21:37:44
Und,35 to 49,Bachelors' degree,Black,Male,White,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Black,"Rest, Clinton",85 percent or higher,Cell,1,0.919,0.788,0.2808,0.7746,2018-10-21 21:42:50
