response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,TXHORSERACE,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Already voted,Republican,[DO NOT READ] Don't know/Refused,40 to 64,4-year College Grad.,White,Northwest,85 percent or higher,Cell,1,0.9349,0.9259,0.5167,0.9287
Dem,35 to 49,Graduate or Professional Degree,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),Nonwhite,18 to 39,Postgraduate Degree,Other Non-White,Inner Loop/Bellaire,50 to 85 percent,Cell,0.8889,0.6857,0.8145,0.6652,0.7918
Dem,18 to 34,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,18 to 29,4-year College Grad.,Other,Female,Already voted,Democrat,"White, 4-Year College Grads",18 to 39,4-year College Grad.,Unknown,Northwest,Less than 50 percent,Landline,1,0.4661,0.9151,1.0457,1.0733
Rep,65 and older,Bachelors' degree,White,Female,Asian,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,4-year College Grad.,Republican,Female,[DO NOT READ] Don't know/Refused,Republican,Nonwhite,65 and older,4-year College Grad.,White,West,85 percent or higher,Landline,1,0.97,1.0121,0.5972,0.9701
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,West,50 to 85 percent,Cell,1,0.7341,1.2135,1.0636,1.2481
Dem,65 and older,Grade school,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,High School Grad. or Less,Other,Female,Already voted,Democrat,Nonwhite,65 and older,No 4-year College Degree,Other Non-White,Northwest,50 to 85 percent,Cell,1,0.5982,1.5061,1.5181,1.6637
Dem,50 to 64,Graduate or Professional Degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Democrat,Nonwhite,40 to 64,Postgraduate Degree,Other Non-White,Northwest,Less than 50 percent,Cell,1,0.3066,0.5533,0.9254,0.674
Dem,18 to 34,Bachelors' degree,Other,Male,White,Disapp.,Dems. take House,Don't know,Favorable,Beto O'Rourke,18 to 29,4-year College Grad.,Other,Male,Already voted,Democrat,"White, 4-Year College Grads",18 to 39,4-year College Grad.,Other Non-White,Northwest,Less than 50 percent,Landline,1,0.1829,0.7575,2.5928,1.1424
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,18 to 29,4-year College Grad.,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,18 to 39,4-year College Grad.,White,Inner Loop/Bellaire,Less than 50 percent,Cell,1,0.4853,0.7892,0.9725,0.8739
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Hispanic,Inner Loop/Bellaire,85 percent or higher,Landline,1,0.97,1.024,0.5476,1.0152
Dem,50 to 64,Graduate or Professional Degree,Black,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,or as a member of another political party,Nonwhite,40 to 64,Postgraduate Degree,Other Non-White,Inner Loop/Bellaire,85 percent or higher,Cell,0.4444,0.97,0.8311,0.45,0.7928
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Northwest,85 percent or higher,Landline,1,0.97,0.7322,0.3476,0.7259
Rep,35 to 49,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,Less than 50 percent,Landline,1,0.2534,0.9703,2.4244,1.2333
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Northwest,85 percent or higher,Cell,1,0.97,0.9086,0.4912,0.8941
Rep,50 to 64,Bachelors' degree,White,Female,White,Don't know,Reps. keep House,Don't know,Favorable,Ted Cruz,45 to 64,4-year College Grad.,Other,Female,Very likely,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Northwest,Less than 50 percent,Cell,1,0.4952,0.7824,0.7931,0.8086
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Northwest,85 percent or higher,Landline,1,0.97,0.7076,0.3362,0.7015
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Unfavorable,Favorable,Beto O'Rourke,65 and older,Some College Educ.,Other,Female,Not very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Inner Loop/Bellaire,Less than 50 percent,Landline,0.4444,0.2669,1.2024,2.5808,0.5673
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,30 to 44,4-year College Grad.,Democratic,Male,Already voted,or as a member of another political party,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.8835,1.0694,0.6822,1.0847
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,West,85 percent or higher,Landline,1,0.97,0.6889,0.3633,0.683
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Northwest,85 percent or higher,Cell,1,0.97,0.7018,0.3365,0.6906
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Inner Loop/Bellaire,85 percent or higher,Landline,1,0.97,0.8699,0.413,0.86240000000000006
Dem,65 and older,Bachelors' degree,Other,Male,White,Disapp.,Dems. take House,Don't know,Favorable,Beto O'Rourke,65 and older,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,Other Non-White,Northwest,Less than 50 percent,Cell,1,0.3449,0.7529,1.266,0.8182
Rep,[DO NOT READ] Refused,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,Don't know,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,Nonwhite,40 to 64,4-year College Grad.,Hispanic,Northwest,Less than 50 percent,Cell,1,0.1004,0.9134,3.4744,1.449
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.97,1.5078,0.9202,1.5024
Dem,18 to 34,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,30 to 44,Postgraduate Degree,Democratic,Male,Already voted,Democrat,Nonwhite,18 to 39,Postgraduate Degree,Hispanic,Northwest,85 percent or higher,Cell,1,0.97,0.8441,0.4939,0.841
Und,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Don't know,Ted Cruz,65 and older,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Inner Loop/Bellaire,50 to 85 percent,Cell,1,0.7541,1.3564,0.8275,1.389
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Northwest,85 percent or higher,Landline,1,0.8665,0.9259,0.5575,0.9428
Und,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Don't know,Don't know,Don't know,Don't know,65 and older,Postgraduate Degree,Republican,Female,[DO NOT READ] Don't know/Refused,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.97,0.8699,0.413,0.8338
Und,65 and older,Graduate or Professional Degree,Asian,Male,Asian,Disapp.,Don't know,Favorable,Don't know,Don't know,65 and older,Postgraduate Degree,Other,Male,Already voted,Independent (No party),Nonwhite,65 and older,Postgraduate Degree,Other Non-White,West,Less than 50 percent,Cell,1,0.3757,0.5708,0.8597,0.7069
Rep,50 to 64,Bachelors' degree,White,Female,White,Don't know,Reps. keep House,Don't know,Don't know,Don't know,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Inner Loop/Bellaire,50 to 85 percent,Cell,1,0.8407,1.1271,0.6783,1.1356
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Northwest,85 percent or higher,Landline,1,0.9588,1.2889,0.7989,1.2787
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Northwest,50 to 85 percent,Cell,1,0.6134,1.0775,0.8128,1.0864
Rep,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,Beto O'Rourke,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Northwest,50 to 85 percent,Cell,1,0.6665,1.202,1.1393,1.2561
Dem,35 to 49,Graduate or Professional Degree,Other,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Don't know,Unfavorable,Beto O'Rourke,30 to 44,Postgraduate Degree,Other,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,18 to 39,Postgraduate Degree,Other Non-White,West,Less than 50 percent,Cell,1,0.2372,0.6085,1.5573,0.7027
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Northwest,85 percent or higher,Cell,1,0.9328,0.9403,0.5281,0.9351
Rep,18 to 34,Some college or trade school,Other,Male,Asian,Disapp.,Dems. take House,Unfavorable,Unfavorable,Beto O'Rourke,30 to 44,Some College Educ.,Republican,Female,Almost certain,Democrat,Nonwhite,18 to 39,No 4-year College Degree,Other Non-White,West,85 percent or higher,Cell,1,0.908,1.3226,1.1746,1.3192
Rep,50 to 64,Some college or trade school,White,Male,White,Disapp.,Reps. keep House,Don't know,Favorable,Ted Cruz,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Northwest,85 percent or higher,Cell,1,0.8921,1.1978,0.7995,1.1755
Dem,18 to 34,Bachelors' degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,18 to 29,4-year College Grad.,Other,Female,Very likely,Democrat,Nonwhite,18 to 39,4-year College Grad.,White,Inner Loop/Bellaire,50 to 85 percent,Cell,1,0.5743,1.3647,1.1796,1.3858
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,Beto O'Rourke,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Inner Loop/Bellaire,50 to 85 percent,Cell,1,0.817,1.0637,0.6626,1.0473
Dem,18 to 34,Graduate or Professional Degree,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,18 to 29,Postgraduate Degree,Other,Male,Already voted,Democrat,Nonwhite,18 to 39,Postgraduate Degree,White,Inner Loop/Bellaire,Less than 50 percent,Cell,1,0.1615,0.6587,1.9735,1.0294
Und,18 to 34,Bachelors' degree,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Unfavorable,Ted Cruz,30 to 44,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,Nonwhite,18 to 39,4-year College Grad.,White,West,85 percent or higher,Cell,1,0.9637,0.9609,0.6195,0.953
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9602,1.0831,0.5862,1.0744
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.97,0.8084,0.3845,0.8055
Rep,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Approve,Reps. keep House,Don't know,Don't know,Ted Cruz,45 to 64,Some College Educ.,Republican,Female,Already voted,Republican,Nonwhite,40 to 64,No 4-year College Degree,Hispanic,West,50 to 85 percent,Cell,1,0.5897,1.5663,1.9117,1.7361
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Northwest,85 percent or higher,Cell,1,0.9448,0.7436,0.3639,0.7386
Rep,18 to 34,Graduate or Professional Degree,White,Female,Other,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,30 to 44,Postgraduate Degree,Other,Male,Very likely,Republican,Nonwhite,18 to 39,Postgraduate Degree,White,Northwest,Less than 50 percent,Landline,1,0.2008,0.5631,1.3619,0.6694
Dem,35 to 49,Bachelors' degree,Black,Female,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,Beto O'Rourke,30 to 44,4-year College Grad.,Other,Female,Very likely,Democrat,Nonwhite,40 to 64,4-year College Grad.,Other Non-White,West,Less than 50 percent,Cell,1,0.3186,0.798,1.5808,0.8779
Rep,65 and older,Bachelors' degree,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,4-year College Grad.,Republican,Female,Already voted,Republican,Nonwhite,65 and older,4-year College Grad.,White,Northwest,85 percent or higher,Cell,1,0.97,0.9963,0.5349,0.9928
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,Ted Cruz,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Northwest,85 percent or higher,Cell,1,0.97,1.2692,0.7745,1.2489
Dem,35 to 49,Bachelors' degree,White,Male,Black,Disapp.,Dems. take House,Don't know,Unfavorable,Beto O'Rourke,30 to 44,4-year College Grad.,Other,Male,Very likely,Democrat,Nonwhite,40 to 64,4-year College Grad.,White,Northwest,50 to 85 percent,Landline,1,0.5059,1.0775,0.9856,1.1106
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,West,85 percent or higher,Cell,1,0.888,0.702,0.4024,0.7112
Rep,35 to 49,Graduate or Professional Degree,Unknown,Male,Other,Approve,Reps. keep House,Favorable,Favorable,Beto O'Rourke,30 to 44,Postgraduate Degree,Republican,Male,Very likely,[DO NOT READ] Refused,Nonwhite,40 to 64,Postgraduate Degree,Unknown,Inner Loop/Bellaire,50 to 85 percent,Cell,0.6667,0.76,0.9089,0.5291,0.8384
Dem,65 and older,Graduate or Professional Degree,Asian,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,Nonwhite,65 and older,Postgraduate Degree,Other Non-White,Northwest,85 percent or higher,Cell,1,0.97,0.7215,0.3938,0.7189
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,Ted Cruz,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Northwest,85 percent or higher,Cell,1,0.97,1.1978,0.7353,1.1875
Und,18 to 34,Bachelors' degree,White,Female,White,Approve,Don't know,Don't know,Don't know,Don't know,18 to 29,4-year College Grad.,Other,Female,Very likely,[DO NOT READ] Refused,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Northwest,Less than 50 percent,Cell,1,0.4237,0.7994,1.026,0.8433
Rep,35 to 49,Bachelors' degree,White,Female,Other,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,30 to 44,4-year College Grad.,Republican,Female,Already voted,Independent (No party),Nonwhite,40 to 64,4-year College Grad.,White,West,50 to 85 percent,Cell,1,0.8421,0.9788,0.6487,1.0025
Rep,35 to 49,Bachelors' degree,Black,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,30 to 44,4-year College Grad.,Other,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",40 to 64,4-year College Grad.,Other Non-White,Inner Loop/Bellaire,Less than 50 percent,Cell,1,0.3115,0.8672,1.6019,1.0527
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Northwest,Less than 50 percent,Cell,1,0.2563,0.5597,0.9828,0.7096
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,West,85 percent or higher,Cell,1,0.97,0.9405,0.556,0.9324
Und,50 to 64,Some college or trade school,Hispanic,Male,Other,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Other,Male,Not at all likely,[DO NOT READ] Refused,Nonwhite,40 to 64,No 4-year College Degree,Hispanic,Northwest,Less than 50 percent,Cell,0,0.2878,1.1817,2.6737,0.2829
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Northwest,85 percent or higher,Cell,1,0.97,0.9963,0.5349,0.9877
Dem,50 to 64,Graduate or Professional Degree,Other,Female,Asian,Disapp.,Dems. take House,Favorable,Don't know,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,[DO NOT READ] Refused,Nonwhite,40 to 64,Postgraduate Degree,Other Non-White,Northwest,85 percent or higher,Cell,1,0.97,0.7105,0.3862,0.7043
Und,35 to 49,Some college or trade school,Black,Female,Other,Disapp.,Reps. keep House,Don't know,Don't know,Beto O'Rourke,30 to 44,Some College Educ.,Other,Female,Already voted,Independent (No party),Nonwhite,18 to 39,No 4-year College Degree,Other Non-White,Northwest,Less than 50 percent,Cell,1,0.1179,1.0383,4.9151,1.7769
Rep,35 to 49,Graduate or Professional Degree,Asian,Male,White,Approve,Reps. keep House,Favorable,Favorable,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Other Non-White,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9444,0.8116,0.4537,0.8062
Und,50 to 64,Some college or trade school,White,Female,White,Approve,Dems. take House,Favorable,Favorable,Ted Cruz,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,50 to 85 percent,Cell,1,0.5701,1.5004,1.5182,1.6118
Dem,35 to 49,Graduate or Professional Degree,Other,Female,Asian,Don't know,Dems. take House,Favorable,Don't know,Beto O'Rourke,45 to 64,Postgraduate Degree,Other,Female,Very likely,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,Other Non-White,West,Less than 50 percent,Cell,0.7778,0.2667,0.5956,1.2512,0.5943
Und,50 to 64,Some college or trade school,White,Male,White,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,Less than 50 percent,Cell,0.6667,0.0923,0.9703,4.0964,0.7162
Dem,18 to 34,Bachelors' degree,Asian,Male,Hispanic,Don't know,Reps. keep House,Unfavorable,Unfavorable,Ted Cruz,30 to 44,4-year College Grad.,Other,Female,Not at all likely,Independent (No party),Nonwhite,18 to 39,4-year College Grad.,Other Non-White,West,50 to 85 percent,Cell,0,0.6501,1.1898,1.1468,0.4359
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9496,1.4229,0.8924,1.3977
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Northwest,85 percent or higher,Cell,1,0.9381,1.1978,0.7603,1.1906
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Northwest,50 to 85 percent,Cell,1,0.6601,0.8167,0.5103,0.8549
Dem,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,4-year College Grad.,Hispanic,Northwest,85 percent or higher,Cell,1,0.97,1.1728,0.7093,1.1627
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,Beto O'Rourke,65 and older,Postgraduate Degree,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Northwest,Less than 50 percent,Cell,1,0.2957,0.5597,0.8517,0.7384
Dem,35 to 49,Graduate or Professional Degree,Other,Male,Asian,Approve,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Democrat,Nonwhite,40 to 64,Postgraduate Degree,Other Non-White,West,85 percent or higher,Cell,1,0.9056,0.6811,0.4384,0.6874
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,18 to 29,Postgraduate Degree,Other,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,Northwest,Less than 50 percent,Cell,0,0.1173,0.5631,1.8231,0.1158
Rep,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Don't know,Favorable,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Unknown,Northwest,50 to 85 percent,Cell,1,0.8148,0.8233,0.4461,0.8332
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Other,Male,Black,Approve,Dems. take House,Favorable,Favorable,Beto O'Rourke,18 to 29,Postgraduate Degree,Republican,Female,Almost certain,Democrat,Nonwhite,18 to 39,Postgraduate Degree,Other Non-White,Northwest,50 to 85 percent,Cell,1,0.5653,0.7377,0.7294,0.7937
Rep,35 to 49,Graduate or Professional Degree,White,Female,Other,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Female,Already voted,Republican,Nonwhite,40 to 64,Postgraduate Degree,White,Northwest,85 percent or higher,Cell,1,0.9251,0.7322,0.3644,0.7359
Und,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Don't know,Don't know,Don't know,Beto O'Rourke,30 to 44,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,West,Less than 50 percent,Cell,0.7778,0.227,0.6061,1.4168,0.6153
Rep,50 to 64,High school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Don't know,Don't know,Ted Cruz,45 to 64,High School Grad. or Less,Other,Male,Not at all likely,or as a member of another political party,Nonwhite,40 to 64,No 4-year College Degree,Hispanic,Northwest,Less than 50 percent,Cell,0.2222,0.1942,1.1817,3.9627,0.3307
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Don't know,Favorable,Beto O'Rourke,65 and older,Postgraduate Degree,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Northwest,Less than 50 percent,Cell,1,0.2584,0.5597,0.9749,0.7661
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Northwest,85 percent or higher,Cell,1,0.93,0.9259,0.5194,0.9211
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9387,1.0831,0.5997,1.0765
