response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,KAVASST,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_party_model,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,Less Dem,White,Rest,85 percent or higher,Cell,1,0.9908,0.4888,0.3323,0.5078,2018-09-30 22:25:56
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,Less Rep,White,Dakota,85 percent or higher,Cell,1,0.924,1.1583,0.9959,1.2124,2018-09-30 22:27:53
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,Most Dem,White,Rest,50 to 85 percent,Landline,1,0.792,1.0476,1.0351,1.1195,2018-09-30 22:28:56
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,Most Rep,White,Rest,85 percent or higher,Landline,1,0.9291,1.0635,0.9182,1.1126,2018-09-30 22:30:26
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Less Rep,White,Dakota,85 percent or higher,Cell,1,0.9553,0.7278,0.5209,0.7594,2018-09-30 22:37:17
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,Don't know,agree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,Less Dem,White,Scott,50 to 85 percent,Cell,1,0.6875,0.447,0.4914,0.4886,2018-09-30 22:37:35
Rep,18 to 34,Some college or trade school,Unknown,Male,White,support,Don't know,Support,Don't know,Reps. keep House,Don't know,Don't know,Do not believe,agree,18 to 29,Some College Educ.,Republican,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",18 to 34,Most Rep,Unknown,Dakota,85 percent or higher,Cell,0.6667,0.8698,1.0404,0.9888,0.9585,2018-09-30 22:48:09
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Most Dem,White,Rest,85 percent or higher,Landline,1,0.9822,0.4873,0.3202,0.5052,2018-09-30 22:49:39
Dem,18 to 34,Some college or trade school,Unknown,Male,[DO NOT READ] Don't know/Refused,Don't know,Approve,Support,support,Reps. keep House,Favorable,Favorable,Don't know,agree,18 to 29,Some College Educ.,Other,Male,Not very likely,Independent (No party),[DO NOT READ] Don't know/Refused,18 to 34,Less Dem,Unknown,Dakota,50 to 85 percent,Cell,0.4444,0.6379,0.9666,1.2747,0.6173,2018-09-30 22:54:36
Dem,18 to 34,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,18 to 29,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,Less Dem,White,Dakota,50 to 85 percent,Cell,1,0.7816,0.8256,0.9254,0.884,2018-09-30 23:04:20
Dem,50 to 64,Bachelors' degree,White,Male,Black,oppose,Disapp.,Support,support,Dems. take House,Unfavorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,Nonwhite,50 to 64,Less Rep,White,Dakota,50 to 85 percent,Cell,1,0.701,1.0952,1.1248,1.1932,2018-09-30 23:05:23
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Less Rep,White,Rest,85 percent or higher,Cell,1,0.9391,1.1491,0.8713,1.2008,2018-09-30 23:07:38
Rep,18 to 34,Some college or trade school,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Don't know,agree,30 to 44,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,Less Dem,White,Scott,Less than 50 percent,Cell,0.6667,0.4571,0.5511,1.0176,0.434,2018-09-30 23:09:44
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Reps. keep House,Favorable,Favorable,Believe,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Less Dem,White,Dakota,50 to 85 percent,Cell,1,0.7161,0.5282,0.5205,0.5735,2018-09-30 23:10:47
Dem,18 to 34,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,18 to 29,Some College Educ.,Other,Female,Very likely,or as a member of another political party,"White, No 4-Year College Degree",18 to 34,Less Dem,White,Scott,50 to 85 percent,Cell,1,0.8071,0.8067,0.9096,0.8357,2018-09-30 23:13:11
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,Less Dem,White,Dakota,50 to 85 percent,Cell,1,0.7306,0.8964,1.0418,0.97,2018-09-30 23:14:14
Dem,[DO NOT READ] Refused,Some college or trade school,Unknown,Female,White,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Most Dem,Unknown,Dakota,85 percent or higher,Landline,1,0.9589,1.0608,0.8728,1.1065,2018-09-30 23:17:01
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Do not believe,agree,18 to 29,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,Most Dem,White,Dakota,50 to 85 percent,Cell,1,0.7589,0.4851,0.4458,0.5217,2018-09-30 23:23:20
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,Most Rep,White,Scott,85 percent or higher,Cell,1,0.9652,0.651,0.5073,0.6731,2018-09-30 23:26:37
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Don't know,Do not believe,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",50 to 64,Most Rep,White,Rest,85 percent or higher,Cell,1,0.9325,0.9277,0.7242,0.9701,2018-09-30 23:32:17
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",50 to 64,Less Rep,White,Dakota,85 percent or higher,Cell,0.6667,0.9179,1.0103,0.7936,1.0093,2018-09-30 23:42:56
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Less Dem,White,Rest,85 percent or higher,Cell,1,0.9216,0.4888,0.3572,0.5118,2018-09-30 23:44:26
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Most Rep,White,Dakota,50 to 85 percent,Cell,1,0.8498,0.6163,0.5021,0.6519,2018-09-30 23:44:35
Und,35 to 49,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Don't know,Don't know,Don't know,Believe,agree,30 to 44,Some College Educ.,Republican,Female,Not very likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,Most Rep,White,Scott,50 to 85 percent,Landline,0.5556,0.5716,1.2322,1.934,0.8062,2018-09-30 23:44:53
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Less Dem,White,Dakota,85 percent or higher,Cell,1,0.9904,0.8465,0.676,0.8823,2018-09-30 23:47:23
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Other,Female,Very likely,Republican,"White, 4-Year College Grads",35 to 49,Less Rep,White,Scott,50 to 85 percent,Cell,1,0.6796,1.1742,1.328,1.2324,2018-09-30 23:50:50
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Don't know,agree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,Less Rep,White,Dakota,50 to 85 percent,Cell,1,0.7284,1.2418,1.2717,1.3445,2018-09-30 23:53:32
Rep,35 to 49,Graduate or Professional Degree,White,Male,Other,Don't know,Approve,Check,support,Reps. keep House,Don't know,Favorable,Don't know,agree,30 to 44,Postgraduate Degree,Republican,Female,Somewhat likely,Independent (No party),Nonwhite,18 to 34,Most Rep,White,Scott,85 percent or higher,Cell,0,0.8686,0.4656,0.3949,0.3451,2018-09-30 23:55:47
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,Believe,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Less Dem,White,Dakota,85 percent or higher,Cell,1,0.9889,0.8191,0.65,0.8537,2018-09-30 23:56:23
Dem,18 to 34,Some college or trade school,White,Male,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Believe,agree,18 to 29,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,Less Dem,White,Dakota,Less than 50 percent,Cell,0.8889,0.4979,0.564,0.9206,0.6329,2018-10-01 00:08:21
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Don't know,agree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Less Rep,White,Scott,50 to 85 percent,Cell,1,0.72,0.7218,0.6996,0.783,2018-10-01 00:15:42
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Less Rep,White,Scott,85 percent or higher,Cell,1,0.9131,0.9872,0.8097,1.0347,2018-10-01 00:16:36
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Don't know,support,Don't know,Favorable,Unfavorable,Don't know,agree,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,Less Rep,White,Scott,85 percent or higher,Cell,1,0.926,1.1318,1.0086,1.1679,2018-10-01 00:21:22
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Less Rep,White,Rest,85 percent or higher,Cell,1,0.9253,0.7064,0.4935,0.7393,2018-10-01 00:23:10
Und,18 to 34,Some college or trade school,White,Female,White,Don't know,Don't know,Check,Don't know,Don't know,Don't know,Don't know,Don't know,disagree,30 to 44,Some College Educ.,Republican,Female,[DO NOT READ] Don't know/Refused,Democrat,"White, No 4-Year College Degree",18 to 34,Most Rep,White,Scott,Less than 50 percent,Cell,0.4444,0.4661,0.6021,1.0527,0.3746,2018-10-01 00:23:19
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",35 to 49,Most Dem,White,Dakota,85 percent or higher,Cell,1,0.9572,1.0176,0.8352,1.0516,2018-10-01 00:31:19
Rep,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Don't know,Believe,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,Less Dem,White,Dakota,85 percent or higher,Landline,1,0.9673,0.8546,0.7572,0.8909,2018-10-01 22:32:39
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",35 to 49,Most Dem,Unknown,Dakota,85 percent or higher,Landline,1,0.9479,1.153,0.9102,1.1907,2018-10-01 22:41:57
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Don't know,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Most Rep,White,Scott,85 percent or higher,Landline,1,0.9976,0.5741,0.4178,0.599,2018-10-01 22:43:00
Dem,18 to 34,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,18 to 29,Some College Educ.,Democratic,Male,Not very likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,Most Dem,White,Dakota,50 to 85 percent,Cell,0.2222,0.5128,0.9348,1.5558,0.4563,2018-10-01 22:49:14
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,45 to 64,Postgraduate Degree,Democratic,Female,Not at all likely,Republican,"White, 4-Year College Grads",50 to 64,Most Dem,White,Dakota,50 to 85 percent,Landline,0.2222,0.7793,0.5787,0.5064,0.3203,2018-10-01 22:49:50
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,Do not believe,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,Less Rep,White,Scott,85 percent or higher,Landline,1,0.9601,1.0299,0.8775,1.0742,2018-10-01 22:51:11
Dem,65 and older,High school,Hispanic,Male,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,High School Grad. or Less,Other,Male,Very likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,65 and older,Less Dem,Non-White,Dakota,50 to 85 percent,Cell,1,0.8446,2.6347,2.5409,2.7231,2018-10-01 22:51:29
Dem,65 and older,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Less Dem,Unknown,Rest,50 to 85 percent,Cell,1,0.6551,0.8599,0.9109,0.9476,2018-10-01 22:51:29
Dem,18 to 34,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,18 to 29,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",18 to 34,Less Rep,White,Rest,50 to 85 percent,Cell,1,0.7909,0.9884,0.9513,1.0252,2018-10-01 22:51:56
Rep,18 to 34,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Favorable,Do not believe,disagree,18 to 29,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 34,Less Rep,White,Dakota,50 to 85 percent,Cell,1,0.5887,1.0523,1.4506,1.1817,2018-10-01 22:52:14
Dem,35 to 49,Graduate or Professional Degree,Black,Male,Black,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,45 to 64,Postgraduate Degree,Other,Male,Very likely,Democrat,Nonwhite,35 to 49,Less Dem,Non-White,Dakota,85 percent or higher,Cell,1,0.8859,0.6581,0.5207,0.6791,2018-10-01 22:53:17
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,30 to 44,4-year College Grad.,Other,Female,Not very likely,Democrat,"White, 4-Year College Grads",18 to 34,Less Rep,White,Rest,50 to 85 percent,Cell,0.5556,0.5768,0.8622,1.0327,0.566,2018-10-01 22:56:26
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Check,support,Reps. keep House,Don't know,Favorable,Don't know,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,Less Rep,White,Rest,85 percent or higher,Cell,1,0.868,1.1491,0.9427,1.212,2018-10-01 22:56:44
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,45 to 64,[DO NOT READ] Don't know/Refused,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,Less Dem,White,Dakota,85 percent or higher,Landline,1,0.9599,1.0277,1.1097,1.0719,2018-10-01 22:57:20
Dem,18 to 34,High school,White,Male,White,support,Don't know,Check,Don't know,Dems. take House,Unfavorable,Unfavorable,Don't know,agree,18 to 29,High School Grad. or Less,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",18 to 34,Less Rep,White,Rest,Less than 50 percent,Cell,0.6667,0.2413,1.7221,5.0906,1.9466,2018-10-01 23:05:34
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Disapp.,Check,support,Reps. keep House,Unfavorable,Favorable,Don't know,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Less Dem,White,Dakota,85 percent or higher,Landline,1,0.9597,0.8191,0.6697,0.8544,2018-10-01 23:10:22
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Less Dem,Unknown,Dakota,85 percent or higher,Landline,1,0.9955,1.0875,0.8527,1.1341,2018-10-01 23:12:01
Dem,35 to 49,Bachelors' degree,White,Male,Asian,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,Believe,agree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Democrat,Nonwhite,35 to 49,Less Dem,White,Dakota,50 to 85 percent,Cell,1,0.5645,1.0068,1.4479,1.1392,2018-10-01 23:14:43
Rep,65 and older,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Less Rep,White,Scott,85 percent or higher,Cell,1,0.9161,0.5523,0.4063,0.5786,2018-10-01 23:15:10
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Less Rep,White,Scott,85 percent or higher,Landline,1,0.9326,0.9872,0.7927,1.0324,2018-10-01 23:23:20
Dem,35 to 49,Bachelors' degree,Other,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Less Dem,Non-White,Dakota,85 percent or higher,Cell,1,0.9925,1.0359,0.7994,1.0798,2018-10-01 23:24:05
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,Most Dem,White,Dakota,85 percent or higher,Cell,1,0.9145,1.0289,0.9399,1.0782,2018-10-01 23:28:08
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Most Dem,White,Dakota,85 percent or higher,Landline,1,0.9953,0.9363,0.7792,0.9764,2018-10-01 23:28:35
Rep,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,oppose,Reps. keep House,Unfavorable,Unfavorable,Don't know,disagree,30 to 44,4-year College Grad.,Other,Female,Very likely,Republican,"White, 4-Year College Grads",35 to 49,Less Rep,White,Dakota,50 to 85 percent,Cell,0.7778,0.6063,1.2017,1.4666,1.1947,2018-10-01 23:29:38
Und,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Check,support,Reps. keep House,Favorable,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Republican,Male,Somewhat likely,or as a member of another political party,"White, 4-Year College Grads",35 to 49,Most Rep,White,Scott,50 to 85 percent,Cell,0.5556,0.5171,1.1107,1.7629,0.8342,2018-10-01 23:30:14
Rep,50 to 64,Some college or trade school,Unknown,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,Less Dem,Unknown,Dakota,50 to 85 percent,Landline,1,0.7995,1.1533,1.1863,1.1954,2018-10-01 23:30:32
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Less Rep,White,Dakota,85 percent or higher,Landline,1,0.9716,0.5841,0.3932,0.6088,2018-10-01 23:32:38
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Don't know,Check,support,Don't know,Favorable,Unfavorable,Don't know,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Less Rep,White,Dakota,85 percent or higher,Landline,1,0.917,0.7043,0.5209,0.7378,2018-10-01 23:33:30
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,Don't know,agree,45 to 64,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,Less Rep,White,Scott,50 to 85 percent,Cell,0.6667,0.5443,1.2269,1.857,1.1716,2018-10-01 23:35:36
Dem,50 to 64,Some college or trade school,Other,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Don't know,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,Less Rep,Non-White,Scott,50 to 85 percent,Landline,1,0.6567,1.3683,1.6172,1.5072,2018-10-01 23:38:09
Und,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,Don't know,Don't know,Don't know,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Other,Female,[DO NOT READ] Don't know/Refused,Independent (No party),"White, 4-Year College Grads",50 to 64,Less Dem,White,Dakota,85 percent or higher,Cell,0.4444,0.9635,0.8191,0.6671,0.7722,2018-10-01 23:38:54
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,4-year College Grad.,Other,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Less Dem,White,Dakota,85 percent or higher,Landline,1,0.9397,0.7703,0.6428,0.7952,2018-10-01 23:47:44
Dem,35 to 49,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Unfavorable,Don't know,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,Most Rep,White,Rest,85 percent or higher,Cell,1,0.9114,1.2059,1.0997,1.2642,2018-10-01 23:48:11
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Don't know,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,Less Rep,White,Dakota,85 percent or higher,Cell,1,0.9299,1.3572,1.2112,1.4196,2018-10-01 23:55:32
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,Less Dem,White,Dakota,85 percent or higher,Cell,1,0.9546,0.59,0.4599,0.6157,2018-10-01 23:55:50
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,45 to 64,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,Less Dem,White,Dakota,85 percent or higher,Landline,1,0.9943,0.9391,0.8166,0.9768,2018-10-01 23:58:05
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Less Dem,White,Dakota,85 percent or higher,Landline,1,0.9384,0.571,0.4491,0.5967,2018-10-02 00:02:02
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Less Dem,White,Rest,85 percent or higher,Landline,1,0.8902,0.7951,0.6627,0.8359,2018-10-02 00:02:11
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,Believe,agree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Less Dem,Unknown,Dakota,85 percent or higher,Landline,1,0.9419,1.0523,0.8652,1.0993,2018-10-02 00:02:20
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Less Dem,White,Rest,85 percent or higher,Landline,1,0.9427,0.7951,0.6258,0.8306,2018-10-02 00:08:11
