response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,TXHORSERACE,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,30 to 44,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,"Dallas, Clinton",Less than 50 percent,Cell,1,0.3203,1.1322,2.3274,1.4237,2018-11-02 05:20:05
Und,65 and older,Graduate or Professional Degree,Hispanic,Female,White,Approve,Reps. keep House,Unfavorable,Don't know,Ted Cruz,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,Hispanic,"Rest, Clinton",85 percent or higher,Cell,1,0.97,0.6948,0.4635,0.674,2018-11-02 05:22:02
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,Some College Educ.,Republican,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,"Dallas, Clinton",85 percent or higher,Landline,1,0.9557,1.0247,0.5689,0.9967,2018-11-02 05:24:35
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,Postgraduate Degree,Republican,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Dallas, Clinton",Less than 50 percent,Landline,1,0.4299,0.6183,0.8041,0.6338,2018-11-02 05:33:36
Dem,65 and older,Graduate or Professional Degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,Postgraduate Degree,Other,Male,Already voted,Independent (No party),Nonwhite,65 and older,Postgraduate Degree,Other Non-White,"Rest, Clinton",Less than 50 percent,Landline,1,0.3294,0.5578,0.9981,0.6962,2018-11-02 05:37:57
Und,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,Postgraduate Degree,Other,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Dallas, Clinton",50 to 85 percent,Landline,1,0.8334,0.783,0.4798,0.7499,2018-11-02 05:38:51
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Rest, Trump",85 percent or higher,Landline,1,0.97,0.8137,0.4463,0.7855,2018-11-02 05:39:18
Dem,35 to 49,Some college or trade school,White,Female,White,Approve,Dems. take House,Don't know,Don't know,Beto O'Rourke,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,"Rest, Clinton",85 percent or higher,Cell,0.8889,0.8605,1.1574,0.9557,1.1196,2018-11-02 05:40:48
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.86240000000000006,1.3837,0.9427,1.3732,2018-11-02 05:41:42
Rep,65 and older,Some college or trade school,Black,Female,Other,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,Nonwhite,65 and older,No 4-year College Degree,Other Non-White,"Dallas, Clinton",85 percent or higher,Landline,1,0.97,1.6078,1.0811,1.5598,2018-11-02 05:43:57
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Dallas, Trump",85 percent or higher,Cell,1,0.97,0.62,0.31,0.6015,2018-11-02 05:48:19
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,Ted Cruz,30 to 44,4-year College Grad.,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,"Rest, Trump",85 percent or higher,Cell,1,0.8956,1.1161,0.7067,1.0992,2018-11-02 22:29:24
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,30 to 44,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,"Rest, Trump",85 percent or higher,Cell,1,0.8972,1.5033,1.1156,1.4799,2018-11-02 22:30:00
Und,35 to 49,Bachelors' degree,Unknown,Male,Black,Don't know,Dems. take House,Don't know,Don't know,Beto O'Rourke,45 to 64,4-year College Grad.,Other,Male,Not very likely,Independent (No party),Nonwhite,40 to 64,4-year College Grad.,Unknown,"Dallas, Clinton",Less than 50 percent,Cell,0.3333,0.0802,0.9083,2.4744,0.3463,2018-11-02 22:44:57
Rep,18 to 34,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,Ted Cruz,18 to 29,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,"Rest, Trump",50 to 85 percent,Cell,0.8889,0.7416,1.6474,1.5281,1.555,2018-11-02 22:53:21
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Dallas, Trump",85 percent or higher,Cell,1,0.9511,1.3523,0.8637,1.2935,2018-11-02 23:14:05
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,"Rest, Trump",85 percent or higher,Cell,1,0.9433,0.6049,0.2292,0.5897,2018-11-02 23:17:07
Und,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,Ted Cruz,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,"Rest, Trump",50 to 85 percent,Cell,1,0.6732,1.0256,0.7364,1.0417,2018-11-02 23:18:46
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,Ted Cruz,45 to 64,Postgraduate Degree,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,"Dallas, Trump",Less than 50 percent,Cell,0.7778,0.4982,0.5005,0.4654,0.3926,2018-11-02 23:51:01
Dem,18 to 34,Bachelors' degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,Nonwhite,18 to 39,4-year College Grad.,White,"Dallas, Clinton",Less than 50 percent,Cell,1,0.3872,1.4964,2.9386,1.6883,2018-11-02 23:58:58
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Don't know,Favorable,Unfavorable,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,"Rest, Clinton",85 percent or higher,Cell,1,0.8922,0.8758,0.6039,0.8631,2018-11-03 00:00:26
3,35 to 49,Graduate or Professional Degree,White,Male,Other,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,30 to 44,Postgraduate Degree,Democratic,Male,Already voted,or as a member of another political party,Nonwhite,40 to 64,Postgraduate Degree,White,"Dallas, Trump",85 percent or higher,Cell,1,0.9112,0.5668,0.2784,0.5563,2018-11-03 00:03:17
Rep,65 and older,Graduate or Professional Degree,White,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),Nonwhite,65 and older,Postgraduate Degree,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.97,0.694,0.3636,0.6733,2018-11-03 00:19:33
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,Ted Cruz,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.97,1.5098,1.0507,1.4648,2018-11-03 00:23:54
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,"Rest, Trump",85 percent or higher,Cell,1,0.9172,0.9091,0.4768,0.8911,2018-11-03 00:25:06
Rep,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Reps. keep House,Favorable,Favorable,Ted Cruz,45 to 64,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,"Dallas, Trump",85 percent or higher,Cell,1,0.9502,1.213,0.7039,1.1811,2018-11-03 00:25:24
Dem,18 to 34,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,18 to 29,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,Unknown,"Dallas, Clinton",Less than 50 percent,Cell,0.7778,0.2964,1.4663,3.0941,1.41,2018-11-03 00:40:03
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.97,1.1642,0.7133,1.1238,2018-11-03 00:51:15
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,High School Grad. or Less,Republican,Male,Already voted,or as a member of another political party,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,"Rest, Clinton",Less than 50 percent,Cell,1,0.372,0.7656,1.37,0.9255,2018-11-03 00:59:48
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Dallas, Trump",85 percent or higher,Cell,1,0.97,0.8351,0.4902,0.8102,2018-11-03 01:04:31
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,30 to 44,4-year College Grad.,Democratic,Male,Already voted,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,"Rest, Trump",85 percent or higher,Cell,1,0.9662,0.9288,0.4434,0.9017,2018-11-03 01:06:19
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.97,0.8385,0.4683,0.8094,2018-11-03 01:06:28
Rep,[DO NOT READ] Refused,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,Ted Cruz,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,"Rest, Clinton",85 percent or higher,Landline,1,0.97,0.8593,0.5361,0.8295,2018-11-03 01:08:25
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,"Rest, Trump",85 percent or higher,Cell,1,0.942,1.2045,0.6699,1.1747,2018-11-03 01:10:13
Und,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Disapp.,Don't know,Favorable,Favorable,Don't know,65 and older,4-year College Grad.,Other,Female,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Dallas, Clinton",50 to 85 percent,Landline,0.4444,0.5668,1.7077,1.9273,1.0454,2018-11-03 01:10:13
Dem,50 to 64,Graduate or Professional Degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,White,"Rest, Trump",85 percent or higher,Cell,1,0.97,0.7439,0.3766,0.718,2018-11-03 01:10:40
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,4-year College Grad.,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Dallas, Clinton",85 percent or higher,Landline,1,0.97,1.1672,0.6744,1.1324,2018-11-03 01:13:40
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Rest, Trump",Less than 50 percent,Cell,1,0.4267,0.5485,0.6515,0.6403,2018-11-03 01:22:33
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,"Dallas, Trump",85 percent or higher,Landline,1,0.9513,0.7491,0.407,0.7292,2018-11-03 01:24:21
Dem,65 and older,Some college or trade school,Black,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Other Non-White,"Rest, Trump",85 percent or higher,Landline,1,0.9502,1.4536,0.9197,1.4153,2018-11-03 01:25:33
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,"Rest, Trump",50 to 85 percent,Cell,1,0.7527,1.0179,0.6443,1.0396,2018-11-03 01:41:12
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,4-year College Grad.,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Dallas, Trump",85 percent or higher,Cell,1,0.9638,1.0232,0.5584,0.9938,2018-11-03 01:59:26
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Female,Already voted,Republican,[DO NOT READ] Don't know/Refused,40 to 64,[DO NOT READ] Don't know/Refused,White,"Rest, Trump",85 percent or higher,Cell,1,0.97,1.0573,0.8015,1.0258,2018-11-03 02:07:34
Rep,35 to 49,Bachelors' degree,White,Female,White,Don't know,Reps. keep House,Unfavorable,Unfavorable,Ted Cruz,45 to 64,4-year College Grad.,Other,Female,Already voted,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,"Dallas, Clinton",50 to 85 percent,Cell,1,0.6325,1.5318,1.4065,1.6266,2018-11-03 02:18:29
Und,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Don't know,Ted Cruz,30 to 44,Some College Educ.,Other,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,"Dallas, Trump",50 to 85 percent,Cell,1,0.6339,1.2648,1.269,1.3423,2018-11-03 02:19:05
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,Postgraduate Degree,Other,Male,Already voted,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Dallas, Trump",85 percent or higher,Landline,1,0.8919,0.6264,0.3258,0.6174,2018-11-03 02:19:41
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,"Dallas, Trump",50 to 85 percent,Cell,1,0.8473,0.8293,0.5,0.8126,2018-11-03 02:31:14
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,Beto O'Rourke,45 to 64,Some College Educ.,Other,Male,Already voted,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,"Dallas, Clinton",50 to 85 percent,Cell,1,0.6709,1.156,0.9189,1.2113,2018-11-03 02:39:52
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,Ted Cruz,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,"Dallas, Clinton",Less than 50 percent,Cell,1,0.453,0.5602,0.6005,0.6123,2018-11-03 15:55:19
Dem,65 and older,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,4-year College Grad.,Democratic,Male,Already voted,Independent (No party),Nonwhite,65 and older,4-year College Grad.,Hispanic,"Dallas, Clinton",85 percent or higher,Cell,1,0.97,1.0344,0.5683,1.0036,2018-11-03 15:57:16
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Don't know,Don't know,Don't know,Ted Cruz,65 and older,Some College Educ.,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Rest, Trump",Less than 50 percent,Landline,1,0.2034,1.2054,3.8171,1.7174,2018-11-03 16:07:22
Rep,18 to 34,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,18 to 29,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",18 to 39,4-year College Grad.,Unknown,"Rest, Trump",Less than 50 percent,Landline,1,0.3894,0.9868,1.1735,1.0256,2018-11-03 16:12:01
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,Ted Cruz,45 to 64,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,"Rest, Trump",85 percent or higher,Cell,1,0.9467,0.9091,0.4619,0.8857,2018-11-03 16:22:02
Dem,50 to 64,Some college or trade school,Asian,Male,Asian,Disapp.,Dems. take House,Don't know,Don't know,Beto O'Rourke,45 to 64,Some College Educ.,Other,Male,Already voted,Independent (No party),Nonwhite,40 to 64,No 4-year College Degree,Other Non-White,"Rest, Trump",Less than 50 percent,Landline,1,0.1269,0.8712,2.8409,1.4209,2018-11-03 16:33:55
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Dallas, Trump",85 percent or higher,Landline,1,0.97,0.8195,0.4731,0.795,2018-11-03 16:48:42
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Unfavorable,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Dallas, Trump",85 percent or higher,Landline,1,0.97,0.62,0.31,0.6015,2018-11-03 17:14:40
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,"Rest, Clinton",85 percent or higher,Landline,1,0.9144,1.1357,0.868,1.1139,2018-11-03 17:17:22
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Dallas, Trump",85 percent or higher,Landline,1,0.97,1.3523,0.8468,1.3053,2018-11-03 17:26:58
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,"Dallas, Trump",50 to 85 percent,Cell,0.8889,0.6405,0.7684,0.6634,0.7693,2018-11-03 17:29:13
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Rest, Trump",85 percent or higher,Landline,1,0.8948,1.3394,0.9161,1.3193,2018-11-03 17:29:40
Rep,50 to 64,Bachelors' degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,Unknown,"Dallas, Trump",85 percent or higher,Cell,1,0.8769,1.1917,0.5814,1.1786,2018-11-03 17:43:39
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,"Rest, Trump",50 to 85 percent,Cell,1,0.8428,1.0152,0.6086,1.0123,2018-11-03 17:44:51
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,Postgraduate Degree,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Dallas, Clinton",50 to 85 percent,Cell,1,0.6809,1.0348,0.8963,1.0806,2018-11-03 17:49:24
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,Ted Cruz,65 and older,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Rest, Clinton",85 percent or higher,Cell,1,0.97,0.9605,0.6225,0.9319,2018-11-03 18:04:23
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,"Rest, Clinton",85 percent or higher,Cell,1,0.9314,0.8593,0.5584,0.8323,2018-11-03 18:18:16
Dem,50 to 64,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,4-year College Grad.,Other,Male,Already voted,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,Unknown,"Dallas, Clinton",Less than 50 percent,Cell,1,0.493,0.9083,0.7529,1.023,2018-11-03 18:27:16
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,"Dallas, Clinton",50 to 85 percent,Cell,1,0.7866,0.6953,0.4283,0.7034,2018-11-03 18:28:01
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,Postgraduate Degree,Other,Male,Already voted,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,"Dallas, Trump",50 to 85 percent,Cell,1,0.6556,0.6275,0.4234,0.6609,2018-11-03 18:38:17
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Some College Educ.,Republican,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Rest, Trump",85 percent or higher,Landline,1,0.97,1.3394,0.845,1.2995,2018-11-03 18:48:12
Dem,50 to 64,Some college or trade school,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Male,Already voted,Independent (No party),Nonwhite,40 to 64,No 4-year College Degree,Other Non-White,"Rest, Clinton",85 percent or higher,Cell,1,0.97,0.9326,0.5716,0.9048,2018-11-03 18:52:33
Rep,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Reps. keep House,Favorable,Favorable,Ted Cruz,18 to 29,4-year College Grad.,Other,Female,Already voted,Republican,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,"Dallas, Clinton",Less than 50 percent,Cell,1,0.3239,1.4964,3.5129,1.8761,2018-11-03 18:56:36
Und,50 to 64,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Approve,Dems. take House,Favorable,Don't know,Ted Cruz,45 to 64,Some College Educ.,Other,Male,Already voted,Democrat,[DO NOT READ] Don't know/Refused,40 to 64,No 4-year College Degree,White,"Dallas, Clinton",50 to 85 percent,Cell,1,0.6607,1.156,0.933,1.2154,2018-11-03 19:05:44
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,"Rest, Clinton",50 to 85 percent,Cell,1,0.837,0.7706,0.5876,0.7378,2018-11-03 19:15:19
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Dallas, Trump",85 percent or higher,Cell,1,0.97,0.62,0.31,0.6015,2018-11-03 19:21:01
Und,18 to 34,Some college or trade school,Hispanic,Male,White,Approve,Reps. keep House,Don't know,Favorable,Beto O'Rourke,18 to 29,Some College Educ.,Other,Male,Not at all likely,Republican,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,Hispanic,"Dallas, Trump",Less than 50 percent,Cell,0,0.4433,0.8942,1.2777,0.2462,2018-11-03 19:22:22
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,"Rest, Clinton",50 to 85 percent,Cell,0.8889,0.7168,0.9597,0.851,0.9069,2018-11-03 19:32:25
