response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,region,age_combinedc,file_race_black,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Fayette,40 to 64,White,50 to 85 percent,Landline,1,0.6898,0.9681,0.792,1.03,2018-11-04 22:46:46
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Inner Bluegrass,65 and older,White,Less than 50 percent,Landline,0.4444,0.4699,0.7188,0.3631,0.6662,2018-11-04 22:50:21
Dem,35 to 49,Some college or trade school,White,Male,White,Approve,Don't know,Favorable,Unfavorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Fayette,40 to 64,White,85 percent or higher,Cell,1,0.9644,1.1435,0.6424,1.1614,2018-11-04 22:50:48
Rep,35 to 49,Some college or trade school,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,Rest,40 to 64,White,50 to 85 percent,Landline,1,0.8313,0.8325,0.5629,0.8603,2018-11-04 22:51:42
Rep,65 and older,Grade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,Inner Bluegrass,65 and older,White,50 to 85 percent,Landline,1,0.6195,1.3171,1.0486,1.2185,2018-11-04 22:53:39
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,White,50 to 85 percent,Landline,1,0.5339,1.2324,1.3712,1.2924,2018-11-04 22:54:06
4,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,Disapp.,Reps. keep House,Don't know,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,Inner Bluegrass,40 to 64,White,85 percent or higher,Cell,0,0.8822,0.8068,0.557,0.6737,2018-11-04 22:54:33
Dem,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,40 to 64,White,85 percent or higher,Cell,1,0.9573,0.8079,0.4848,0.8209,2018-11-04 22:56:57
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Inner Bluegrass,40 to 64,White,50 to 85 percent,Landline,1,0.7826,0.9622,0.6258,0.9727,2018-11-04 22:58:27
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Fayette,40 to 64,White,50 to 85 percent,Landline,1,0.5538,1.5545,1.9113,1.7193,2018-11-04 22:59:48
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,65 and older,White,85 percent or higher,Landline,1,0.9218,0.7119,0.4576,0.726,2018-11-04 23:00:33
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Inner Bluegrass,65 and older,White,50 to 85 percent,Cell,1,0.8461,0.9593,0.5511,0.9889,2018-11-04 23:01:34
Dem,35 to 49,Some college or trade school,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,40 to 64,Other Non-White,85 percent or higher,Cell,1,0.9235,1.1583,1.2202,1.1809,2018-11-04 23:01:34
Rep,18 to 34,Grade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Inner Bluegrass,18 to 39,White,Less than 50 percent,Landline,1,0.3355,1.5895,4.6741,1.9443,2018-11-04 23:02:03
Dem,35 to 49,High school,White,Male,White,Approve,Dems. take House,Favorable,Unfavorable,30 to 44,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,Rest,18 to 39,White,85 percent or higher,Landline,1,0.9508,1.6203,1.0511,1.6301,2018-11-04 23:03:58
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Fayette,40 to 64,White,85 percent or higher,Cell,1,0.9856,1.698,1.0327,1.7156,2018-11-04 23:04:25
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,White,85 percent or higher,Landline,1,0.8955,1.196,0.8106,1.2019,2018-11-04 23:08:19
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Fayette,40 to 64,White,Less than 50 percent,Landline,1,0.4979,0.7635,1.053,0.8615,2018-11-04 23:09:22
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Republican,"White, 4-Year College Grads",White,Inner Bluegrass,40 to 64,White,85 percent or higher,Cell,1,0.988,0.7511,0.4238,0.7593,2018-11-04 23:10:43
Dem,65 and older,Grade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Inner Bluegrass,65 and older,White,85 percent or higher,Landline,1,0.9841,1.3823,0.7719,1.4029,2018-11-04 23:11:37
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,White,85 percent or higher,Landline,1,0.9898,0.8054,0.4464,0.8176,2018-11-04 23:12:04
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,40 to 64,White,85 percent or higher,Landline,1,0.9842,0.8448,0.4581,0.8574,2018-11-04 23:12:40
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Fayette,40 to 64,White,85 percent or higher,Landline,1,0.8947,1.1435,0.6924,1.1702,2018-11-04 23:13:34
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,Inner Bluegrass,65 and older,White,Less than 50 percent,Landline,0.5556,0.1207,0.7604,3.2218,0.5077,2018-11-04 23:15:40
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Don't know,Unfavorable,Favorable,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Inner Bluegrass,65 and older,White,85 percent or higher,Landline,1,0.8789,0.8622,0.4149,0.8843,2018-11-04 23:16:07
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Inner Bluegrass,40 to 64,White,85 percent or higher,Landline,1,0.9849,0.8972,0.5997,0.9106,2018-11-04 23:18:41
Dem,18 to 34,High school,Unknown,Female,White,Don't know,Dems. take House,Favorable,Don't know,30 to 44,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Fayette,18 to 39,Unknown,50 to 85 percent,Cell,1,0.549,1.6805,2.1927,1.7566,2018-11-04 23:19:26
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Fayette,18 to 39,White,50 to 85 percent,Cell,1,0.5761,1.2111,0.9801,1.3298,2018-11-04 23:20:02
Dem,[DO NOT READ] Refused,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Inner Bluegrass,65 and older,White,85 percent or higher,Landline,0.8889,0.9826,1.3823,0.7731,1.3913,2018-11-04 23:21:50
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Rest,40 to 64,White,85 percent or higher,Landline,1,0.9726,0.6454,0.4095,0.6506,2018-11-04 23:23:29
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,Rest,65 and older,White,85 percent or higher,Landline,1,0.9101,0.8383,0.3992,0.8561,2018-11-04 23:27:32
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",White,Fayette,40 to 64,White,Less than 50 percent,Cell,1,0.4355,1.387,2.4437,1.6942,2018-11-04 23:28:17
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Inner Bluegrass,40 to 64,White,85 percent or higher,Cell,1,0.9434,0.8123,0.5233,0.8264,2018-11-04 23:34:30
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",White,Inner Bluegrass,40 to 64,White,85 percent or higher,Landline,1,0.9436,0.9703,0.738,0.9949,2018-11-04 23:38:06
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Fayette,40 to 64,White,85 percent or higher,Cell,1,0.8755,0.9136,0.6072,0.9375,2018-11-04 23:38:06
Dem,50 to 64,Bachelors' degree,White,Male,White,Don't know,Don't know,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,Fayette,40 to 64,White,50 to 85 percent,Cell,1,0.6339,0.9122,0.5924,0.9387,2018-11-04 23:40:03
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Inner Bluegrass,40 to 64,White,50 to 85 percent,Cell,1,0.6471,1.2694,1.2823,1.3654,2018-11-04 23:41:06
Rep,65 and older,High school,White,Female,White,Approve,Dems. take House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Not at all likely,Democrat,"White, No 4-Year College Degree",White,Inner Bluegrass,65 and older,White,Less than 50 percent,Landline,0.4444,0.1672,1.1291,4.7506,0.404,2018-11-04 23:41:33
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Inner Bluegrass,18 to 39,White,50 to 85 percent,Cell,1,0.8285,0.9993,0.4636,1.0332,2018-11-04 23:41:51
Rep,18 to 34,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,High School Grad. or Less,Republican,Male,Not very likely,Republican,"White, No 4-Year College Degree",White,Fayette,18 to 39,White,Less than 50 percent,Cell,0.3333,0.30620000000000003,1.8734,4.5548,0.8355,2018-11-04 23:46:30
Rep,50 to 64,Graduate or Professional Degree,Other,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Inner Bluegrass,40 to 64,Other Non-White,85 percent or higher,Cell,1,0.9871,1.253,0.8174,1.2717,2018-11-04 23:50:18
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Republican,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,Inner Bluegrass,18 to 39,White,50 to 85 percent,Cell,0,0.5286,1.2487,1.4765,0.3998,2018-11-04 23:50:45
Dem,50 to 64,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Fayette,40 to 64,White,85 percent or higher,Landline,1,0.9908,0.8505,0.4571,0.8634,2018-11-04 23:52:15
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Inner Bluegrass,65 and older,White,85 percent or higher,Landline,1,0.9822,0.7793,0.3337,0.7909,2018-11-05 00:01:06
Dem,50 to 64,Some college or trade school,Hispanic,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,Inner Bluegrass,40 to 64,Other Non-White,85 percent or higher,Cell,1,0.9671,1.3934,1.0027,1.4149,2018-11-05 00:02:03
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Inner Bluegrass,40 to 64,White,85 percent or higher,Cell,1,0.9552,0.8972,0.6183,0.9118,2018-11-05 00:02:12
Rep,65 and older,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",White,Inner Bluegrass,65 and older,Unknown,Less than 50 percent,Cell,1,0.1608,0.7408,2.9813,1.187,2018-11-05 00:05:03
Rep,65 and older,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Reps. keep House,Favorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Already voted,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Inner Bluegrass,65 and older,White,85 percent or higher,Cell,1,0.9661,0.8371,0.3983,0.8548,2018-11-05 00:07:00
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Republican,Female,Not at all likely,Republican,"White, No 4-Year College Degree",White,Rest,18 to 39,White,Less than 50 percent,Landline,0,0.332,0.9261,2.7467,0.2376,2018-11-05 00:07:27
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Inner Bluegrass,18 to 39,White,Less than 50 percent,Landline,1,0.4684,0.8566,1.0023,0.9782,2018-11-05 00:10:09
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Dems. take House,Unfavorable,Favorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Inner Bluegrass,18 to 39,White,85 percent or higher,Cell,1,0.9737,1.2613,0.6537,1.2803,2018-11-05 00:14:12
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Inner Bluegrass,65 and older,White,85 percent or higher,Cell,1,0.9908,0.8111,0.2721,0.8234,2018-11-05 00:30:51
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,40 to 64,White,85 percent or higher,Landline,1,0.9789,0.8079,0.4741,0.82,2018-11-05 00:31:27
Dem,35 to 49,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Inner Bluegrass,40 to 64,Unknown,Less than 50 percent,Cell,1,0.4451,0.686,1.6736,0.7913,2018-11-05 00:31:45
Dem,[DO NOT READ] Refused,High school,White,Male,White,Don't know,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,40 to 64,White,50 to 85 percent,Landline,1,0.6853,1.1431,0.9514,1.2175,2018-11-05 00:38:20
Rep,[DO NOT READ] Refused,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Fayette,65 and older,White,Less than 50 percent,Cell,1,0.4883,1.4391,1.706,1.63,2018-11-05 00:39:05
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,40 to 64,Unknown,85 percent or higher,Landline,1,0.9941,0.7312,0.464,0.7426,2018-11-05 00:42:14
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Inner Bluegrass,40 to 64,White,85 percent or higher,Landline,1,0.9041,0.746,0.461,0.7625,2018-11-05 00:43:53
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Inner Bluegrass,40 to 64,White,50 to 85 percent,Landline,1,0.6538,0.8549,0.7724,0.8771,2018-11-05 00:46:35
Und,50 to 64,Bachelors' degree,White,Female,White,Don't know,Don't know,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,Rest,40 to 64,White,85 percent or higher,Landline,1,0.941,0.7027,0.5013,0.7066,2018-11-05 00:50:13
Rep,35 to 49,Bachelors' degree,Unknown,Female,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,40 to 64,Unknown,85 percent or higher,Cell,1,0.9829,0.5625,0.4165,0.5709,2018-11-05 00:51:34
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,18 to 39,White,50 to 85 percent,Cell,0.8889,0.8445,0.8363,0.5309,0.8523,2018-11-05 00:57:52
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,65 and older,White,85 percent or higher,Cell,1,0.9892,0.8825,0.3584,0.8958,2018-11-05 01:01:01
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Inner Bluegrass,65 and older,White,85 percent or higher,Landline,1,0.9499,0.7741,0.3435,0.787,2018-11-05 01:04:02
Rep,65 and older,High school,White,Female,Black,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,Nonwhite,Nonwhite,Inner Bluegrass,65 and older,White,85 percent or higher,Cell,1,0.9835,1.4949,0.9109,1.5171,2018-11-05 01:04:02
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,65 and older,White,85 percent or higher,Cell,1,0.9913,0.8825,0.3577,0.8959,2018-11-05 01:04:02
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Inner Bluegrass,18 to 39,White,85 percent or higher,Cell,1,0.9857,1.2613,0.6457,1.2801,2018-11-05 01:06:44
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Democratic,Male,Already voted,Republican,"White, No 4-Year College Degree",White,Inner Bluegrass,40 to 64,White,85 percent or higher,Cell,1,0.9623,0.9338,0.5047,0.9541,2018-11-05 01:08:32
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Inner Bluegrass,40 to 64,White,85 percent or higher,Cell,1,0.9087,0.9703,0.7664,0.991,2018-11-05 01:08:50
Und,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Don't know,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,Inner Bluegrass,40 to 64,Unknown,85 percent or higher,Cell,1,0.907,0.6721,0.3866,0.6754,2018-11-05 01:09:08
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,40 to 64,White,50 to 85 percent,Landline,1,0.7576,0.7698,0.5238,0.8067,2018-11-05 01:17:59
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Fayette,18 to 39,White,Less than 50 percent,Cell,1,0.4491,1.049,1.3336,1.2079,2018-11-05 01:20:05
3,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Fayette,40 to 64,White,85 percent or higher,Cell,1,0.9855,0.9573,0.4456,0.9716,2018-11-05 01:20:50
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,White,85 percent or higher,Landline,1,0.9606,1.2933,0.8912,1.3021,2018-11-05 01:20:59
Rep,35 to 49,Bachelors' degree,White,Female,White,Don't know,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Fayette,40 to 64,White,85 percent or higher,Landline,1,0.979,0.9198,0.5455,0.9335,2018-11-05 01:21:35
Dem,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,40 to 64,White,85 percent or higher,Cell,1,0.9849,0.8079,0.4712,0.82,2018-11-05 01:24:35
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,Inner Bluegrass,40 to 64,White,50 to 85 percent,Cell,1,0.8256,0.7687,0.509,0.7747,2018-11-05 01:47:20
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Fayette,40 to 64,White,Less than 50 percent,Cell,1,0.2487,0.7767,1.8371,1.0153,2018-11-05 01:49:35
Dem,18 to 34,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Inner Bluegrass,18 to 39,Unknown,85 percent or higher,Cell,1,0.9188,1.0917,0.7088,1.1137,2018-11-05 01:49:53
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Fayette,40 to 64,Unknown,85 percent or higher,Cell,1,0.9815,0.7362,0.4721,0.7432,2018-11-05 01:50:38
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Independent (No party),Nonwhite,Nonwhite,Inner Bluegrass,40 to 64,Unknown,85 percent or higher,Cell,1,0.9878,0.6721,0.355,0.684,2018-11-05 01:52:26
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Fayette,40 to 64,White,Less than 50 percent,Cell,1,0.4113,0.782,1.1162,0.9165,2018-11-05 01:53:29
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Fayette,65 and older,White,85 percent or higher,Cell,1,0.9922,1.0972,0.4145,1.1139,2018-11-05 01:54:05
Und,35 to 49,Some college or trade school,White,Male,White,Approve,Don't know,Favorable,Favorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,Rest,40 to 64,White,85 percent or higher,Cell,1,0.9403,0.8079,0.4936,0.8222,2018-11-05 01:54:50
Dem,65 and older,Bachelors' degree,White,Female,White,Approve,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Rest,65 and older,White,85 percent or higher,Cell,1,0.9602,0.6743,0.3262,0.6788,2018-11-05 01:57:50
