response,ager,educ,file_race,gender,race_eth,APPKAV,approve,genballot,hdem_fav,hrep_fav,NAFTA,TARIFF,TAXREFORM,TRUMPECON,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Favorable,Support,Oppose,Don't know,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Lehigh,85 percent or higher,Landline,1,0.9314,0.9547,0.519,0.9697,2018-09-22 18:30:33
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Lehigh,85 percent or higher,Cell,1,0.9174,1.1722,0.5564,1.1925,2018-09-22 18:34:40
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Lehigh,85 percent or higher,Landline,1,0.9942,0.6962,0.2406,0.7049,2018-09-22 18:35:16
Dem,65 and older,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Some College Educ.,Republican,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Lehigh,85 percent or higher,Landline,1,0.9903,1.0978,0.6275,1.1074,2018-09-22 18:38:49
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Oppose,Support,disagree,18 to 29,Postgraduate Degree,Republican,Male,Somewhat likely,Republican,"White, 4-Year College Grads",White,18 to 34,White,Monroe/Northampton,50 to 85 percent,Cell,0.7778,0.6092,0.5971,0.452,0.5034,2018-09-22 18:44:34
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,support,Disapp.,Dems. take House,Don't know,Favorable,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,Unknown,Monroe/Northampton,85 percent or higher,Cell,1,0.9868,0.5283,0.2358,0.5346,2018-09-22 18:55:08
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Lehigh,50 to 85 percent,Cell,1,0.6467,0.9662,0.7335,1.0364,2018-09-22 18:55:53
Rep,65 and older,Bachelors' degree,Other,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Non-White,Monroe/Northampton,85 percent or higher,Landline,1,0.8623,0.7177,0.3722,0.7358,2018-09-22 19:01:41
Dem,18 to 34,High school,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,30 to 44,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Lehigh,Less than 50 percent,Cell,1,0.455,1.571,3.0032,1.799,2018-09-22 19:05:59
Rep,35 to 49,Some college or trade school,White,Female,Hispanic,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,Nonwhite,35 to 49,White,Lehigh,85 percent or higher,Cell,1,0.9187,1.5139,1.0053,1.5399,2018-09-22 19:08:59
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,agree,65 and older,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Lehigh,50 to 85 percent,Cell,1,0.7771,0.7007,0.4107,0.7066,2018-09-22 19:09:11
Und,35 to 49,Graduate or Professional Degree,Unknown,Male,Hispanic,support,Disapp.,Reps. keep House,Don't know,Don't know,Support,Oppose,Support,agree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,35 to 49,Unknown,Lehigh,50 to 85 percent,Cell,0.7778,0.5723,1.0599,0.8182,1.097,2018-09-22 19:29:13
Und,50 to 64,Graduate or Professional Degree,White,Female,White,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Oppose,Don't know,agree,45 to 64,Postgraduate Degree,Other,Female,Very likely,[DO NOT READ] Refused,"White, 4-Year College Grads",White,50 to 64,White,Lehigh,50 to 85 percent,Cell,1,0.7329,0.6365,0.433,0.6446,2018-09-22 19:37:28
Rep,35 to 49,High school,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,30 to 44,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Lehigh,50 to 85 percent,Landline,1,0.802,2.8485,2.867,2.8667,2018-09-22 19:40:26
Dem,35 to 49,Graduate or Professional Degree,Asian,Female,Asian,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,Non-White,Lehigh,50 to 85 percent,Landline,1,0.7668,1.1974,0.7742,1.2488,2018-09-22 19:43:10
Rep,35 to 49,Some college or trade school,Asian,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,Non-White,Monroe/Northampton,50 to 85 percent,Cell,1,0.8123,1.7687,1.1908,1.8287,2018-09-22 19:45:07
Dem,18 to 34,Graduate or Professional Degree,Unknown,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,Unknown,Monroe/Northampton,50 to 85 percent,Cell,1,0.712,0.5959,0.3631,0.6289,2018-09-22 19:49:53
Rep,18 to 34,Some college or trade school,White,Female,White,Don't know,Don't know,Reps. keep House,Don't know,Favorable,Don't know,Oppose,Oppose,disagree,18 to 29,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,18 to 34,White,Monroe/Northampton,Less than 50 percent,Cell,0.7778,0.2553,0.7326,2.463,0.8495,2018-09-22 19:50:20
Dem,50 to 64,Graduate or Professional Degree,Asian,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Oppose,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Non-White,Lehigh,85 percent or higher,Cell,1,0.8844,0.6135,0.28,0.6269,2018-09-22 19:53:38
Und,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Don't know,Disapp.,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,65 and older,Non-White,Allentown/Bethlehem,Less than 50 percent,Cell,0,0.2082,1.0457,2.9909,0.7045,2018-09-22 19:55:08
Dem,65 and older,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Support,Support,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Lehigh,85 percent or higher,Cell,1,0.9953,0.85,0.3451,0.8608,2018-09-22 19:55:17
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Don't know,Support,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Lehigh,85 percent or higher,Landline,1,0.9383,0.9343,0.3849,0.9483,2018-09-22 19:57:32
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Allentown/Bethlehem,85 percent or higher,Landline,1,0.8678,0.7766,0.3699,0.7955,2018-09-22 19:59:11
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Lehigh,85 percent or higher,Cell,1,0.9898,0.5929,0.2118,0.5979,2018-09-22 20:00:23
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Don't know,Support,Support,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Lehigh,85 percent or higher,Cell,1,0.8692,1.2324,0.6675,1.2621,2018-09-22 20:02:43
Dem,35 to 49,Bachelors' degree,Black,Male,Black,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,Non-White,Monroe/Northampton,50 to 85 percent,Cell,1,0.8183,1.5373000000000001,0.61,1.5454,2018-09-22 20:09:55
Rep,50 to 64,High school,Black,Female,White,Don't know,Disapp.,Don't know,Don't know,Favorable,Don't know,Support,Support,Don't know,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,Non-White,Lehigh,50 to 85 percent,Cell,0.8889,0.5846,2.0866,2.2704,2.0903,2018-09-22 20:12:01
Dem,35 to 49,Bachelors' degree,Unknown,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Unknown,Monroe/Northampton,85 percent or higher,Landline,1,0.9853,1.1209,0.4393,1.1343,2018-09-22 20:12:37
Dem,65 and older,High school,White,Female,White,support,Approve,Don't know,Don't know,Don't know,Oppose,Support,Support,disagree,65 and older,High School Grad. or Less,Democratic,Female,Not at all likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Monroe/Northampton,50 to 85 percent,Landline,0,0.6618,1.8389,1.7825,0.6995,2018-09-22 20:14:34
Rep,65 and older,High school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Allentown/Bethlehem,85 percent or higher,Cell,1,0.987,1.6356,1.3248,1.6552,2018-09-22 20:17:39
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Support,Support,disagree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,Allentown/Bethlehem,Less than 50 percent,Cell,1,0.3851,0.5944,0.982,0.7041,2018-09-22 20:20:39
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,Black,oppose,Disapp.,Dems. take House,Favorable,Don't know,Oppose,Oppose,Support,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Unknown,Lehigh,85 percent or higher,Landline,1,0.9963,0.5793,0.2225,0.5868,2018-09-22 20:24:06
Rep,50 to 64,Bachelors' degree,Unknown,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Support,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Unknown,Monroe/Northampton,50 to 85 percent,Cell,1,0.7741,0.6966,0.4396,0.7254,2018-09-22 20:31:27
Dem,18 to 34,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Monroe/Northampton,50 to 85 percent,Cell,0.8889,0.7847,1.0795,0.7556,1.1051,2018-09-22 20:32:21
Rep,50 to 64,High school,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Support,Support,agree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Monroe/Northampton,50 to 85 percent,Landline,1,0.5989,1.7212,1.8145,1.8712,2018-09-22 20:32:57
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Allentown/Bethlehem,85 percent or higher,Cell,1,0.9943,0.636,0.2249,0.644,2018-09-22 20:35:03
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Favorable,Favorable,Oppose,Support,Support,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Monroe/Northampton,85 percent or higher,Cell,1,0.9488,0.815,0.4928,0.8174,2018-09-22 20:48:48
Dem,50 to 64,Bachelors' degree,Unknown,Male,White,oppose,Disapp.,Dems. take House,Favorable,Favorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Unknown,Lehigh,85 percent or higher,Cell,0.8889,0.9443,0.794,0.3146,0.8008,2018-09-22 20:50:09
Rep,18 to 34,Some college or trade school,Unknown,Female,White,support,Don't know,Reps. keep House,Don't know,Don't know,Support,Don't know,Support,agree,30 to 44,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,18 to 34,Unknown,Monroe/Northampton,Less than 50 percent,Cell,0.5556,0.4261,0.7158,1.5604,0.6275,2018-09-22 20:54:21
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Don't know,Dems. take House,Favorable,Don't know,Don't know,Support,Don't know,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Monroe/Northampton,85 percent or higher,Cell,1,0.9921,0.9342,0.3907,0.9457,2018-09-22 21:03:18
Rep,18 to 34,Graduate or Professional Degree,Other,Female,White,support,Disapp.,Reps. keep House,Don't know,Don't know,Support,Oppose,Support,agree,30 to 44,Postgraduate Degree,Republican,Female,Somewhat likely,Republican,"White, 4-Year College Grads",White,18 to 34,Non-White,Lehigh,Less than 50 percent,Cell,0.4444,0.3315,0.54,1.1312,0.3383,2018-09-22 21:03:18
Rep,50 to 64,Some college or trade school,Asian,Male,Asian,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Support,Oppose,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Non-White,Monroe/Northampton,Less than 50 percent,Cell,1,0.2989,0.934,1.7635,1.1681,2018-09-22 21:05:24
Rep,65 and older,Graduate or Professional Degree,Unknown,Female,Hispanic,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,Nonwhite,65 and older,Unknown,Lehigh,85 percent or higher,Cell,1,0.9327,0.5934,0.3272,0.6026,2018-09-22 21:08:51
Rep,35 to 49,Some college or trade school,Hispanic,Female,White,Don't know,Disapp.,Dems. take House,Don't know,Favorable,Support,Oppose,Oppose,disagree,30 to 44,Some College Educ.,Republican,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,Non-White,Lehigh,Less than 50 percent,Cell,1,0.3167,1.5456,3.5208,1.9088,2018-09-22 21:09:27
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Monroe/Northampton,85 percent or higher,Cell,1,0.9878,1.0006,0.4998,1.0086,2018-09-22 21:13:12
Und,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Oppose,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Lehigh,50 to 85 percent,Landline,1,0.7617,0.8178,0.492,0.8258,2018-09-22 21:20:10
Dem,18 to 34,High school,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Don't know,Don't know,disagree,18 to 29,High School Grad. or Less,Democratic,Female,Not very likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Monroe/Northampton,Less than 50 percent,Cell,0.3333,0.3872,1.22,3.2463,0.5747,2018-09-22 21:20:19
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Monroe/Northampton,50 to 85 percent,Cell,1,0.5059,1.3234,0.8947,1.4845,2018-09-22 21:20:37
