response,ager,educ,file_race,gender,race_eth,ACHA,APPKAV,approve,genballot,hdem_fav,HEALTH,hrep_fav,SINGLEPAY,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedd,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,35 to 49,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 44,White,South King County,50 to 85 percent,Landline,1,0.6886,1.1651,1.1521,1.217
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Pierce,85 percent or higher,Cell,1,0.9697,0.6017,0.3442,0.5996
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Don't know,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,South King County,85 percent or higher,Landline,1,0.9895,0.7537,0.3968,0.7509
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,support,Disapp.,Don't know,Favorable,No,Favorable,Support,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,45 to 64,White,North King County,50 to 85 percent,Cell,1,0.8282,1.26,0.6058,1.246
Rep,35 to 49,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 44,White,North King County,85 percent or higher,Cell,1,0.9848,1.2859,0.8483,1.2809
Dem,50 to 64,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,45 to 64,White,North King County,85 percent or higher,Cell,1,0.9711,0.8359,0.3719,0.8329
Und,50 to 64,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Support,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,45 to 64,White,Pierce,85 percent or higher,Cell,0.8889,0.943,0.617,0.2822,0.6126
Rep,65 and older,High school,White,Female,White,Oppose,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,North King County,85 percent or higher,Cell,1,0.9569,1.5759,1.4795,1.5716
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Pierce,50 to 85 percent,Cell,1,0.8033,0.6984,0.3773,0.6918
Rep,35 to 49,Some college or trade school,Asian,Male,White,Support,Don't know,Approve,Reps. keep House,Favorable,No,Favorable,Support,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 44,Non-White,Eastern Wash.,85 percent or higher,Landline,1,0.9384,1.069,0.737,1.068
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Pierce,50 to 85 percent,Landline,1,0.8337,0.6909,0.3966,0.683
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,45 to 64,White,South King County,85 percent or higher,Cell,1,0.9075,0.9354,0.45,0.9379
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Oppose,oppose,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,45 to 64,Postgraduate Degree,Other,Female,Very likely,Republican,Nonwhite,Nonwhite,45 to 64,Non-White,Eastern Wash.,Less than 50 percent,Landline,0.7778,0.3021,0.7848,1.2727,0.7777
Dem,35 to 49,Graduate or Professional Degree,Asian,Male,Asian,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 44,Non-White,North King County,50 to 85 percent,Cell,1,0.6982,1.7642,1.4809,1.8386
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,45 to 64,White,South King County,85 percent or higher,Cell,1,0.9144,0.9354,0.4466,0.9371
Und,18 to 34,High school,White,Male,White,Support,Don't know,Approve,Don't know,Don't know,No,Don't know,Support,18 to 29,High School Grad. or Less,Other,Male,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 44,White,Pierce,Less than 50 percent,Landline,0,0.0871,1.4451,9.5306,0.2943
Dem,35 to 49,Bachelors' degree,Asian,Female,Asian,Oppose,oppose,Don't know,Dems. take House,Don't know,Yes,Don't know,Support,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,45 to 64,Non-White,North King County,85 percent or higher,Landline,1,0.9783,1.0872,0.4935,1.0766
Und,65 and older,Grade school,White,Female,White,Oppose,support,Disapp.,Don't know,Favorable,Yes,Don't know,Oppose,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,North King County,85 percent or higher,Cell,1,0.8729,1.7092,1.7437,1.722
Rep,65 and older,High school,White,Female,White,Support,support,Don't know,Don't know,Don't know,Yes,Favorable,Support,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,South King County,85 percent or higher,Landline,1,0.9842,1.2393,1.0216,1.2286
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 44,White,North King County,85 percent or higher,Landline,1,0.9297,1.0821,0.8031,1.082
Dem,35 to 49,Some college or trade school,White,Male,White,Don't know,oppose,Disapp.,Dems. take House,Favorable,No,Favorable,Support,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 44,White,North King County,85 percent or higher,Cell,1,0.8616,1.0739,0.7971,1.0839
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Approve,Reps. keep House,Favorable,No,Favorable,Oppose,45 to 64,Postgraduate Degree,Other,Female,Somewhat likely,Republican,"White, 4-Year College Grads",White,45 to 64,White,South King County,50 to 85 percent,Landline,0.7778,0.5717,0.9942,0.8413,0.8177
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,45 to 64,White,Pierce,50 to 85 percent,Cell,1,0.7357,0.7852,0.443,0.8113
Dem,50 to 64,High school,White,Female,White,Support,oppose,Approve,Dems. take House,Unfavorable,No,Unfavorable,Support,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,45 to 64,White,South King County,85 percent or higher,Landline,1,0.9873,1.2846,1.0187,1.2797
Rep,65 and older,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,South King County,85 percent or higher,Landline,1,0.9845,0.8957,0.4462,0.8922
Dem,65 and older,Bachelors' degree,White,Male,White,Support,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Oppose,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Pierce,85 percent or higher,Cell,1,0.9489,0.773,0.3667,0.7715
Rep,35 to 49,Some college or trade school,Unknown,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,18 to 44,Unknown,South King County,50 to 85 percent,Landline,1,0.7856,1.7142,1.9003,1.7533
Dem,50 to 64,Some college or trade school,White,Female,Black,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,Nonwhite,45 to 64,White,North King County,50 to 85 percent,Cell,1,0.8027,1.2506,0.7867,1.275
Rep,35 to 49,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,45 to 64,White,Pierce,85 percent or higher,Cell,1,0.9743,0.7388,0.3323,0.7311
Rep,50 to 64,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,45 to 64,White,Pierce,85 percent or higher,Cell,1,0.9652,0.7332,0.3609,0.7248
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,support,Approve,Reps. keep House,Don't know,Yes,Don't know,Don't know,65 and older,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Eastern Wash.,50 to 85 percent,Landline,1,0.5339,0.8578,0.7702,0.8829
Rep,65 and older,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,65 and older,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,South King County,85 percent or higher,Cell,1,0.9326,0.8957,0.4711,0.8837
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Support,Don't know,Approve,Reps. keep House,Unfavorable,No,Favorable,Don't know,45 to 64,Postgraduate Degree,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,45 to 64,White,South King County,Less than 50 percent,Cell,1,0.3632,0.7368,0.8353,0.7986
Rep,65 and older,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Support,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,South King County,85 percent or higher,Landline,1,0.9883,0.8957,0.4445,0.8923
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,South King County,85 percent or higher,Landline,1,0.9811,0.6411,0.3279,0.6386
Dem,35 to 49,High school,White,Female,Other,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Favorable,Support,30 to 44,High School Grad. or Less,Democratic,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,18 to 44,White,South King County,50 to 85 percent,Cell,1,0.5444,1.9157,3.7314,1.9672
Dem,65 and older,High school,White,Male,White,Oppose,oppose,Don't know,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,South King County,Less than 50 percent,Landline,1,0.4743,1.374,1.999,1.5361
Dem,50 to 64,[DO NOT READ] Refused,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,[DO NOT READ] Don't know/Refused,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,45 to 64,White,North King County,85 percent or higher,Landline,1,0.9916,1.1447,0.6516,1.1406
Rep,18 to 34,Bachelors' degree,White,Female,White,Don't know,Don't know,Approve,Reps. keep House,Favorable,No,Favorable,Support,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 44,White,North King County,Less than 50 percent,Cell,1,0.4739,0.9308,1.235,1.0407
Rep,50 to 64,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,45 to 64,White,South King County,85 percent or higher,Landline,1,0.9806,0.9355,0.4872,0.9267
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,45 to 64,White,Pierce,50 to 85 percent,Landline,1,0.825,0.7852,0.395,0.7766
Rep,35 to 49,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Support,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,45 to 64,White,North King County,85 percent or higher,Landline,1,0.9632,0.9934,0.5741,0.9903
Und,50 to 64,Some college or trade school,White,Female,White,Support,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Support,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,45 to 64,White,North King County,Less than 50 percent,Cell,1,0.4073,0.9268,1.1442,1.0682
Rep,35 to 49,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,45 to 64,White,Pierce,Less than 50 percent,Cell,1,0.4743,0.6892,0.5753,0.7705
Rep,18 to 34,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 44,White,Pierce,Less than 50 percent,Cell,1,0.2915,0.8789,1.9149,1.088
Dem,65 and older,Bachelors' degree,White,Male,White,Don't know,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Eastern Wash.,85 percent or higher,Cell,1,0.9843,0.6265,0.2792,0.6241
Rep,50 to 64,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,45 to 64,White,North King County,85 percent or higher,Landline,1,0.9906,1.0009,0.5188,0.9972
Dem,50 to 64,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,45 to 64,White,Pierce,Less than 50 percent,Landline,1,0.4513,0.6841,0.7609,0.7723
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,Don't know,Disapp.,Dems. take House,Don't know,Yes,Favorable,Support,65 and older,Some College Educ.,Republican,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Pierce,85 percent or higher,Landline,1,0.9675,0.7074,0.4211,0.6866
Rep,50 to 64,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",White,45 to 64,White,Eastern Wash.,50 to 85 percent,Cell,0.8889,0.7259,0.7538,0.4023,0.7665
Rep,35 to 49,Some college or trade school,White,Male,Other,Don't know,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,Some College Educ.,Other,Male,Very likely,Republican,Nonwhite,Nonwhite,45 to 64,White,South King County,Less than 50 percent,Cell,1,0.3588,0.8662,1.0322,0.9406
Dem,35 to 49,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Oppose,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,45 to 64,White,North King County,85 percent or higher,Cell,1,0.9131,0.8359,0.4627,0.8375
Rep,35 to 49,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Support,30 to 44,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,18 to 44,White,Pierce,Less than 50 percent,Cell,1,0.301,0.8789,1.8549,1.0804
Dem,35 to 49,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Favorable,Support,30 to 44,Some College Educ.,Other,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,18 to 44,White,North King County,50 to 85 percent,Cell,0.8889,0.5964,1.6067,1.7211,1.5822
Und,65 and older,High school,White,Female,White,Oppose,support,Approve,Reps. keep House,Don't know,Yes,Don't know,Oppose,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,South King County,85 percent or higher,Cell,1,0.9817,1.4728,1.1461,1.467
Rep,65 and older,Bachelors' degree,White,Male,White,Oppose,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Eastern Wash.,85 percent or higher,Landline,1,0.9918,0.6265,0.2771,0.6243
Rep,35 to 49,Some college or trade school,White,Female,White,Don't know,Don't know,Approve,Reps. keep House,Don't know,No,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,45 to 64,White,Pierce,50 to 85 percent,Cell,0.7778,0.5296,0.7161,0.6245,0.6833
Dem,50 to 64,Some college or trade school,White,Female,White,Don't know,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Oppose,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,45 to 64,White,North King County,50 to 85 percent,Cell,1,0.6659,1.2506,0.9484,1.3138
Rep,35 to 49,Some college or trade school,Unknown,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,45 to 64,Unknown,Eastern Wash.,50 to 85 percent,Landline,1,0.8167,1.1939,0.7784,1.2141
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,45 to 64,White,South King County,50 to 85 percent,Cell,1,0.5724,0.9942,0.7183,1.0727
Rep,65 and older,High school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Eastern Wash.,85 percent or higher,Cell,1,0.9047,1.2152,1.2818,1.2189
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Support,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Support,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,45 to 64,White,North King County,85 percent or higher,Landline,1,0.9892,0.9165,0.4209,0.913
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Support,Don't know,Don't know,Don't know,Don't know,Yes,Favorable,Support,30 to 44,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 44,White,Eastern Wash.,Less than 50 percent,Cell,0.7778,0.2949,0.781,1.7239,0.7757
Dem,35 to 49,Some college or trade school,Unknown,Male,White,Oppose,Don't know,Disapp.,Dems. take House,Favorable,No,Favorable,Support,30 to 44,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 44,Unknown,South King County,Less than 50 percent,Cell,1,0.4291,1.3778,2.3594,1.4583
Dem,50 to 64,Graduate or Professional Degree,Black,Male,Black,Don't know,Don't know,Don't know,Dems. take House,Don't know,Yes,Don't know,Support,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,45 to 64,Non-White,Pierce,85 percent or higher,Cell,1,0.9432,0.6775,0.2843,0.6765
Und,50 to 64,Graduate or Professional Degree,White,Female,White,Support,Don't know,Disapp.,Don't know,Don't know,Yes,Don't know,Support,45 to 64,Postgraduate Degree,Other,Female,Not very likely,Independent (No party),"White, 4-Year College Grads",White,45 to 64,White,South King County,Less than 50 percent,Cell,0.2222,0.4812,0.7368,0.7375,0.3345
Dem,50 to 64,Some college or trade school,Unknown,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,45 to 64,Unknown,Pierce,50 to 85 percent,Landline,1,0.6275,0.8866,0.6478,0.941
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,support,Approve,Reps. keep House,Favorable,No,Favorable,Oppose,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Eastern Wash.,85 percent or higher,Landline,1,0.9797,0.7391,0.4622,0.7362
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,North King County,85 percent or higher,Landline,1,0.9924,0.8125,0.3382,0.8096
Dem,18 to 34,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Favorable,Support,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 44,White,North King County,50 to 85 percent,Cell,0.8889,0.5168,1.6067,1.9864,1.5992
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,North King County,85 percent or higher,Landline,1,0.9955,0.8125,0.3371,0.81
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Don't know,65 and older,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,White,South King County,85 percent or higher,Cell,1,0.976,0.7594,0.3196,0.7517
Rep,35 to 49,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 44,White,South King County,85 percent or higher,Cell,1,0.9826,1.0113,0.6038,1.0073
Dem,50 to 64,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,45 to 64,White,South King County,85 percent or higher,Landline,1,0.9788,1.007,0.5646,1.0031
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,oppose,Disapp.,Reps. keep House,Favorable,Yes,Favorable,Support,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,45 to 64,White,South King County,85 percent or higher,Landline,1,0.99,0.7871,0.3152,0.7842
Dem,50 to 64,High school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Support,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,45 to 64,White,Pierce,85 percent or higher,Landline,1,0.8629,1.0145,0.924,1.0237
Dem,18 to 34,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Support,18 to 29,Some College Educ.,Republican,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",White,18 to 44,White,North King County,Less than 50 percent,Landline,1,0.4874,1.0978,1.4456,1.1426
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Support,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,45 to 64,White,Pierce,50 to 85 percent,Cell,1,0.5474,0.6091,0.4231,0.6626
Dem,35 to 49,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Support,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,45 to 64,White,Pierce,85 percent or higher,Cell,0.6667,0.9381,0.617,0.3319,0.5929
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,South King County,85 percent or higher,Landline,1,0.9876,0.7619,0.3645,0.759
Dem,18 to 34,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Don't know,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 44,White,Pierce,50 to 85 percent,Landline,1,0.6334,0.927,0.9227,0.9364
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,45 to 64,White,Eastern Wash.,85 percent or higher,Landline,1,0.8572,0.5483,0.3307,0.5538
Rep,50 to 64,Bachelors' degree,Unknown,Female,White,Oppose,Don't know,Approve,Don't know,Don't know,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",White,45 to 64,Unknown,Pierce,85 percent or higher,Landline,1,0.9838,0.9147,0.5535,0.9111
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,45 to 64,White,South King County,85 percent or higher,Landline,1,0.9785,0.6645,0.3288,0.662
Dem,[DO NOT READ] Refused,Bachelors' degree,Hispanic,Female,White,Support,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 44,Non-White,Eastern Wash.,50 to 85 percent,Landline,0.8889,0.8148,1.2502,0.9803,1.2549
Dem,35 to 49,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 44,White,North King County,85 percent or higher,Cell,1,0.9942,1.082,0.642,1.0784
