response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,KAVASST,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,18 to 34,Some college or trade school,Unknown,Female,White,oppose,Don't know,Check,support,Don't know,Don't know,Don't know,Believe,agree,18 to 29,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,Unknown,Rest,Less than 50 percent,Cell,0.6667,0.261,0.6173,2.2148,0.5924
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Cell,1,0.989,0.7552,0.4595,0.771
Rep,35 to 49,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Unfavorable,Don't know,disagree,30 to 44,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,White,Butler,Less than 50 percent,Cell,0.7778,0.1099,0.4627,2.5631,0.5318
Dem,18 to 34,Some college or trade school,White,Male,White,oppose,Disapp.,Check,oppose,Dems. take House,Don't know,Don't know,Don't know,Don't know,18 to 29,Some College Educ.,Democratic,Male,Somewhat likely,Democrat,"White, No 4-Year College Degree",18 to 34,White,Rest,Less than 50 percent,Cell,0.7778,0.3016,0.9407,2.2951,0.76
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Butler,85 percent or higher,Cell,1,0.991,0.6955,0.3564,0.7101
Rep,50 to 64,Some college or trade school,White,Female,White,oppose,Approve,Support,support,Don't know,Unfavorable,Unfavorable,Do not believe,agree,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Butler,Less than 50 percent,Cell,1,0.3632,0.3749,0.6692,0.4165
Rep,35 to 49,Some college or trade school,Unknown,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,30 to 44,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,Unknown,Rest,Less than 50 percent,Cell,1,0.4636,0.7911,1.6375,0.8493
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Don't know,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Cell,1,0.9879,0.5598,0.3449,0.5715
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Do not believe,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Butler,Less than 50 percent,Cell,0.2222,0.3791,0.4257,0.6907,0.303
Und,65 and older,Grade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Unfavorable,Don't know,agree,65 and older,High School Grad. or Less,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,Less than 50 percent,Cell,0.8889,0.2497,1.5537,5.0226,1.362
Rep,35 to 49,High school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Don't know,agree,30 to 44,High School Grad. or Less,Republican,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",35 to 49,White,Rest,Less than 50 percent,Cell,0.6667,0.3889,2.214,4.7816,1.6787
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,Believe,agree,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Butler,85 percent or higher,Cell,1,0.8583,0.3767,0.2033,0.3899
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest,50 to 85 percent,Cell,1,0.8057,0.6268,0.3584,0.6545
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Butler,85 percent or higher,Cell,1,0.9768,0.5904,0.3376,0.6028
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Check,support,Reps. keep House,Favorable,Favorable,Don't know,agree,30 to 44,4-year College Grad.,Republican,Male,Very likely,or as a member of another political party,"White, 4-Year College Grads",35 to 49,White,Rest,85 percent or higher,Cell,1,0.9785,1.0822,0.6827,1.0983
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Don't know,agree,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",18 to 34,White,Butler,85 percent or higher,Cell,0.8889,0.8658,0.8907,0.5681,0.8891
Dem,50 to 64,Bachelors' degree,White,Female,White,support,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Cell,1,0.9861,0.7613,0.3407,0.7772
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,Butler,50 to 85 percent,Cell,0.8889,0.61240000000000006,0.8324,0.8359,0.8386
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest,50 to 85 percent,Cell,1,0.7986,0.3285,0.2074,0.3435
Rep,18 to 34,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Don't know,Do not believe,agree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 34,White,Rest,85 percent or higher,Cell,1,0.9811,1.1301,0.951,1.1537
Dem,35 to 49,Some college or trade school,White,Male,White,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Unfavorable,Believe,Don't know,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,White,Rest,50 to 85 percent,Cell,0.8889,0.8028,0.7736,0.5694,0.7969
Dem,65 and older,High school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,agree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Cell,1,0.8795,1.3478,0.7648,1.3902
Dem,65 and older,Some college or trade school,Unknown,Male,White,oppose,Approve,Support,support,Dems. take House,Don't know,Don't know,Believe,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Unknown,Rest,85 percent or higher,Landline,1,0.895,0.4816,0.316,0.4957
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Landline,1,0.9388,0.5352,0.267,0.5479
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Don't know,Do not believe,disagree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,Less than 50 percent,Cell,0.8889,0.4525,0.8528,1.003,0.8803
Rep,65 and older,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Check,oppose,Reps. keep House,Don't know,Favorable,Do not believe,disagree,65 and older,4-year College Grad.,Republican,Male,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,White,Butler,85 percent or higher,Cell,1,0.9714,0.5853,0.2956,0.5934
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,disagree,45 to 64,Some College Educ.,Democratic,Female,Not very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Butler,Less than 50 percent,Cell,0.3333,0.4291,0.4986,0.653,0.2444
Dem,50 to 64,High school,Unknown,Male,White,oppose,Don't know,Check,Don't know,Dems. take House,Don't know,Don't know,Don't know,disagree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,Unknown,Butler,Less than 50 percent,Cell,1,0.0864,1.0325,3.0704,1.7501
Rep,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Favorable,Believe,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Rest,85 percent or higher,Cell,1,0.8949,1.0979,0.8643,1.1098
Dem,50 to 64,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Dems. take House,Don't know,Unfavorable,Don't know,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,50 to 64,White,Rest,85 percent or higher,Cell,1,0.9594,0.5643,0.2655,0.5767
Rep,50 to 64,High school,White,Female,White,support,Approve,Don't know,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Don't know,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Landline,1,0.9808,1.871,1.2472,1.91
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Don't know,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Rest,85 percent or higher,Cell,0.7778,0.8929,0.6606,0.4402,0.6673
Dem,35 to 49,Some college or trade school,White,Female,White,oppose,Don't know,Support,oppose,Don't know,Don't know,Don't know,Don't know,agree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,White,Rest,Less than 50 percent,Cell,1,0.4952,0.7871,1.2624,0.8943
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Butler,85 percent or higher,Cell,1,0.9036,0.4115,0.2372,0.4231
Rep,35 to 49,Some college or trade school,White,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Do not believe,agree,30 to 44,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,White,Butler,85 percent or higher,Cell,1,0.9852,0.7393,0.6135,0.7512
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Believe,agree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",35 to 49,White,Butler,85 percent or higher,Cell,1,0.9527,0.7346,0.4033,0.7435
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Believe,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Butler,50 to 85 percent,Cell,0.7778,0.5955,0.49370000000000003,0.3776,0.4184
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Favorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Rest,Less than 50 percent,Cell,0.8889,0.3561,0.7404,1.0059,0.8617
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Butler,85 percent or higher,Cell,1,0.9931,0.501,0.2024,0.5116
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Favorable,Don't know,disagree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Rest,85 percent or higher,Cell,1,0.8604,0.7718,0.664,0.7985
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Butler,85 percent or higher,Cell,1,0.8588,0.5091,0.2876,0.5268
Dem,50 to 64,High school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest,50 to 85 percent,Cell,1,0.8366,1.7885,1.1638,1.8117
Dem,35 to 49,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Approve,Support,oppose,Reps. keep House,Favorable,Unfavorable,Don't know,agree,30 to 44,Some College Educ.,Republican,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,35 to 49,White,Rest,50 to 85 percent,Cell,1,0.5917,0.9169,1.3024,1.0078
Rep,65 and older,Some college or trade school,Unknown,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Do not believe,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,Unknown,Rest,50 to 85 percent,Cell,1,0.6392,0.5456,0.5872,0.5643
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Butler,50 to 85 percent,Cell,1,0.6209,0.5772,0.3569,0.629
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Male,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,65 and older,White,Rest,85 percent or higher,Cell,1,0.9901,0.8399,0.5313,0.8576
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,Butler,85 percent or higher,Cell,1,0.8682,0.5948,0.4109,0.6017
Und,50 to 64,Bachelors' degree,White,Female,White,Don't know,Disapp.,Check,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Female,Not at all likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Rest,Less than 50 percent,Cell,0,0.0957,0.5568,2.0522,0.1166
Rep,35 to 49,Some college or trade school,Unknown,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,disagree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,Unknown,Rest,50 to 85 percent,Cell,0.8889,0.8453,0.7775,0.6559,0.7757
Rep,65 and older,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Don't know,Do not believe,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Butler,85 percent or higher,Cell,1,0.9032,0.4174,0.2732,0.4292
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Cell,1,0.9919,0.6557,0.3658,0.6696
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Don't know,Do not believe,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest,50 to 85 percent,Cell,1,0.7805,0.7429,0.6211,0.7795
Dem,65 and older,High school,White,Female,White,Don't know,Disapp.,Check,oppose,Dems. take House,Don't know,Don't know,Don't know,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,1,0.8215,1.3258,0.8805,1.3806
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Cell,1,0.9289,0.5276,0.2342,0.5407
Rep,65 and older,High school,Unknown,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Don't know,agree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,Unknown,Rest,85 percent or higher,Cell,1,0.8872,1.3546,0.9199,1.3958
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Butler,85 percent or higher,Cell,1,0.9109,0.6955,0.386,0.7143
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Don't know,Check,support,Dems. take House,Favorable,Don't know,Don't know,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Butler,50 to 85 percent,Cell,1,0.7107,0.49,0.2938,0.5218
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Disapp.,Check,support,Dems. take House,Don't know,Favorable,Don't know,agree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Butler,50 to 85 percent,Cell,1,0.7435,0.6648,0.3765,0.6784
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,Butler,50 to 85 percent,Cell,1,0.8144,0.4928,0.2602,0.4999
Rep,50 to 64,Some college or trade school,White,Male,White,Don't know,Don't know,Support,support,Reps. keep House,Don't know,Favorable,Don't know,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Butler,50 to 85 percent,Landline,1,0.8352,0.5726,0.364,0.5948
Und,50 to 64,Graduate or Professional Degree,Unknown,Female,White,support,Approve,Don't know,oppose,Reps. keep House,Don't know,Favorable,Do not believe,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Unknown,Butler,85 percent or higher,Cell,1,0.9917,0.4206,0.2233,0.4295
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Support,support,Dems. take House,Unfavorable,Favorable,Don't know,agree,45 to 64,Postgraduate Degree,Democratic,Female,Somewhat likely,Democrat,"White, 4-Year College Grads",50 to 64,White,Butler,50 to 85 percent,Cell,0.3333,0.6005,0.4058,0.2754,0.2721
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Rest,50 to 85 percent,Cell,0.7778,0.5422,0.9112,0.8946,0.9571
Rep,50 to 64,High school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,disagree,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Cell,1,0.9839,1.8443,1.0701,1.8737
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Butler,85 percent or higher,Cell,1,0.9508,0.5165,0.3015,0.5281
Rep,50 to 64,High school,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,disagree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Cell,1,0.8747,1.871,1.3961,1.9314
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Rest,50 to 85 percent,Cell,1,0.5418,0.4431,0.3913,0.495
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Cell,1,0.974,0.7661,0.54,0.7822
Rep,35 to 49,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,35 to 49,White,Rest,50 to 85 percent,Cell,1,0.8421,0.9039,0.7934,0.9378
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Don't know,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Butler,85 percent or higher,Cell,1,0.8746,0.599,0.4333,0.6183
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Butler,50 to 85 percent,Cell,1,0.8482,0.6744,0.384,0.6991
Und,50 to 64,Some college or trade school,Asian,Male,Asian,support,Don't know,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,50 to 64,Non-White,Butler,Less than 50 percent,Cell,1,0.2531,0.7013,2.4339,0.825
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Cell,1,0.9938,0.457,0.2383,0.4667
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Cell,1,0.9799,0.8768,0.4292,0.8951
Dem,65 and older,Some college or trade school,Unknown,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Unknown,Rest,85 percent or higher,Cell,1,0.9797,0.4747,0.252,0.4846
Dem,65 and older,High school,White,Male,White,oppose,Disapp.,Don't know,oppose,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,High School Grad. or Less,Democratic,Male,Very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Cell,0.5556,0.6975,1.307,0.89,1.1918
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Butler,85 percent or higher,Cell,1,0.893,0.5041,0.3451,0.5096
Dem,50 to 64,High school,Unknown,Male,White,oppose,Disapp.,Check,oppose,Dems. take House,Unfavorable,Unfavorable,Don't know,agree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,Unknown,Rest,Less than 50 percent,Cell,1,0.3835,1.3206,1.6906,1.5795
Rep,65 and older,High school,White,Female,White,Don't know,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Don't know,disagree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Cell,1,0.7665,1.5491,1.3813,1.5774
Rep,65 and older,Bachelors' degree,Unknown,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Don't know,disagree,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,Unknown,Butler,85 percent or higher,Cell,1,0.9326,0.5035,0.2569,0.5091
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,White,Erie,85 percent or higher,Cell,1,0.8794,1.6971,1.4656,1.7162
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Erie,50 to 85 percent,Cell,1,0.8358,1.1664,0.772,1.2115
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Erie,50 to 85 percent,Cell,1,0.7599,1.2298,0.8604,1.2957
Rep,35 to 49,Some college or trade school,Unknown,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Don't know,agree,30 to 44,Some College Educ.,Other,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",35 to 49,Unknown,Erie,50 to 85 percent,Cell,0.4444,0.6949,0.9243,0.9782,0.6978
Rep,65 and older,Bachelors' degree,White,Male,White,support,Don't know,Support,Don't know,Reps. keep House,Favorable,Favorable,Don't know,Don't know,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Erie,85 percent or higher,Landline,1,0.865,1.3632,0.8046,1.4092
