response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Cell,1,0.965,0.9463,0.5806,0.956,2018-10-18 01:14:35
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Don't know,Don't know,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",18 to 39,White,Rest,Less than 50 percent,Landline,0.8889,0.4994,1.0942,1.1987,1.1891,2018-10-18 01:15:56
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,White,Rest,85 percent or higher,Landline,1,0.965,0.9164,0.472,0.9259,2018-10-18 01:17:08
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,Some College Educ.,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,White,Rest of Clark,Less than 50 percent,Cell,0.2222,0.2903,0.9207,2.0271,0.285,2018-10-18 01:24:31
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",40 to 64,White,Rest of Clark,50 to 85 percent,Cell,1,0.7884,0.888,0.6381,0.9397,2018-10-18 01:26:19
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Vancouver,85 percent or higher,Cell,1,0.965,0.7508,0.4956,0.7585,2018-10-18 01:29:19
Und,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 39,White,Rest,50 to 85 percent,Cell,1,0.5678,1.135,0.9175,1.1757,2018-10-18 01:30:31
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,Rest,50 to 85 percent,Landline,0.7778,0.6473,0.9793,0.8404,0.9987,2018-10-18 01:31:25
Rep,35 to 49,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,White,Rest of Clark,85 percent or higher,Landline,1,0.965,1.1787,0.7898,1.181,2018-10-18 01:32:38
Und,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Don't know,Unfavorable,Unfavorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",40 to 64,White,Rest of Clark,85 percent or higher,Cell,1,0.9086,0.966,0.5918,0.9816,2018-10-18 01:33:31
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,Vancouver,Less than 50 percent,Cell,1,0.4009,1.0011,1.9671,1.1734,2018-10-18 01:34:25
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 39,White,Rest,50 to 85 percent,Cell,1,0.6217,1.3687,1.3617,1.4748000000000001,2018-10-18 01:34:26
Dem,50 to 64,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",40 to 64,Unknown,Rest,85 percent or higher,Landline,1,0.9142,1.4074,0.9989,1.407,2018-10-18 01:38:29
Rep,35 to 49,High school,White,Male,Asian,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,High School Grad. or Less,Other,Male,Very likely,Independent (No party),Nonwhite,18 to 39,White,Vancouver,Less than 50 percent,Cell,1,0.3955,1.555,3.9328,1.6873,2018-10-18 01:41:20
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,White,Rest,85 percent or higher,Landline,1,0.965,0.7869,0.3296,0.795,2018-10-18 01:42:14
Rep,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,Vancouver,Less than 50 percent,Cell,1,0.4851,1.0991,1.8265,1.24,2018-10-18 01:44:11
Und,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,65 and older,Non-White,Rest of Clark,85 percent or higher,Landline,1,0.965,1.0463,0.6436,1.0483,2018-10-18 01:52:30
Rep,65 and older,Some college or trade school,White,Female,White,Disapp.,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9488,0.746,0.3735,0.7546,2018-10-18 01:56:42
Dem,65 and older,Bachelors' degree,White,Female,White,Don't know,Dems. take House,Favorable,Favorable,65 and older,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.965,0.8691,0.5042,0.8708,2018-10-18 02:02:42
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.965,0.6538,0.2813,0.6606,2018-10-18 02:02:51
Und,65 and older,High school,White,Female,White,Disapp.,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest of Clark,Less than 50 percent,Landline,1,0.3011,1.0655,2.9676,1.3275,2018-10-18 02:02:51
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,Vancouver,85 percent or higher,Cell,1,0.965,1.0103,0.6659,1.0207,2018-10-18 02:03:00
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 39,White,Rest of Clark,Less than 50 percent,Cell,1,0.1455,1.0676,4.8454,1.5759,2018-10-18 02:04:42
Rep,65 and older,Bachelors' degree,White,Male,White,Don't know,Reps. keep House,Favorable,Favorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest of Clark,85 percent or higher,Cell,1,0.965,0.8194,0.5205,0.8278,2018-10-18 02:08:36
Und,[DO NOT READ] Refused,Some college or trade school,White,Male,White,Disapp.,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,White,Vancouver,50 to 85 percent,Cell,1,0.5019,0.9287,1.1931,1.041,2018-10-18 02:10:33
Rep,35 to 49,Some college or trade school,Other,Male,White,Don't know,Reps. keep House,Don't know,Favorable,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,Non-White,Rest of Clark,Less than 50 percent,Cell,1,0.2869,1.2223,2.8442,1.5392,2018-10-18 02:14:36
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest of Clark,85 percent or higher,Cell,1,0.965,0.8027,0.4751,0.8109,2018-10-18 02:15:30
Und,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Not at all likely,Republican,"White, No 4-Year College Degree",40 to 64,White,Vancouver,Less than 50 percent,Cell,0,0.3768,0.9629,1.8695,0.2578,2018-10-18 02:15:48
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",18 to 39,White,Rest,Less than 50 percent,Cell,1,0.4564,1.0719,1.1955,1.2239,2018-10-18 02:16:24
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,White,Rest of Clark,85 percent or higher,Cell,1,0.965,0.7418,0.3402,0.7495,2018-10-18 02:17:46
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9496,0.746,0.3732,0.7545,2018-10-18 02:17:46
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest of Clark,85 percent or higher,Landline,1,0.965,0.7032,0.3792,0.7105,2018-10-18 02:17:55
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest of Clark,85 percent or higher,Cell,1,0.9504,0.7721,0.4315,0.7726,2018-10-18 02:18:40
Rep,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,40 to 64,Non-White,Rest,50 to 85 percent,Cell,1,0.7322,1.4267,0.8965,1.4954,2018-10-18 02:19:16
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",40 to 64,White,Rest of Clark,Less than 50 percent,Cell,0.4444,0.3586,0.9207,1.6424,0.7506,2018-10-18 02:20:19
Rep,18 to 34,Graduate or Professional Degree,White,Male,Black,Approve,Reps. keep House,Unfavorable,Unfavorable,18 to 29,Postgraduate Degree,Other,Male,[DO NOT READ] Don't know/Refused,Republican,Nonwhite,18 to 39,White,Rest of Clark,Less than 50 percent,Cell,1,0.1902,0.9167,2.6543,0.7913,2018-10-18 02:20:28
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,White,Rest,50 to 85 percent,Landline,0.8889,0.5116,1.0296,0.915,1.1147,2018-10-18 02:21:40
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest of Clark,85 percent or higher,Cell,1,0.965,0.6767,0.3252,0.6837,2018-10-18 02:26:37
Und,35 to 49,Some college or trade school,White,Female,White,Approve,Don't know,Don't know,Favorable,30 to 44,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 39,White,Rest of Clark,Less than 50 percent,Cell,0.7778,0.3541,1.1721,2.3093,1.1613,2018-10-18 02:29:10
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",40 to 64,White,Rest of Clark,85 percent or higher,Cell,1,0.965,0.9485,0.5465,0.9503,2018-10-18 02:29:37
Und,65 and older,Some college or trade school,White,Female,White,Don't know,Don't know,Don't know,Don't know,65 and older,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest of Clark,Less than 50 percent,Landline,1,0.2986,0.765,1.6765,0.8663,2018-10-18 02:31:16
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,30 to 44,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",18 to 39,White,Vancouver,50 to 85 percent,Cell,1,0.7514,1.298,1.244,1.309,2018-10-18 02:39:10
Und,35 to 49,Bachelors' degree,White,Female,White,Don't know,Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,Rest,50 to 85 percent,Cell,1,0.7134,1.1173,0.7433,1.176,2018-10-18 02:39:46
Rep,50 to 64,Graduate or Professional Degree,White,Male,Hispanic,Don't know,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,Nonwhite,40 to 64,White,Rest of Clark,50 to 85 percent,Cell,1,0.6701,0.7924,0.4537,0.8068,2018-10-18 02:40:49
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,White,Rest,85 percent or higher,Landline,1,0.965,0.8978,0.4309,0.907,2018-10-18 02:41:25
Und,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",18 to 39,White,Rest,50 to 85 percent,Cell,1,0.7464,1.4518,1.0802,1.4649,2018-10-18 02:43:31
Und,50 to 64,High school,White,Female,Asian,Disapp.,Don't know,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Female,Not at all likely,Independent (No party),Nonwhite,40 to 64,White,Vancouver,Less than 50 percent,Cell,0,0.4821,1.3411,2.6096,0.4041,2018-10-18 02:44:16
Dem,65 and older,Some college or trade school,White,Male,Black,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Other,Male,Almost certain,Democrat,Nonwhite,65 and older,White,Rest of Clark,50 to 85 percent,Cell,1,0.7797,0.7379,0.5495,0.7658,2018-10-18 02:46:22
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,White,Vancouver,50 to 85 percent,Cell,1,0.6969,0.9287,0.8613,0.9423,2018-10-18 02:49:15
Rep,35 to 49,Bachelors' degree,White,Female,White,Don't know,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,White,Rest of Clark,50 to 85 percent,Cell,0.7778,0.6421,1.1804,1.0482,1.2046,2018-10-18 02:52:51
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Unfavorable,Don't know,18 to 29,4-year College Grad.,Other,Female,Already voted,Democrat,"White, 4-Year College Grads",18 to 39,White,Rest of Clark,Less than 50 percent,Cell,1,0.4883,1.3378,2.1064,1.5802,2018-10-18 02:55:24
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Other,Female,Somewhat likely,Democrat,"White, 4-Year College Grads",40 to 64,White,Rest of Clark,Less than 50 percent,Cell,0.5556,0.3544,0.7906,1.1548,0.543,2018-10-18 02:55:51
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Other,Female,Somewhat likely,Republican,"White, 4-Year College Grads",40 to 64,White,Vancouver,50 to 85 percent,Cell,0.6667,0.7111,0.8755,0.6594,0.7261,2018-10-18 03:00:39
Rep,18 to 34,Graduate or Professional Degree,Other,Male,White,Don't know,Reps. keep House,Unfavorable,Favorable,18 to 29,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 39,Non-White,Vancouver,85 percent or higher,Cell,1,0.9161,1.4101,0.8367,1.4097,2018-10-18 03:11:36
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,White,Rest,85 percent or higher,Cell,1,0.965,0.8347,0.421,0.8433,2018-10-18 03:29:44
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Cell,1,0.6523,0.7129,0.566,0.7618,2018-10-18 03:35:50
Und,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,18 to 39,Non-White,Rest of Clark,Less than 50 percent,Cell,1,0.3792,1.556,2.991,1.8449,2018-10-18 03:39:53
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Vancouver,85 percent or higher,Landline,1,0.9644,0.8242,0.5561,0.8327,2018-10-18 03:56:09
Und,65 and older,Some college or trade school,White,Male,White,Approve,Don't know,Don't know,Favorable,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest of Clark,85 percent or higher,Landline,0.5556,0.9646,0.7179,0.4155,0.7008,2018-10-18 04:15:31
Rep,18 to 34,Graduate or Professional Degree,White,Female,White,Approve,Don't know,Don't know,Don't know,30 to 44,Postgraduate Degree,Other,Female,Somewhat likely,Republican,"White, 4-Year College Grads",18 to 39,White,Rest of Clark,Less than 50 percent,Landline,0.6667,0.123,1.0064,3.777,0.7441,2018-10-18 04:24:30
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 39,White,Rest of Clark,50 to 85 percent,Cell,0.8889,0.7886,1.3408,0.9634,1.3687,2018-10-18 23:38:37
Dem,18 to 34,Some college or trade school,White,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Republican,Male,Almost certain,Independent (No party),Nonwhite,18 to 39,White,Rest,Less than 50 percent,Landline,1,0.4814,1.0719,1.1338,1.2111,2018-10-18 23:49:51
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,White,Rest of Clark,50 to 85 percent,Cell,1,0.5577,0.888,0.8991,0.9758,2018-10-18 23:51:21
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,White,Rest of Clark,50 to 85 percent,Landline,1,0.7921,1.0131,0.6187,1.049,2018-10-18 23:54:39
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,Rest of Clark,85 percent or higher,Landline,1,0.965,0.8812,0.5327,0.8829,2018-10-18 23:56:18
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Favorable,18 to 29,4-year College Grad.,Republican,Male,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,18 to 39,White,Rest,85 percent or higher,Landline,1,0.8672,1.1881,0.7412,1.2144,2018-10-18 23:58:15
Rep,65 and older,Some college or trade school,Unknown,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,[DO NOT READ] Don't know/Refused,65 and older,Unknown,Rest,85 percent or higher,Landline,1,0.965,1.2152,0.6996,1.2175,2018-10-18 23:58:24
Und,50 to 64,Bachelors' degree,White,Female,Asian,Disapp.,Don't know,Favorable,Don't know,45 to 64,4-year College Grad.,Republican,Female,Somewhat likely,Independent (No party),Nonwhite,40 to 64,White,Rest of Clark,85 percent or higher,Cell,1,0.965,1.0605,0.6255,1.0421,2018-10-18 23:59:54
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,White,Rest of Clark,85 percent or higher,Landline,1,0.965,0.966,0.5576,0.9759,2018-10-19 00:06:25
Dem,35 to 49,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 39,White,Vancouver,50 to 85 percent,Cell,1,0.8307,1.6465,1.7882,1.6929,2018-10-19 00:06:52
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",18 to 39,White,Rest of Clark,Less than 50 percent,Cell,0.5556,0.2694,1.1721,3.0326,0.7861,2018-10-19 00:07:01
Dem,35 to 49,Graduate or Professional Degree,White,Male,Hispanic,Disapp.,Don't know,Favorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,White,Rest,85 percent or higher,Landline,1,0.9595,0.7168,0.2959,0.7244,2018-10-19 00:14:22
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest of Clark,85 percent or higher,Landline,1,0.965,0.7179,0.4153,0.7252,2018-10-19 00:18:33
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest of Clark,50 to 85 percent,Cell,1,0.8277,0.9608,0.6329,0.9884,2018-10-19 00:18:51
Dem,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,White,Rest,Less than 50 percent,Landline,1,0.4883,1.239,1.8579,1.3068,2018-10-19 00:20:30
Und,18 to 34,Some college or trade school,White,Male,White,Disapp.,Don't know,Unfavorable,Favorable,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",18 to 39,White,Rest of Clark,Less than 50 percent,Cell,0.6667,0.097,1.0676,4.8454,0.8001,2018-10-19 00:26:30
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.965,1.0389,0.6513,1.0496,2018-10-19 00:29:30
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Don't know,Reps. keep House,Don't know,Favorable,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,White,Rest of Clark,Less than 50 percent,Landline,1,0.356,1.0064,1.5954,1.2092,2018-10-19 00:36:51
Und,35 to 49,Some college or trade school,White,Female,White,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Not at all likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",40 to 64,White,Rest,Less than 50 percent,Cell,0,0.2904,0.8896,1.7475,0.2175,2018-10-19 00:41:21
Und,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Other,Male,Very likely,Democrat,"White, 4-Year College Grads",40 to 64,White,Rest of Clark,Less than 50 percent,Cell,0.7778,0.2541,0.9572,2.5914,0.978,2018-10-19 00:48:31
Rep,50 to 64,Some college or trade school,White,Female,White,Disapp.,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,White,Rest of Clark,Less than 50 percent,Cell,1,0.1616,0.9207,3.6362,1.3251,2018-10-19 00:50:46
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Rest of Clark,50 to 85 percent,Cell,1,0.6986,0.6956,0.4788,0.7347,2018-10-19 00:56:28
Dem,65 and older,High school,White,Female,White,Don't know,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Cell,1,0.9248,1.0605,0.7445,1.0258,2018-10-19 00:57:31
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,White,Rest,85 percent or higher,Cell,1,0.965,0.8978,0.4309,0.907,2018-10-19 00:58:34
Dem,65 and older,Some college or trade school,White,Male,White,Don't know,Don't know,Favorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Vancouver,85 percent or higher,Landline,1,0.9609,0.7355,0.4543,0.7432,2018-10-19 01:04:42
Rep,18 to 34,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,18 to 29,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",18 to 39,White,Rest,Less than 50 percent,Landline,0.7778,0.4194,1.4928,2.3196,1.4611,2018-10-19 01:08:00
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Vancouver,85 percent or higher,Cell,1,0.965,0.6315,0.316,0.638,2018-10-19 01:13:33
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,White,Rest of Clark,85 percent or higher,Landline,1,0.9411,0.9296,0.6582,0.9411,2018-10-19 01:18:48
