response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,High school,White,Female,White,Oppose,agree,Approve,support,Support,agree,Reps. keep House,Don't know,Don't know,disagree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Lancaster/Palmdale,85 percent or higher,Landline,1,0.9537,1.7229,1.2241,1.7082,2018-09-17 13:59:46
Rep,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Oppose,disagree,Approve,support,Oppose,disagree,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,Nonwhite,65 and older,Hispanic,Santa Clarita,85 percent or higher,Cell,1,0.8668,0.9021,0.4398,0.894,2018-09-17 13:59:55
Rep,50 to 64,Some college or trade school,White,Female,White,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Santa Clarita,85 percent or higher,Landline,1,0.9791,1.6823,0.9779,1.6727,2018-09-17 14:00:13
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Hispanic,Santa Clarita,Less than 50 percent,Cell,1,0.4235,1.532,1.7548,1.7588,2018-09-17 14:00:31
Rep,50 to 64,Some college or trade school,Hispanic,Female,White,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,Hispanic,Lancaster/Palmdale,50 to 85 percent,Landline,1,0.6847,0.7853,0.5436,0.8243,2018-09-17 14:00:49
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,35 to 49,Hispanic,Lancaster/Palmdale,85 percent or higher,Cell,1,0.8763,0.3179,0.1087,0.3214,2018-09-17 14:01:25
Dem,18 to 34,Graduate or Professional Degree,Hispanic,Female,Hispanic,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 34,Hispanic,Ventura/Simi Valley,50 to 85 percent,Cell,1,0.8074,0.3572,0.1624,0.3653,2018-09-17 14:01:43
Dem,50 to 64,Bachelors' degree,Hispanic,Male,Asian,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Hispanic,Santa Clarita,85 percent or higher,Cell,1,0.9767,0.7078,0.29,0.7079,2018-09-17 14:01:52
Rep,65 and older,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,Don't know,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Rest of LA County,85 percent or higher,Landline,1,0.9524,1.0108,0.4731,1.0124,2018-09-17 14:02:10
Dem,18 to 34,Some college or trade school,Other,Male,Black,Support,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,18 to 34,Other Non-White,Lancaster/Palmdale,Less than 50 percent,Cell,0.6667,0.3613,0.5693,0.9808,0.5255,2018-09-17 14:02:16
Rep,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,65 and older,Hispanic,Santa Clarita,50 to 85 percent,Landline,1,0.6361,0.9914,0.6421,1.0539,2018-09-17 14:02:16
Rep,65 and older,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,oppose,Oppose,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Santa Clarita,85 percent or higher,Cell,1,0.9758,1.1753,0.7013,1.1755,2018-09-17 14:02:25
Und,35 to 49,Some college or trade school,Hispanic,Female,[DO NOT READ] Don't know/Refused,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,35 to 49,Hispanic,Santa Clarita,85 percent or higher,Cell,1,0.8859,0.9879,0.5893,0.9974,2018-09-17 14:03:28
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,35 to 49,Hispanic,Santa Clarita,Less than 50 percent,Cell,1,0.1343,1.0808,3.7083,1.6112,2018-09-17 14:03:37
Und,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Don't know,disagree,Disapp.,oppose,Oppose,disagree,Don't know,Don't know,Don't know,disagree,18 to 29,Some College Educ.,Republican,Female,Somewhat likely,Independent (No party),Nonwhite,18 to 34,Hispanic,Lancaster/Palmdale,Less than 50 percent,Cell,0.7778,0.1456,0.6714,2.9775,0.5401,2018-09-17 14:04:04
Rep,50 to 64,Some college or trade school,Hispanic,Male,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,Don't know,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,Hispanic,Rest of LA County,50 to 85 percent,Landline,1,0.7097,1.0744,0.5804,1.0781,2018-09-17 14:04:49
Dem,50 to 64,Bachelors' degree,Black,Male,Black,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,50 to 64,Other Non-White,Lancaster/Palmdale,85 percent or higher,Cell,1,0.9179,0.4626,0.2298,0.4581,2018-09-17 14:05:07
Und,18 to 34,Some college or trade school,Hispanic,Female,Other,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,18 to 29,Some College Educ.,Democratic,Female,[DO NOT READ] Don't know/Refused,Independent (No party),Nonwhite,18 to 34,Hispanic,Lancaster/Palmdale,50 to 85 percent,Cell,1,0.6573,0.4199,0.3318,0.3665,2018-09-17 14:05:16
Rep,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9767,1.0086,0.4285,1.0088,2018-09-17 14:05:34
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,50 to 64,Hispanic,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9474,0.6078,0.2195,0.6091,2018-09-17 14:05:43
Rep,50 to 64,High school,White,Male,White,Don't know,agree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Don't know,disagree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest of LA County,50 to 85 percent,Landline,1,0.7421,2.8313,1.9956,2.9332,2018-09-17 14:06:01
Rep,50 to 64,Bachelors' degree,Asian,Female,Asian,Support,disagree,Disapp.,support,Support,disagree,Dems. take House,Favorable,Favorable,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,Nonwhite,50 to 64,Other Non-White,Ventura/Simi Valley,50 to 85 percent,Landline,1,0.6604,0.7306,0.5146,0.7716,2018-09-17 14:06:10
Rep,50 to 64,Bachelors' degree,Other,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Other Non-White,Santa Clarita,Less than 50 percent,Cell,1,0.4475,1.2932,1.7414,1.4683,2018-09-17 14:06:10
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,support,Don't know,disagree,Reps. keep House,Don't know,Favorable,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Rest of LA County,85 percent or higher,Cell,1,0.9355,0.7817,0.273,0.7842,2018-09-17 14:06:28
Dem,50 to 64,High school,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Democrat,Nonwhite,50 to 64,Hispanic,Santa Clarita,Less than 50 percent,Cell,1,0.3701,2.7281,4.4063,2.9605,2018-09-17 14:06:55
Rep,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Very likely,Independent (No party),Nonwhite,65 and older,Hispanic,Ventura/Simi Valley,50 to 85 percent,Cell,1,0.6621,0.8978,0.5069,0.9065,2018-09-17 14:07:04
Dem,18 to 34,Some college or trade school,Unknown,Female,White,Don't know,agree,Disapp.,support,Don't know,disagree,Dems. take House,Don't know,Don't know,disagree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",18 to 34,Unknown,Santa Clarita,Less than 50 percent,Cell,0.8889,0.3127,1.3728,4.1818,1.603,2018-09-17 14:07:31
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 34,Hispanic,Santa Clarita,50 to 85 percent,Cell,1,0.8332,0.6681,0.44,0.6631,2018-09-17 14:07:31
Dem,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Oppose,Don't know,Approve,oppose,Support,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Democratic,Male,Somewhat likely,[DO NOT READ] Refused,Nonwhite,35 to 49,Hispanic,Santa Clarita,50 to 85 percent,Cell,0.7778,0.6004,0.9415,0.6495,0.7826,2018-09-17 14:07:49
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Santa Clarita,85 percent or higher,Landline,1,0.9446,0.9089,0.4099,0.9111,2018-09-17 14:07:58
Rep,35 to 49,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,Rest of LA County,85 percent or higher,Cell,1,0.9002,1.3369,0.6881,1.347,2018-09-17 14:08:16
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Hispanic,Santa Clarita,85 percent or higher,Cell,1,0.9537,0.9271,0.3885,0.9286,2018-09-17 14:08:34
Dem,65 and older,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,support,Don't know,agree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Santa Clarita,85 percent or higher,Cell,1,0.9857,1.1053,0.6316,1.1054,2018-09-17 14:09:10
Rep,65 and older,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9791,0.7508,0.2784,0.7509,2018-09-17 14:09:28
Dem,65 and older,Some college or trade school,Hispanic,Female,White,Don't know,disagree,Disapp.,Don't know,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,Hispanic,Rest of LA County,85 percent or higher,Landline,1,0.9514,0.9702,0.4939,0.9618,2018-09-17 14:10:31
Rep,50 to 64,Bachelors' degree,Asian,Male,Asian,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Favorable,Favorable,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Other Non-White,Ventura/Simi Valley,85 percent or higher,Landline,1,0.977,0.5765,0.2274,0.5765,2018-09-17 14:10:49
Rep,65 and older,Grade school,Hispanic,Female,Hispanic,Support,agree,Approve,support,Support,disagree,Reps. keep House,Don't know,Favorable,Don't know,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,Nonwhite,65 and older,Hispanic,Lancaster/Palmdale,85 percent or higher,Cell,1,0.9097,1.1643,0.782,1.1716,2018-09-17 14:12:10
Rep,50 to 64,High school,Hispanic,Male,Hispanic,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,Nonwhite,50 to 64,Hispanic,Lancaster/Palmdale,85 percent or higher,Cell,1,0.967,1.1034,0.5475,1.104,2018-09-17 14:12:19
Rep,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,agree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9876,1.1631,0.6075,1.1632,2018-09-17 14:12:28
Rep,35 to 49,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,50 to 64,White,Lancaster/Palmdale,85 percent or higher,Landline,1,0.8712,0.917,0.4554,0.9277,2018-09-17 14:12:28
Dem,35 to 49,High school,Hispanic,Female,Hispanic,Support,disagree,Disapp.,oppose,Support,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,High School Grad. or Less,Other,Female,Somewhat likely,Republican,Nonwhite,35 to 49,Hispanic,Lancaster/Palmdale,Less than 50 percent,Cell,0.7778,0.2084,1.5804,4.9912,1.2529,2018-09-17 14:12:55
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9717,1.2089,0.5285,1.2093,2018-09-17 14:14:34
Rep,35 to 49,Bachelors' degree,White,Female,White,Oppose,agree,Approve,support,Don't know,disagree,Reps. keep House,Don't know,Don't know,disagree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Ventura/Simi Valley,50 to 85 percent,Landline,1,0.5605,1.1811,1.1275,1.2843,2018-09-17 14:14:43
Dem,65 and older,Bachelors' degree,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),Nonwhite,50 to 64,Hispanic,Ventura/Simi Valley,50 to 85 percent,Cell,1,0.8415,0.6093,0.2267,0.6045,2018-09-17 14:15:28
Dem,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,18 to 29,Some College Educ.,Democratic,Male,Very likely,Independent (No party),Nonwhite,18 to 34,Hispanic,Lancaster/Palmdale,50 to 85 percent,Cell,1,0.8075,0.3641,0.1895,0.362,2018-09-17 14:15:37
Dem,50 to 64,Some college or trade school,Hispanic,Male,Asian,Support,agree,Disapp.,support,Oppose,agree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Hispanic,Lancaster/Palmdale,Less than 50 percent,Cell,1,0.3071,0.8329,1.0937,1.0234,2018-09-17 14:16:45
Und,65 and older,Graduate or Professional Degree,White,Female,White,Support,disagree,Approve,Don't know,Support,disagree,Don't know,Don't know,Don't know,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Ventura/Simi Valley,50 to 85 percent,Landline,1,0.7419,0.8507,0.4182,0.8813,2018-09-17 14:17:48
Dem,50 to 64,High school,Black,Male,White,Don't know,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,Other Non-White,Lancaster/Palmdale,85 percent or higher,Landline,1,0.9451,1.0789,0.6367,1.0814,2018-09-17 14:17:57
Dem,65 and older,Some college or trade school,White,Male,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Lancaster/Palmdale,85 percent or higher,Landline,1,0.9535,0.7891,0.3552,0.7903,2018-09-17 14:22:09
Rep,18 to 34,Some college or trade school,White,Female,Hispanic,Support,agree,Don't know,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,18 to 29,Some College Educ.,Republican,Female,Very likely,Republican,Nonwhite,18 to 34,White,Rest of LA County,85 percent or higher,Landline,1,0.9136,0.9487,0.636,0.9394,2018-09-17 14:22:27
Dem,65 and older,Graduate or Professional Degree,White,Male,Black,Oppose,agree,Disapp.,oppose,Oppose,agree,Dems. take House,Don't know,Don't know,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,White,Lancaster/Palmdale,50 to 85 percent,Landline,1,0.8348,0.512,0.189,0.5211,2018-09-17 14:23:21
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,50 to 64,Hispanic,Santa Clarita,50 to 85 percent,Cell,1,0.7411,0.6937,0.3321,0.6937,2018-09-17 14:25:00
