response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,65 and older,High school,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Reps. keep House,Favorable,Favorable,disagree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),Nonwhite,65 and older,Non-White,West,50 to 85 percent,Cell,1,0.7443,1.9958,1.5311,2.0625,2018-09-15 18:01:36
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,Don't know,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Dona Ana,85 percent or higher,Landline,1,0.9914,0.4047,0.1603,0.4041,2018-09-15 18:04:18
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Approve,support,Don't know,disagree,Reps. keep House,Don't know,Don't know,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Dona Ana,85 percent or higher,Landline,1,0.8574,0.7383,0.3535,0.7471,2018-09-15 18:05:39
Rep,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Favorable,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,East,50 to 85 percent,Cell,1,0.8382,1.2124,0.5582,1.2306,2018-09-15 18:06:33
Rep,18 to 34,Bachelors' degree,White,Female,White,Oppose,disagree,Don't know,support,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,30 to 44,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 34,White,West,50 to 85 percent,Cell,1,0.5134,0.9811,1.0755,1.0166,2018-09-15 18:07:27
Rep,65 and older,Graduate or Professional Degree,White,Male,Hispanic,Oppose,agree,Disapp.,oppose,Oppose,agree,Reps. keep House,Unfavorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,65 and older,White,East,85 percent or higher,Cell,1,0.9915,0.4445,0.1798,0.4438,2018-09-15 18:07:54
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,Don't know,Reps. keep House,Don't know,Favorable,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,West,85 percent or higher,Cell,1,0.933,0.4158,0.1646,0.4164,2018-09-15 18:09:15
Und,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Approve,oppose,Oppose,disagree,Reps. keep House,Don't know,Don't know,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,West,Less than 50 percent,Landline,1,0.2862,0.5087,1.2514,0.6335,2018-09-15 18:09:42
Rep,35 to 49,High school,White,Male,White,Oppose,disagree,Approve,oppose,Oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,West,85 percent or higher,Landline,1,0.9746,2.5422,1.361,2.5376,2018-09-15 18:11:30
Rep,50 to 64,Some college or trade school,Hispanic,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,Non-White,Dona Ana,50 to 85 percent,Cell,1,0.617,1.651,1.0579,1.7608,2018-09-15 18:13:00
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Support,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,Don't know,65 and older,Postgraduate Degree,Republican,Male,Very likely,or as a member of another political party,"White, 4-Year College Grads",65 and older,White,Dona Ana,85 percent or higher,Cell,1,0.9285,0.4887,0.172,0.483,2018-09-15 18:13:36
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,50 to 64,Non-White,West,85 percent or higher,Cell,1,0.8949,1.013,0.525,1.0011,2018-09-15 18:13:54
Rep,50 to 64,Graduate or Professional Degree,White,Female,Hispanic,Oppose,agree,Approve,support,Support,disagree,Reps. keep House,Don't know,Don't know,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,50 to 64,White,West,50 to 85 percent,Cell,1,0.6389,0.4916,0.282,0.5211,2018-09-15 18:15:42
Rep,65 and older,High school,White,Female,White,Oppose,agree,Disapp.,support,Don't know,agree,Don't know,Don't know,Favorable,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,East,50 to 85 percent,Cell,1,0.7396,1.3623,0.9902,1.4092,2018-09-15 18:15:42
Dem,65 and older,High school,White,Male,White,Don't know,disagree,Disapp.,support,Don't know,agree,Dems. take House,Don't know,Favorable,Don't know,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,East,85 percent or higher,Landline,1,0.9657,1.7797,0.7062,1.7773,2018-09-15 18:20:18
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,50 to 64,Non-White,East,50 to 85 percent,Cell,1,0.7555,0.7927,0.3979,0.7899,2018-09-15 18:20:54
Rep,35 to 49,Bachelors' degree,Hispanic,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Favorable,Don't know,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,Non-White,West,50 to 85 percent,Cell,1,0.5659,1.6754,2.0215,1.815,2018-09-15 18:21:48
Rep,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Support,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,50 to 64,Non-White,West,85 percent or higher,Landline,1,0.9493,0.8468,0.5079,0.8467,2018-09-15 18:23:27
Rep,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Don't know,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,East,85 percent or higher,Cell,1,0.9051,0.908,0.4863,0.9125,2018-09-15 18:25:24
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,East,50 to 85 percent,Landline,1,0.7494,0.7884,0.345,0.8139,2018-09-15 18:26:00
Dem,65 and older,Some college or trade school,White,Female,White,Support,disagree,Disapp.,oppose,Oppose,agree,Don't know,Don't know,Don't know,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,West,Less than 50 percent,Cell,1,0.2795,0.5087,1.2813,0.6369,2018-09-15 18:29:27
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,agree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,West,85 percent or higher,Cell,1,0.9388,0.7943,0.359,0.795,2018-09-15 18:30:48
Rep,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Support,disagree,Don't know,oppose,Support,disagree,Don't know,Don't know,Don't know,disagree,65 and older,Some College Educ.,Democratic,Female,Somewhat likely,Democrat,Nonwhite,65 and older,Non-White,East,50 to 85 percent,Landline,0.7778,0.6549,0.9275,0.7756,0.7801,2018-09-15 18:30:48
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Don't know,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,West,50 to 85 percent,Cell,1,0.8498,0.6945,0.3617,0.7036,2018-09-15 18:30:57
Rep,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Support,disagree,Disapp.,oppose,Oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),Nonwhite,18 to 34,Non-White,Dona Ana,Less than 50 percent,Cell,1,0.2606,1.2278,3.3544,1.4052,2018-09-15 18:31:33
Rep,65 and older,Some college or trade school,White,Male,White,Support,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Don't know,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,West,50 to 85 percent,Cell,1,0.7723,0.6945,0.3975,0.7136,2018-09-15 18:36:32
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Non-White,West,85 percent or higher,Cell,1,0.9142,0.6768,0.2778,0.6793,2018-09-15 18:36:50
Dem,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Support,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,18 to 29,Some College Educ.,Democratic,Male,Very likely,Independent (No party),Nonwhite,18 to 34,Non-White,Dona Ana,Less than 50 percent,Cell,0.7778,0.0759,1.1823,4.6245,1.4042,2018-09-15 18:38:47
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Unknown,Dona Ana,50 to 85 percent,Cell,1,0.7745,0.9796,0.3941,1.006,2018-09-15 18:38:56
Rep,50 to 64,High school,Hispanic,Male,Hispanic,Oppose,agree,Approve,oppose,Oppose,agree,Reps. keep House,Favorable,Unfavorable,agree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Republican,Nonwhite,50 to 64,Non-White,Dona Ana,Less than 50 percent,Cell,1,0.1155,2.6034,8.7129,4.018,2018-09-15 18:40:44
Dem,65 and older,Some college or trade school,White,Male,Black,Oppose,agree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,White,Dona Ana,50 to 85 percent,Cell,0.1111,0.5212,0.9766,0.5953,0.7566,2018-09-15 18:44:02
Dem,18 to 34,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,18 to 29,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,Dona Ana,Less than 50 percent,Cell,1,0.2605,1.2315,2.6307,1.5665,2018-09-15 18:47:04
Rep,18 to 34,Some college or trade school,White,Male,Hispanic,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,18 to 29,Some College Educ.,Other,Male,Almost certain,Republican,Nonwhite,18 to 34,White,West,Less than 50 percent,Cell,1,0.2293,0.8285,2.4765,1.0851,2018-09-15 18:47:58
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Dona Ana,85 percent or higher,Cell,1,0.9115,1.1169,0.3752,1.1215,2018-09-15 18:51:34
Dem,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,35 to 49,Non-White,Dona Ana,50 to 85 percent,Cell,1,0.5098,2.2496,1.9811,2.3328,2018-09-15 18:52:10
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Non-White,West,85 percent or higher,Landline,1,0.9765,0.8097,0.254,0.8081,2018-09-15 18:53:13
Rep,50 to 64,Some college or trade school,White,Female,Other,Oppose,disagree,Disapp.,oppose,Support,disagree,Don't know,Unfavorable,Don't know,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,or as a member of another political party,Nonwhite,50 to 64,White,West,Less than 50 percent,Landline,1,0.4348,0.6383,0.7688,0.7274,2018-09-15 18:53:31
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,East,Less than 50 percent,Landline,1,0.4206,0.5286,0.8153,0.6064,2018-09-15 18:55:01
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,East,85 percent or higher,Landline,1,0.9876,0.6716,0.3432,0.6703,2018-09-15 18:55:37
Und,65 and older,Grade school,White,Female,White,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Don't know,agree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,West,50 to 85 percent,Cell,1,0.8129,1.2742,0.775,1.2637,2018-09-15 18:58:46
Dem,35 to 49,High school,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,support,Support,agree,Dems. take House,Don't know,Don't know,agree,45 to 64,High School Grad. or Less,Democratic,Female,Somewhat likely,Democrat,Nonwhite,35 to 49,Non-White,West,50 to 85 percent,Cell,0.7778,0.6792,3.5111,2.9466,2.9727,2018-09-15 18:59:31
Rep,50 to 64,Bachelors' degree,White,Female,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Dona Ana,50 to 85 percent,Landline,1,0.8495,1.1038,0.4899,1.1184,2018-09-15 19:04:38
Dem,18 to 34,High school,White,Male,Other,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Unfavorable,agree,18 to 29,High School Grad. or Less,Republican,Male,Not very likely,Independent (No party),Nonwhite,18 to 34,White,West,50 to 85 percent,Cell,0.3333,0.8194,2.0754,1.2186,1.4216,2018-09-15 19:05:32
Rep,65 and older,High school,White,Female,White,Support,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Don't know,disagree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Dona Ana,85 percent or higher,Landline,1,0.9739,1.3545,0.6385,1.3521,2018-09-15 19:07:11
Dem,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,18 to 34,Non-White,Dona Ana,50 to 85 percent,Cell,1,0.6403,2.1003,1.3031,2.2256,2018-09-15 19:09:17
Dem,35 to 49,Bachelors' degree,White,Female,Hispanic,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,35 to 49,White,East,50 to 85 percent,Cell,0.8889,0.5745,1.6996,1.5299,1.6812,2018-09-15 19:11:41
Dem,65 and older,Some college or trade school,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Don't know,Favorable,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,West,50 to 85 percent,Landline,0.6667,0.8121,0.6881,0.3662,0.5892,2018-09-15 19:14:32
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,Don't know,Reps. keep House,Favorable,Favorable,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,East,85 percent or higher,Cell,1,0.8756,0.8671,0.4376,0.8749,2018-09-15 19:15:08
Rep,65 and older,Bachelors' degree,Unknown,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Unknown,Dona Ana,85 percent or higher,Cell,1,0.995,1.0958,0.5843,1.0944,2018-09-15 19:15:17
