response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,Hispanic,Female,White,Don't know,Reps. keep House,Don't know,Don't know,30 to 44,[DO NOT READ] Don't know/Refused,Republican,Female,Very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",18 to 34,[DO NOT READ] Don't know/Refused,Hispanic,Huntington Beach/Fountain Valley,Less than 50 percent,Cell,0.6667,0.1624,0.4845,1.0858,0.4632,2018-11-03 01:57:02
Und,65 and older,Some college or trade school,Hispanic,Female,White,Disapp.,Dems. take House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Hispanic,Costa Mesa/North,Less than 50 percent,Landline,0.2222,0.2868,1.5083,3.4543,1.1772,2018-11-03 01:59:26
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Costa Mesa/North,85 percent or higher,Landline,1,0.97,0.8306,0.6238,0.8149,2018-11-03 02:02:28
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 34,No 4-year College Degree,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.8845,0.8541,0.8282,0.8415,2018-11-03 02:02:55
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Newport Beach,85 percent or higher,Landline,1,0.97,0.9104,0.604,0.8932,2018-11-03 02:06:22
Und,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Laguna Beach/South,85 percent or higher,Cell,1,0.9234,1.191,1.1801,1.1508,2018-11-03 02:07:43
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",18 to 34,4-year College Grad.,White,Laguna Beach/South,85 percent or higher,Cell,1,0.9621,0.6399,0.5153,0.6287,2018-11-03 02:08:55
Und,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Unfavorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,Laguna Beach/South,85 percent or higher,Cell,1,0.9474,0.7649,0.4901,0.7479,2018-11-03 02:13:16
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Costa Mesa/North,85 percent or higher,Landline,1,0.9584,1.4156,0.8482,1.3828,2018-11-03 02:14:28
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Costa Mesa/North,85 percent or higher,Landline,1,0.9441,1.7255,1.3578,1.6877,2018-11-03 02:20:53
Dem,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,Some College Educ.,Democratic,Male,Very likely,Independent (No party),Nonwhite,18 to 34,No 4-year College Degree,Hispanic,Costa Mesa/North,Less than 50 percent,Cell,1,0.2859,1.0301,3.0745,1.1352,2018-11-03 02:21:38
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.97,0.6303,0.3385,0.6153,2018-11-03 02:22:41
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Costa Mesa/North,85 percent or higher,Landline,1,0.9629,1.4667,1.0499,1.4407,2018-11-03 02:23:08
Und,18 to 34,High school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 34,No 4-year College Degree,Unknown,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,0.4444,0.7617,0.9567,1.0373000000000001,0.8674,2018-11-03 02:25:14
Und,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Laguna Beach/South,50 to 85 percent,Cell,1,0.7666,0.9949,0.705,1.0236,2018-11-03 02:26:26
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Huntington Beach/Fountain Valley,50 to 85 percent,Landline,0.4444,0.7064,1.5128,1.6069,1.3628,2018-11-03 02:27:38
Dem,50 to 64,Bachelors' degree,White,Female,White,Don't know,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Costa Mesa/North,Less than 50 percent,Cell,0.4444,0.2359,1.3716,2.9112,0.8011,2018-11-03 02:28:14
Dem,50 to 64,High school,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,50 to 64,No 4-year College Degree,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9303,1.3628,0.9709,1.317,2018-11-03 02:29:26
Rep,65 and older,Some college or trade school,Hispanic,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Hispanic,Laguna Beach/South,85 percent or higher,Landline,1,0.9628,1.0467,0.753,1.0221,2018-11-03 02:29:53
Rep,65 and older,High school,Asian,Male,Asian,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,Nonwhite,65 and older,No 4-year College Degree,Other Non-White,Huntington Beach/Fountain Valley,85 percent or higher,Landline,1,0.9162,1.9471,1.4137,1.9102,2018-11-03 02:29:53
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",18 to 34,4-year College Grad.,White,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,1,0.7176,0.7324,0.6962,0.7644,2018-11-03 02:31:14
Rep,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,Postgraduate Degree,Unknown,Newport Beach,85 percent or higher,Cell,1,0.9346,0.6869,0.4291,0.6725,2018-11-03 02:32:31
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Other,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Huntington Beach/Fountain Valley,85 percent or higher,Landline,1,0.97,1.4473,1.0881,1.4199,2018-11-03 02:41:58
Und,35 to 49,Bachelors' degree,Asian,Male,Asian,Don't know,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Republican,Male,Somewhat likely,Independent (No party),Nonwhite,35 to 49,4-year College Grad.,Other Non-White,Laguna Beach/South,Less than 50 percent,Cell,0.6667,0.4505,1.0254,1.3991,0.7547,2018-11-03 02:42:16
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,1,0.6074,0.9115,0.7312,0.9879,2018-11-03 02:45:07
Und,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Don't know,Favorable,Don't know,18 to 29,Some College Educ.,Democratic,Male,Already voted,Independent (No party),Nonwhite,18 to 34,No 4-year College Degree,Hispanic,Costa Mesa/North,85 percent or higher,Cell,1,0.8969,1.003,0.9456,0.9985,2018-11-03 02:45:34
Rep,18 to 34,Bachelors' degree,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,Nonwhite,18 to 34,4-year College Grad.,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9246,0.7222,0.4707,0.6978,2018-11-03 03:03:01
Rep,35 to 49,Bachelors' degree,Other,Female,Asian,Approve,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Republican,Female,Already voted,Republican,Nonwhite,35 to 49,4-year College Grad.,Other Non-White,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,1,0.8009,1.2682,0.791,1.2925,2018-11-03 03:03:55
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9667,1.344,0.9895,1.3193,2018-11-03 03:04:13
Und,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,No 4-year College Degree,Hispanic,Laguna Beach/South,50 to 85 percent,Cell,1,0.8231,1.0014,0.8242,0.9964,2018-11-03 03:04:31
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.97,1.344,0.9862,1.3186,2018-11-03 03:11:25
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Don't know,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",50 to 64,Postgraduate Degree,Unknown,Laguna Beach/South,85 percent or higher,Cell,1,0.951,0.5558,0.3575,0.5472,2018-11-03 03:11:34
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,1,0.5812,1.1964,1.3293,1.1946,2018-11-03 03:12:10
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,4-year College Grad.,White,Laguna Beach/South,50 to 85 percent,Cell,1,0.5074,0.6702,1.0008,0.7244,2018-11-03 03:14:16
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",18 to 34,Postgraduate Degree,White,Laguna Beach/South,85 percent or higher,Cell,1,0.9307,0.4634,0.4034,0.4581,2018-11-03 03:14:34
Dem,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Dems. take House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,18 to 34,4-year College Grad.,Hispanic,Newport Beach,85 percent or higher,Cell,1,0.9312,0.7021,0.4233,0.6876,2018-11-03 03:18:28
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,White,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,1,0.6208,1.0353,1.2685,1.0784,2018-11-03 03:20:25
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",18 to 34,Postgraduate Degree,White,Newport Beach,50 to 85 percent,Cell,1,0.844,0.5637,0.47,0.5683,2018-11-03 03:22:40
Und,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",35 to 49,Postgraduate Degree,White,Newport Beach,Less than 50 percent,Cell,0.3333,0.17,0.7634,2.9667,0.5508,2018-11-03 03:25:22
Rep,65 and older,Some college or trade school,White,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,65 and older,No 4-year College Degree,White,Costa Mesa/North,50 to 85 percent,Cell,1,0.6172,1.6282,2.0582,1.6977,2018-11-03 03:25:49
Dem,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Newport Beach,50 to 85 percent,Cell,1,0.5308,1.2444,1.1587,1.3922,2018-11-03 03:26:34
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Very likely,Democrat,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Laguna Beach/South,50 to 85 percent,Cell,1,0.7913,0.586,0.4611,0.5691,2018-11-03 03:27:28
Rep,65 and older,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,[DO NOT READ] Don't know/Refused,65 and older,4-year College Grad.,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.8644,0.9226,0.6154,0.8921,2018-11-03 03:30:19
Rep,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Other,Female,Already voted,Republican,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,Unknown,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,1,0.6865,0.706,0.5159,0.7442,2018-11-03 03:31:58
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.97,1.0625,0.9183,1.0371,2018-11-03 03:32:20
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.97,1.0239,0.5669,1.0046,2018-11-03 03:36:05
Dem,18 to 34,High school,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,High School Grad. or Less,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",18 to 34,No 4-year College Degree,Hispanic,Huntington Beach/Fountain Valley,Less than 50 percent,Cell,1,0.2989,0.8905,2.2681,1.1535,2018-11-03 03:42:50
Rep,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Female,Already voted,Republican,Nonwhite,50 to 64,No 4-year College Degree,Hispanic,Newport Beach,Less than 50 percent,Cell,1,0.131,1.4052,5.0427,2.2966,2018-11-03 03:45:23
Rep,50 to 64,Some college or trade school,White,Male,Other,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Already voted,Republican,Nonwhite,50 to 64,No 4-year College Degree,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9335,1.2302,0.8916,1.2152,2018-11-03 03:45:50
Rep,35 to 49,Some college or trade school,White,Male,White,Don't know,Don't know,Don't know,Don't know,30 to 44,Some College Educ.,Other,Male,Already voted,or as a member of another political party,"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,White,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,1,0.6861,1.1148,1.2663,1.1752,2018-11-03 03:46:48
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9634,1.4445,1.1504,1.4106,2018-11-03 03:46:57
Dem,65 and older,Graduate or Professional Degree,Asian,Male,Asian,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,Nonwhite,65 and older,Postgraduate Degree,Other Non-White,Costa Mesa/North,85 percent or higher,Cell,1,0.97,1.1196,0.7291,1.0847,2018-11-03 03:53:33
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Laguna Beach/South,85 percent or higher,Cell,1,0.97,0.5768,0.344,0.5659,2018-11-03 03:55:03
Dem,18 to 34,Some college or trade school,Other,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Other,Female,Already voted,Independent (No party),Nonwhite,18 to 34,No 4-year College Degree,Other Non-White,Laguna Beach/South,85 percent or higher,Cell,1,0.8538,1.3531,1.3464,1.3607,2018-11-03 03:57:18
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Don't know,30 to 44,Some College Educ.,Other,Male,Already voted,[DO NOT READ] Refused,"White, No 4-Year College Degree",18 to 34,No 4-year College Degree,White,Huntington Beach/Fountain Valley,Less than 50 percent,Cell,1,0.3613,0.9446,2.3184,1.1636,2018-11-03 03:58:12
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9044,0.6774,0.4206,0.6733,2018-11-03 04:01:16
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Costa Mesa/North,85 percent or higher,Cell,1,0.9185,0.7836,0.5369,0.7571,2018-11-03 04:02:01
Dem,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,No 4-year College Degree,Hispanic,Laguna Beach/South,85 percent or higher,Cell,1,0.9564,1.1249,0.8782,1.099,2018-11-03 04:05:46
Rep,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,35 to 49,No 4-year College Degree,Hispanic,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,1,0.8082,0.8811,0.7266,0.879,2018-11-03 04:07:52
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Laguna Beach/South,85 percent or higher,Cell,1,0.9676,0.6114,0.4231,0.6,2018-11-03 04:08:37
Rep,35 to 49,Bachelors' degree,White,Male,Black,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Very likely,Independent (No party),Nonwhite,35 to 49,4-year College Grad.,White,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,1,0.8294,0.7887,0.5458,0.764,2018-11-03 04:09:58
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Newport Beach,85 percent or higher,Cell,1,0.926,1.8349,1.4307,1.7981,2018-11-03 04:16:10
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",35 to 49,Postgraduate Degree,White,Laguna Beach/South,85 percent or higher,Cell,1,0.9549,0.4991,0.3562,0.4829,2018-11-03 04:16:19
Rep,35 to 49,Bachelors' degree,Asian,Male,Other,Approve,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Republican,Male,Very likely,Republican,Nonwhite,35 to 49,4-year College Grad.,Other Non-White,Costa Mesa/North,85 percent or higher,Cell,1,0.9678,1.4008,0.8287,1.3568,2018-11-03 04:20:13
Dem,18 to 34,Graduate or Professional Degree,White,Male,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,18 to 29,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,18 to 34,Postgraduate Degree,White,Laguna Beach/South,50 to 85 percent,Cell,1,0.8409,0.4373,0.4424,0.4233,2018-11-03 04:21:43
Und,65 and older,Bachelors' degree,Asian,Male,Asian,Disapp.,Dems. take House,Don't know,Don't know,65 and older,4-year College Grad.,Other,Female,Already voted,Independent (No party),Nonwhite,65 and older,4-year College Grad.,Other Non-White,Huntington Beach/Fountain Valley,Less than 50 percent,Cell,1,0.3126,1.6405,2.7228,2.0995,2018-11-03 04:22:10
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.97,1.211,0.9541,1.188,2018-11-03 04:22:19
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9678,0.966,0.4631,0.9481,2018-11-03 04:22:55
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Already voted,Democrat,Nonwhite,50 to 64,No 4-year College Degree,Hispanic,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9598,1.1598,0.7018,1.1399,2018-11-03 04:26:40
Dem,18 to 34,Some college or trade school,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Male,Already voted,Democrat,Nonwhite,18 to 34,No 4-year College Degree,Other Non-White,Laguna Beach/South,50 to 85 percent,Cell,1,0.8057,1.2743,1.4845,1.2971,2018-11-03 04:29:49
Dem,35 to 49,Graduate or Professional Degree,Other,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",35 to 49,Postgraduate Degree,Other Non-White,Laguna Beach/South,Less than 50 percent,Cell,1,0.4451,0.7191,1.2021,0.8399,2018-11-03 04:30:51
Dem,50 to 64,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Already voted,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,1,0.5337,1.2859,1.677,1.4367,2018-11-03 04:33:15
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,Newport Beach,85 percent or higher,Cell,1,0.9558,1.0598,0.6,1.0254,2018-11-03 17:48:30
Rep,35 to 49,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,4-year College Grad.,Unknown,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.8707,0.8056,0.5346,0.7953,2018-11-03 17:54:57
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,4-year College Grad.,White,Costa Mesa/North,85 percent or higher,Cell,1,0.9518,0.9965,0.71,0.974,2018-11-03 17:55:33
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.97,0.6104,0.3794,0.5988,2018-11-03 17:56:36
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Don't know,Reps. keep House,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Huntington Beach/Fountain Valley,50 to 85 percent,Landline,1,0.6243,0.6601,0.5386,0.7109,2018-11-03 18:12:20
Und,18 to 34,Some college or trade school,White,Male,Other,Approve,Reps. keep House,Don't know,Favorable,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),Nonwhite,18 to 34,No 4-year College Degree,White,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,0.6667,0.5136,0.9631,1.6116,0.7217,2018-11-03 18:19:10
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Laguna Beach/South,50 to 85 percent,Cell,1,0.8438,0.8981,0.5901,0.9054,2018-11-03 18:19:19
