response,ager,educ,file_race,gender,race_eth,approve,ASSAULTW,ENGLISH,genballot,hdem_fav,hrep_fav,LIFECHANGE,OPIOID,REVERSERACIS,STRANGER,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,region,age_combinedb,file_party_model,file_race_white,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,Some college or trade school,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,agree,no,disagree,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,Unknown,White,50 to 85 percent,Cell,0.7778,0.5898,0.6176,0.8448,0.6439,2018-09-10 20:29:09
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Unfavorable,agree,no,disagree,disagree,18 to 29,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Iron Range,18 to 34,Unknown,White,Less than 50 percent,Cell,1,0.4166,0.7804,1.6679,0.8515,2018-09-10 20:23:36
Rep,65 and older,Some college or trade school,White,Female,White,Approve,support,agree,Reps. keep House,Favorable,Favorable,agree,Don't know,agree,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Iron Range,65 and older,Probably Clinton,White,85 percent or higher,Landline,1,0.9937,0.953,0.8334,0.9726,2018-09-10 20:17:45
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,support,agree,Dems. take House,Don't know,Don't know,disagree,yes,agree,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,Most Trump,White,50 to 85 percent,Cell,1,0.5453,0.7631,1.0552,0.8529,2018-09-10 20:24:30
Rep,50 to 64,Bachelors' degree,Other,Male,White,Approve,support,agree,Reps. keep House,Don't know,Don't know,agree,yes,Don't know,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,50 to 64,Most Trump,Non-White,50 to 85 percent,Cell,1,0.6132,0.4905,0.4744,0.5367,2018-09-10 20:17:00
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Minn. Exurbs,50 to 64,Probably Trump,White,85 percent or higher,Landline,1,0.9393,1.3501,1.1504,1.3846,2018-09-10 20:24:57
Rep,18 to 34,Some college or trade school,Unknown,Male,White,Approve,oppose,agree,Reps. keep House,Don't know,Don't know,disagree,no,agree,agree,18 to 29,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,18 to 34,Most Trump,Unknown,50 to 85 percent,Cell,1,0.7341,1.0205,1.1193,1.083,2018-09-10 20:26:36
Rep,18 to 34,Some college or trade school,Unknown,Female,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,yes,agree,agree,18 to 29,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,18 to 34,Unknown,Unknown,Less than 50 percent,Cell,1,0.3213,0.7531,2.1126,0.937,2018-09-10 20:18:57
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,agree,30 to 44,4-year College Grad.,Other,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,Iron Range,18 to 34,Probably Trump,White,50 to 85 percent,Cell,1,0.559,0.9352,1.1021,1.0405,2018-09-10 20:18:03
Rep,50 to 64,High school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,agree,no,agree,disagree,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Minn. Exurbs,50 to 64,Most Trump,White,85 percent or higher,Cell,1,0.9127,1.9985,1.6307,2.0237,2018-09-10 20:28:06
Rep,50 to 64,High school,White,Female,White,Approve,oppose,agree,Reps. keep House,Don't know,Don't know,agree,no,agree,disagree,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,50 to 64,Unknown,White,85 percent or higher,Cell,1,0.9143,1.1853,1.1183,1.219,2018-09-10 20:24:03
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Don't know,disagree,no,disagree,agree,65 and older,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,Probably Trump,White,85 percent or higher,Landline,1,0.9818,0.9351,0.7397,0.9563,2018-09-10 20:23:45
Und,35 to 49,Bachelors' degree,White,Male,White,Approve,oppose,agree,Reps. keep House,Don't know,Don't know,agree,no,disagree,agree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,35 to 49,Probably Trump,White,50 to 85 percent,Cell,1,0.6321,0.7418,0.7565,0.8073,2018-09-10 20:24:48
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,Don't know,no,disagree,disagree,65 and older,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Iron Range,65 and older,Unknown,White,85 percent or higher,Landline,1,0.9416,0.9421,0.8592,0.9546,2018-09-10 20:21:03
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Don't know,disagree,yes,disagree,agree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Iron Range,65 and older,Unknown,White,85 percent or higher,Cell,1,0.8914,0.705,0.5519,0.7273,2018-09-10 20:22:42
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,30 to 44,4-year College Grad.,Democratic,Female,Not at all likely,Democrat,"White, 4-Year College Grads",White,Duluth,35 to 49,Probably Clinton,White,50 to 85 percent,Cell,0.2222,0.7167,0.9483,0.8727,0.4705,2018-09-10 20:20:36
Rep,65 and older,High school,White,Male,White,Approve,support,agree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,agree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,Most Trump,White,85 percent or higher,Landline,1,0.972,1.4247,1.1371,1.4574,2018-09-10 20:20:00
Und,65 and older,High school,White,Female,White,Don't know,support,agree,Dems. take House,Don't know,Don't know,agree,no,agree,agree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,Unknown,White,85 percent or higher,Cell,1,0.95,1.1532,1.0077,1.1815,2018-09-10 20:27:39
Dem,35 to 49,Graduate or Professional Degree,White,Female,Other,Disapp.,support,disagree,Dems. take House,Unfavorable,Unfavorable,agree,no,disagree,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,Rest,35 to 49,Probably Clinton,White,50 to 85 percent,Cell,1,0.8355,0.529,0.4654,0.5505,2018-09-10 20:17:36
Dem,50 to 64,Bachelors' degree,White,Male,Other,Disapp.,support,disagree,Dems. take House,Unfavorable,Don't know,disagree,yes,agree,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,Nonwhite,Nonwhite,Iron Range,50 to 64,Unknown,White,85 percent or higher,Cell,1,0.9795,0.8434,0.5609,0.8625,2018-09-10 20:23:09
Und,18 to 34,Some college or trade school,White,Female,White,Don't know,oppose,disagree,Don't know,Don't know,Don't know,disagree,yes,agree,agree,18 to 29,Some College Educ.,Democratic,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,Iron Range,18 to 34,Probably Clinton,White,Less than 50 percent,Cell,0,0.4476,0.8125,1.7557,0.2383,2018-09-10 20:18:57
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,agree,yes,agree,disagree,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,50 to 64,Probably Trump,White,85 percent or higher,Cell,1,0.9456,0.9892,0.9064,1.0139,2018-09-10 20:30:03
Dem,50 to 64,High school,White,Male,White,Approve,support,agree,Reps. keep House,Favorable,Don't know,agree,no,agree,disagree,45 to 64,High School Grad. or Less,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Iron Range,50 to 64,Probably Trump,White,85 percent or higher,Cell,0.8889,0.9024,1.6742,1.499,1.6773,2018-09-10 20:31:24
Und,18 to 34,Some college or trade school,White,Male,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Unfavorable,disagree,no,agree,agree,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",White,Iron Range,18 to 34,Probably Trump,White,50 to 85 percent,Cell,0.4444,0.7765,1.0432,1.1294,0.8304,2018-09-10 20:26:27
Und,65 and older,Some college or trade school,White,Female,White,Disapp.,oppose,disagree,Don't know,Don't know,Unfavorable,agree,no,agree,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,Duluth,65 and older,Probably Clinton,White,85 percent or higher,Landline,1,0.8862,1.1954,1.072,1.2341,2018-09-10 20:18:03
Und,65 and older,High school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,Probably Clinton,White,85 percent or higher,Cell,1,0.9479,1.1665,1.0337,1.1953,2018-09-10 20:25:51
Rep,35 to 49,High school,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,disagree,yes,agree,disagree,45 to 64,High School Grad. or Less,Other,Female,Not very likely,Republican,"White, No 4-Year College Degree",White,Rest,35 to 49,Probably Trump,White,Less than 50 percent,Cell,0.4444,0.3688,1.1339,2.7939,0.5873,2018-09-10 20:23:18
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,agree,yes,agree,disagree,18 to 29,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,18 to 34,Unknown,White,50 to 85 percent,Cell,0.8889,0.8338,0.7385,0.795,0.738,2018-09-10 20:30:57
Rep,35 to 49,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Approve,oppose,disagree,Reps. keep House,Unfavorable,Unfavorable,agree,yes,agree,disagree,30 to 44,Some College Educ.,Other,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Rest,35 to 49,Probably Trump,White,85 percent or higher,Cell,0.8889,0.8862,1.058,1.0272,1.0821,2018-09-10 20:19:06
Dem,50 to 64,Grade school,White,Male,Hispanic,Approve,oppose,agree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,disagree,18 to 29,High School Grad. or Less,Democratic,Male,Almost certain,or as a member of another political party,Nonwhite,Nonwhite,Duluth,18 to 34,Probably Clinton,White,Less than 50 percent,Cell,1,0.3774,1.4459,3.1054,1.7383,2018-09-10 20:23:18
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,support,agree,Dems. take House,Favorable,Don't know,agree,no,disagree,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Iron Range,65 and older,Unknown,White,85 percent or higher,Cell,1,0.972,0.9421,0.8323,0.9637,2018-09-10 20:26:36
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,disagree,no,disagree,disagree,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,Rest,50 to 64,Probably Trump,White,85 percent or higher,Cell,1,0.9021,0.8868,0.6674,0.898,2018-09-10 20:27:21
Und,50 to 64,Graduate or Professional Degree,Hispanic,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Favorable,agree,yes,agree,disagree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Iron Range,50 to 64,Unknown,Non-White,85 percent or higher,Landline,1,0.8749,0.5055,0.4047,0.5227,2018-09-10 20:19:06
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Don't know,disagree,no,disagree,disagree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Minn. Exurbs,35 to 49,Probably Trump,White,50 to 85 percent,Cell,1,0.5203,0.8698,1.1081,0.9807,2018-09-10 20:23:36
Rep,35 to 49,Some college or trade school,White,Female,White,Disapp.,oppose,disagree,Reps. keep House,Don't know,Don't know,agree,yes,agree,agree,30 to 44,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,35 to 49,Most Trump,White,85 percent or higher,Cell,1,0.868,1.1363,1.2275,1.1515,2018-09-10 20:30:57
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Don't know,disagree,no,disagree,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,50 to 64,Unknown,White,50 to 85 percent,Cell,1,0.5698,0.5691,0.6562,0.631,2018-09-10 20:22:24
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,oppose,agree,Reps. keep House,Don't know,Don't know,disagree,no,disagree,agree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,Minn. Exurbs,35 to 49,Most Trump,White,85 percent or higher,Cell,1,0.8511,1.1274,0.8688,1.1433,2018-09-10 20:30:03
Und,50 to 64,Some college or trade school,White,Female,White,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,no,Don't know,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Minn. Exurbs,50 to 64,Most Trump,White,85 percent or higher,Cell,1,0.9402,1.4087,1.2176,1.4446,2018-09-10 20:24:30
Und,65 and older,Some college or trade school,Unknown,Female,White,Don't know,support,disagree,Dems. take House,Don't know,Don't know,disagree,yes,agree,disagree,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,50 to 64,Probably Trump,Unknown,50 to 85 percent,Cell,1,0.8353,0.8653,0.8237,0.9005,2018-09-10 20:18:03
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Don't know,disagree,no,disagree,disagree,18 to 29,4-year College Grad.,Other,Male,Very likely,Democrat,"White, 4-Year College Grads",White,Duluth,18 to 34,Unknown,White,50 to 85 percent,Cell,0.7778,0.524,0.9626,1.1201,0.9433,2018-09-10 20:27:30
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,support,disagree,Reps. keep House,Favorable,Favorable,agree,no,disagree,disagree,45 to 64,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,Rest,50 to 64,Probably Trump,White,85 percent or higher,Landline,0.5556,0.9204,0.8616,0.592,0.7883,2018-09-10 20:16:51
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Iron Range,18 to 34,Probably Trump,White,50 to 85 percent,Cell,1,0.7656,1.0432,1.1455,1.0998000000000001,2018-09-10 20:30:03
Dem,18 to 34,Some college or trade school,White,Male,White,Approve,oppose,disagree,Dems. take House,Favorable,Don't know,agree,yes,disagree,disagree,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Iron Range,18 to 34,Unknown,White,50 to 85 percent,Cell,1,0.8075,0.856,0.902,0.8951,2018-09-10 20:22:33
Dem,65 and older,High school,White,Female,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Favorable,agree,yes,agree,agree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Iron Range,65 and older,Unknown,White,85 percent or higher,Landline,1,0.9762,1.3757,1.1904,1.407,2018-09-10 20:27:48
Rep,35 to 49,High school,White,Female,White,Approve,oppose,agree,Reps. keep House,Don't know,Don't know,disagree,yes,agree,disagree,45 to 64,High School Grad. or Less,Republican,Female,Very likely,or as a member of another political party,"White, No 4-Year College Degree",White,Rest,35 to 49,Most Trump,White,85 percent or higher,Cell,1,0.9876,1.6593,1.5498,1.6901,2018-09-10 20:18:30
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,support,agree,Don't know,Don't know,Favorable,agree,yes,Don't know,disagree,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Iron Range,35 to 49,Unknown,White,85 percent or higher,Landline,0.7778,0.9011,1.0356,1.0185,1.048,2018-09-10 20:30:57
Rep,18 to 34,Some college or trade school,Unknown,Male,White,Approve,oppose,disagree,Don't know,Unfavorable,Don't know,agree,yes,agree,disagree,18 to 29,Some College Educ.,Other,Male,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,Iron Range,18 to 34,Unknown,Unknown,50 to 85 percent,Cell,0.7778,0.7561,0.9573,1.0342,0.9761,2018-09-10 20:27:03
