response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,KAVASST,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Don't know,Do not believe,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Will/DuPage/Lake,85 percent or higher,Cell,1,0.8629,0.776,0.5559,0.784
Rep,50 to 64,Bachelors' degree,White,Female,White,oppose,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Will/DuPage/Lake,85 percent or higher,Landline,1,0.9782,1.3188,0.6816,1.3445
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Other,Female,Not very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Will/DuPage/Lake,Less than 50 percent,Cell,0.6667,0.4541,1.4667,1.8418,0.9473
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,65 and older,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Rest,50 to 85 percent,Cell,1,0.6273,0.857,0.7691,0.8869
Dem,50 to 64,Some college or trade school,White,Male,White,support,Disapp.,Check,oppose,Dems. take House,Unfavorable,Don't know,Don't know,agree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Will/DuPage/Lake,85 percent or higher,Landline,0.8889,0.9322,1.0217,0.6111,1.0232
Rep,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Favorable,Believe,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Kane,85 percent or higher,Landline,1,0.9872,0.7502,0.402,0.7617
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Rest,50 to 85 percent,Landline,1,0.7472,1.2873000000000001,0.7831,1.3581
Dem,65 and older,High school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,agree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.9452,0.9503,0.6761,0.9601
Rep,35 to 49,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Rest,85 percent or higher,Landline,1,0.9741,0.7368,0.5594,0.7513
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Unfavorable,Do not believe,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,65 and older,White,Rest,85 percent or higher,Cell,1,0.9692,0.6362,0.252,0.6488
Und,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,65 and older,Postgraduate Degree,Republican,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Kane,50 to 85 percent,Cell,0.1111,0.7594,0.7084,0.2827,0.344
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Don't know,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Will/DuPage/Lake,85 percent or higher,Cell,1,0.8878,0.9321,0.4432,0.959
Dem,50 to 64,Bachelors' degree,Black,Male,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,Non-White,Will/DuPage/Lake,85 percent or higher,Cell,1,0.9801,1.5168,0.983,1.5464
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Don't know,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.9152,0.7143,0.4763,0.7323
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,30 to 44,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Will/DuPage/Lake,50 to 85 percent,Landline,1,0.8227,0.7389,0.4433,0.7481
Dem,35 to 49,Bachelors' degree,Asian,Female,White,oppose,Disapp.,Check,support,Don't know,Favorable,Favorable,Believe,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,Non-White,Rest,85 percent or higher,Landline,1,0.9717,1.094,0.9483,1.1076
Dem,65 and older,Bachelors' degree,White,Female,White,Don't know,Disapp.,Don't know,Don't know,Dems. take House,Don't know,Don't know,Believe,agree,65 and older,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Kane,50 to 85 percent,Landline,1,0.5395,1.1341,0.7723,1.1932
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Don't know,disagree,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.9505,0.6362,0.257,0.6429
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Don't know,Don't know,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Will/DuPage/Lake,50 to 85 percent,Cell,0.7778,0.8389,1.0205,0.5972,1.0313
Dem,35 to 49,Graduate or Professional Degree,Other,Male,Asian,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Don't know,agree,45 to 64,Postgraduate Degree,Other,Male,Somewhat likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,Non-White,Will/DuPage/Lake,Less than 50 percent,Cell,0.5556,0.4218,0.9341,1.7795,0.6624
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Kane,85 percent or higher,Landline,1,0.9884,0.6681,0.225,0.6812
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Postgraduate Degree,Republican,Female,[DO NOT READ] Don't know/Refused,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Will/DuPage/Lake,85 percent or higher,Landline,1,0.9814,0.6755,0.3079,0.6721
Dem,50 to 64,High school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Rest,85 percent or higher,Landline,1,0.9857,1.2818,0.9497,1.3068
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Kane,85 percent or higher,Landline,1,0.9808,0.9452,0.3839,0.9637
Rep,18 to 34,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,Will/DuPage/Lake,85 percent or higher,Cell,1,0.8517,1.2626,1.0561,1.3063
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,support,Approve,Check,Don't know,Don't know,Favorable,Favorable,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Rest,85 percent or higher,Landline,1,0.9812,0.8755,0.1981,0.8926
Dem,35 to 49,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Kane,85 percent or higher,Landline,1,0.99,0.7384,0.4567,0.7529
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Don't know,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Kane,50 to 85 percent,Cell,1,0.7784,1.0975,0.6413,1.1505
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Do not believe,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.8913,0.7143,0.4891,0.7346
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,65 and older,Postgraduate Degree,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.9766,0.6362,0.2501,0.6486
Rep,65 and older,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Don't know,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Kane,Less than 50 percent,Landline,1,0.4551,0.6567,0.5343,0.7576
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,Don't know,agree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Rest,50 to 85 percent,Landline,1,0.7945,0.7632,0.3402,0.7976
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Other,Female,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Will/DuPage/Lake,Less than 50 percent,Cell,1,0.1289,1.1217,4.7566,1.4893
Rep,65 and older,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.9842,0.6219,0.279,0.634
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Don't know,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.9844,0.6817,0.4037,0.695
Dem,65 and older,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,65 and older,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.98740000000000006,0.6973,0.358,0.7081
Rep,35 to 49,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,disagree,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Will/DuPage/Lake,50 to 85 percent,Landline,1,0.5087,0.9603,1.3044,1.0841
Dem,50 to 64,High school,White,Female,White,oppose,Disapp.,Check,oppose,Dems. take House,Don't know,Don't know,Believe,agree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Rest,85 percent or higher,Cell,1,0.9862,1.2818,0.9492,1.3068
Dem,65 and older,High school,Hispanic,Female,White,Don't know,Disapp.,Don't know,oppose,Dems. take House,Favorable,Unfavorable,Don't know,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,Non-White,Will/DuPage/Lake,50 to 85 percent,Landline,1,0.6839,1.2897,1.7708,1.3805
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Rest,50 to 85 percent,Cell,1,0.8326,0.9098,0.4148,0.9443
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Don't know,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.8868,0.8589,0.4252,0.8839
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.8996,0.7143,0.4846,0.7338
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Favorable,Do not believe,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Rest,85 percent or higher,Landline,0.8889,0.925,0.9856,0.6139,1.0023
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Believe,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Kane,Less than 50 percent,Landline,1,0.3192,0.6266,0.6941,0.7783
Rep,35 to 49,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,disagree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Will/DuPage/Lake,85 percent or higher,Cell,1,0.9193,0.8004,0.6522,0.808
Rep,65 and older,High school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,disagree,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Kane,85 percent or higher,Landline,1,0.8939,1.0699,0.6349,1.0801
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Will/DuPage/Lake,85 percent or higher,Cell,1,0.9516,0.6594,0.2575,0.6734
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Rest,85 percent or higher,Landline,1,0.9021,0.9635,0.7077,0.9894
Und,50 to 64,Some college or trade school,White,Female,White,Don't know,Disapp.,Don't know,Don't know,Dems. take House,Don't know,Don't know,Do not believe,agree,45 to 64,Some College Educ.,Other,Female,Not at all likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Kane,Less than 50 percent,Cell,0,0.0937,1.1253,4.8585,0.2351
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Rest,85 percent or higher,Cell,1,0.9692,0.9405,0.5341,0.9593
Dem,35 to 49,High school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Don't know,agree,30 to 44,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Kane,85 percent or higher,Cell,1,0.9565,1.0531,0.676,1.075
Und,[DO NOT READ] Refused,Graduate or Professional Degree,Unknown,Male,[DO NOT READ] Don't know/Refused,Don't know,Disapp.,Check,support,Don't know,Favorable,Don't know,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,Unknown,Kane,85 percent or higher,Cell,1,0.8778,1.0142,0.4844,1.045
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,oppose,Dems. take House,Don't know,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Kane,85 percent or higher,Cell,1,0.9775,0.9518,0.3903,0.9704
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Don't know,agree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Will/DuPage/Lake,85 percent or higher,Cell,1,0.9618,0.6802,0.3183,0.6941
Und,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Don't know,Don't know,oppose,Don't know,Unfavorable,Unfavorable,Don't know,disagree,45 to 64,Postgraduate Degree,Other,Female,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Kane,Less than 50 percent,Landline,0,0.1181,0.7492,2.6095,0.1586
Rep,65 and older,Some college or trade school,Hispanic,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Don't know,Do not believe,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Non-White,Rest,85 percent or higher,Landline,1,0.9527,0.861,0.7253,0.8792
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Rest,85 percent or higher,Cell,1,0.9721,0.7538,0.4985,0.7687
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Check,oppose,Reps. keep House,Don't know,Favorable,Don't know,agree,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Rest,50 to 85 percent,Cell,1,0.6316,0.6958,0.4665,0.7196
Und,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,oppose,Reps. keep House,Unfavorable,Unfavorable,Don't know,disagree,30 to 44,4-year College Grad.,Other,Female,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Rest,Less than 50 percent,Cell,0,0.3887,1.0326,1.6683,0.2828
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Disapp.,Check,support,Reps. keep House,Unfavorable,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Kane,Less than 50 percent,Cell,1,0.3636,1.0021,1.1222,1.2104
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,Don't know,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Kane,50 to 85 percent,Cell,0.8889,0.6757,1.0729,0.8306,1.1267
Rep,50 to 64,Some college or trade school,White,Male,White,support,Disapp.,Check,Don't know,Reps. keep House,Don't know,Favorable,Don't know,disagree,45 to 64,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Will/DuPage/Lake,85 percent or higher,Cell,1,0.9811,1.0706,0.637,1.0856
Rep,18 to 34,Graduate or Professional Degree,White,Female,White,support,Disapp.,Check,support,Reps. keep House,Don't know,Favorable,Don't know,agree,18 to 29,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Rest,Less than 50 percent,Cell,1,0.4881,0.7894,1.2162,0.8982
Rep,35 to 49,Graduate or Professional Degree,White,Male,Other,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,Do not believe,agree,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Republican,Nonwhite,Nonwhite,35 to 49,White,Rest,50 to 85 percent,Cell,1,0.7197,0.6958,0.4095,0.711
Rep,35 to 49,Bachelors' degree,Unknown,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,Do not believe,disagree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Unknown,Kane,85 percent or higher,Cell,1,0.9692,1.1765,0.619,1.1908
Rep,18 to 34,Graduate or Professional Degree,Hispanic,Male,Hispanic,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Don't know,Don't know,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,18 to 34,Non-White,Kane,50 to 85 percent,Cell,1,0.7191,1.0778,1.051,1.1441
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Don't know,agree,18 to 29,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Rest,Less than 50 percent,Cell,1,0.415,0.8075,1.2718,0.8788
Rep,35 to 49,Some college or trade school,White,Female,White,Don't know,Approve,Support,Don't know,Reps. keep House,Unfavorable,Don't know,Do not believe,agree,30 to 44,Some College Educ.,Other,Male,Not very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Rest,Less than 50 percent,Cell,0.4444,0.4419,0.8383,1.3753,0.4541
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Don't know,Check,Don't know,Reps. keep House,Don't know,Don't know,Believe,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Will/DuPage/Lake,Less than 50 percent,Landline,0.8889,0.2352,1.0133,2.3585,1.2748
Dem,35 to 49,Graduate or Professional Degree,Asian,Male,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,Non-White,Will/DuPage/Lake,50 to 85 percent,Cell,1,0.5558,1.0076,1.1916,1.1187
Dem,35 to 49,Some college or trade school,White,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Don't know,Favorable,Believe,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,Rest,85 percent or higher,Cell,1,0.9798,0.7031,0.5069,0.7169
Dem,50 to 64,High school,White,Female,White,oppose,Approve,Check,oppose,Reps. keep House,Favorable,Unfavorable,Don't know,agree,45 to 64,High School Grad. or Less,Other,Female,Not very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,50 to 64,White,Rest,Less than 50 percent,Cell,0,0.0668,1.4939,8.589,0.4112
Rep,50 to 64,Graduate or Professional Degree,White,Male,Black,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,agree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,Nonwhite,Nonwhite,50 to 64,White,Rest,85 percent or higher,Cell,1,0.8927,0.858,0.4005,0.8662
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Rest,85 percent or higher,Cell,1,0.9123,0.6562,0.3345,0.673
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Rest,85 percent or higher,Landline,1,0.9617,0.6121,0.3253,0.6246
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Rest,85 percent or higher,Cell,1,0.8878,1.2419,0.6069,1.2539
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Don't know,Do not believe,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Rest,85 percent or higher,Cell,1,0.8551,0.9635,0.7466,0.9963
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Rest,85 percent or higher,Cell,1,0.9618,0.9208,0.3826,0.9396
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Rest,85 percent or higher,Cell,1,0.9306,0.9635,0.6861,0.9859
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Don't know,Believe,agree,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Rest,Less than 50 percent,Cell,1,0.4088,1.0241,1.1284,1.2072
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Check,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Rest,85 percent or higher,Cell,1,0.9594,0.7538,0.5051,0.7693
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Disapp.,Support,support,Reps. keep House,Don't know,Don't know,Do not believe,agree,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Rest,50 to 85 percent,Cell,1,0.7776,1.49,0.767,1.5137
Und,50 to 64,Some college or trade school,White,Male,White,Don't know,Disapp.,Check,oppose,Reps. keep House,Don't know,Don't know,Don't know,agree,45 to 64,Some College Educ.,Other,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Rest,Less than 50 percent,Cell,0.4444,0.3204,1.0962,2.2228,0.6889
