response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedb,file_race_hisp,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Und,18 to 34,Bachelors' degree,Asian,Male,Asian,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),Nonwhite,Staten Island,18 to 34,Other Non-White,Less than 50 percent,Cell,0.4444,0.1722,0.8323,2.1651,0.4884,2018-10-26 22:21:35
Dem,18 to 34,Graduate or Professional Degree,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Brooklyn,18 to 34,Other Non-White,Less than 50 percent,Cell,0.7778,0.3361,0.986,1.457,1.0764,2018-10-26 22:23:50
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Staten Island,50 to 64,White,85 percent or higher,Cell,1,0.9645,0.8888,0.3338,0.8851,2018-10-26 22:25:29
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",Staten Island,50 to 64,White,85 percent or higher,Cell,1,0.9645,0.8086,0.247,0.7985,2018-10-26 22:26:59
Dem,18 to 34,Bachelors' degree,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Republican,Female,Somewhat likely,Democrat,"White, 4-Year College Grads",Staten Island,18 to 34,Hispanic,Less than 50 percent,Cell,0.6667,0.0529,1.2006,3.9204,0.9334,2018-10-26 22:28:11
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",Staten Island,65 and older,White,50 to 85 percent,Landline,0.5556,0.5764,1.4511,1.0231,1.2669,2018-10-26 22:29:41
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Don't know,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",Staten Island,50 to 64,White,50 to 85 percent,Cell,1,0.8403,1.1058,0.345,1.0918,2018-10-26 22:30:44
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Brooklyn,65 and older,White,85 percent or higher,Landline,1,0.912,0.8183,0.3947,0.8192,2018-10-26 22:31:05
Rep,50 to 64,Graduate or Professional Degree,Other,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",Brooklyn,50 to 64,Other Non-White,50 to 85 percent,Cell,1,0.5123,0.8461,0.4953,0.931,2018-10-26 22:31:14
Dem,35 to 49,Bachelors' degree,Other,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Staten Island,35 to 49,Other Non-White,50 to 85 percent,Cell,0.8889,0.6771,1.2274,0.6684,1.2579,2018-10-26 22:31:20
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",Brooklyn,35 to 49,White,85 percent or higher,Cell,1,0.9551,0.6362,0.3757,0.6277,2018-10-26 22:36:29
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,Postgraduate Degree,Republican,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",Brooklyn,18 to 34,White,85 percent or higher,Cell,0.4444,0.9569,0.6217,0.2042,0.565,2018-10-26 22:38:26
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",Staten Island,35 to 49,Hispanic,85 percent or higher,Landline,1,0.9625,0.9658,0.3486,0.9535,2018-10-26 22:39:02
Dem,65 and older,Some college or trade school,Other,Male,Asian,Approve,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Staten Island,65 and older,Other Non-White,85 percent or higher,Cell,1,0.9508,0.8861,0.4446,0.8833,2018-10-26 22:40:32
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,Other,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,Staten Island,35 to 49,Unknown,Less than 50 percent,Landline,1,0.4378,1.0438,1.3138,1.1008,2018-10-26 22:56:51
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",Brooklyn,50 to 64,White,85 percent or higher,Cell,1,0.97,0.7488,0.2692,0.7399,2018-10-26 23:03:42
Rep,65 and older,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",Brooklyn,65 and older,Unknown,85 percent or higher,Landline,1,0.9622,0.9263,0.5227,0.928,2018-10-26 23:04:39
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",Staten Island,65 and older,White,50 to 85 percent,Landline,0.1111,0.7264,1.2427,0.5988,1.028,2018-10-26 23:06:15
Dem,18 to 34,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",Staten Island,18 to 34,Unknown,50 to 85 percent,Landline,1,0.8175,1.0079,0.3835,1.0238,2018-10-26 23:28:45
Dem,18 to 34,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",Staten Island,18 to 34,White,Less than 50 percent,Cell,1,0.2431,1.2793,3.2273,1.477,2018-10-26 23:28:54
Rep,35 to 49,Bachelors' degree,White,Male,White,Don't know,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Brooklyn,35 to 49,White,50 to 85 percent,Cell,1,0.7505,0.6778,0.3175,0.6975,2018-10-26 23:31:59
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Staten Island,50 to 64,White,85 percent or higher,Landline,1,0.97,0.7779,0.207,0.7744,2018-10-26 23:34:50
Dem,65 and older,High school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,High School Grad. or Less,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",Staten Island,65 and older,White,Less than 50 percent,Landline,0.3333,0.3962,1.262,1.6783,0.7335,2018-10-26 23:35:26
Dem,65 and older,High school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,Brooklyn,65 and older,Other Non-White,85 percent or higher,Landline,1,0.9402,1.6069,0.9104,1.6035,2018-10-26 23:40:59
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Brooklyn,18 to 34,White,Less than 50 percent,Cell,1,0.4519,0.7608,1.1728,0.8579,2018-10-26 23:41:08
Und,65 and older,Some college or trade school,White,Male,Black,Disapp.,Don't know,Don't know,Don't know,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,Brooklyn,65 and older,White,50 to 85 percent,Landline,1,0.7096,0.863,0.5615,0.8962,2018-10-26 23:41:17
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,Unknown,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,Staten Island,65 and older,Unknown,Less than 50 percent,Landline,0.5556,0.0892,0.9944,1.9647,1.1413,2018-10-26 23:41:44
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Brooklyn,50 to 64,Unknown,50 to 85 percent,Cell,1,0.57,1.1152,0.6555,1.203,2018-10-26 23:42:56
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",Staten Island,35 to 49,White,50 to 85 percent,Cell,1,0.5719,0.825,0.664,0.8417,2018-10-26 23:42:56
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Unfavorable,45 to 64,Some College Educ.,Republican,Male,Very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",Staten Island,50 to 64,White,50 to 85 percent,Cell,1,0.7063,0.9374,0.5045,0.9364,2018-10-26 23:49:16
Rep,18 to 34,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",Staten Island,18 to 34,Unknown,50 to 85 percent,Cell,1,0.7167,0.8124,0.3528,0.865,2018-10-26 23:49:52
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,Hispanic,Female,White,Approve,Don't know,Don't know,Don't know,18 to 29,[DO NOT READ] Don't know/Refused,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",Staten Island,18 to 34,Hispanic,Less than 50 percent,Cell,0,0.1943,0.9741,1.3658,0.2139,2018-10-26 23:50:28
Rep,65 and older,High school,White,Female,White,Disapp.,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",Staten Island,65 and older,White,85 percent or higher,Landline,1,0.9468,1.5195,0.6108,1.4985,2018-10-26 23:51:49
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Brooklyn,50 to 64,White,85 percent or higher,Cell,1,0.961,0.7428,0.2212,0.7398,2018-10-26 23:52:07
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",Staten Island,35 to 49,White,Less than 50 percent,Cell,0.7778,0.2805,0.7433,1.1826,0.8347,2018-10-26 23:52:25
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Staten Island,18 to 34,White,50 to 85 percent,Cell,1,0.6208,0.8381,0.395,0.8903,2018-10-26 23:54:04
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Staten Island,50 to 64,White,85 percent or higher,Cell,1,0.886,0.6052,0.2356,0.608,2018-10-26 23:58:16
Rep,35 to 49,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Female,Not very likely,Independent (No party),[DO NOT READ] Don't know/Refused,Staten Island,35 to 49,White,Less than 50 percent,Cell,1,0.2647,0.8464,1.3135,0.6448,2018-10-26 23:58:16
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",Staten Island,18 to 34,White,Less than 50 percent,Cell,1,0.4791,0.8215,1.0091,0.8561,2018-10-26 23:58:34
Rep,[DO NOT READ] Refused,Bachelors' degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Other,Female,Not at all likely,Independent (No party),"White, 4-Year College Grads",Staten Island,35 to 49,Unknown,Less than 50 percent,Cell,1,0.2317,1.0581,2.2775,0.6593,2018-10-26 23:59:28
Und,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,Brooklyn,35 to 49,Hispanic,Less than 50 percent,Cell,1,0.2312,1.0908,2.8213,1.2704,2018-10-26 23:59:37
Und,18 to 34,High school,White,Female,Hispanic,Don't know,Don't know,Don't know,Don't know,30 to 44,High School Grad. or Less,Democratic,Female,Somewhat likely,Democrat,Nonwhite,Staten Island,18 to 34,White,Less than 50 percent,Cell,1,0.2444,1.4567,3.3673,1.3477,2018-10-26 23:59:37
Und,65 and older,High school,White,Female,White,Disapp.,Reps. keep House,Don't know,Don't know,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Staten Island,65 and older,White,Less than 50 percent,Landline,1,0.2646,1.8532,3.8806,2.3424,2018-10-27 00:00:13
Und,35 to 49,Bachelors' degree,Black,Male,Hispanic,Don't know,Don't know,Don't know,Favorable,30 to 44,4-year College Grad.,Democratic,Male,Not at all likely,[DO NOT READ] Refused,Nonwhite,Staten Island,35 to 49,Other Non-White,85 percent or higher,Cell,0,0.8932,0.8975,0.4163,0.5204,2018-10-27 00:00:40
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",Brooklyn,65 and older,White,50 to 85 percent,Landline,1,0.6769,1.3105,0.7385,1.3715,2018-10-27 00:02:42
Rep,65 and older,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Staten Island,65 and older,Hispanic,85 percent or higher,Landline,1,0.9131,0.8674,0.309,0.8683,2018-10-27 00:03:54
Dem,50 to 64,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",Brooklyn,50 to 64,Unknown,85 percent or higher,Cell,1,0.9025,0.8476,0.4041,0.8596,2018-10-27 00:21:18
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Asian,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Postgraduate Degree,Other,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,Staten Island,65 and older,Other Non-White,50 to 85 percent,Landline,1,0.8012,1.0342,0.3094,1.0536,2018-10-27 00:30:36
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",Brooklyn,35 to 49,White,85 percent or higher,Cell,1,0.9133,0.6427,0.2358,0.6433,2018-10-27 00:46:27
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",Brooklyn,65 and older,White,85 percent or higher,Cell,1,0.8907,0.7161,0.2519,0.7058,2018-10-27 01:00:43
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Staten Island,50 to 64,White,50 to 85 percent,Cell,1,0.7312,0.9342,0.3184,0.9654,2018-10-27 01:00:52
Und,65 and older,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Dems. take House,Don't know,Don't know,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,[DO NOT READ] Don't know/Refused,Staten Island,65 and older,White,85 percent or higher,Landline,0.4444,0.9027,0.8288,0.26,0.762,2018-10-27 01:22:18
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Staten Island,50 to 64,White,50 to 85 percent,Landline,1,0.7016,1.4235,0.6372,1.4808,2018-10-27 01:28:18
Und,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Staten Island,50 to 64,White,85 percent or higher,Landline,1,0.8837,0.8048,0.3356,0.8088,2018-10-27 14:48:25
Und,35 to 49,Bachelors' degree,Unknown,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,Staten Island,35 to 49,Unknown,Less than 50 percent,Landline,1,0.2434,1.0581,2.1686,1.3631,2018-10-27 14:58:55
3,65 and older,Bachelors' degree,Asian,Female,Asian,Approve,Reps. keep House,Favorable,Favorable,65 and older,4-year College Grad.,Democratic,Female,Not at all likely,Democrat,Nonwhite,Brooklyn,65 and older,Other Non-White,50 to 85 percent,Landline,0,0.7293,1.1626,0.5997,0.482,2018-10-27 15:03:52
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Staten Island,18 to 34,White,Less than 50 percent,Landline,1,0.0651,0.7229,1.4962,1.2798,2018-10-27 15:14:40
3,18 to 34,Bachelors' degree,White,Female,White,Approve,Dems. take House,Don't know,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Staten Island,18 to 34,White,Less than 50 percent,Landline,1,0.48,0.8775,0.7542,0.9142,2018-10-27 15:16:54
Dem,65 and older,High school,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Staten Island,65 and older,Hispanic,85 percent or higher,Landline,1,0.9246,1.7045,0.8626,1.7038,2018-10-27 15:24:24
Rep,65 and older,High school,Other,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Other,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,Staten Island,65 and older,Other Non-White,50 to 85 percent,Landline,1,0.8137,1.5672,0.7836,1.593,2018-10-27 15:30:51
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",Staten Island,65 and older,White,85 percent or higher,Landline,1,0.9661,0.7759,0.3243,0.7664,2018-10-27 15:39:08
Dem,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Staten Island,50 to 64,White,85 percent or higher,Landline,1,0.8774,0.8048,0.338,0.8095,2018-10-27 15:39:53
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Staten Island,65 and older,White,85 percent or higher,Landline,1,0.8958,0.9153,0.2843,0.9183,2018-10-27 15:42:44
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",Staten Island,50 to 64,White,85 percent or higher,Landline,1,0.9046,0.7321,0.2426,0.7214,2018-10-27 15:43:47
Rep,35 to 49,High school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Staten Island,35 to 49,White,85 percent or higher,Landline,1,0.946,1.3047,0.6614,1.3012,2018-10-27 15:45:44
Dem,50 to 64,High school,White,Female,White,Approve,Don't know,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Staten Island,50 to 64,White,85 percent or higher,Landline,1,0.9118,1.384,0.5728,1.3856,2018-10-27 15:46:29
Und,35 to 49,High school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,Staten Island,35 to 49,Hispanic,Less than 50 percent,Cell,1,0.2286,2.0326,7.0328,2.6564,2018-10-27 15:48:48
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Staten Island,35 to 49,White,85 percent or higher,Landline,1,0.8963,0.7796,0.2502,0.7821,2018-10-27 15:50:18
Rep,65 and older,Graduate or Professional Degree,Other,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",Staten Island,65 and older,Other Non-White,Less than 50 percent,Landline,1,0.3245,1.1894,1.6377,1.0828,2018-10-27 15:57:12
Dem,35 to 49,High school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,Staten Island,35 to 49,Hispanic,50 to 85 percent,Landline,1,0.7612,1.7577,1.3168,1.8048,2018-10-27 16:03:42
Dem,65 and older,High school,White,Male,Black,Disapp.,Dems. take House,Favorable,Favorable,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,Staten Island,65 and older,White,85 percent or higher,Landline,1,0.914,1.2083,0.5559,1.2093,2018-10-27 16:06:51
Dem,18 to 34,Bachelors' degree,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Don't know,18 to 29,4-year College Grad.,Democratic,Male,Not at all likely,Democrat,Nonwhite,Brooklyn,18 to 34,Other Non-White,Less than 50 percent,Landline,0.6667,0.3677,0.9,1.5088,0.4468,2018-10-27 16:09:33
Rep,65 and older,Bachelors' degree,White,Male,Black,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,Staten Island,65 and older,White,Less than 50 percent,Landline,1,0.2763,0.9804,1.5582,1.2271,2018-10-27 16:13:00
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Staten Island,65 and older,White,85 percent or higher,Landline,1,0.9697,0.7279,0.231,0.7246,2018-10-27 16:13:18
Rep,35 to 49,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Staten Island,35 to 49,White,Less than 50 percent,Cell,1,0.3627,1.5912,3.0635,1.877,2018-10-27 16:15:15
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",Staten Island,50 to 64,White,50 to 85 percent,Cell,1,0.7367,0.9711,0.3752,0.9667,2018-10-27 16:30:06
Und,35 to 49,Some college or trade school,Black,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Don't know,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,Staten Island,35 to 49,Other Non-White,50 to 85 percent,Cell,1,0.6912,1.1848,0.8444,1.2357,2018-10-27 16:34:53
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",Staten Island,50 to 64,White,50 to 85 percent,Cell,1,0.5956,0.9374,0.5981,1.0032,2018-10-27 16:35:47
Und,35 to 49,Bachelors' degree,Other,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Staten Island,35 to 49,Other Non-White,Less than 50 percent,Landline,1,0.2686,1.3766,2.7956,1.734,2018-10-27 16:36:05
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",Staten Island,50 to 64,White,85 percent or higher,Cell,1,0.97,0.7805,0.3166,0.777,2018-10-27 16:36:41
Und,65 and older,High school,Other,Male,Asian,Approve,Reps. keep House,Favorable,Favorable,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Republican,Nonwhite,Brooklyn,65 and older,Other Non-White,85 percent or higher,Landline,1,0.8975,1.4112,0.9096,1.4154,2018-10-27 16:49:54
Rep,50 to 64,Some college or trade school,White,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),Nonwhite,Staten Island,50 to 64,White,50 to 85 percent,Cell,1,0.7761,0.7269,0.3121,0.7209,2018-10-27 16:51:24
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",Staten Island,35 to 49,White,85 percent or higher,Cell,1,0.96,0.7823,0.3575,0.7722,2018-10-27 16:53:40
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",Staten Island,50 to 64,White,85 percent or higher,Cell,1,0.9631,0.7067,0.2938,0.7039,2018-10-27 16:58:55
Dem,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Brooklyn,65 and older,White,85 percent or higher,Cell,1,0.9597,0.7409,0.3456,0.7381,2018-10-27 17:01:36
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Staten Island,65 and older,White,85 percent or higher,Landline,1,0.9359,0.7759,0.3347,0.7746,2018-10-27 17:06:27
