response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedc,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,50 to 64,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Democratic,Male,Already voted,Republican,"White, No 4-Year College Degree",White,40 to 64,Unknown,Eastern Wash.,85 percent or higher,Cell,1,0.9671,0.5653,0.2772,0.549,2018-11-03 02:32:40
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",White,18 to 39,White,Eastern Wash.,85 percent or higher,Landline,1,0.8552,0.3622,0.1877,0.3602,2018-11-03 02:34:01
Dem,35 to 49,Bachelors' degree,White,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Democrat,Nonwhite,Nonwhite,40 to 64,White,South King County,85 percent or higher,Cell,1,0.9112,1.1424,0.6312,1.1217,2018-11-03 02:38:31
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Already voted,Republican,"White, No 4-Year College Degree",White,40 to 64,White,Pierce,50 to 85 percent,Landline,1,0.5113,0.9464,1.2206,1.057,2018-11-03 02:46:47
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",White,18 to 39,White,Eastern Wash.,85 percent or higher,Landline,1,0.9695,0.612,0.2898,0.594,2018-11-03 02:46:56
Dem,18 to 34,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Other,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,18 to 39,Unknown,Eastern Wash.,Less than 50 percent,Landline,0.7778,0.46,0.6831,0.8363,0.5322,2018-11-03 02:47:23
Rep,65 and older,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown,Eastern Wash.,85 percent or higher,Landline,1,0.9353,0.6859,0.3091,0.6701,2018-11-03 02:50:50
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,South King County,85 percent or higher,Cell,1,0.9496,1.8562,1.648,1.776,2018-11-03 02:53:59
Rep,65 and older,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,[DO NOT READ] Don't know/Refused,Republican,Female,Already voted,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Pierce,85 percent or higher,Landline,1,0.97,0.8178,0.8288,0.7937,2018-11-03 02:57:08
Dem,[DO NOT READ] Refused,Bachelors' degree,Asian,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Female,Already voted,Democrat,"White, 4-Year College Grads",White,40 to 64,Non-White,North King County,85 percent or higher,Landline,1,0.9639,1.4335,0.6777,1.3927,2018-11-03 02:57:26
Dem,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",White,40 to 64,White,Pierce,85 percent or higher,Landline,1,0.9555,0.823,0.5537,0.8008,2018-11-03 02:58:29
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Already voted,Republican,"White, No 4-Year College Degree",White,40 to 64,White,Pierce,50 to 85 percent,Landline,1,0.5043,0.9464,1.2374,1.0605,2018-11-03 02:59:41
Rep,50 to 64,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,40 to 64,White,North King County,85 percent or higher,Landline,1,0.9305,0.9643,0.5383,0.9429,2018-11-03 03:01:02
Und,65 and older,Some college or trade school,Unknown,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,Some College Educ.,Other,Male,Not at all likely,Republican,Nonwhite,Nonwhite,65 and older,Unknown,Pierce,50 to 85 percent,Landline,0,0.5941,0.8574,0.9483,0.2836,2018-11-03 03:02:11
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,North King County,85 percent or higher,Landline,1,0.97,1.3609,0.6031,1.3141,2018-11-03 03:08:52
Rep,18 to 34,Bachelors' degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Already voted,Republican,"White, 4-Year College Grads",White,18 to 39,Unknown,Pierce,Less than 50 percent,Landline,1,0.2774,0.8265,2.0634,1.0807,2018-11-03 03:10:26
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Pierce,85 percent or higher,Landline,1,0.97,0.6795,0.459,0.6562,2018-11-03 03:14:02
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",White,65 and older,White,Pierce,85 percent or higher,Landline,1,0.9627,0.8237,0.5242,0.8005,2018-11-03 03:15:14
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",White,40 to 64,White,Pierce,85 percent or higher,Landline,1,0.9276,1.4872,1.4562,1.4552,2018-11-03 03:17:52
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",White,40 to 64,White,Eastern Wash.,85 percent or higher,Cell,1,0.97,0.5153,0.258,0.5001,2018-11-03 03:22:49
Rep,35 to 49,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Already voted,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,40 to 64,White,Eastern Wash.,85 percent or higher,Cell,1,0.953,0.5213,0.2074,0.5075,2018-11-03 03:26:07
Dem,65 and older,[DO NOT READ] Refused,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,North King County,50 to 85 percent,Landline,1,0.7849,1.5989,1.5393,1.6191,2018-11-03 03:30:01
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Already voted,Democrat,"White, No 4-Year College Degree",White,40 to 64,White,Eastern Wash.,50 to 85 percent,Landline,1,0.8383,0.7747,0.4138,0.7737,2018-11-03 03:31:04
Rep,65 and older,Bachelors' degree,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,4-year College Grad.,Republican,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,65 and older,White,Eastern Wash.,85 percent or higher,Landline,1,0.97,0.551,0.2113,0.5281,2018-11-03 03:33:50
Dem,18 to 34,High school,White,Male,Other,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,High School Grad. or Less,Other,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,18 to 39,White,North King County,50 to 85 percent,Cell,1,0.5347,2.1379,3.5781,2.1321,2018-11-03 03:38:11
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Don't know,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Female,Already voted,Democrat,"White, 4-Year College Grads",White,65 and older,White,Pierce,Less than 50 percent,Landline,1,0.3666,0.7542,1.2687,0.9156,2018-11-03 03:46:21
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,40 to 64,Non-White,South King County,85 percent or higher,Cell,0.8889,0.9027,1.1558,0.6451,1.1144,2018-11-03 03:46:48
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,18 to 39,Non-White,South King County,Less than 50 percent,Cell,1,0.4887,1.4371,1.8961,1.4491,2018-11-03 03:47:02
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,Some College Educ.,Republican,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Eastern Wash.,85 percent or higher,Landline,1,0.9639,0.5563,0.2572,0.5405,2018-11-03 03:47:02
Rep,35 to 49,Bachelors' degree,White,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 39,White,South King County,85 percent or higher,Landline,1,0.97,0.8562,0.5001,0.8268,2018-11-03 03:47:15
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Eastern Wash.,85 percent or higher,Landline,1,0.97,0.5627,0.2021,0.5434,2018-11-03 03:50:06
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",White,40 to 64,White,South King County,85 percent or higher,Landline,1,0.9608,0.9515,0.643,0.925,2018-11-03 03:53:51
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Eastern Wash.,85 percent or higher,Landline,1,0.9526,1.4173,0.8014,1.3799,2018-11-03 03:56:17
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",White,40 to 64,White,North King County,50 to 85 percent,Landline,1,0.8484,1.4497,0.8265,1.4441,2018-11-03 03:58:57
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Favorable,65 and older,[DO NOT READ] Don't know/Refused,Republican,Male,Very likely,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,South King County,85 percent or higher,Landline,1,0.967,0.9455,0.9715,0.906,2018-11-03 03:59:24
Dem,65 and older,Graduate or Professional Degree,Asian,Female,Asian,Don't know,Reps. keep House,Favorable,Don't know,65 and older,Postgraduate Degree,Other,Female,Already voted,Republican,Nonwhite,Nonwhite,65 and older,Non-White,North King County,Less than 50 percent,Landline,1,0.2135,1.4304,3.4106,2.0111,2018-11-03 04:00:47
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",White,40 to 64,White,South King County,85 percent or higher,Landline,1,0.97,1.1424,0.5936,1.1088,2018-11-03 04:01:23
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",White,40 to 64,White,South King County,85 percent or higher,Landline,1,0.9389,0.9515,0.6577,0.9289,2018-11-03 04:09:22
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,40 to 64,White,Eastern Wash.,50 to 85 percent,Cell,1,0.7323,0.7252,0.335,0.7268,2018-11-03 04:15:52
Dem,50 to 64,Grade school,White,Male,Hispanic,Approve,Reps. keep House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Male,Already voted,[DO NOT READ] Refused,Nonwhite,Nonwhite,40 to 64,White,Pierce,Less than 50 percent,Cell,1,0.413,1.4517,4.0479,1.7093,2018-11-03 04:17:13
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Eastern Wash.,85 percent or higher,Landline,1,0.97,0.7272,0.3001,0.7058,2018-11-03 04:19:37
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",White,40 to 64,White,Pierce,85 percent or higher,Landline,1,0.97,0.7631,0.5253,0.7406,2018-11-03 04:27:21
Dem,35 to 49,[DO NOT READ] Refused,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,[DO NOT READ] Don't know/Refused,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,18 to 39,Non-White,South King County,85 percent or higher,Cell,1,0.8759,1.2758,1.4026,1.22,2018-11-03 04:28:01
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,North King County,50 to 85 percent,Landline,1,0.8383,1.58,1.0096,1.5779,2018-11-03 04:36:06
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Pierce,85 percent or higher,Landline,1,0.8866,0.8716,0.6601,0.8332,2018-11-03 18:00:48
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",White,40 to 64,White,North King County,85 percent or higher,Landline,1,0.97,0.8124,0.4354,0.7885,2018-11-03 18:02:35
Und,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",White,40 to 64,White,South King County,85 percent or higher,Landline,1,0.97,1.0695,0.6957,1.038,2018-11-03 18:14:26
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",White,65 and older,White,South King County,85 percent or higher,Landline,1,0.97,0.7369,0.4049,0.7152,2018-11-03 18:22:46
Rep,[DO NOT READ] Refused,High school,White,Female,Asian,Disapp.,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Already voted,[DO NOT READ] Refused,Nonwhite,Nonwhite,40 to 64,White,South King County,85 percent or higher,Landline,1,0.9513,2.0844,1.8872,2.0298,2018-11-03 18:26:04
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",White,40 to 64,White,Eastern Wash.,50 to 85 percent,Cell,1,0.8451,0.5665,0.2377,0.5648,2018-11-03 18:27:16
Rep,35 to 49,High school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Republican,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",White,40 to 64,Unknown,Pierce,50 to 85 percent,Landline,1,0.5235,1.463,2.4891,1.6246,2018-11-03 18:27:52
Dem,50 to 64,Some college or trade school,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Already voted,Democrat,Nonwhite,Nonwhite,40 to 64,White,Eastern Wash.,85 percent or higher,Landline,1,0.9045,0.5452,0.3195,0.5361,2018-11-03 18:31:19
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,40 to 64,White,North King County,85 percent or higher,Cell,1,0.916,0.7533,0.4433,0.7312,2018-11-03 18:32:26
Dem,50 to 64,High school,White,Male,White,Don't know,Reps. keep House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",White,40 to 64,White,South King County,85 percent or higher,Landline,1,0.9562,1.8545,1.7177,1.8043,2018-11-03 18:32:26
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Pierce,85 percent or higher,Cell,1,0.97,1.3244,1.2146,1.2694,2018-11-03 18:35:53
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",White,18 to 39,White,Eastern Wash.,Less than 50 percent,Landline,1,0.0893,0.5487,1.7722,0.9911,2018-11-03 18:40:44
Rep,35 to 49,Bachelors' degree,Hispanic,Male,Asian,Don't know,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Democratic,Male,Already voted,Republican,Nonwhite,Nonwhite,40 to 64,Non-White,South King County,85 percent or higher,Cell,1,0.9504,1.1558,0.6133,1.1257,2018-11-03 18:47:44
Dem,18 to 34,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",White,18 to 39,Unknown,Pierce,50 to 85 percent,Landline,1,0.7182,0.7355,0.678,0.7593,2018-11-03 18:48:29
Rep,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,40 to 64,Unknown,North King County,50 to 85 percent,Cell,1,0.7033,0.9504,0.7325,0.9587,2018-11-03 18:55:59
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Unknown,North King County,85 percent or higher,Cell,1,0.97,0.8922,0.4455,0.8615,2018-11-03 19:01:05
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,40 to 64,White,North King County,50 to 85 percent,Landline,1,0.5594,1.196,1.0984,1.2558,2018-11-03 19:02:08
Dem,35 to 49,Bachelors' degree,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Other,Male,Already voted,Democrat,Nonwhite,Nonwhite,40 to 64,Non-White,South King County,50 to 85 percent,Cell,1,0.7116,1.3291,0.9705,1.3749,2018-11-03 19:02:44
Rep,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",White,40 to 64,White,South King County,85 percent or higher,Cell,1,0.97,0.8739,0.5039,0.8481,2018-11-03 19:05:35
Dem,65 and older,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",White,65 and older,Unknown,Eastern Wash.,85 percent or higher,Landline,1,0.941,0.5605,0.2244,0.5469,2018-11-03 19:06:29
Rep,18 to 34,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",White,18 to 39,White,South King County,85 percent or higher,Landline,1,0.97,0.9623,0.546,0.934,2018-11-03 19:14:53
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,40 to 64,White,Eastern Wash.,85 percent or higher,Landline,1,0.8801,0.6672,0.2744,0.6508,2018-11-03 19:17:16
Dem,35 to 49,Grade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,High School Grad. or Less,Other,Male,Somewhat likely,Independent (No party),Nonwhite,Nonwhite,40 to 64,Non-White,Eastern Wash.,Less than 50 percent,Landline,0,0.0459,1.4574,6.9937,0.5247,2018-11-03 19:20:07
Rep,35 to 49,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",White,40 to 64,Unknown,South King County,Less than 50 percent,Cell,0.7778,0.2337,1.062,3.6625,0.811,2018-11-03 19:21:28
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",White,65 and older,White,South King County,85 percent or higher,Landline,1,0.97,1.1545,0.6891,1.1205,2018-11-03 19:22:22
Dem,35 to 49,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Already voted,Democrat,"White, No 4-Year College Degree",White,40 to 64,Unknown,North King County,50 to 85 percent,Cell,1,0.7051,1.489,1.2502,1.5434,2018-11-03 19:23:07
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",White,40 to 64,White,North King County,85 percent or higher,Landline,1,0.97,0.9643,0.5169,0.9359,2018-11-03 19:24:01
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Eastern Wash.,85 percent or higher,Landline,1,0.9342,0.7203,0.2567,0.7038,2018-11-03 19:26:52
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",White,65 and older,White,North King County,85 percent or higher,Cell,1,0.97,1.1335,0.6472,1.1001,2018-11-03 19:28:13
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Other,Male,Already voted,Republican,"White, 4-Year College Grads",White,40 to 64,White,South King County,50 to 85 percent,Cell,1,0.7861,1.0838,0.7652,1.0971,2018-11-03 19:34:13
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",White,40 to 64,White,South King County,85 percent or higher,Cell,1,0.97,0.8823,0.6132,0.8563,2018-11-03 19:35:16
Rep,35 to 49,Bachelors' degree,White,Male,White,Don't know,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",White,40 to 64,White,North King County,85 percent or higher,Cell,1,0.9624,0.9643,0.5208,0.9371,2018-11-03 19:42:46
Rep,18 to 34,Bachelors' degree,White,Male,White,Don't know,Reps. keep House,Don't know,Favorable,18 to 29,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",White,18 to 39,White,North King County,Less than 50 percent,Cell,1,0.4959,0.9797,1.1571,1.1023,2018-11-03 19:55:56
Rep,35 to 49,High school,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",White,40 to 64,Unknown,Pierce,85 percent or higher,Landline,1,0.9596,1.5129,1.4552,1.471,2018-11-03 19:56:05
Rep,50 to 64,Bachelors' degree,Asian,Male,Asian,Disapp.,Dems. take House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,Nonwhite,Nonwhite,40 to 64,Non-White,North King County,85 percent or higher,Cell,1,0.9561,1.2512,0.6996,1.2094,2018-11-03 19:59:05
Rep,65 and older,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",White,65 and older,Unknown,South King County,85 percent or higher,Cell,1,0.9696,0.9087,0.4742,0.882,2018-11-03 20:03:47
Und,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,30 to 44,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",White,40 to 64,White,Pierce,50 to 85 percent,Cell,1,0.6907,0.6921,0.5187,0.7207,2018-11-03 20:17:17
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Already voted,Republican,"White, 4-Year College Grads",White,40 to 64,White,Eastern Wash.,85 percent or higher,Landline,1,0.9423,0.6546,0.2866,0.6386,2018-11-03 20:17:53
Rep,18 to 34,High school,Other,Female,White,Approve,Reps. keep House,Don't know,Favorable,18 to 29,High School Grad. or Less,Other,Female,Already voted,Republican,"White, No 4-Year College Degree",White,18 to 39,Non-White,Pierce,Less than 50 percent,Cell,1,0.1913,1.9606,9.54,2.8435,2018-11-03 20:37:04
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",White,40 to 64,White,South King County,85 percent or higher,Cell,1,0.9243,0.9335,0.7472,0.914,2018-11-03 20:39:37
Und,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Unfavorable,Favorable,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,18 to 39,Non-White,Eastern Wash.,Less than 50 percent,Landline,0.7778,0.2279,0.8394,1.6665,0.8297,2018-11-03 20:52:00
