response,ager,educ,file_race,gender,race_eth,approve,APPRUSSIA,COLLUDE,CRIMES,DEMIMPEACH,genballot,hdem_fav,hrep_fav,IMPEACH,MUELLER,TXHORSERACE,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedb,file_race_hisp,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,[DO NOT READ] Refused,High school,Hispanic,Female,Hispanic,Disapp.,Disapp.,agree,disagree,agree,Reps. keep House,Favorable,Unfavorable,Support,Support,Beto O'Rourke,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Republican,Nonwhite,Dem. Rio Grande,50 to 64,Hispanic,Less than 50 percent,Landline,1,0.2357,1.7976,6.1685,2.3331
Dem,[DO NOT READ] Refused,High school,Unknown,Male,Hispanic,Disapp.,Disapp.,disagree,Don't know,agree,Dems. take House,Favorable,Unfavorable,Support,Support,Beto O'Rourke,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,Bexar,65 and older,Unknown,50 to 85 percent,Cell,1,0.668,1.6277,0.7163,1.7077
Und,50 to 64,Some college or trade school,White,Male,White,Approve,Disapp.,agree,disagree,disagree,Reps. keep House,Unfavorable,Unfavorable,Oppose,Oppose,Ted Cruz,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Dem. Rio Grande,50 to 64,White,85 percent or higher,Cell,1,0.879,0.5907,0.2246,0.5942
Dem,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Approve,disagree,agree,agree,Dems. take House,Don't know,Favorable,Support,Support,Beto O'Rourke,30 to 44,Some College Educ.,Other,Female,Somewhat likely,Democrat,Nonwhite,Dem. Rio Grande,35 to 49,Hispanic,Less than 50 percent,Landline,1,0.3713,1.3122,2.6018,1.1887
Dem,65 and older,Some college or trade school,Unknown,Female,White,Disapp.,Disapp.,Don't know,Don't know,disagree,Dems. take House,Favorable,Unfavorable,Oppose,Support,Beto O'Rourke,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Bexar,65 and older,Unknown,85 percent or higher,Landline,1,0.8524,0.797,0.2261,0.805
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Don't know,agree,Don't know,Don't know,Reps. keep House,Don't know,Favorable,Don't know,Don't know,Ted Cruz,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,Nonwhite,Dem. Rio Grande,50 to 64,Hispanic,Less than 50 percent,Cell,1,0.1093,0.6384,1.2461,0.9961
Rep,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Disapp.,agree,disagree,disagree,Reps. keep House,Unfavorable,Unfavorable,Oppose,Oppose,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,Rep. Rio Grande,50 to 64,Hispanic,85 percent or higher,Landline,1,0.9017,0.7059,0.2633,0.7077
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Approve,agree,disagree,disagree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Rep. Rio Grande,50 to 64,White,85 percent or higher,Cell,1,0.899,0.6604,0.2709,0.6624
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Disapp.,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Bexar,50 to 64,White,85 percent or higher,Cell,1,0.8965,0.5747,0.1866,0.5664
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Don't know,agree,agree,agree,Dems. take House,Favorable,Favorable,Support,Support,Beto O'Rourke,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Bexar,65 and older,White,85 percent or higher,Cell,1,0.9904,0.7433,0.1486,0.74
Dem,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Don't know,Unfavorable,Support,Support,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,Dem. Rio Grande,50 to 64,Hispanic,85 percent or higher,Cell,1,0.8658,0.5926,0.182,0.5972
Rep,50 to 64,Bachelors' degree,White,Male,White,Don't know,Approve,disagree,disagree,Don't know,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",Rep. Rio Grande,50 to 64,White,85 percent or higher,Cell,1,0.9788,0.544,0.1613,0.5384
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,Support,Ted Cruz,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Bexar,35 to 49,White,85 percent or higher,Cell,1,0.9691,0.7489,0.343,0.7458
Rep,65 and older,Bachelors' degree,Unknown,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Rep. Rio Grande,50 to 64,Unknown,50 to 85 percent,Cell,1,0.8121,0.5498,0.1422,0.5592
Dem,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,Disapp.,Disapp.,disagree,agree,disagree,Dems. take House,Don't know,Unfavorable,Support,Support,Beto O'Rourke,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,Bexar,50 to 64,Other Non-White,50 to 85 percent,Cell,1,0.5746,0.6166,0.353,0.6643
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Don't know,agree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,Beto O'Rourke,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Dem. Rio Grande,18 to 34,White,50 to 85 percent,Cell,1,0.5834,0.9077,0.4337,0.9752
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Approve,agree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",Rep. Rio Grande,65 and older,White,85 percent or higher,Landline,1,0.8896,0.508,0.1286,0.5102
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Approve,agree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Bexar,65 and older,White,85 percent or higher,Landline,1,0.9909,0.9614,0.2823,0.9572
Dem,65 and older,Grade school,Hispanic,Male,Other,Disapp.,Disapp.,disagree,disagree,agree,Dems. take House,Favorable,Don't know,Don't know,Oppose,Beto O'Rourke,65 and older,High School Grad. or Less,Democratic,Male,Somewhat likely,Democrat,Nonwhite,Dem. Rio Grande,65 and older,Hispanic,85 percent or higher,Landline,1,0.9159,1.2776,0.7138,1.215
Rep,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,Rep. Rio Grande,50 to 64,Hispanic,85 percent or higher,Cell,1,0.9314,0.8299,0.4413,0.8291
Rep,50 to 64,Bachelors' degree,White,Female,White,Don't know,Disapp.,agree,disagree,agree,Reps. keep House,Unfavorable,Unfavorable,Support,Support,Beto O'Rourke,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",Bexar,50 to 64,White,50 to 85 percent,Cell,1,0.7809,1.0079,0.315,1.031
Rep,35 to 49,Some college or trade school,White,Female,Hispanic,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,30 to 44,Some College Educ.,Other,Female,Not very likely,Republican,Nonwhite,Bexar,35 to 49,White,Less than 50 percent,Cell,0.7778,0.3611,1.6543,2.7657,1.0875
Dem,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Don't know,agree,agree,agree,Dems. take House,Don't know,Don't know,Support,Support,Ted Cruz,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Bexar,18 to 34,Hispanic,Less than 50 percent,Cell,0.7778,0.4447,2.0635,1.6931,2.1657
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Don't know,Don't know,disagree,agree,agree,Dems. take House,Don't know,Don't know,Support,Support,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Bexar,50 to 64,Hispanic,85 percent or higher,Cell,0.7778,0.9492,1.1395,0.4582,1.108
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Disapp.,disagree,agree,disagree,Dems. take House,Favorable,Unfavorable,Support,Support,Beto O'Rourke,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Bexar,35 to 49,Hispanic,85 percent or higher,Cell,1,0.9571,1.2234,0.5738,1.2191
Dem,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Don't know,Don't know,agree,Don't know,Reps. keep House,Favorable,Unfavorable,Oppose,Oppose,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Dem. Rio Grande,35 to 49,Hispanic,50 to 85 percent,Cell,1,0.7477,1.0387,0.6104,1.0697
Und,35 to 49,High school,Hispanic,Female,Hispanic,Disapp.,Don't know,Don't know,agree,agree,Don't know,Don't know,Don't know,Support,Support,Don't know,45 to 64,High School Grad. or Less,Other,Female,Somewhat likely,Independent (No party),Nonwhite,Dem. Rio Grande,35 to 49,Hispanic,Less than 50 percent,Cell,0,0.0431,2.269,9.9,0.8456
Rep,65 and older,Graduate or Professional Degree,Unknown,Female,White,Approve,Approve,disagree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",Rep. Rio Grande,65 and older,Unknown,85 percent or higher,Cell,1,0.9841,0.3564,0.1024,0.3531
Dem,65 and older,Graduate or Professional Degree,Asian,Male,Asian,Don't know,Don't know,disagree,Don't know,disagree,Dems. take House,Don't know,Don't know,Don't know,Don't know,Beto O'Rourke,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,Bexar,65 and older,Other Non-White,50 to 85 percent,Landline,0.5556,0.8156,0.6334,0.2122,0.6034
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Approve,agree,disagree,disagree,Reps. keep House,Don't know,Favorable,Oppose,Support,Ted Cruz,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Rep. Rio Grande,65 and older,White,85 percent or higher,Landline,1,0.9251,0.6571,0.2317,0.6569
Dem,65 and older,Grade school,Hispanic,Female,White,Disapp.,Approve,agree,Don't know,agree,Dems. take House,Don't know,Don't know,Don't know,Don't know,Beto O'Rourke,65 and older,High School Grad. or Less,Democratic,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",Dem. Rio Grande,65 and older,Hispanic,85 percent or higher,Landline,0.4444,0.8945,1.2374,0.7849,1.0505
Dem,65 and older,Grade school,Hispanic,Female,Hispanic,Don't know,Approve,disagree,Don't know,agree,Dems. take House,Don't know,Don't know,Oppose,Oppose,Beto O'Rourke,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,Dem. Rio Grande,65 and older,Hispanic,50 to 85 percent,Cell,1,0.6421,1.4157,0.9109,1.4953
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Approve,Approve,disagree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Bexar,50 to 64,White,85 percent or higher,Landline,1,0.9726,0.9359,0.3517,0.9318
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Bexar,50 to 64,White,85 percent or higher,Cell,1,0.9356,0.796,0.2138,0.7949
Rep,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Approve,Disapp.,agree,disagree,agree,Reps. keep House,Unfavorable,Unfavorable,Oppose,Oppose,Ted Cruz,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,Bexar,50 to 64,Hispanic,85 percent or higher,Cell,1,0.9296,1.2536,0.5425,1.2527
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Don't know,disagree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",Bexar,50 to 64,White,Less than 50 percent,Cell,0.8889,0.1174,0.8048,1.288,1.1443
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Rep. Rio Grande,65 and older,White,85 percent or higher,Cell,1,0.9457,0.4166,0.1125,0.4155
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Bexar,35 to 49,White,50 to 85 percent,Cell,1,0.8337,1.1868,0.4035,1.2023
Rep,65 and older,Grade school,White,Female,White,Approve,Disapp.,disagree,disagree,disagree,Reps. keep House,Favorable,Favorable,Oppose,Oppose,Ted Cruz,18 to 29,High School Grad. or Less,Republican,Female,Not at all likely,Republican,"White, No 4-Year College Degree",Rep. Rio Grande,18 to 34,White,85 percent or higher,Landline,0,0.8525,1.9214,3.4436,1.0068
Rep,65 and older,High school,White,Female,White,Approve,Don't know,Don't know,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,Don't know,Ted Cruz,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Republican,"White, No 4-Year College Degree",Rep. Rio Grande,65 and older,White,50 to 85 percent,Cell,1,0.8027,1.2198,0.5737,1.2074
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Approve,agree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Bexar,65 and older,White,85 percent or higher,Landline,1,0.9057,0.6746,0.2075,0.676
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Approve,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Dem. Rio Grande,65 and older,White,85 percent or higher,Landline,1,0.962,0.3387,0.085,0.3374
Und,50 to 64,Grade school,Hispanic,Female,Hispanic,Disapp.,Approve,agree,disagree,agree,Dems. take House,Don't know,Don't know,Support,Support,Beto O'Rourke,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,Dem. Rio Grande,50 to 64,Hispanic,50 to 85 percent,Landline,1,0.7836,1.3781,0.9343,1.409
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Approve,agree,disagree,disagree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Ted Cruz,30 to 44,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",Bexar,35 to 49,White,Less than 50 percent,Landline,1,0.4268,1.708,2.1769,1.8078
Dem,65 and older,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Disapp.,disagree,agree,disagree,Dems. take House,Favorable,Favorable,Support,Support,Beto O'Rourke,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Bexar,65 and older,Hispanic,50 to 85 percent,Cell,1,0.7473,1.1032,0.2455,1.1363
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Disapp.,disagree,agree,Don't know,Dems. take House,Don't know,Unfavorable,Support,Support,Beto O'Rourke,65 and older,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",Rep. Rio Grande,65 and older,White,85 percent or higher,Landline,1,0.8596,0.7508,0.341,0.7574
Rep,50 to 64,Bachelors' degree,White,Female,Hispanic,Approve,Disapp.,agree,disagree,disagree,Reps. keep House,Unfavorable,Unfavorable,Oppose,Oppose,Ted Cruz,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,Bexar,50 to 64,White,85 percent or higher,Cell,1,0.982,0.771,0.2188,0.7674
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Approve,Don't know,agree,agree,Don't know,Reps. keep House,Favorable,Favorable,Oppose,Don't know,Ted Cruz,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Bexar,65 and older,White,85 percent or higher,Landline,1,0.9204,0.792,0.1909,0.7922
Dem,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,Beto O'Rourke,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Bexar,35 to 49,White,85 percent or higher,Cell,1,0.9372,0.7028,0.2861,0.7017
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Disapp.,agree,disagree,agree,Reps. keep House,Don't know,Unfavorable,Oppose,Oppose,Ted Cruz,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",Bexar,50 to 64,White,85 percent or higher,Cell,1,0.8982,0.881,0.3257,0.8838
Und,65 and older,[DO NOT READ] Refused,Hispanic,Female,Hispanic,Disapp.,Don't know,disagree,disagree,agree,Reps. keep House,Don't know,Don't know,Oppose,Support,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Republican,Female,Somewhat likely,Republican,Nonwhite,Rep. Rio Grande,65 and older,Hispanic,85 percent or higher,Landline,0.4444,0.9269,0.9592,0.6771,0.841
Rep,35 to 49,Some college or trade school,Unknown,Female,White,Disapp.,Approve,agree,agree,agree,Dems. take House,Don't know,Favorable,Support,Support,Beto O'Rourke,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Bexar,35 to 49,Unknown,85 percent or higher,Cell,1,0.9145,1.0111,0.525,1.0121
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Approve,agree,disagree,disagree,Reps. keep House,Favorable,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Rep. Rio Grande,50 to 64,White,85 percent or higher,Landline,1,0.9742,0.3928,0.1378,0.391
Rep,65 and older,Bachelors' degree,Unknown,Female,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Bexar,65 and older,Unknown,85 percent or higher,Cell,1,0.9748,0.6997,0.1586,0.6965
Rep,35 to 49,Graduate or Professional Degree,White,Male,Hispanic,Disapp.,Approve,disagree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,Support,Ted Cruz,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,Bexar,35 to 49,White,50 to 85 percent,Cell,1,0.7147,0.9791,0.54,1.0157
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Disapp.,disagree,agree,disagree,Don't know,Don't know,Favorable,Oppose,Oppose,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Dem. Rio Grande,65 and older,White,50 to 85 percent,Landline,1,0.847,0.4001,0.0787,0.4044
Dem,35 to 49,Bachelors' degree,White,Female,Hispanic,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,Beto O'Rourke,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Bexar,35 to 49,White,50 to 85 percent,Cell,1,0.5808,1.0787,0.4867,1.1599
Dem,50 to 64,Graduate or Professional Degree,White,Female,Hispanic,Disapp.,Don't know,disagree,agree,disagree,Don't know,Favorable,Don't know,Oppose,Support,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Bexar,50 to 64,White,85 percent or higher,Cell,1,0.9846,0.5393,0.1431,0.5368
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Rep. Rio Grande,65 and older,White,85 percent or higher,Landline,1,0.865,0.5245,0.1241,0.5286
Dem,65 and older,Graduate or Professional Degree,White,Female,Black,Disapp.,Approve,disagree,agree,agree,Dems. take House,Don't know,Favorable,Support,Support,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Bexar,65 and older,White,85 percent or higher,Cell,1,0.8873,0.554,0.1303,0.5566
Dem,18 to 34,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,Beto O'Rourke,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Democrat,Nonwhite,Bexar,18 to 34,Hispanic,85 percent or higher,Cell,1,0.8852,1.2953,0.9449,1.3017
Dem,50 to 64,Bachelors' degree,White,Female,Black,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Don't know,Unfavorable,Support,Don't know,Beto O'Rourke,45 to 64,4-year College Grad.,Other,Female,Very likely,Democrat,Nonwhite,Bexar,50 to 64,White,50 to 85 percent,Cell,1,0.5506,0.9762,0.4652,1.0004
Und,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Approve,disagree,agree,agree,Dems. take House,Favorable,Favorable,Support,Support,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Bexar,65 and older,White,85 percent or higher,Cell,1,0.98740000000000006,0.554,0.1203,0.5515
Rep,50 to 64,High school,White,Male,White,Approve,Disapp.,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,High School Grad. or Less,Other,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",Bexar,50 to 64,White,Less than 50 percent,Cell,0.7778,0.1757,2.2662,8.5477,1.7981
Rep,18 to 34,Graduate or Professional Degree,White,Female,White,Approve,Approve,disagree,disagree,agree,Reps. keep House,Don't know,Don't know,Oppose,Don't know,Ted Cruz,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Rep. Rio Grande,18 to 34,White,50 to 85 percent,Cell,1,0.7087,0.7806,0.4645,0.8109
Und,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Disapp.,disagree,Don't know,disagree,Don't know,Don't know,Unfavorable,Don't know,Support,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Bexar,65 and older,White,85 percent or higher,Cell,1,0.9548,0.554,0.1233,0.5468
Dem,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Approve,disagree,agree,agree,Dems. take House,Favorable,Don't know,Support,Support,Beto O'Rourke,30 to 44,Some College Educ.,Democratic,Female,Not at all likely,Democrat,Nonwhite,Dem. Rio Grande,35 to 49,Hispanic,50 to 85 percent,Landline,0.6667,0.7795,1.0387,0.5868,0.7112
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",Rep. Rio Grande,35 to 49,White,85 percent or higher,Landline,1,0.9469,0.8336,0.5634,0.8222
Rep,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Approve,Approve,disagree,disagree,disagree,Reps. keep House,Favorable,Don't know,Oppose,Oppose,Ted Cruz,30 to 44,Some College Educ.,Democratic,Female,Very likely,Republican,Nonwhite,Dem. Rio Grande,35 to 49,Hispanic,50 to 85 percent,Cell,0.7778,0.7932,1.0387,0.5772,0.9893
Dem,65 and older,Some college or trade school,White,Male,Hispanic,Disapp.,Approve,agree,disagree,agree,Don't know,Don't know,Unfavorable,Support,Support,Ted Cruz,65 and older,Some College Educ.,Democratic,Male,Very likely,Independent (No party),Nonwhite,Bexar,65 and older,White,Less than 50 percent,Cell,0.1111,0.3013,1.1416,0.602,0.709
Rep,35 to 49,Graduate or Professional Degree,Unknown,Male,Hispanic,Approve,Approve,disagree,disagree,disagree,Reps. keep House,Don't know,Don't know,Support,Support,Beto O'Rourke,45 to 64,Postgraduate Degree,Other,Male,Very likely,Republican,Nonwhite,Bexar,35 to 49,Unknown,Less than 50 percent,Cell,1,0.2175,0.9265,1.6192,1.0907
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Approve,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",Bexar,65 and older,White,85 percent or higher,Cell,1,0.9469,0.6095,0.1401,0.6012
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Female,White,Approve,Don't know,agree,disagree,Don't know,Reps. keep House,Favorable,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Bexar,35 to 49,Hispanic,50 to 85 percent,Cell,1,0.8357,1.1117,0.5293,1.1259
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Approve,agree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",Bexar,50 to 64,White,85 percent or higher,Cell,1,0.9891,0.771,0.2174,0.7647
Und,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Don't know,disagree,agree,disagree,Don't know,Don't know,Favorable,Don't know,Support,Don't know,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Republican,Nonwhite,Rep. Rio Grande,35 to 49,Hispanic,50 to 85 percent,Cell,1,0.7423,0.7844,0.4187,0.7806
Rep,50 to 64,Some college or trade school,White,Female,Hispanic,Approve,Approve,agree,agree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,Some College Educ.,Other,Female,Very likely,Republican,Nonwhite,Bexar,50 to 64,White,Less than 50 percent,Landline,1,0.428,1.2694,1.0945,1.3431
