response,ager,educ,file_race,gender,race_eth,approve,GOVHR,sdem_fav,SENC,srep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Central/North Las Vegas,Less than 50 percent,Cell,1,0.4925,0.8506,1.1105,0.9442,2018-10-09 02:04:33
Und,50 to 64,High school,White,Female,White,Approve,Rep.,Don't know,Rep.,Don't know,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Rest of Clark,85 percent or higher,Cell,1,0.9374,1.0357,0.6316,1.0222,2018-10-09 02:04:51
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Central/North Las Vegas,85 percent or higher,Cell,1,0.9889,0.932,0.4734,0.9287,2018-10-09 02:05:09
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Rest,85 percent or higher,Cell,1,0.9918,0.8184,0.3477,0.8157,2018-10-09 02:08:18
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Lib./Don't know,Don't know,Rep.,Favorable,30 to 44,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Washoe/Carson City,50 to 85 percent,Cell,1,0.6306,1.3181,1.366,1.3323,2018-10-09 02:11:45
Dem,18 to 34,Graduate or Professional Degree,White,Female,Black,Disapp.,Dem.,Unfavorable,Dem.,Don't know,18 to 29,Postgraduate Degree,Democratic,Female,Somewhat likely,Democrat,Nonwhite,18 to 39,Postgraduate Degree,White,Rest of Clark,Less than 50 percent,Cell,0.4444,0.0536,0.7873,2.7887,0.4805,2018-10-09 02:14:09
Rep,50 to 64,High school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Rest of Clark,85 percent or higher,Cell,1,0.9859,1.0357,0.6006,1.0319,2018-10-09 02:15:48
Dem,50 to 64,Some college or trade school,Hispanic,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Hispanic,Washoe/Carson City,85 percent or higher,Cell,1,0.9638,1.1313,0.5059,1.1279,2018-10-09 02:15:57
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Central/North Las Vegas,85 percent or higher,Cell,1,0.9552,0.6709,0.2941,0.6693,2018-10-09 02:16:24
Und,50 to 64,Some college or trade school,White,Male,White,Disapp.,Lib./Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Rest,50 to 85 percent,Cell,1,0.5179,1.3149,1.3336,1.4456,2018-10-09 02:17:36
Dem,35 to 49,Some college or trade school,Unknown,Male,White,Disapp.,Dem.,Unfavorable,Dem.,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Unknown,Central/North Las Vegas,85 percent or higher,Cell,1,0.89,1.1137,0.6828,1.1195,2018-10-09 02:18:12
Rep,50 to 64,Some college or trade school,White,Male,Hispanic,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,40 to 64,No 4-year College Degree,White,Rest of Clark,Less than 50 percent,Cell,1,0.4758,1.0932,1.3921,1.2217,2018-10-09 02:18:30
5,18 to 34,Some college or trade school,Hispanic,Male,Asian,Don't know,Lib./Don't know,Don't know,Don't know,Don't know,18 to 29,Some College Educ.,Other,Male,Not at all likely,Independent (No party),Nonwhite,18 to 39,No 4-year College Degree,Hispanic,Rest,Less than 50 percent,Cell,0,0.0779,1.1569,5.0224,0.235,2018-10-09 02:18:39
Rep,50 to 64,Some college or trade school,White,Female,Other,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,Nonwhite,40 to 64,No 4-year College Degree,White,Rest of Clark,85 percent or higher,Cell,1,0.9867,1.0357,0.6001,1.0275,2018-10-09 02:19:06
Rep,65 and older,Some college or trade school,Hispanic,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Hispanic,Central/North Las Vegas,50 to 85 percent,Cell,1,0.7586,1.1483,0.717,1.1811,2018-10-09 02:22:42
Dem,65 and older,High school,White,Female,Other,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,No 4-year College Degree,White,Washoe/Carson City,85 percent or higher,Landline,1,0.9871,0.9806,0.4435,0.977,2018-10-09 02:24:03
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Central/North Las Vegas,50 to 85 percent,Cell,1,0.7836,0.9884,0.8453,0.9808,2018-10-09 02:25:33
Rep,[DO NOT READ] Refused,High school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest,Less than 50 percent,Cell,1,0.4388,0.9647,1.2898,1.0955,2018-10-09 02:27:48
Dem,50 to 64,Some college or trade school,White,Male,Black,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,White,Rest of Clark,50 to 85 percent,Cell,0.8889,0.6027,1.3273,0.9338,1.3836,2018-10-09 02:29:09
Rep,50 to 64,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Approve,Rep.,Unfavorable,Rep.,Unfavorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,40 to 64,4-year College Grad.,White,Rest of Clark,85 percent or higher,Landline,0.8889,0.9899,0.8524,0.4225,0.8479,2018-10-09 02:30:21
Dem,50 to 64,Graduate or Professional Degree,White,Female,Black,Disapp.,Dem.,Don't know,Dem.,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,Somewhat likely,Democrat,Nonwhite,40 to 64,Postgraduate Degree,White,Central/North Las Vegas,Less than 50 percent,Cell,0.8889,0.454,0.747,0.8855,0.6378,2018-10-09 02:30:30
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Washoe/Carson City,85 percent or higher,Landline,1,0.9465,0.7767,0.3488,0.7755,2018-10-09 02:30:57
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest of Clark,50 to 85 percent,Cell,1,0.8419,1.131,0.6304,1.1178,2018-10-09 02:31:27
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Republican,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Washoe/Carson City,85 percent or higher,Landline,1,0.8782,0.9591,0.58,0.9465,2018-10-09 02:33:06
Dem,65 and older,Some college or trade school,Unknown,Male,White,Approve,Rep.,Don't know,Rep.,Don't know,65 and older,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,Washoe/Carson City,50 to 85 percent,Landline,0.4444,0.8495,1.2217,0.7058,1.1471,2018-10-09 02:33:24
Dem,50 to 64,Some college or trade school,White,Female,Other,Disapp.,Dem.,Don't know,Dem.,Unfavorable,45 to 64,Some College Educ.,Other,Female,[DO NOT READ] Don't know/Refused,Democrat,Nonwhite,40 to 64,No 4-year College Degree,White,Central/North Las Vegas,Less than 50 percent,Cell,0.4444,0.349,0.9909,2.2586,0.5526,2018-10-09 02:33:33
Rep,[DO NOT READ] Refused,Bachelors' degree,Unknown,Female,White,Approve,Rep.,Unfavorable,Rep.,Don't know,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,Unknown,Washoe/Carson City,85 percent or higher,Landline,1,0.9662,0.8217,0.3918,0.8192,2018-10-09 02:33:33
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,Unknown,Male,Other,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,65 and older,Postgraduate Degree,Unknown,Washoe/Carson City,85 percent or higher,Landline,1,0.9284,0.7497,0.3403,0.7499,2018-10-09 02:34:36
Rep,65 and older,Some college or trade school,Hispanic,Female,White,Approve,Dem.,Unfavorable,Rep.,Unfavorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Hispanic,Rest,85 percent or higher,Landline,1,0.99,0.9995,0.4451,0.9926,2018-10-09 02:35:03
Rep,35 to 49,Some college or trade school,White,Female,Hispanic,Approve,Lib./Don't know,Unfavorable,Rep.,Don't know,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,18 to 39,No 4-year College Degree,White,Rest of Clark,85 percent or higher,Landline,1,0.9686,1.0572,0.7352,1.0537,2018-10-09 02:35:21
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Washoe/Carson City,85 percent or higher,Landline,1,0.927,0.7058,0.2834,0.7061,2018-10-09 02:37:45
Dem,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,Disapp.,Dem.,Don't know,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,Postgraduate Degree,White,Washoe/Carson City,50 to 85 percent,Cell,0,0.5115,0.9333,0.7269,0.675,2018-10-09 02:41:03
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Washoe/Carson City,85 percent or higher,Cell,1,0.9844,0.6904,0.3106,0.6878,2018-10-09 02:44:03
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Rest,85 percent or higher,Landline,1,0.9889,0.7721,0.3256,0.7693,2018-10-09 02:44:30
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest of Clark,85 percent or higher,Landline,1,0.9847,0.9412,0.4785,0.9334,2018-10-09 02:44:30
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Rest of Clark,85 percent or higher,Landline,1,0.9895,0.7226,0.2413,0.7174,2018-10-09 02:45:33
Rep,50 to 64,Some college or trade school,White,Female,Hispanic,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,40 to 64,No 4-year College Degree,White,Rest,85 percent or higher,Landline,1,0.9903,1.0491,0.6305,1.0454,2018-10-09 02:46:30
Dem,50 to 64,Graduate or Professional Degree,Other,Male,Asian,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,40 to 64,Postgraduate Degree,Other Non-White,Washoe/Carson City,85 percent or higher,Landline,1,0.959,0.9836,0.4772,0.9809,2018-10-09 02:46:57
Dem,65 and older,High school,White,Female,White,Disapp.,Lib./Don't know,Don't know,Dem.,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Washoe/Carson City,85 percent or higher,Landline,1,0.8892,0.9806,0.4923,0.9675,2018-10-09 02:48:18
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Washoe/Carson City,85 percent or higher,Landline,1,0.9888,1.0004,0.506,0.9968,2018-10-09 02:48:18
Rep,65 and older,Bachelors' degree,Other,Female,White,Approve,Rep.,Don't know,Rep.,Favorable,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,Other Non-White,Washoe/Carson City,85 percent or higher,Landline,1,0.8557,0.9355,0.6004,0.9452,2018-10-09 02:49:21
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Unknown,Rest,50 to 85 percent,Landline,1,0.6936,1.2811,1.0788,1.3369,2018-10-09 02:49:57
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,65 and older,[DO NOT READ] Don't know/Refused,White,Rest of Clark,85 percent or higher,Landline,1,0.9953,0.8612,0.375,0.8587,2018-10-09 02:53:24
Und,65 and older,Bachelors' degree,White,Female,Black,Don't know,Dem.,Don't know,Dem.,Favorable,65 and older,4-year College Grad.,Democratic,Male,[DO NOT READ] Don't know/Refused,Democrat,Nonwhite,65 and older,4-year College Grad.,White,Rest of Clark,50 to 85 percent,Landline,1,0.688,0.9927,0.4599,0.8686,2018-10-09 02:53:33
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Don't know,45 to 64,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Rest,85 percent or higher,Landline,1,0.9698,1.0491,0.6438,1.0378,2018-10-09 02:54:09
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest,85 percent or higher,Landline,1,0.971,1.0168,0.432,1.0133,2018-10-09 02:55:12
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Approve,Dem.,Favorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Unknown,Rest,85 percent or higher,Landline,0,0.9848,0.7862,0.4003,0.7548,2018-10-09 02:55:30
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Rest of Clark,85 percent or higher,Landline,1,0.9906,0.7226,0.241,0.7201,2018-10-09 02:55:48
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Washoe/Carson City,85 percent or higher,Landline,1,0.995,0.8233,0.3552,0.8209,2018-10-09 02:57:00
Rep,65 and older,Some college or trade school,White,Male,White,Don't know,Lib./Don't know,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest of Clark,85 percent or higher,Landline,1,0.983,0.9585,0.4762,0.9549,2018-10-09 02:57:45
Und,65 and older,Bachelors' degree,White,Male,White,Don't know,Lib./Don't know,Don't know,Don't know,Don't know,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Washoe/Carson City,Less than 50 percent,Landline,0.7778,0.4772,0.8518,0.7248,0.8868,2018-10-09 02:58:21
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Washoe/Carson City,85 percent or higher,Landline,1,0.9948,0.7893,0.3617,0.7869,2018-10-09 02:58:48
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Rep.,Favorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Rest,85 percent or higher,Landline,1,0.9903,1.0943,0.6193,1.0905,2018-10-09 03:00:36
