response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,educ3,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Passaic,50 to 85 percent,Landline,1,0.636,1.2875,1.3315,1.364,2018-10-16 23:39:53
Rep,35 to 49,Bachelors' degree,Other,Male,White,Don't know,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,4-year College Grad.,Non-White,Essex,Less than 50 percent,Landline,1,0.4381,1.2606,1.7752,1.4325,2018-10-16 23:42:26
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest,85 percent or higher,Landline,1,0.8545,1.1425,0.815,1.155,2018-10-17 00:06:44
Rep,18 to 34,Bachelors' degree,White,Male,Other,Approve,Reps. keep House,Unfavorable,Don't know,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,18 to 34,4-year College Grad.,White,Essex,Less than 50 percent,Cell,1,0.2437,0.6878,1.4427,0.8871,2018-10-17 00:10:20
Rep,[DO NOT READ] Refused,Some college or trade school,Hispanic,Female,White,Don't know,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Non-White,Rest,85 percent or higher,Landline,1,0.965,1.5314,1.2011,1.5146,2018-10-17 00:13:29
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,"Morris, well-educ.",Less than 50 percent,Landline,1,0.4899,1.4056,1.4231,1.5625,2018-10-17 00:16:56
Und,50 to 64,Some college or trade school,Other,Male,White,Approve,Don't know,Don't know,Unfavorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,Non-White,"Morris, well-educ.",85 percent or higher,Landline,1,0.8866,1.3338,1.2398,1.3418,2018-10-17 00:16:56
Dem,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Unfavorable,65 and older,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest,50 to 85 percent,Landline,1,0.7356,1.3939,1.194,1.3898,2018-10-17 00:21:13
Und,[DO NOT READ] Refused,Graduate or Professional Degree,Unknown,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,35 to 49,Postgraduate Degree,Unknown,"Morris, well-educ.",Less than 50 percent,Landline,1,0.3759,1.0036,1.5531,1.0829,2018-10-17 00:22:25
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,"Morris, well-educ.",85 percent or higher,Landline,1,0.965,1.2067,0.6249,1.2034,2018-10-17 00:32:55
Dem,18 to 34,Graduate or Professional Degree,Unknown,Male,Other,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 34,Postgraduate Degree,Unknown,Essex,85 percent or higher,Cell,1,0.965,0.501,0.2591,0.4996,2018-10-17 00:35:29
Dem,18 to 34,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,No 4-year College Degree,Unknown,Rest,50 to 85 percent,Landline,1,0.5048,0.7648,1.0636,0.8452,2018-10-17 00:55:01
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,35 to 49,Postgraduate Degree,Non-White,Rest,85 percent or higher,Landline,1,0.965,0.8321,0.5058,0.8229,2018-10-17 01:00:34
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Favorable,65 and older,[DO NOT READ] Don't know/Refused,Other,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,[DO NOT READ] Don't know/Refused,White,Rest,50 to 85 percent,Landline,1,0.8005,1.0398,0.6117,1.0308,2018-10-17 01:30:45
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Morris, well-educ.",85 percent or higher,Cell,1,0.8821,0.9505,0.5169,0.9568,2018-10-17 01:31:21
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,White,Rest,85 percent or higher,Cell,1,0.965,0.8951,0.6888,0.8853,2018-10-17 01:34:51
3,35 to 49,Some college or trade school,White,Male,White,Disapp.,Don't know,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,White,"Morris, well-educ.",Less than 50 percent,Cell,1,0.4277,1.1725,2.3696,1.3388,2018-10-17 01:38:54
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,"Morris, well-educ.",85 percent or higher,Landline,1,0.965,0.8232,0.3993,0.821,2018-10-17 01:47:09
Rep,50 to 64,Some college or trade school,White,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,Nonwhite,50 to 64,No 4-year College Degree,White,Passaic,Less than 50 percent,Landline,1,0.2403,1.3759,3.9476,1.7802,2018-10-17 01:47:09
Dem,65 and older,Some college or trade school,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,No 4-year College Degree,Non-White,"Morris, well-educ.",50 to 85 percent,Landline,1,0.6001,1.524,1.9742,1.6312,2018-10-17 01:48:03
Dem,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Unfavorable,65 and older,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Essex,Less than 50 percent,Landline,0.7778,0.2215,1.3206,3.7609,1.352,2018-10-17 01:48:14
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,"Morris, well-educ.",Less than 50 percent,Landline,0.8889,0.3594,1.4056,1.9403,1.5945,2018-10-17 01:49:44
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,"Morris, well-educ.",85 percent or higher,Cell,1,0.918,1.1367,0.6104,1.1388,2018-10-17 02:00:59
Dem,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Passaic,50 to 85 percent,Cell,0.6667,0.5355,1.1151,1.3364,1.0183,2018-10-17 02:05:44
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Rest,85 percent or higher,Landline,1,0.8552,1.1206,0.8336,1.1327,2018-10-17 02:06:02
Und,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Female,Not at all likely,Independent (No party),"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,"Morris, well-educ.",Less than 50 percent,Landline,0,0.1536,0.9589,2.9006,0.2037,2018-10-17 02:06:29
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 34,No 4-year College Degree,White,Rest,Less than 50 percent,Landline,1,0.4449,0.7684,1.2811,0.8704,2018-10-17 02:12:47
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,Postgraduate Degree,White,"Morris, well-educ.",50 to 85 percent,Cell,0.7778,0.6234,0.6673,0.5577,0.6343,2018-10-17 02:19:47
Und,65 and older,Graduate or Professional Degree,Asian,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Favorable,Don't know,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,65 and older,Postgraduate Degree,Non-White,Rest,85 percent or higher,Landline,1,0.953,0.9378,0.443,0.936,2018-10-17 02:19:56
Dem,18 to 34,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 34,4-year College Grad.,Non-White,Essex,Less than 50 percent,Cell,1,0.4441,0.9787,1.418,1.0317,2018-10-17 02:21:17
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,[DO NOT READ] Don't know/Refused,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,[DO NOT READ] Don't know/Refused,White,"Morris, well-educ.",Less than 50 percent,Landline,1,0.3862,0.8137,1.3188,0.8746,2018-10-17 02:22:29
Dem,35 to 49,Some college or trade school,White,Male,White,Approve,Dems. take House,Favorable,Don't know,30 to 44,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,White,Rest,50 to 85 percent,Cell,1,0.6229,0.9643,1.1112,0.9762,2018-10-17 02:22:56
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,"Morris, well-educ.",50 to 85 percent,Landline,1,0.5629,0.7771,0.5972,0.8415,2018-10-17 02:24:08
Dem,35 to 49,Graduate or Professional Degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,Postgraduate Degree,Non-White,Essex,50 to 85 percent,Landline,1,0.7153,0.7399,0.564,0.7684,2018-10-17 02:27:17
Dem,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,No 4-year College Degree,White,"Morris, well-educ.",50 to 85 percent,Landline,1,0.6556,0.7931,1.0476,0.7226,2018-10-17 02:28:47
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Essex,85 percent or higher,Landline,1,0.9055,1.1261,0.8396,1.13,2018-10-17 02:32:04
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Morris, well-educ.",85 percent or higher,Landline,1,0.965,0.7906,0.3625,0.7885,2018-10-17 02:39:43
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Postgraduate Degree,White,"Morris, well-educ.",85 percent or higher,Landline,1,0.9526,0.7447,0.4569,0.7433,2018-10-17 02:42:07
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Essex,85 percent or higher,Landline,1,0.965,0.7809,0.3476,0.7788,2018-10-17 02:45:16
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Morris, well-educ.",85 percent or higher,Cell,1,0.8695,1.2103,0.9814,1.1952,2018-10-17 02:53:36
Dem,18 to 34,Bachelors' degree,White,Female,Other,Disapp.,Dems. take House,Favorable,Favorable,18 to 29,4-year College Grad.,Democratic,Female,Already voted,Democrat,Nonwhite,18 to 34,4-year College Grad.,White,"Morris, well-educ.",50 to 85 percent,Cell,1,0.6166,0.7594,0.7145,0.8378,2018-10-17 02:57:12
Dem,50 to 64,Graduate or Professional Degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Postgraduate Degree,White,Essex,85 percent or higher,Landline,1,0.965,0.7809,0.3476,0.7788,2018-10-17 03:06:16
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,4-year College Grad.,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,4-year College Grad.,White,Essex,Less than 50 percent,Cell,0.7778,0.2711,0.7789,1.5705,0.8808,2018-10-17 03:13:01
Dem,65 and older,Some college or trade school,White,Female,Other,Approve,Don't know,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,65 and older,No 4-year College Degree,White,"Morris, well-educ.",85 percent or higher,Landline,1,0.8769,1.455,1.2684,1.4659,2018-10-17 03:17:40
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,4-year College Grad.,Unknown,Essex,85 percent or higher,Cell,1,0.911,1.3243,0.6684,1.3279,2018-10-17 03:18:57
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",18 to 34,No 4-year College Degree,White,Rest,85 percent or higher,Cell,1,0.965,0.6596,0.5108,0.6578,2018-10-17 03:19:24
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Essex,85 percent or higher,Landline,1,0.965,1.3802,1.0033,1.3842,2018-10-17 03:23:45
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Morris, well-educ.",85 percent or higher,Landline,1,0.965,1.455,1.1526,1.439,2018-10-17 03:26:27
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,"Morris, well-educ.",85 percent or higher,Landline,1,0.965,1.2602,0.9742,1.2464,2018-10-17 03:31:42
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 34,No 4-year College Degree,White,Essex,Less than 50 percent,Landline,1,0.4639,0.7721,1.3103,0.8675,2018-10-17 03:36:36
Dem,65 and older,High school,Unknown,Male,Hispanic,Don't know,Don't know,Favorable,Unfavorable,65 and older,High School Grad. or Less,Other,Female,Almost certain,[DO NOT READ] Refused,Nonwhite,65 and older,No 4-year College Degree,Unknown,Essex,50 to 85 percent,Landline,1,0.5105,1.6205,2.129,1.7871,2018-10-17 03:40:03
3,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Passaic,50 to 85 percent,Landline,1,0.7381,1.0239,0.6318,1.058,2018-10-17 03:40:03
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Essex,50 to 85 percent,Landline,1,0.5582,1.0258,0.7511,1.0509,2018-10-17 03:40:57
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,"Morris, well-educ.",85 percent or higher,Landline,1,0.8953,1.1871,0.9756,1.1928,2018-10-17 03:46:12
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",35 to 49,Postgraduate Degree,White,"Morris, well-educ.",85 percent or higher,Landline,1,0.965,0.6194,0.346,0.6212,2018-10-17 03:48:34
Und,18 to 34,Graduate or Professional Degree,White,Male,White,Don't know,Don't know,Don't know,Don't know,18 to 29,Postgraduate Degree,Democratic,Male,Already voted,[DO NOT READ] Refused,"White, 4-Year College Grads",18 to 34,Postgraduate Degree,White,"Morris, well-educ.",85 percent or higher,Landline,1,0.9243,0.4565,0.2679,0.4614,2018-10-17 03:53:49
Und,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,Nonwhite,50 to 64,Postgraduate Degree,Non-White,Essex,50 to 85 percent,Cell,1,0.5992,0.7705,0.554,0.7832,2018-10-17 03:57:52
Rep,65 and older,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,Rest,85 percent or higher,Landline,1,0.9142,1.4969,1.0704,1.4771,2018-10-17 04:06:16
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Rest,Less than 50 percent,Landline,1,0.459,1.2083,1.5482,1.3603,2018-10-17 04:08:58
Dem,35 to 49,Bachelors' degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,35 to 49,4-year College Grad.,White,"Morris, well-educ.",85 percent or higher,Landline,1,0.9025,1.0916,0.7546,1.0772,2018-10-17 04:10:28
Dem,65 and older,Bachelors' degree,Unknown,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,4-year College Grad.,Unknown,"Morris, well-educ.",85 percent or higher,Landline,1,0.965,1.6119,0.8578,1.6075,2018-10-17 04:12:07
Und,35 to 49,Bachelors' degree,Unknown,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",35 to 49,4-year College Grad.,Unknown,"Morris, well-educ.",50 to 85 percent,Landline,0.4444,0.7139,1.2656,1.0391,0.9434,2018-10-17 04:15:43
Rep,50 to 64,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,50 to 64,Postgraduate Degree,White,"Morris, well-educ.",50 to 85 percent,Landline,1,0.5983,0.6862,0.4639,0.6976,2018-10-17 04:30:55
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,"Morris, well-educ.",Less than 50 percent,Cell,1,0.3292,0.7877,1.0074,0.95,2018-10-17 16:44:24
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Rest,85 percent or higher,Cell,1,0.9103,0.6464,0.265,0.6379,2018-10-17 21:32:22
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Essex,50 to 85 percent,Cell,1,0.8192,0.9542,0.4614,0.9704,2018-10-17 21:36:07
Rep,35 to 49,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,White,Rest,85 percent or higher,Cell,1,0.965,0.8951,0.6888,0.8927,2018-10-17 21:39:07
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,White,"Morris, well-educ.",50 to 85 percent,Cell,1,0.8419,0.9503,0.9082,0.9395,2018-10-17 21:40:19
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,4-year College Grad.,White,Essex,85 percent or higher,Cell,1,0.8566,0.6428,0.4058,0.6496,2018-10-17 21:41:58
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Morris, well-educ.",85 percent or higher,Cell,1,0.8974,1.2103,0.9509,1.2158,2018-10-17 21:46:01
Dem,50 to 64,Graduate or Professional Degree,Asian,Female,Asian,Don't know,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Postgraduate Degree,Non-White,Essex,50 to 85 percent,Cell,1,0.6837,0.9263,0.6328,0.9692,2018-10-17 21:46:28
Dem,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Essex,85 percent or higher,Cell,1,0.965,1.167,0.5313,1.1639,2018-10-17 21:48:17
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Postgraduate Degree,Unknown,Essex,85 percent or higher,Cell,1,0.9559,0.7216,0.3796,0.7201,2018-10-17 21:53:41
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,"Morris, well-educ.",85 percent or higher,Cell,1,0.9188,1.0037,0.5035,1.0055,2018-10-17 21:55:02
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,Rest,Less than 50 percent,Landline,1,0.494,1.1166,1.1729,1.2392,2018-10-17 21:55:29
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Passaic,50 to 85 percent,Landline,1,0.8445,0.9041,0.4559,0.8938,2018-10-17 21:59:41
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,"Morris, well-educ.",85 percent or higher,Landline,1,0.965,1.1367,0.5806,1.1336,2018-10-17 22:07:12
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Passaic,85 percent or higher,Landline,1,0.9487,0.8392,0.3897,0.838,2018-10-17 22:08:24
Rep,65 and older,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,65 and older,4-year College Grad.,White,"Morris, well-educ.",85 percent or higher,Landline,1,0.965,1.1589,0.5672,1.1558,2018-10-17 22:10:12
Dem,18 to 34,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",18 to 34,4-year College Grad.,Unknown,Essex,Less than 50 percent,Cell,1,0.4343,0.9566,1.2242,1.1483,2018-10-17 22:15:18
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Essex,85 percent or higher,Landline,1,0.965,1.3002,0.9322,1.2966,2018-10-17 22:18:41
