response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Und,50 to 64,Bachelors' degree,White,Male,White,Don't know,Don't know,Don't know,oppose,Don't know,Don't know,Don't know,Don't know,45 to 64,4-year College Grad.,Democratic,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Hamilton,85 percent or higher,Landline,0.8889,0.9141,0.7167,0.3107,0.6779,2018-09-29 20:29:07
Dem,50 to 64,Some college or trade school,Black,Female,Other,oppose,Disapp.,Check,Don't know,Don't know,Favorable,Unfavorable,agree,45 to 64,Some College Educ.,Democratic,Female,[DO NOT READ] Don't know/Refused,Independent (No party),Nonwhite,50 to 64,Non-White,Hamilton,85 percent or higher,Landline,1,0.9332,0.7165,0.3163,0.6816,2018-09-29 20:29:34
Rep,[DO NOT READ] Refused,High school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Hamilton,85 percent or higher,Landline,1,0.9859,1.3798,0.9235,1.3808,2018-09-29 20:30:53
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Hamilton,85 percent or higher,Landline,1,0.9773,0.7147,0.4099,0.7184,2018-09-29 20:31:20
Und,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Unfavorable,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Cincinnati,85 percent or higher,Landline,1,0.8789,0.7559,0.4709,0.7678,2018-09-29 20:33:26
Dem,50 to 64,Bachelors' degree,Black,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Non-White,Cincinnati,85 percent or higher,Landline,1,0.9936,0.7379,0.3486,0.7421,2018-09-29 20:41:59
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,Don't know,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Hamilton,85 percent or higher,Landline,0.7778,0.9002,0.6888,0.3113,0.685,2018-09-29 20:42:26
Dem,65 and older,High school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Hamilton,85 percent or higher,Landline,1,0.9607,1.3767,0.9425,1.385,2018-09-29 20:44:23
Rep,65 and older,High school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Hamilton,85 percent or higher,Landline,0.8889,0.9717,1.4824,1.0334,1.473,2018-09-29 20:46:18
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Warren,85 percent or higher,Landline,1,0.9498,0.8279,0.3352,0.8336,2018-09-29 20:49:54
Rep,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Don't know,oppose,Reps. keep House,Unfavorable,Unfavorable,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Hamilton,50 to 85 percent,Landline,0.4444,0.679,0.8287,0.5862,0.7669,2018-09-29 20:51:15
Rep,65 and older,High school,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Cincinnati,85 percent or higher,Landline,1,0.9842,1.4781,1.2429,1.4856,2018-09-29 20:51:24
Und,65 and older,High school,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Don't know,disagree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Warren,85 percent or higher,Landline,1,0.9731,1.6585,1.0631,1.6557,2018-09-29 20:52:36
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Cincinnati,85 percent or higher,Landline,1,0.9246,0.777,0.4819,0.7844,2018-09-29 20:53:30
Dem,65 and older,Grade school,White,Female,White,oppose,Disapp.,Don't know,oppose,Dems. take House,Favorable,Unfavorable,agree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Cincinnati,85 percent or higher,Landline,1,0.9682,1.4748000000000001,1.2564,1.4714,2018-09-29 20:56:48
Und,65 and older,Grade school,White,Female,White,Don't know,Disapp.,Check,Don't know,Don't know,Don't know,Don't know,agree,65 and older,High School Grad. or Less,Other,Female,[DO NOT READ] Don't know/Refused,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Hamilton,50 to 85 percent,Landline,1,0.5527,1.4857,1.8578,1.2803,2018-09-29 20:59:21
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Cincinnati,85 percent or higher,Landline,1,0.9846,0.7232,0.4106,0.7269,2018-09-29 21:07:02
Rep,65 and older,Bachelors' degree,White,Male,White,support,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,agree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Hamilton,85 percent or higher,Landline,1,0.9335,0.7383,0.3292,0.7446,2018-09-29 21:08:59
Dem,65 and older,Some college or trade school,Black,Male,Black,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,agree,65 and older,Some College Educ.,Other,Male,Almost certain,Democrat,Nonwhite,65 and older,Non-White,Cincinnati,85 percent or higher,Landline,1,0.8781,0.7687,0.5828,0.7809,2018-09-29 21:14:50
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Hamilton,50 to 85 percent,Landline,1,0.6764,0.8995,0.7381,0.9509,2018-09-29 21:15:35
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Hamilton,85 percent or higher,Landline,0.8889,0.9143,1.0176,0.5738,1.0209,2018-09-29 21:22:44
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Unfavorable,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Warren,50 to 85 percent,Landline,1,0.7095,0.9849,0.4664,1.0329,2018-09-29 21:28:17
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,Hamilton,85 percent or higher,Landline,1,0.9461,0.9472,0.503,0.9541,2018-09-29 21:29:38
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Hamilton,85 percent or higher,Landline,1,0.99,0.6751,0.3045,0.6787,2018-09-29 21:29:47
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,Non-White,Warren,50 to 85 percent,Landline,1,0.5648,1.0602,0.8481,1.157,2018-09-29 21:30:59
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Hamilton,85 percent or higher,Landline,1,0.9682,0.8268,0.4024,0.8249,2018-09-29 21:37:55
Dem,50 to 64,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Don't know,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,50 to 64,White,Hamilton,50 to 85 percent,Landline,0.8889,0.7325,0.72,0.3983,0.7378,2018-09-29 21:40:18
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Warren,50 to 85 percent,Landline,0.7778,0.6287,0.8914,0.5699,0.9074,2018-09-29 21:43:00
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Warren,85 percent or higher,Cell,1,0.9801,0.8591,0.4642,0.8634,2018-09-29 21:50:42
Rep,65 and older,High school,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Hamilton,85 percent or higher,Cell,1,0.979,1.3798,0.9301,1.3788,2018-09-29 21:54:45
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Don't know,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Hamilton,85 percent or higher,Cell,1,0.9841,0.8008,0.364,0.8049,2018-09-29 21:55:39
Dem,35 to 49,Graduate or Professional Degree,Other,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Non-White,Hamilton,85 percent or higher,Cell,1,0.9355,0.7267,0.4662,0.7327,2018-09-29 22:04:00
Rep,18 to 34,Bachelors' degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Don't know,18 to 29,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,White,Warren,Less than 50 percent,Cell,1,0.2505,1.1906,2.6438,1.5388,2018-09-29 22:06:15
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Hamilton,50 to 85 percent,Cell,1,0.6166,0.8415,0.5229,0.9039,2018-09-29 22:18:09
Rep,65 and older,Graduate or Professional Degree,Hispanic,Female,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,50 to 64,Non-White,Warren,Less than 50 percent,Cell,1,0.4484,0.737,0.7106,0.8406,2018-09-29 22:23:42
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Hamilton,85 percent or higher,Cell,0.8889,0.9585,0.7696,0.4633,0.7708,2018-09-29 22:37:06
Rep,65 and older,Bachelors' degree,Hispanic,Male,Hispanic,support,Disapp.,Support,support,Reps. keep House,Unfavorable,Favorable,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,65 and older,Non-White,Warren,85 percent or higher,Cell,1,0.8554,0.8549,0.3725,0.8714,2018-09-29 22:39:39
Und,[DO NOT READ] Refused,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Don't know,Don't know,Favorable,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Hamilton,85 percent or higher,Cell,1,0.9806,0.7696,0.3605,0.7735,2018-09-29 22:45:42
Und,50 to 64,Graduate or Professional Degree,Other,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Non-White,Warren,50 to 85 percent,Cell,1,0.5237,0.8778,0.684,0.9716,2018-09-29 23:03:58
Und,35 to 49,High school,White,Male,Hispanic,oppose,Approve,Don't know,oppose,Dems. take House,Don't know,Don't know,agree,30 to 44,High School Grad. or Less,Republican,Male,Somewhat likely,Independent (No party),Nonwhite,35 to 49,White,Warren,85 percent or higher,Cell,1,0.9101,1.853,1.8047,1.7764,2018-09-29 23:04:34
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Hamilton,85 percent or higher,Landline,1,0.9708,0.7696,0.3641,0.7738,2018-09-30 18:56:12
Und,[DO NOT READ] Refused,Some college or trade school,Black,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,50 to 64,Non-White,Cincinnati,50 to 85 percent,Landline,1,0.7183,0.8898,0.6889,0.8965,2018-09-30 19:01:06
Und,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Don't know,agree,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Hamilton,50 to 85 percent,Cell,1,0.8328,0.8903,0.5275,0.9109,2018-09-30 19:01:24
Dem,50 to 64,Graduate or Professional Degree,Asian,Female,Asian,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Non-White,Warren,50 to 85 percent,Landline,1,0.5957,0.9721,0.5584,1.0507,2018-09-30 19:04:24
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Warren,Less than 50 percent,Landline,1,0.3014,0.8362,1.6751,1.0368,2018-09-30 19:04:42
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Hamilton,50 to 85 percent,Cell,1,0.597,0.72,0.4881,0.7778,2018-09-30 19:06:21
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,agree,65 and older,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Hamilton,85 percent or higher,Cell,1,0.9595,0.622,0.3148,0.6258,2018-09-30 19:07:51
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Unfavorable,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Cincinnati,85 percent or higher,Cell,1,0.8566,0.7559,0.4831,0.7704,2018-09-30 19:08:36
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Hamilton,85 percent or higher,Landline,1,0.96,0.8268,0.4059,0.8318,2018-09-30 19:20:07
Rep,65 and older,High school,White,Female,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,agree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Warren,Less than 50 percent,Cell,1,0.3731,1.6106,3.0686,1.9076,2018-09-30 19:20:16
Rep,50 to 64,Bachelors' degree,White,Female,Other,Don't know,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,50 to 64,White,Warren,85 percent or higher,Landline,1,0.9612,0.8036,0.3061,0.8085,2018-09-30 19:21:10
Rep,50 to 64,High school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Cincinnati,Less than 50 percent,Cell,1,0.4057,1.3935,3.0831,1.6219,2018-09-30 19:23:43
Rep,35 to 49,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,White,Warren,85 percent or higher,Cell,0.7778,0.9439,0.962,0.6112,0.9434,2018-09-30 19:24:19
Rep,65 and older,Some college or trade school,White,Female,White,Don't know,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Warren,85 percent or higher,Cell,1,0.9547,0.925,0.4204,0.9218,2018-09-30 19:33:32
Rep,65 and older,High school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Warren,Less than 50 percent,Cell,1,0.426,1.7836,2.4939,2.0555,2018-09-30 19:33:59
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Check,support,Reps. keep House,Unfavorable,Unfavorable,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Hamilton,85 percent or higher,Cell,1,0.9644,0.7183,0.2962,0.7225,2018-09-30 19:38:47
Rep,65 and older,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Favorable,Don't know,65 and older,Some College Educ.,Other,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,White,Hamilton,50 to 85 percent,Landline,1,0.6563,0.8287,0.6064,0.8417,2018-09-30 19:38:56
Rep,[DO NOT READ] Refused,High school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,agree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Hamilton,50 to 85 percent,Landline,1,0.7556,1.5495,1.3854,1.6087,2018-09-30 19:40:26
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,oppose,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Hamilton,85 percent or higher,Landline,1,0.9793,0.7057,0.3153,0.7052,2018-09-30 19:47:35
Und,35 to 49,Bachelors' degree,Asian,Male,Asian,support,Don't know,Check,Don't know,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),Nonwhite,35 to 49,Non-White,Warren,Less than 50 percent,Landline,1,0.3638,0.9562,1.2908,1.0455,2018-09-30 19:49:23
Rep,18 to 34,Bachelors' degree,White,Female,White,Don't know,Disapp.,Check,support,Reps. keep House,Don't know,Favorable,agree,18 to 29,4-year College Grad.,Other,Female,Not very likely,Republican,"White, 4-Year College Grads",18 to 34,White,Hamilton,Less than 50 percent,Landline,0.4444,0.0933,0.922,3.5195,0.4135,2018-09-30 19:53:26
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Unknown,Warren,50 to 85 percent,Cell,1,0.7657,1.2934,0.7882,1.3401,2018-09-30 19:58:05
Rep,65 and older,Bachelors' degree,Unknown,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Don't know,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Unknown,Warren,85 percent or higher,Cell,0.8889,0.8866,1.1205,0.4985,1.1263,2018-09-30 19:58:14
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Hamilton,50 to 85 percent,Cell,0.8889,0.6874,1.0043,0.8483,0.9901,2018-09-30 19:59:17
Dem,50 to 64,High school,Unknown,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,High School Grad. or Less,Other,Male,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,Unknown,Hamilton,50 to 85 percent,Landline,1,0.5325,1.9521,2.479,2.0279,2018-09-30 20:01:10
Dem,35 to 49,Graduate or Professional Degree,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,agree,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),Nonwhite,35 to 49,Non-White,Hamilton,85 percent or higher,Landline,1,0.9694,0.6764,0.4081,0.675,2018-09-30 20:02:13
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Hamilton,85 percent or higher,Landline,1,0.9703,0.6888,0.289,0.6925,2018-09-30 20:05:04
Und,35 to 49,Bachelors' degree,White,Female,White,support,Don't know,Check,support,Reps. keep House,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,White,Warren,50 to 85 percent,Cell,0.8889,0.679,1.3607,0.8375,1.4078,2018-09-30 20:10:19
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Warren,Less than 50 percent,Cell,1,0.4679,0.7805,0.6934,0.8828,2018-09-30 20:14:40
Rep,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Don't know,Unfavorable,Favorable,agree,65 and older,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,White,Cincinnati,85 percent or higher,Landline,1,0.9104,0.7249,0.4463,0.7213,2018-09-30 20:16:04
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,agree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Hamilton,Less than 50 percent,Landline,1,0.3119,0.7569,1.4293,0.9315,2018-09-30 20:21:01
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Check,oppose,Reps. keep House,Don't know,Favorable,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Hamilton,50 to 85 percent,Cell,1,0.8463,0.8908,0.4039,0.888,2018-09-30 20:38:53
Rep,18 to 34,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Don't know,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 34,White,Hamilton,50 to 85 percent,Cell,1,0.6847,1.3589,1.0174,1.4336,2018-09-30 20:40:32
Dem,[DO NOT READ] Refused,Some college or trade school,Black,Female,[DO NOT READ] Don't know/Refused,Don't know,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,[DO NOT READ] Don't know/Refused,50 to 64,Non-White,Hamilton,Less than 50 percent,Cell,1,0.4865,0.6974,0.6731,0.7326,2018-09-30 20:40:41
Dem,50 to 64,Bachelors' degree,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,50 to 64,Non-White,Cincinnati,50 to 85 percent,Cell,1,0.6732,0.7413,0.5283,0.7843,2018-09-30 20:48:27
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Favorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,Hamilton,50 to 85 percent,Cell,0.7778,0.5345,0.9177,0.868,0.8831,2018-09-30 20:50:06
Rep,50 to 64,Graduate or Professional Degree,Black,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Non-White,Cincinnati,85 percent or higher,Cell,1,0.9735,0.7266,0.3866,0.7304,2018-09-30 20:52:12
Dem,35 to 49,Some college or trade school,White,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,agree,30 to 44,Some College Educ.,Other,Female,Very likely,Democrat,Nonwhite,35 to 49,White,Hamilton,Less than 50 percent,Cell,1,0.2814,0.7773,1.9931,0.8846,2018-09-30 20:54:09
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Hamilton,85 percent or higher,Cell,1,0.9804,0.8268,0.3974,0.831,2018-09-30 20:55:03
Rep,65 and older,Some college or trade school,White,Male,White,support,Don't know,Check,support,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Warren,85 percent or higher,Landline,1,0.956,0.9938,0.4628,0.9904,2018-09-30 21:00:49
