response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",50 to 64,White,State Sen. 5,85 percent or higher,Cell,1,0.8916,1.0167,0.6448,1.0207
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,State Sen. 8,85 percent or higher,Cell,1,0.97,0.4481,0.1843,0.4373
Rep,18 to 34,Graduate or Professional Degree,Other,Male,Asian,Disapp.,Dems. take House,Favorable,Favorable,18 to 29,Postgraduate Degree,Other,Male,Somewhat likely,Independent (No party),Nonwhite,18 to 34,Other Non-White,State Sen. 5,Less than 50 percent,Cell,0.3333,0.2983,0.7715,1.1902,0.4217
Rep,35 to 49,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,White,State Sen. 12,50 to 85 percent,Cell,1,0.7608,1.9997,1.4753,1.9614
Dem,65 and older,Bachelors' degree,Other,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",65 and older,Other Non-White,State Sen. 5,85 percent or higher,Landline,1,0.97,0.817,0.3447,0.8073
Rep,65 and older,Some college or trade school,Unknown,Male,White,Don't know,Reps. keep House,Unfavorable,Unfavorable,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,Unknown,State Sen. 5,Less than 50 percent,Landline,0.4444,0.3035,0.8812,1.1112,0.6969
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,State Sen. 5,85 percent or higher,Landline,1,0.9657,0.725,0.3748,0.717
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,State Sen. 5,50 to 85 percent,Cell,1,0.5908,0.8733,0.8224,0.8768
Dem,18 to 34,Some college or trade school,White,Female,Black,Disapp.,Dems. take House,Don't know,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 34,White,State Sen. 5,85 percent or higher,Cell,1,0.9,1.0414,0.763,1.0313
Rep,35 to 49,High school,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Other,Male,Already voted,Independent (No party),[DO NOT READ] Don't know/Refused,35 to 49,White,State Sen. 5,50 to 85 percent,Cell,1,0.5417,1.6654,1.5251,1.8676
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",65 and older,White,State Sen. 8,85 percent or higher,Landline,1,0.97,0.6725,0.359,0.6645
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,State Sen. 12,85 percent or higher,Landline,1,0.9224,0.8166,0.4954,0.8144
Dem,18 to 34,High school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 34,Hispanic,State Sen. 5,Less than 50 percent,Cell,1,0.2226,2.3553,7.1919,3.0588
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,Unknown,State Sen. 8,Less than 50 percent,Cell,1,0.3224,1.2511,1.8522,1.3625
Rep,50 to 64,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,[DO NOT READ] Don't know/Refused,50 to 64,White,State Sen. 5,85 percent or higher,Landline,1,0.9534,0.992,0.5083,0.9666
Dem,35 to 49,Some college or trade school,White,Female,White,Approve,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",35 to 49,White,State Sen. 5,50 to 85 percent,Cell,1,0.7389,0.857,0.6967,0.8952
Und,18 to 34,Some college or trade school,White,Male,Black,Disapp.,Don't know,Don't know,Don't know,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),Nonwhite,18 to 34,White,State Sen. 8,Less than 50 percent,Cell,0.4444,0.2653,0.9757,3.0161,0.5794
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,50 to 64,Hispanic,State Sen. 5,85 percent or higher,Landline,1,0.9387,0.9232,0.5313,0.8988
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,State Sen. 8,50 to 85 percent,Landline,1,0.632,0.7517,0.7209,0.7862
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Other,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",65 and older,White,State Sen. 5,85 percent or higher,Landline,1,0.913,0.6493,0.3421,0.6419
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,State Sen. 8,85 percent or higher,Landline,1,0.9602,1.7418,1.0794,1.7242
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,State Sen. 5,85 percent or higher,Landline,1,0.97,1.6786,0.8149,1.6382
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,35 to 49,Hispanic,State Sen. 8,50 to 85 percent,Cell,1,0.7084,0.7043,0.5089,0.6946
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,State Sen. 5,85 percent or higher,Landline,1,0.9659,1.0839,0.635,1.0659
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,High School Grad. or Less,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,State Sen. 5,85 percent or higher,Landline,1,0.9262,1.8341,1.0815,1.8277
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,State Sen. 5,50 to 85 percent,Cell,1,0.5908,0.9912,0.7903,1.0491
Dem,65 and older,High school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Democrat,Nonwhite,65 and older,Hispanic,State Sen. 8,50 to 85 percent,Cell,1,0.6304,1.4823,1.2925,1.6044
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,State Sen. 8,85 percent or higher,Landline,1,0.97,0.6886,0.3857,0.672
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Already voted,Independent (No party),Nonwhite,50 to 64,Hispanic,State Sen. 8,85 percent or higher,Cell,1,0.8994,0.7359,0.4206,0.7375
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,State Sen. 8,85 percent or higher,Cell,1,0.97,0.6886,0.3857,0.6804
Und,18 to 34,Some college or trade school,Asian,Male,Other,Don't know,Dems. take House,Don't know,Unfavorable,18 to 29,Some College Educ.,Democratic,Male,Already voted,Independent (No party),Nonwhite,18 to 34,Other Non-White,State Sen. 5,Less than 50 percent,Cell,1,0.4846,1.2926,1.7143,1.4891
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,State Sen. 8,85 percent or higher,Cell,1,0.9667,1.5942,0.8456,1.5763
Dem,50 to 64,Some college or trade school,Other,Male,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,50 to 64,Other Non-White,State Sen. 5,85 percent or higher,Landline,1,0.9668,1.0736,0.4674,1.0474
Dem,35 to 49,Some college or trade school,White,Male,Black,Disapp.,Dems. take House,Unfavorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,White,State Sen. 5,85 percent or higher,Cell,1,0.9548,0.8577,0.557,0.8442
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,State Sen. 8,85 percent or higher,Cell,1,0.9432,0.5752,0.2363,0.5667
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,State Sen. 5,85 percent or higher,Cell,1,0.8814,0.8577,0.6023,0.8632
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",50 to 64,White,State Sen. 12,85 percent or higher,Cell,1,0.9347,1.3015,0.8859,1.2947
Dem,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Very likely,Republican,Nonwhite,50 to 64,Other Non-White,State Sen. 5,85 percent or higher,Cell,1,0.8504,0.6408,0.233,0.6245
Rep,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Don't know,Favorable,Favorable,45 to 64,Some College Educ.,Democratic,Female,Already voted,Independent (No party),Nonwhite,50 to 64,Hispanic,State Sen. 8,85 percent or higher,Cell,1,0.97,0.8767,0.532,0.8664
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,State Sen. 5,85 percent or higher,Landline,1,0.9366,0.7922,0.4876,0.7712
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,State Sen. 8,85 percent or higher,Cell,1,0.9072,2.1813,1.212,2.158
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,Other,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,[DO NOT READ] Don't know/Refused,Other,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,65 and older,Other Non-White,State Sen. 8,85 percent or higher,Landline,1,0.9269,0.8573,0.8003,0.8461
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",50 to 64,White,State Sen. 5,85 percent or higher,Cell,1,0.9696,0.6456,0.2369,0.6381
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,State Sen. 5,85 percent or higher,Landline,1,0.9312,0.8577,0.5708,0.8539
Rep,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Reps. keep House,Favorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",35 to 49,White,State Sen. 5,85 percent or higher,Landline,1,0.9471,0.8714,0.4681,0.8582
Dem,65 and older,Some college or trade school,Other,Female,White,Don't know,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,Other Non-White,State Sen. 8,85 percent or higher,Landline,1,0.912,0.8142,0.4821,0.8138
Und,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,White,State Sen. 8,85 percent or higher,Landline,1,0.9092,0.7057,0.4873,0.7058
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,State Sen. 5,85 percent or higher,Cell,1,0.9576,1.0839,0.6404,1.0665
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Don't know,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,State Sen. 5,85 percent or higher,Landline,1,0.954,0.743,0.4499,0.724
Rep,65 and older,Some college or trade school,Hispanic,Male,Asian,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,Nonwhite,65 and older,Hispanic,State Sen. 8,50 to 85 percent,Landline,1,0.8188,0.6825,0.4849,0.6664
Rep,65 and older,Bachelors' degree,Other,Male,White,Don't know,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,Other Non-White,State Sen. 8,85 percent or higher,Landline,1,0.9693,0.7571,0.3009,0.7482
Rep,50 to 64,Bachelors' degree,Hispanic,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,[DO NOT READ] Don't know/Refused,50 to 64,Hispanic,State Sen. 5,50 to 85 percent,Landline,1,0.7179,0.9371,0.56,0.9232
Dem,[DO NOT READ] Refused,Bachelors' degree,Asian,Female,Asian,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Other Non-White,State Sen. 5,50 to 85 percent,Cell,1,0.8387,1.1169,0.5174,1.1164
Rep,50 to 64,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,50 to 64,White,State Sen. 5,85 percent or higher,Cell,1,0.97,1.0167,0.5937,0.9996
Dem,35 to 49,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,35 to 49,Other Non-White,State Sen. 5,Less than 50 percent,Cell,1,0.3313,1.1631,2.449,1.2613
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,State Sen. 8,85 percent or higher,Landline,1,0.958,0.8276,0.4785,0.8067
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",50 to 64,White,State Sen. 8,85 percent or higher,Landline,1,0.97,0.6132,0.2445,0.6059
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,State Sen. 5,Less than 50 percent,Landline,1,0.2642,1.214,2.7846,1.5159
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,30 to 44,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",35 to 49,White,State Sen. 5,85 percent or higher,Cell,1,0.9359,0.5447,0.2268,0.5417
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,State Sen. 8,85 percent or higher,Cell,1,0.959,0.7523,0.4926,0.7449
Rep,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,State Sen. 5,85 percent or higher,Landline,1,0.9503,0.6801,0.3578,0.6625
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,State Sen. 5,85 percent or higher,Landline,1,0.9582,0.6456,0.2395,0.6353
Rep,50 to 64,Some college or trade school,White,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,50 to 64,White,State Sen. 5,85 percent or higher,Landline,1,0.9683,0.992,0.5007,0.9754
Dem,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Already voted,Independent (No party),Nonwhite,65 and older,Hispanic,State Sen. 5,85 percent or higher,Landline,1,0.9535,0.6747,0.3905,0.6687
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,State Sen. 5,Less than 50 percent,Cell,1,0.258,1.1659,2.8804,1.4638
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,State Sen. 5,85 percent or higher,Cell,1,0.9118,0.7081,0.36870000000000003,0.6891
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",50 to 64,White,State Sen. 12,85 percent or higher,Cell,1,0.9446,1.1912,0.692,1.1826
Rep,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,Nonwhite,65 and older,Hispanic,State Sen. 8,85 percent or higher,Cell,1,0.9627,0.6831,0.4256,0.6759
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Other,Female,Very likely,Independent (No party),Nonwhite,18 to 34,Hispanic,State Sen. 8,50 to 85 percent,Cell,1,0.6561,0.8229,0.8415,0.8173
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",65 and older,White,State Sen. 12,85 percent or higher,Cell,1,0.9534,0.5807,0.286,0.5756
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,State Sen. 5,50 to 85 percent,Cell,1,0.7776,0.8362,0.5575,0.8189
Rep,35 to 49,Some college or trade school,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Female,Very likely,Republican,Nonwhite,35 to 49,White,State Sen. 8,Less than 50 percent,Cell,1,0.3358,1.0207,2.6867,1.1046
Dem,18 to 34,High school,Other,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,High School Grad. or Less,Democratic,Male,Already voted,Independent (No party),Nonwhite,18 to 34,Other Non-White,State Sen. 8,85 percent or higher,Cell,1,0.8989,2.4183,1.362,2.424
Dem,50 to 64,Some college or trade school,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Already voted,Democrat,Nonwhite,50 to 64,White,State Sen. 5,50 to 85 percent,Cell,1,0.6638,1.0158,0.8384,1.0866
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,State Sen. 5,85 percent or higher,Landline,1,0.9673,1.6786,0.8171,1.6377
Dem,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Already voted,Independent (No party),Nonwhite,35 to 49,White,State Sen. 8,Less than 50 percent,Cell,1,0.2859,0.6231,1.3666,0.8228
Rep,35 to 49,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,State Sen. 12,50 to 85 percent,Cell,1,0.8312,2.54,1.9729,2.5421
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,Asian,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,Nonwhite,50 to 64,White,State Sen. 5,85 percent or higher,Cell,1,0.9627,0.992,0.5035,0.9673
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,White,State Sen. 8,50 to 85 percent,Cell,1,0.7354,0.9189,0.6155,0.9369
Rep,18 to 34,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Unfavorable,30 to 44,Some College Educ.,Republican,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,18 to 34,White,State Sen. 5,85 percent or higher,Cell,1,0.9211,1.1103,0.7945,1.0805
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,White,State Sen. 5,85 percent or higher,Cell,1,0.8709,0.9532,0.6222,0.9479
Dem,50 to 64,High school,Unknown,Male,White,Approve,Reps. keep House,Favorable,Don't know,45 to 64,High School Grad. or Less,Democratic,Male,Somewhat likely,Democrat,"White, No 4-Year College Degree",50 to 64,Unknown,State Sen. 12,Less than 50 percent,Cell,0.4444,0.0967,3.1444,8.5288,1.8293
Dem,65 and older,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Other Non-White,State Sen. 5,50 to 85 percent,Cell,1,0.7058,0.8566,0.5828,0.8792
Und,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,State Sen. 5,85 percent or higher,Cell,1,0.9021,0.6801,0.3762,0.6733
Dem,50 to 64,High school,Hispanic,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,Hispanic,State Sen. 8,85 percent or higher,Cell,1,0.8871,1.8579,1.006,1.8431
Rep,18 to 34,High school,Hispanic,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",18 to 34,Hispanic,State Sen. 5,50 to 85 percent,Cell,1,0.7643,2.1345,1.3975,2.2134
Dem,35 to 49,Bachelors' degree,Hispanic,Male,White,Approve,Reps. keep House,Don't know,Unfavorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,Hispanic,State Sen. 8,50 to 85 percent,Cell,1,0.8008,0.6872,0.3807,0.6915
Dem,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,18 to 34,Hispanic,State Sen. 8,85 percent or higher,Cell,1,0.862,0.822,0.563,0.8007
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Unfavorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 34,Hispanic,State Sen. 12,50 to 85 percent,Cell,1,0.5796,1.1346,1.3418,1.1414
Rep,35 to 49,Some college or trade school,White,Male,Hispanic,Don't know,Don't know,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Republican,Nonwhite,35 to 49,White,State Sen. 12,50 to 85 percent,Cell,1,0.7777,0.9419,0.7065,0.952
Dem,65 and older,Bachelors' degree,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Already voted,Independent (No party),Nonwhite,65 and older,White,State Sen. 8,85 percent or higher,Cell,1,0.9065,0.6155,0.304,0.6159
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Don't know,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 34,Hispanic,State Sen. 5,Less than 50 percent,Cell,0.8889,0.2421,1.1114,3.7853,1.19
Und,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Hispanic,State Sen. 8,50 to 85 percent,Cell,1,0.7529,0.8018,0.5242,0.8144
Dem,18 to 34,Bachelors' degree,Other,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,18 to 34,Other Non-White,State Sen. 5,50 to 85 percent,Cell,1,0.7253,1.0471,0.5623,1.0701
