response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedc,file_race_white,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,Dem. Rio Grande,18 to 39,Non-White,Less than 50 percent,Cell,1,0.0872,0.9102,4.866,1.4843,2018-10-16 01:57:31
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Rep. Rio Grande,40 to 64,White,85 percent or higher,Cell,1,0.9412,0.96,0.5013,0.9476,2018-10-16 02:00:13
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Rep. Rio Grande,40 to 64,White,85 percent or higher,Cell,1,0.965,0.7598,0.3221,0.7485,2018-10-16 02:01:55
Dem,65 and older,High school,White,Female,White,Don't know,Don't know,Favorable,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Rep. Rio Grande,65 and older,White,85 percent or higher,Cell,1,0.965,1.4123000000000001,0.5978,1.3913,2018-10-16 02:02:31
Dem,65 and older,Grade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Other,Male,Almost certain,Democrat,Nonwhite,Dem. Rio Grande,65 and older,Non-White,50 to 85 percent,Cell,1,0.6431,1.4796,1.5003,1.5454,2018-10-16 02:03:17
Dem,50 to 64,High school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,High School Grad. or Less,Other,Male,Already voted,Independent (No party),Nonwhite,Dem. Rio Grande,40 to 64,Non-White,Less than 50 percent,Cell,1,0.4895,1.6207,3.8175,1.8655,2018-10-16 02:03:35
Dem,35 to 49,High school,Hispanic,Male,Hispanic,Approve,Dems. take House,Favorable,Unfavorable,30 to 44,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,Dem. Rio Grande,18 to 39,Non-White,50 to 85 percent,Cell,1,0.7348,3.5754,4.4663,3.6521,2018-10-16 02:08:40
Dem,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Bexar,65 and older,Non-White,85 percent or higher,Cell,1,0.9584,1.0911,0.309,1.0753,2018-10-16 02:08:46
Dem,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,Approve,Don't know,Favorable,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Rep. Rio Grande,40 to 64,White,50 to 85 percent,Cell,1,0.8308,0.6286,0.2422,0.6302,2018-10-16 02:12:22
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Bexar,40 to 64,White,85 percent or higher,Cell,1,0.8918,0.8341,0.3603,0.8283,2018-10-16 02:12:58
Rep,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Democratic,Male,Somewhat likely,Republican,Nonwhite,Dem. Rio Grande,18 to 39,Non-White,85 percent or higher,Cell,1,0.8936,1.6228,1.3902,1.5169,2018-10-16 02:17:55
Dem,50 to 64,Some college or trade school,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,Bexar,40 to 64,White,50 to 85 percent,Cell,1,0.5288,0.9905,0.654,1.0719,2018-10-16 02:21:10
Rep,50 to 64,Bachelors' degree,White,Female,Hispanic,Disapp.,Dems. take House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Bexar,40 to 64,White,85 percent or higher,Cell,1,0.965,0.7042,0.2353,0.6937,2018-10-16 02:23:16
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",Rep. Rio Grande,65 and older,White,85 percent or higher,Landline,1,0.965,0.8451,0.3158,0.8256,2018-10-16 02:23:21
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Approve,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Dem. Rio Grande,40 to 64,Non-White,Less than 50 percent,Cell,1,0.4107,1.0795,1.5859,1.2276,2018-10-16 02:24:42
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",Rep. Rio Grande,40 to 64,White,85 percent or higher,Landline,1,0.965,0.6415,0.2263,0.6267,2018-10-16 02:25:45
Rep,50 to 64,Some college or trade school,Hispanic,Male,Other,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,Nonwhite,Bexar,40 to 64,Non-White,50 to 85 percent,Cell,1,0.5322,1.2016,0.8041,1.2986,2018-10-16 02:25:58
Dem,35 to 49,Some college or trade school,White,Female,Hispanic,Approve,Reps. keep House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Republican,Nonwhite,Bexar,40 to 64,White,50 to 85 percent,Cell,1,0.6033,1.1373,0.5397,1.1411,2018-10-16 02:31:40
Dem,65 and older,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,Dem. Rio Grande,65 and older,Non-White,85 percent or higher,Landline,1,0.8584,0.5314,0.2508,0.5185,2018-10-16 02:31:40
Und,50 to 64,Graduate or Professional Degree,White,Female,Black,Disapp.,Dems. take House,Unfavorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Bexar,40 to 64,White,85 percent or higher,Landline,1,0.9427,0.62,0.2486,0.6118,2018-10-16 02:31:49
Und,50 to 64,Bachelors' degree,Unknown,Male,Hispanic,Don't know,Dems. take House,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),Nonwhite,Bexar,40 to 64,Unknown,Less than 50 percent,Cell,0.4444,0.4072,0.6206,0.4264,0.4959,2018-10-16 02:32:43
Dem,[DO NOT READ] Refused,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Dems. take House,Favorable,Favorable,65 and older,4-year College Grad.,Democratic,Male,Already voted,or as a member of another political party,Nonwhite,Bexar,65 and older,Non-White,85 percent or higher,Cell,1,0.9401,0.6547,0.1779,0.6517,2018-10-16 02:33:19
Dem,50 to 64,Bachelors' degree,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Very likely,Democrat,Nonwhite,Bexar,40 to 64,White,Less than 50 percent,Cell,1,0.4972,0.499,0.4035,0.5121,2018-10-16 02:34:31
Dem,65 and older,[DO NOT READ] Refused,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Male,Already voted,Democrat,Nonwhite,Dem. Rio Grande,65 and older,Non-White,50 to 85 percent,Cell,1,0.6834,0.8807,0.5723,0.9375,2018-10-16 02:34:40
Rep,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Very likely,Republican,Nonwhite,Bexar,40 to 64,Non-White,Less than 50 percent,Landline,1,0.3649,0.6952,0.7325,0.7442,2018-10-16 02:39:37
Rep,50 to 64,Some college or trade school,White,Male,Other,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,Bexar,40 to 64,White,85 percent or higher,Cell,0.8889,0.9555,1.0539,0.5159,1.0339,2018-10-16 02:39:46
Dem,50 to 64,Some college or trade school,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Bexar,40 to 64,White,85 percent or higher,Cell,1,0.965,0.8897,0.3523,0.8765,2018-10-16 02:40:40
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",Bexar,65 and older,White,85 percent or higher,Landline,1,0.922,0.9277,0.3427,0.9043,2018-10-16 02:45:55
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Don't know,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",Bexar,40 to 64,White,50 to 85 percent,Landline,1,0.7541,0.5233,0.2664,0.5323,2018-10-16 02:47:16
Dem,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Some College Educ.,Democratic,Male,Very likely,Independent (No party),Nonwhite,Dem. Rio Grande,40 to 64,Non-White,Less than 50 percent,Cell,1,0.2706,0.94,2.1549,1.0545,2018-10-16 02:47:43
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Bexar,65 and older,White,85 percent or higher,Landline,1,0.965,0.9277,0.329,0.9138,2018-10-16 03:02:02
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Bexar,65 and older,White,85 percent or higher,Landline,1,0.8917,0.4901,0.2046,0.4867,2018-10-16 03:02:47
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",Rep. Rio Grande,65 and older,White,85 percent or higher,Landline,1,0.965,0.8451,0.3158,0.8372,2018-10-16 22:32:37
Dem,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Bexar,65 and older,Non-White,85 percent or higher,Landline,1,0.9274,0.95,0.29,0.9391,2018-10-16 22:35:19
Dem,35 to 49,Some college or trade school,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Not very likely,Democrat,Nonwhite,Bexar,40 to 64,White,50 to 85 percent,Cell,0.7778,0.7613,0.8625,0.422,0.6728,2018-10-16 22:39:31
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",Rep. Rio Grande,65 and older,White,85 percent or higher,Landline,1,0.9596,0.5071,0.1795,0.4952,2018-10-16 22:43:43
Dem,65 and older,High school,Hispanic,Male,Other,Disapp.,Dems. take House,Favorable,Don't know,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Democrat,Nonwhite,Dem. Rio Grande,65 and older,Non-White,50 to 85 percent,Cell,1,0.7784,1.6988,1.1614,1.6663,2018-10-16 22:48:09
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Bexar,65 and older,White,85 percent or higher,Landline,1,0.965,0.6393,0.202,0.6298,2018-10-16 22:49:50
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Bexar,65 and older,White,85 percent or higher,Cell,1,0.9471,0.4901,0.1947,0.4835,2018-10-16 22:51:20
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Bexar,65 and older,White,85 percent or higher,Landline,1,0.9487,0.6393,0.2049,0.6306,2018-10-16 22:51:56
Rep,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Favorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Dem. Rio Grande,65 and older,White,85 percent or higher,Landline,1,0.9617,0.438,0.1889,0.4316,2018-10-16 22:52:05
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",Bexar,18 to 39,White,50 to 85 percent,Landline,0.6667,0.6428,1.8922,1.3575,1.4917,2018-10-16 22:56:53
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Bexar,65 and older,White,50 to 85 percent,Landline,1,0.6949,0.4011,0.1745,0.4135,2018-10-16 23:00:56
Rep,65 and older,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),Nonwhite,Bexar,65 and older,Non-White,85 percent or higher,Cell,1,0.965,0.8906,0.2671,0.8773,2018-10-16 23:01:59
Rep,65 and older,High school,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,Nonwhite,Bexar,65 and older,White,85 percent or higher,Cell,1,0.8935,1.8364,0.9895,1.7902,2018-10-16 23:02:17
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Bexar,40 to 64,White,85 percent or higher,Landline,1,0.965,0.8341,0.3356,0.8217,2018-10-16 23:07:19
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Bexar,65 and older,White,85 percent or higher,Landline,1,0.965,0.4901,0.1917,0.4828,2018-10-16 23:07:19
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",Bexar,65 and older,White,85 percent or higher,Cell,1,0.965,0.9277,0.329,0.919,2018-10-16 23:10:01
Rep,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,Dem. Rio Grande,40 to 64,Non-White,85 percent or higher,Cell,1,0.9155,1.0059,0.6751,0.9806,2018-10-16 23:15:52
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Female,Not very likely,Democrat,Nonwhite,Bexar,18 to 39,Non-White,Less than 50 percent,Cell,1,0.3471,1.288,1.7176,0.9787,2018-10-16 23:22:52
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Bexar,40 to 64,White,85 percent or higher,Landline,1,0.9045,0.7263,0.3238,0.72,2018-10-16 23:29:28
Rep,65 and older,High school,Hispanic,Female,Hispanic,Don't know,Dems. take House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Other,Female,Very likely,Democrat,Nonwhite,Bexar,65 and older,Non-White,Less than 50 percent,Cell,1,0.4532,1.7578,1.8674,1.8253,2018-10-16 23:30:27
Dem,35 to 49,High school,Hispanic,Female,Hispanic,Don't know,Dems. take House,Favorable,Favorable,30 to 44,High School Grad. or Less,Other,Female,Somewhat likely,Democrat,Nonwhite,Bexar,40 to 64,Non-White,Less than 50 percent,Cell,0.7778,0.2836,2.2933,5.2988,1.7853,2018-10-16 23:34:38
Dem,18 to 34,Some college or trade school,Hispanic,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,Some College Educ.,Other,Female,Very likely,Democrat,[DO NOT READ] Don't know/Refused,Dem. Rio Grande,18 to 39,Non-White,Less than 50 percent,Cell,1,0.1317,1.5167,9.4646,1.9366,2018-10-16 23:40:56
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Bexar,40 to 64,White,85 percent or higher,Cell,1,0.9076,0.6394,0.3348,0.6336,2018-10-16 23:40:56
Dem,50 to 64,Graduate or Professional Degree,Black,Male,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Bexar,40 to 64,Non-White,50 to 85 percent,Cell,1,0.673,0.729,0.3952,0.7555,2018-10-16 23:44:23
Und,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Don't know,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Very likely,[DO NOT READ] Refused,Nonwhite,Bexar,40 to 64,Non-White,Less than 50 percent,Landline,1,0.2407,0.6952,1.0927,0.7954,2018-10-16 23:44:50
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Bexar,65 and older,White,85 percent or higher,Cell,1,0.965,0.4901,0.1917,0.4828,2018-10-16 23:53:53
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,Bexar,40 to 64,Non-White,85 percent or higher,Cell,1,0.965,0.8908,0.4267,0.8775,2018-10-16 23:53:53
Dem,65 and older,High school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Unfavorable,Don't know,65 and older,High School Grad. or Less,Other,Female,Already voted,Democrat,Nonwhite,Bexar,65 and older,Non-White,Less than 50 percent,Cell,1,0.4435,1.7578,1.9075,2.0733,2018-10-16 23:54:11
Rep,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Unfavorable,Favorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Dem. Rio Grande,40 to 64,Non-White,85 percent or higher,Cell,1,0.9087,1.1552,0.7511,1.1446,2018-10-16 23:58:14
Und,35 to 49,Graduate or Professional Degree,Black,Female,Black,Don't know,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Other,Female,Very likely,Independent (No party),Nonwhite,Bexar,18 to 39,Non-White,Less than 50 percent,Cell,1,0.4478,1.1339,1.3935,1.1793,2018-10-17 00:05:59
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Other,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",Bexar,40 to 64,White,Less than 50 percent,Landline,0.5556,0.426,0.7241,0.7915,0.4966,2018-10-17 00:11:32
Dem,50 to 64,High school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,Dem. Rio Grande,40 to 64,Non-White,85 percent or higher,Cell,1,0.8626,2.2869,2.3015,2.2313,2018-10-17 00:12:17
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Dem. Rio Grande,65 and older,White,85 percent or higher,Landline,1,0.8703,0.3358,0.1946,0.3345,2018-10-17 00:14:50
Rep,65 and older,Graduate or Professional Degree,Hispanic,Male,Hispanic,Don't know,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,Bexar,65 and older,Non-White,85 percent or higher,Landline,1,0.945,0.6828,0.2573,0.6737,2018-10-17 00:21:22
Dem,[DO NOT READ] Refused,Some college or trade school,Hispanic,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,Bexar,40 to 64,Non-White,Less than 50 percent,Cell,1,0.2102,1.1585,2.3997,1.5273,2018-10-17 00:25:52
Dem,65 and older,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Dem. Rio Grande,65 and older,Non-White,85 percent or higher,Cell,1,0.931,0.5314,0.2339,0.525,2018-10-17 00:26:37
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Bexar,40 to 64,White,85 percent or higher,Cell,1,0.955,0.62,0.2458,0.6112,2018-10-17 00:27:40
Und,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Dem. Rio Grande,40 to 64,Non-White,85 percent or higher,Cell,0.7778,0.8627,0.7961,0.4639,0.7546,2018-10-17 00:35:02
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Bexar,65 and older,White,85 percent or higher,Landline,1,0.9521,0.5567,0.1874,0.5489,2018-10-17 00:36:50
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Rep. Rio Grande,40 to 64,White,Less than 50 percent,Cell,1,0.342,1.0302,1.4299,1.2173,2018-10-17 00:38:00
Dem,50 to 64,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Male,Very likely,Democrat,"White, No 4-Year College Degree",Bexar,40 to 64,White,50 to 85 percent,Landline,1,0.7641,1.7074,1.1938,1.6769,2018-10-17 00:39:59
Rep,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Democratic,Female,Very likely,Independent (No party),Nonwhite,Dem. Rio Grande,65 and older,Non-White,85 percent or higher,Cell,1,0.9426,0.8855,0.4189,0.8637,2018-10-17 00:40:26
Rep,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Bexar,40 to 64,Unknown,85 percent or higher,Cell,1,0.9513,0.9132,0.3113,0.9005,2018-10-17 00:42:32
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",Bexar,65 and older,White,85 percent or higher,Landline,1,0.9535,0.5628,0.2111,0.5493,2018-10-17 00:42:59
Und,50 to 64,Bachelors' degree,White,Male,White,Don't know,Don't know,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Bexar,40 to 64,White,85 percent or higher,Cell,1,0.9017,0.5341,0.2425,0.5296,2018-10-17 00:56:18
Rep,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Other,Male,Very likely,Republican,Nonwhite,Bexar,40 to 64,Non-White,50 to 85 percent,Landline,1,0.5402,0.8281,0.4658,0.8412,2018-10-17 01:00:57
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Dem. Rio Grande,65 and older,White,85 percent or higher,Cell,1,0.9644,0.3856,0.1949,0.3799,2018-10-17 01:01:15
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Bexar,40 to 64,White,85 percent or higher,Cell,1,0.9598,0.7343,0.3498,0.7236,2018-10-17 01:03:00
Dem,18 to 34,Bachelors' degree,Unknown,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Other,Female,Very likely,Democrat,Nonwhite,Bexar,18 to 39,Unknown,Less than 50 percent,Landline,1,0.1124,1.1497,2.4749,1.5136,2018-10-17 01:04:19
Rep,50 to 64,Bachelors' degree,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Democratic,Male,[DO NOT READ] Don't know/Refused,Independent (No party),Nonwhite,Dem. Rio Grande,40 to 64,White,85 percent or higher,Landline,1,0.965,0.4976,0.2835,0.4722,2018-10-17 01:19:12
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",Dem. Rio Grande,40 to 64,Unknown,Less than 50 percent,Cell,1,0.0308,0.7308,2.6106,1.5272,2018-10-17 01:19:39
Dem,65 and older,High school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,Dem. Rio Grande,65 and older,Non-White,50 to 85 percent,Cell,0.4444,0.8027,1.6988,1.1273,1.5632,2018-10-17 01:24:36
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",Bexar,18 to 39,White,Less than 50 percent,Cell,1,0.388,0.805,1.0113,0.9263,2018-10-17 01:26:42
Dem,65 and older,Grade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,65 and older,High School Grad. or Less,Other,Male,Very likely,Democrat,Nonwhite,Dem. Rio Grande,65 and older,Non-White,Less than 50 percent,Landline,1,0.1427,1.2422,6.9042,1.5621,2018-10-17 01:35:45
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",Bexar,40 to 64,White,50 to 85 percent,Landline,1,0.8309,0.6826,0.2588,0.6843,2018-10-17 01:37:33
