response,ager,educ,file_race,gender,race_eth,approve,CRIMES,FEMINISM,genballot,hdem_fav,hrep_fav,NFLA,NFLRIGHT,OPIOID,REVERSERACIS,STRANGER,SWAMP,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,region,age_combinedb,file_party_region,file_race_black,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,High school,White,Male,White,Approve,disagree,Don't know,Reps. keep House,Unfavorable,Favorable,oppose,support,yes,agree,agree,agree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,50 to 64,"Rest, Democratic",White,50 to 85 percent,Cell,0.8889,0.6313,1.5454,1.155,1.5834,2018-09-10 20:17:00
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Inner Bluegrass,65 and older,"Rest, Democratic",White,85 percent or higher,Cell,1,0.9855,0.7592,0.3822,0.7483,2018-09-10 20:18:03
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,support,no,agree,disagree,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Fayette,65 and older,"Fayette, Republican",White,85 percent or higher,Landline,1,0.9759,0.8306,0.3713,0.8187,2018-09-10 20:23:27
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,agree,Don't know,Dems. take House,Unfavorable,Unfavorable,Don't know,Don't know,no,disagree,agree,disagree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,Rest,65 and older,"Rest, Democratic",White,50 to 85 percent,Cell,1,0.5563,0.5604,0.4203,0.568,2018-09-10 20:26:00
Dem,65 and older,Some college or trade school,White,Male,White,Approve,disagree,oppose,Dems. take House,Favorable,Unfavorable,oppose,oppose,no,agree,disagree,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,65 and older,"Rest, Democratic",White,85 percent or higher,Landline,1,0.9374,0.6205,0.3792,0.6135,2018-09-10 20:20:18
Dem,18 to 34,Graduate or Professional Degree,Black,Male,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Fayette,18 to 34,"Fayette, Democratic",Black,Less than 50 percent,Cell,1,0.4602,0.9569,1.5204,1.0649,2018-09-10 20:24:57
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,disagree,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,35 to 49,"Fayette, Democratic",White,85 percent or higher,Cell,1,0.9724,1.0093,0.5902,0.9951,2018-09-10 20:28:42
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Don't know,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,disagree,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,50 to 64,"Rest, Republican",White,50 to 85 percent,Landline,0.8889,0.7893,0.7794,0.2762,0.7766,2018-09-10 20:31:42
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,35 to 49,"Fayette, Democratic",White,85 percent or higher,Cell,1,0.9795,0.9645,0.5409,0.9506,2018-09-10 20:20:54
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,agree,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Fayette,65 and older,"Fayette, Republican",White,85 percent or higher,Cell,1,0.9856,0.8692,0.3979,0.8567,2018-09-10 20:31:24
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Don't know,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Fayette,35 to 49,Other,Unknown,50 to 85 percent,Cell,1,0.7814,0.7761,0.3423,0.7861,2018-09-10 20:29:18
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,disagree,support,Reps. keep House,Unfavorable,Unfavorable,oppose,oppose,no,disagree,disagree,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Fayette,50 to 64,Other,White,50 to 85 percent,Cell,1,0.6186,0.9654,0.405,1.0164,2018-09-10 20:21:30
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,50 to 64,"Fayette, Democratic",White,85 percent or higher,Landline,1,0.98740000000000006,0.6918,0.2513,0.6819,2018-09-10 20:28:33
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,disagree,Don't know,Reps. keep House,Unfavorable,Favorable,oppose,support,no,agree,disagree,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,35 to 49,"Fayette, Democratic",White,85 percent or higher,Cell,1,0.9872,1.0093,0.5818,0.9949,2018-09-10 20:29:09
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,Fayette,50 to 64,"Fayette, Democratic",White,85 percent or higher,Cell,1,0.9161,0.7964,0.3032,0.7772,2018-09-10 20:23:18
Dem,65 and older,High school,Black,Female,Black,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,oppose,support,Don't know,agree,agree,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,Fayette,65 and older,"Fayette, Democratic",Black,85 percent or higher,Landline,1,0.9772,1.0881,0.6569,1.0726,2018-09-10 20:26:45
Dem,65 and older,High school,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,oppose,support,no,agree,agree,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Inner Bluegrass,65 and older,"Rest, Democratic",White,50 to 85 percent,Landline,1,0.724,1.9283,1.6718,1.9767,2018-09-10 20:18:03
Und,35 to 49,Bachelors' degree,Unknown,Male,[DO NOT READ] Don't know/Refused,Don't know,agree,Don't know,Reps. keep House,Unfavorable,Don't know,oppose,oppose,yes,agree,agree,disagree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Rest,35 to 49,"Rest, Republican",Unknown,85 percent or higher,Cell,1,0.8672,0.6108,0.2663,0.6095,2018-09-10 20:25:42
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,yes,agree,disagree,agree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,35 to 49,"Rest, Democratic",White,85 percent or higher,Landline,1,0.9481,0.6699,0.4456,0.6616,2018-09-10 20:27:12
Und,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,agree,support,Don't know,Don't know,Don't know,oppose,oppose,yes,disagree,disagree,disagree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Inner Bluegrass,35 to 49,"Rest, Republican",White,85 percent or higher,Landline,1,0.9341,0.9738,0.4645,0.963,2018-09-10 20:24:30
Rep,65 and older,Some college or trade school,White,Female,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,agree,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Fayette,65 and older,"Fayette, Republican",White,85 percent or higher,Landline,1,0.9777,0.9015,0.5005,0.8833,2018-09-10 20:31:42
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,agree,oppose,Don't know,Unfavorable,Unfavorable,support,support,no,disagree,disagree,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Fayette,18 to 34,"Fayette, Democratic",White,85 percent or higher,Cell,1,0.9686,1.3112,0.5835,1.293,2018-09-10 20:17:27
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,35 to 49,"Fayette, Democratic",White,85 percent or higher,Cell,1,0.9863,0.8768,0.5121,0.8642,2018-09-10 20:18:03
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,disagree,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Inner Bluegrass,65 and older,"Rest, Democratic",White,50 to 85 percent,Landline,1,0.7292,0.7442,0.4659,0.762,2018-09-10 20:22:42
Dem,65 and older,High school,White,Female,White,Disapp.,Don't know,Don't know,Dems. take House,Favorable,Unfavorable,Don't know,Don't know,no,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,"Rest, Democratic",White,50 to 85 percent,Landline,1,0.5224,1.4519,1.584,1.5767,2018-09-10 20:27:57
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,disagree,agree,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,Rest,65 and older,"Rest, Republican",White,85 percent or higher,Landline,1,0.9617,0.6548,0.2189,0.6403,2018-09-10 20:31:42
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,yes,disagree,disagree,agree,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,Rest,65 and older,"Rest, Republican",White,85 percent or higher,Cell,1,0.9632,0.6548,0.2186,0.6404,2018-09-10 20:20:18
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,disagree,disagree,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Inner Bluegrass,50 to 64,"Rest, Republican",White,50 to 85 percent,Cell,1,0.8181,1.0351,0.3776,1.0135,2018-09-10 20:19:24
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Inner Bluegrass,65 and older,"Rest, Democratic",White,85 percent or higher,Landline,1,0.979,0.6596,0.3394,0.6501,2018-09-10 20:27:12
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,agree,support,Reps. keep House,Favorable,Unfavorable,Don't know,support,no,disagree,disagree,disagree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Inner Bluegrass,35 to 49,"Rest, Republican",White,50 to 85 percent,Cell,1,0.7468,1.0987,0.6003,1.1207,2018-09-10 20:28:51
Dem,50 to 64,Graduate or Professional Degree,White,Male,Other,Disapp.,agree,Don't know,Dems. take House,Favorable,Unfavorable,support,support,yes,agree,agree,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,Inner Bluegrass,50 to 64,"Rest, Democratic",White,85 percent or higher,Cell,1,0.8643,0.702,0.3366,0.7008,2018-09-10 20:28:06
Rep,35 to 49,Bachelors' degree,White,Female,White,Disapp.,disagree,oppose,Don't know,Unfavorable,Favorable,oppose,Don't know,no,disagree,disagree,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,35 to 49,"Fayette, Republican",White,85 percent or higher,Cell,1,0.9638,1.0706,0.6345,1.056,2018-09-10 20:29:09
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,agree,Don't know,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,65 and older,"Fayette, Democratic",White,85 percent or higher,Landline,1,0.9788,0.7119,0.3323,0.7017,2018-09-10 20:18:03
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Don't know,Don't know,Don't know,Unfavorable,Favorable,oppose,oppose,no,disagree,disagree,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Inner Bluegrass,65 and older,"Rest, Republican",White,85 percent or higher,Landline,1,0.9378,0.831,0.2904,0.8215,2018-09-10 20:21:12
Dem,50 to 64,High school,White,Male,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,oppose,oppose,no,disagree,disagree,agree,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,Rest,50 to 64,"Rest, Democratic",White,50 to 85 percent,Landline,1,0.6414,1.5454,1.1371,1.5426,2018-09-10 20:25:06
Dem,65 and older,High school,White,Female,White,Disapp.,agree,Don't know,Dems. take House,Favorable,Don't know,oppose,oppose,yes,agree,agree,agree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Inner Bluegrass,65 and older,"Rest, Democratic",White,Less than 50 percent,Landline,1,0.2799,2.1235,8.3304,2.372,2018-09-10 20:17:27
Rep,50 to 64,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Don't know,disagree,Don't know,Reps. keep House,Unfavorable,Unfavorable,oppose,Don't know,no,disagree,disagree,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Fayette,50 to 64,"Fayette, Republican",White,85 percent or higher,Cell,1,0.9828,0.8037,0.3117,0.7921,2018-09-10 20:28:24
Rep,65 and older,Some college or trade school,Unknown,Male,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,disagree,agree,agree,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Fayette,65 and older,"Fayette, Republican",Unknown,85 percent or higher,Cell,1,0.9667,0.6828,0.3642,0.668,2018-09-10 20:23:27
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,50 to 64,"Fayette, Democratic",White,85 percent or higher,Landline,1,0.9781,0.761,0.265,0.7501,2018-09-10 20:27:48
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,disagree,Don't know,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,disagree,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,Fayette,50 to 64,"Fayette, Democratic",White,85 percent or higher,Cell,1,0.9831,0.8644,0.3816,0.852,2018-09-10 20:28:24
Und,35 to 49,Bachelors' degree,White,Female,White,Disapp.,agree,support,Dems. take House,Don't know,Don't know,Don't know,support,yes,disagree,agree,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Fayette,35 to 49,"Fayette, Republican",White,50 to 85 percent,Cell,1,0.7743,1.2079,0.8197,1.2252,2018-09-10 20:31:06
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Inner Bluegrass,18 to 34,"Rest, Democratic",White,Less than 50 percent,Cell,1,0.4718,1.5797,2.6282,1.7494,2018-09-10 20:29:36
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,support,yes,disagree,agree,agree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,35 to 49,"Rest, Republican",White,50 to 85 percent,Cell,1,0.5123,1.0337,0.9286,1.1267,2018-09-10 20:23:00
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,disagree,support,Reps. keep House,Don't know,Favorable,oppose,oppose,no,disagree,disagree,disagree,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,Fayette,50 to 64,"Fayette, Republican",White,85 percent or higher,Landline,1,0.9844,0.7679,0.2884,0.7533,2018-09-10 20:30:21
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,disagree,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,18 to 34,"Fayette, Democratic",White,85 percent or higher,Cell,1,0.9828,1.3722,0.6239,1.3525,2018-09-10 20:22:24
