response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,region,age_combinedc,file_party_model,file_race_unkother,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,35 to 49,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Other,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",White,Iron Range,40 to 64,Probably Trump,White,85 percent or higher,Cell,1,0.965,1.5708,1.34,1.6096,2018-10-13 19:24:54
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,Duluth,65 and older,Probably Clinton,White,85 percent or higher,Landline,1,0.9584,0.3582,0.2267,0.3618,2018-10-13 19:35:39
Dem,65 and older,Some college or trade school,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Iron Range,65 and older,Probably Clinton,Unknown/Non-White,85 percent or higher,Landline,1,0.927,0.9281,0.8433,0.9489,2018-10-13 19:36:51
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Iron Range,40 to 64,Unknown,White,85 percent or higher,Landline,1,0.965,1.0495,0.881,1.0693,2018-10-13 19:40:54
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Duluth,40 to 64,Probably Clinton,White,85 percent or higher,Cell,1,0.9186,0.4125,0.3081,0.4222,2018-10-13 19:48:24
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Iron Range,65 and older,Probably Trump,White,50 to 85 percent,Cell,1,0.7424,0.7497,0.8793,0.7908,2018-10-13 19:51:15
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Iron Range,65 and older,Unknown,White,85 percent or higher,Landline,1,0.965,1.4746,1.357,1.5025,2018-10-13 19:56:12
Dem,50 to 64,High school,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,Duluth,40 to 64,Probably Clinton,White,85 percent or higher,Landline,1,0.8642,1.0652,0.9889,1.075,2018-10-13 19:56:21
Rep,35 to 49,Bachelors' degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Iron Range,40 to 64,Unknown,Unknown/Non-White,85 percent or higher,Cell,1,0.9015,0.9564,0.9123,0.981,2018-10-13 19:58:18
Dem,18 to 34,Bachelors' degree,White,Male,Other,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,Iron Range,18 to 39,Probably Trump,White,50 to 85 percent,Cell,1,0.6726,0.8981,0.9787,0.9628,2018-10-13 19:59:57
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Duluth,40 to 64,Probably Clinton,Unknown/Non-White,85 percent or higher,Cell,1,0.965,0.3759,0.2837,0.3799,2018-10-13 20:03:04
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,18 to 29,Some College Educ.,Other,Male,Very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,Iron Range,18 to 39,Unknown,White,50 to 85 percent,Landline,1,0.8059,1.2181,1.303,1.2332,2018-10-13 20:12:40
Dem,35 to 49,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Duluth,40 to 64,Unknown,Unknown/Non-White,85 percent or higher,Cell,1,0.9484,0.6261,0.5191,0.6387,2018-10-13 20:13:25
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",White,Iron Range,40 to 64,Most Trump,White,85 percent or higher,Landline,1,0.8817,1.1062,0.9769,1.1533,2018-10-13 20:15:40
Und,65 and older,High school,White,Female,White,Don't know,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Other,Female,Very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,Iron Range,65 and older,Unknown,White,85 percent or higher,Landline,1,0.965,1.4746,1.357,1.49,2018-10-13 20:18:31
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,Reps. keep House,Favorable,Favorable,65 and older,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Duluth,65 and older,Unknown,White,85 percent or higher,Cell,1,0.965,0.3738,0.269,0.3809,2018-10-13 20:27:04
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,Iron Range,40 to 64,Probably Clinton,White,85 percent or higher,Landline,1,0.965,0.6457,0.4582,0.6617,2018-10-13 20:28:43
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Duluth,18 to 39,Probably Clinton,White,50 to 85 percent,Cell,1,0.734,0.7278,0.8196,0.7691,2018-10-13 20:53:27
Dem,65 and older,Grade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Iron Range,40 to 64,Most Trump,White,85 percent or higher,Cell,1,0.965,1.8794,1.5662,1.9149,2018-10-13 20:59:00
Rep,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Iron Range,18 to 39,Probably Clinton,White,85 percent or higher,Cell,1,0.965,1.1905,0.9028,1.213,2018-10-13 21:00:03
3,35 to 49,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,Duluth,18 to 39,Unknown,Unknown/Non-White,85 percent or higher,Cell,0.4444,0.9529,0.8857,0.8747,0.8193,2018-10-13 21:02:04
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Don't know,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Iron Range,40 to 64,Probably Trump,White,85 percent or higher,Cell,1,0.965,0.6083,0.4438,0.6199,2018-10-13 21:03:07
Rep,65 and older,Graduate or Professional Degree,Other,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Duluth,65 and older,Unknown,Unknown/Non-White,85 percent or higher,Landline,1,0.956,0.3407,0.2627,0.3473,2018-10-13 21:03:34
Dem,65 and older,High school,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Other,Male,Already voted,Democrat,"White, No 4-Year College Degree",White,Duluth,65 and older,Unknown,Unknown/Non-White,85 percent or higher,Landline,1,0.8962,0.8797,0.8463,0.9141,2018-10-13 21:04:10
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Iron Range,40 to 64,Unknown,White,85 percent or higher,Cell,1,0.965,1.0754,0.8239,1.0957,2018-10-13 21:04:28
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Minn. Exurbs,40 to 64,Most Trump,White,50 to 85 percent,Cell,1,0.6644,0.6024,0.6077,0.6471,2018-10-13 21:05:31
Rep,65 and older,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Iron Range,65 and older,Unknown,White,50 to 85 percent,Cell,1,0.7909,0.4573,0.4277,0.4776,2018-10-13 21:07:01
Rep,65 and older,High school,White,Female,White,Approve,Don't know,Unfavorable,Favorable,65 and older,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Iron Range,65 and older,Unknown,White,85 percent or higher,Landline,1,0.9235,1.4746,1.4179,1.5084,2018-10-13 21:08:04
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Duluth,40 to 64,Unknown,White,85 percent or higher,Cell,1,0.9609,0.687,0.5297,0.7002,2018-10-13 21:08:31
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,Duluth,40 to 64,Probably Clinton,White,85 percent or higher,Cell,1,0.965,0.4227,0.2743,0.4271,2018-10-13 21:11:40
Und,65 and older,High school,Hispanic,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,High School Grad. or Less,Other,Male,Not very likely,Republican,"White, No 4-Year College Degree",White,Iron Range,65 and older,Unknown,Unknown/Non-White,85 percent or higher,Cell,0,0.965,1.3769,1.2278,1.1321,2018-10-13 21:15:16
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Other,Male,Not at all likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Duluth,65 and older,Unknown,White,85 percent or higher,Cell,0.4444,0.8549,0.9147,0.7514,0.6315,2018-10-13 21:16:10
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Iron Range,65 and older,Unknown,White,85 percent or higher,Cell,1,0.9604,0.8893,0.7267,0.9065,2018-10-13 21:18:34
Rep,35 to 49,Bachelors' degree,Unknown,Male,White,Don't know,Reps. keep House,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Male,Somewhat likely,Republican,"White, 4-Year College Grads",White,Iron Range,40 to 64,Unknown,Unknown/Non-White,50 to 85 percent,Landline,0.4444,0.7289,0.7847,0.8233,0.6031,2018-10-13 21:26:13
Rep,35 to 49,High school,Unknown,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,High School Grad. or Less,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Minn. Exurbs,18 to 39,Unknown,Unknown/Non-White,50 to 85 percent,Cell,0.7778,0.5785,1.592,2.4631,1.5483,2018-10-13 21:28:19
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Iron Range,18 to 39,Unknown,White,85 percent or higher,Cell,1,0.9036,1.2424,1.1518,1.2741,2018-10-13 21:30:07
Rep,50 to 64,Grade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Iron Range,40 to 64,Unknown,White,50 to 85 percent,Cell,1,0.8434,1.4277,1.3797,1.4773,2018-10-13 21:31:05
Rep,50 to 64,Graduate or Professional Degree,Black,Male,White,Don't know,Don't know,Favorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,Iron Range,40 to 64,Unknown,Unknown/Non-White,85 percent or higher,Cell,1,0.9298,0.6292,0.514,0.6346,2018-10-13 21:31:37
Rep,50 to 64,Grade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",White,Duluth,40 to 64,Probably Clinton,White,50 to 85 percent,Landline,1,0.8151,0.874,0.765,0.8843,2018-10-13 21:52:04
Dem,35 to 49,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Minn. Exurbs,18 to 39,Probably Trump,Unknown/Non-White,85 percent or higher,Cell,0.8889,0.8906,1.2321,1.4013,1.2544,2018-10-13 22:08:58
Und,65 and older,Bachelors' degree,Unknown,Male,White,Disapp.,Don't know,Don't know,Don't know,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Minn. Exurbs,65 and older,Probably Trump,Unknown/Non-White,85 percent or higher,Landline,1,0.9497,0.7563,0.5961,0.7715,2018-10-13 22:15:43
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,Iron Range,40 to 64,Probably Trump,White,85 percent or higher,Cell,1,0.965,0.9474,0.7143,0.9654,2018-10-13 22:28:45
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,65 and older,Probably Trump,White,85 percent or higher,Cell,1,0.9478,1.395,1.129,1.4234,2018-10-13 22:37:40
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Postgraduate Degree,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,Rest,65 and older,Probably Trump,White,50 to 85 percent,Landline,1,0.7421,0.4326,0.3726,0.4404,2018-10-13 22:39:01
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,Rest,40 to 64,Probably Trump,White,50 to 85 percent,Landline,0.8889,0.8199,0.9501,0.9142,0.9451,2018-10-13 22:39:55
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Rest,40 to 64,Probably Trump,White,85 percent or higher,Cell,1,0.9433,1.1579,1.0891,1.1683,2018-10-13 22:41:34
Und,18 to 34,Bachelors' degree,Unknown,Male,Asian,Don't know,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Female,Almost certain,or as a member of another political party,Nonwhite,Nonwhite,Rest,18 to 39,Probably Trump,Unknown/Non-White,85 percent or higher,Cell,1,0.8933,1.0454,0.9848,1.0735,2018-10-13 22:43:04
Dem,65 and older,High school,Unknown,Male,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,High School Grad. or Less,Republican,Male,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,Most Trump,Unknown/Non-White,50 to 85 percent,Cell,0.4444,0.5713,1.2179,1.6523,0.857,2018-10-13 23:07:39
Und,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Dems. take House,Don't know,Don't know,30 to 44,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,Rest,40 to 64,Probably Trump,White,85 percent or higher,Cell,1,0.8797,0.6222,0.5246,0.6276,2018-10-13 23:10:57
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,40 to 64,Probably Trump,White,85 percent or higher,Cell,1,0.9297,0.969,0.799,0.9905,2018-10-13 23:16:57
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Reps. keep House,Favorable,Unfavorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,Most Trump,White,85 percent or higher,Cell,1,0.965,1.2029,0.9554,1.2257,2018-10-13 23:24:12
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Dems. take House,Favorable,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Other,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Iron Range,65 and older,Probably Trump,White,85 percent or higher,Cell,1,0.9453,1.231,0.984,1.2563,2018-10-13 23:27:57
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Iron Range,18 to 39,Unknown,White,85 percent or higher,Cell,1,0.9241,1.4847,1.5573,1.5186,2018-10-13 23:42:21
Dem,35 to 49,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,High School Grad. or Less,Other,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,Iron Range,40 to 64,Probably Trump,White,85 percent or higher,Cell,1,0.9415,1.5708,1.3735,1.5848,2018-10-14 00:08:58
Rep,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,Postgraduate Degree,Other,Female,Very likely,Republican,"White, 4-Year College Grads",White,Minn. Exurbs,40 to 64,Probably Trump,Unknown/Non-White,50 to 85 percent,Cell,0.7778,0.5732,0.4478,0.6234,0.4356,2018-10-14 00:12:52
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Iron Range,40 to 64,Probably Clinton,White,85 percent or higher,Landline,1,0.965,0.6457,0.4582,0.6579,2018-10-14 00:46:30
Und,65 and older,Bachelors' degree,Other,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,4-year College Grad.,Democratic,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",White,Iron Range,65 and older,Probably Clinton,Unknown/Non-White,85 percent or higher,Landline,1,0.965,0.7766,0.5858,0.7913,2018-10-14 00:53:46
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Minn. Exurbs,65 and older,Unknown,White,85 percent or higher,Cell,1,0.951,1.0985,1.0494,1.1205,2018-10-14 00:55:43
Dem,35 to 49,Bachelors' degree,White,Female,Other,Approve,Reps. keep House,Favorable,Don't know,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,Nonwhite,Nonwhite,Iron Range,40 to 64,Unknown,White,85 percent or higher,Cell,1,0.965,1.0495,0.881,1.0693,2018-10-14 01:19:38
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Duluth,65 and older,Probably Clinton,White,85 percent or higher,Landline,1,0.965,0.6506,0.536,0.6574,2018-10-14 01:29:32
Rep,50 to 64,Bachelors' degree,White,Male,White,Don't know,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,40 to 64,Probably Trump,White,85 percent or higher,Cell,1,0.965,0.969,0.7698,0.9873,2018-10-14 16:48:13
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,40 to 64,Probably Trump,White,85 percent or higher,Cell,1,0.965,1.1579,1.0645,1.1798,2018-10-14 16:48:22
Und,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,40 to 64,Probably Trump,White,85 percent or higher,Landline,1,0.965,0.969,0.7698,0.9873,2018-10-14 16:49:43
Und,65 and older,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Some College Educ.,Republican,Male,[DO NOT READ] Don't know/Refused,Independent (No party),"White, No 4-Year College Degree",White,Rest,65 and older,Most Trump,Unknown/Non-White,85 percent or higher,Landline,0.4444,0.965,1.0962,0.9243,1.0125,2018-10-14 17:01:25
Und,18 to 34,Some college or trade school,White,Female,White,Disapp.,Reps. keep House,Don't know,Don't know,30 to 44,Some College Educ.,Other,Female,Not at all likely,Republican,"White, No 4-Year College Degree",White,Rest,18 to 39,Probably Trump,White,50 to 85 percent,Landline,0,0.6513,1.0976,1.5062,0.4139,2018-10-14 17:03:55
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,40 to 64,Probably Trump,White,85 percent or higher,Cell,1,0.9208,1.1865,1.0434,1.2141,2018-10-14 17:06:19
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Rest,40 to 64,Probably Trump,White,50 to 85 percent,Cell,0.8889,0.6641,0.7759,0.8726,0.7762,2018-10-14 17:08:16
Und,35 to 49,Graduate or Professional Degree,White,Female,Black,Don't know,Don't know,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Female,Already voted,or as a member of another political party,Nonwhite,Nonwhite,Rest,40 to 64,Probably Trump,White,50 to 85 percent,Cell,1,0.7657,0.4982,0.4702,0.535,2018-10-14 17:10:58
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,Most Trump,White,85 percent or higher,Landline,1,0.9645,1.174,1.022,1.1863,2018-10-14 17:11:43
Und,[DO NOT READ] Refused,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Don't know,65 and older,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,Unknown,Unknown/Non-White,85 percent or higher,Landline,0,0.965,1.015,0.9753,0.969,2018-10-14 17:15:28
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,Probably Trump,White,85 percent or higher,Landline,1,0.965,1.3615,1.1857,1.3872,2018-10-14 17:16:40
3,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,40 to 64,Most Trump,White,85 percent or higher,Cell,1,0.965,1.1879,0.8414,1.2104,2018-10-14 17:18:49
Rep,35 to 49,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,40 to 64,Probably Trump,Unknown/Non-White,85 percent or higher,Landline,1,0.9045,1.0552,1.0987,1.082,2018-10-14 17:19:07
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,Rest,65 and older,Probably Trump,White,85 percent or higher,Landline,1,0.965,0.5403,0.3672,0.5459,2018-10-14 17:26:28
Und,65 and older,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,Probably Trump,Unknown/Non-White,85 percent or higher,Landline,1,0.965,0.9163,0.7908,0.9336,2018-10-14 17:29:37
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,Probably Trump,White,85 percent or higher,Landline,1,0.965,1.395,1.1089,1.4214,2018-10-14 17:30:22
Dem,65 and older,High school,White,Female,White,Don't know,Reps. keep House,Favorable,Don't know,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,65 and older,Probably Trump,White,50 to 85 percent,Landline,1,0.7622,1.0901,1.1711,1.1451,2018-10-14 17:30:58
Rep,50 to 64,High school,White,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,Rest,40 to 64,Most Trump,White,50 to 85 percent,Cell,1,0.6947,1.5771,1.7108,1.6816,2018-10-14 17:33:30
Dem,65 and older,Grade school,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,Probably Clinton,Unknown/Non-White,50 to 85 percent,Landline,1,0.7645,1.0805,1.0907,1.1345,2018-10-14 17:35:00
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,40 to 64,Most Trump,White,85 percent or higher,Cell,1,0.965,1.1879,0.8414,1.2104,2018-10-14 17:36:21
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Female,Already voted,Republican,"White, 4-Year College Grads",White,Rest,65 and older,Probably Trump,Unknown/Non-White,85 percent or higher,Landline,1,0.9365,0.4805,0.3914,0.495,2018-10-14 17:37:06
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,65 and older,Most Trump,White,85 percent or higher,Cell,1,0.965,1.669,1.2961,1.6866,2018-10-14 17:41:45
