response,ager,educ,file_race,gender,race_eth,approve,GOVHR,NFLA,NFLRIGHT,sdem_fav,SENC,srep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedc,educ3,file_race_hisp,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,Hispanic,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,Major City,40 to 64,Postgraduate Degree,Unknown,85 percent or higher,Cell,1,0.9699,0.7797,0.2836,0.7764
Rep,50 to 64,High school,Unknown,Female,White,Approve,Rep.,oppose,oppose,Don't know,Don't know,Don't know,45 to 64,High School Grad. or Less,Other,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",Major Suburbs,40 to 64,No 4-year College Degree,Unknown,Less than 50 percent,Landline,1,0.2226,1.2365,3.4046,1.6263
Rep,50 to 64,High school,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,High School Grad. or Less,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",Rural,40 to 64,No 4-year College Degree,White,Less than 50 percent,Cell,1,0.2392,1.0428,3.2043,1.2076
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",Rural,40 to 64,4-year College Grad.,White,85 percent or higher,Landline,1,0.9823,0.7209,0.297,0.7138
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Lib./Don't know,support,support,Favorable,Dem.,Unfavorable,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Minor City,18 to 39,Postgraduate Degree,White,85 percent or higher,Landline,1,0.8599,0.8074,0.4233,0.8145
Dem,50 to 64,High school,Black,Male,Black,Disapp.,Dem.,oppose,oppose,Don't know,Dem.,Favorable,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,[DO NOT READ] Refused,Nonwhite,Rural,40 to 64,No 4-year College Degree,Other Non-White,50 to 85 percent,Landline,1,0.7102,1.0666,1.0631,1.0652
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Rural,40 to 64,No 4-year College Degree,White,50 to 85 percent,Cell,1,0.8492,1.1617,0.774,1.1739
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Minor City,40 to 64,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9783,1.1877,0.5735,1.1823
Dem,65 and older,Some college or trade school,Black,Female,[DO NOT READ] Don't know/Refused,Disapp.,Lib./Don't know,Don't know,support,Don't know,Dem.,Don't know,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,Major City,65 and older,No 4-year College Degree,Other Non-White,85 percent or higher,Landline,1,0.8654,1.3772,0.9149,1.3882
Rep,35 to 49,Bachelors' degree,White,Female,Black,Don't know,Rep.,oppose,oppose,Unfavorable,Don't know,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),Nonwhite,Major Suburbs,18 to 39,4-year College Grad.,White,85 percent or higher,Landline,1,0.953,0.8345,0.3596,0.8319
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Rep.,oppose,oppose,Don't know,Rep.,Favorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Major Suburbs,40 to 64,Postgraduate Degree,White,50 to 85 percent,Landline,1,0.5685,0.7994,0.5845,0.8629
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Rep.,support,support,Unfavorable,Rep.,Favorable,18 to 29,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Minor City,18 to 39,No 4-year College Degree,White,50 to 85 percent,Cell,0.7778,0.8282,1.2181,0.7785,1.2024
Dem,65 and older,Bachelors' degree,Hispanic,Male,White,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",Major City,65 and older,4-year College Grad.,Hispanic,85 percent or higher,Landline,1,0.9919,1.0792,0.3454,1.0714
Rep,18 to 34,High school,Hispanic,Male,Hispanic,Disapp.,Rep.,Don't know,support,Unfavorable,Rep.,Favorable,30 to 44,High School Grad. or Less,Other,Male,Very likely,Independent (No party),Nonwhite,Rural,18 to 39,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,1,0.1913,1.5089,7.6753,1.8173
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dem.,oppose,oppose,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",Rural,40 to 64,No 4-year College Degree,White,Less than 50 percent,Landline,1,0.3282,1.1388,2.6208,1.2524
Rep,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,Rural,40 to 64,No 4-year College Degree,Hispanic,50 to 85 percent,Cell,1,0.7808,1.5865,1.2212,1.6229
Dem,65 and older,Some college or trade school,Black,Female,Black,Disapp.,Dem.,support,oppose,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,Major Suburbs,65 and older,No 4-year College Degree,Other Non-White,50 to 85 percent,Landline,1,0.8274,1.3417,1.0245,1.3607
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,White,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Major City,40 to 64,Postgraduate Degree,Hispanic,50 to 85 percent,Landline,1,0.5559,1.2141,0.9195,1.316
Dem,50 to 64,High school,White,Male,White,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",Major City,40 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9922,1.1712,0.5671,1.1662
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",Rural,40 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.9857,0.6601,0.2637,0.6541
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Rural,40 to 64,No 4-year College Degree,Hispanic,50 to 85 percent,Cell,0.5556,0.8352,1.5196,1.1365,1.3924
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Approve,Rep.,oppose,support,Unfavorable,Rep.,Unfavorable,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",Major Suburbs,65 and older,4-year College Grad.,White,85 percent or higher,Landline,1,0.993,0.8102,0.2529,0.8046
Dem,50 to 64,Some college or trade school,Black,Male,Black,Disapp.,Dem.,oppose,support,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Other,Male,Very likely,Democrat,Nonwhite,Major Suburbs,40 to 64,No 4-year College Degree,Other Non-White,50 to 85 percent,Cell,1,0.609,1.1943,1.2814,1.2103
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Rep.,Don't know,support,Favorable,Don't know,Unfavorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Major City,40 to 64,4-year College Grad.,White,50 to 85 percent,Cell,1,0.8178,0.9258,0.3287,0.9405
Rep,50 to 64,Bachelors' degree,Unknown,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Rural,40 to 64,4-year College Grad.,Unknown,50 to 85 percent,Landline,1,0.6961,0.7573,0.4054,0.789
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Rep.,support,support,Favorable,Dem.,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Major City,18 to 39,4-year College Grad.,White,85 percent or higher,Cell,1,0.9384,0.8888,0.3854,0.8873
Rep,18 to 34,Bachelors' degree,White,Female,Black,Don't know,Dem.,Don't know,support,Don't know,Dem.,Favorable,18 to 29,4-year College Grad.,Other,Female,Almost certain,Democrat,Nonwhite,Major Suburbs,18 to 39,4-year College Grad.,White,Less than 50 percent,Cell,0.7778,0.2363,0.8646,1.8546,0.9991
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",Rural,65 and older,4-year College Grad.,White,85 percent or higher,Landline,1,0.9563,0.7416,0.2952,0.7319
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,Black,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Major City,18 to 39,Postgraduate Degree,Unknown,85 percent or higher,Cell,1,0.9242,0.8641,0.4391,0.8639
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Major Suburbs,40 to 64,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9619,0.7055,0.2724,0.7028
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dem.,support,oppose,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Rio Grande/South,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9846,0.6657,0.3404,0.6627
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Rural,65 and older,No 4-year College Degree,White,50 to 85 percent,Landline,1,0.7819,1.1731,0.9409,1.1998
Rep,18 to 34,Graduate or Professional Degree,Unknown,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Minor City,18 to 39,Postgraduate Degree,Unknown,85 percent or higher,Cell,1,0.9595,0.8024,0.3757,0.7995
Dem,18 to 34,Graduate or Professional Degree,Unknown,Male,Hispanic,Disapp.,Lib./Don't know,support,support,Favorable,Don't know,Favorable,18 to 29,Postgraduate Degree,Other,Male,Somewhat likely,Independent (No party),Nonwhite,Rio Grande/South,18 to 39,Postgraduate Degree,Unknown,Less than 50 percent,Cell,0.4444,0.0755,0.675,3.4546,0.4022
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dem.,oppose,oppose,Favorable,Dem.,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Very likely,Republican,Nonwhite,Rio Grande/South,40 to 64,4-year College Grad.,Hispanic,Less than 50 percent,Cell,1,0.2059,0.8951,2.4646,1.0639
Rep,65 and older,High school,White,Female,White,Approve,Rep.,oppose,oppose,Don't know,Rep.,Favorable,65 and older,High School Grad. or Less,Republican,Female,Not very likely,Republican,"White, No 4-Year College Degree",Rural,65 and older,No 4-year College Degree,White,50 to 85 percent,Landline,0,0.607,1.195,1.048,0.51
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Major Suburbs,40 to 64,No 4-year College Degree,White,50 to 85 percent,Landline,1,0.7394,1.1622,0.7046,1.1991
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",Rural,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.987,1.1306,0.6596,1.1207
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Rep.,oppose,support,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Major Suburbs,40 to 64,No 4-year College Degree,White,Less than 50 percent,Cell,1,0.2505,1.1393,2.722,1.4583
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,30 to 44,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",Minor City,18 to 39,No 4-year College Degree,White,Less than 50 percent,Landline,0.7778,0.2459,1.194,3.4317,1.2069
Rep,65 and older,High school,White,Male,White,Approve,Rep.,oppose,oppose,Don't know,Rep.,Favorable,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",Rural,65 and older,No 4-year College Degree,White,50 to 85 percent,Landline,1,0.6256,1.0943,0.9058,1.1059
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Rural,40 to 64,4-year College Grad.,White,85 percent or higher,Landline,1,0.968,0.7209,0.3013,0.7179
Rep,35 to 49,Bachelors' degree,Unknown,Female,White,Approve,Rep.,oppose,support,Unfavorable,Rep.,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Major Suburbs,40 to 64,4-year College Grad.,Unknown,50 to 85 percent,Landline,1,0.8494,0.8274,0.2956,0.836
Rep,50 to 64,Bachelors' degree,White,Male,Black,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,Major Suburbs,40 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.9903,0.7212,0.2335,0.718
Rep,50 to 64,Some college or trade school,Unknown,Male,Other,Approve,Rep.,oppose,support,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,Nonwhite,Minor City,40 to 64,No 4-year College Degree,Unknown,Less than 50 percent,Landline,1,0.321,1.12,1.9714,1.3565
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Rep.,oppose,support,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Rio Grande/South,40 to 64,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9737,0.9643,0.6478,0.96
Und,50 to 64,Some college or trade school,White,Female,White,Approve,Rep.,oppose,oppose,Don't know,Rep.,Unfavorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",Minor City,40 to 64,No 4-year College Degree,White,50 to 85 percent,Landline,1,0.677,1.2555,0.8096,1.2591
Dem,50 to 64,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Lib./Don't know,oppose,oppose,Favorable,Rep.,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,Major City,40 to 64,Postgraduate Degree,White,50 to 85 percent,Cell,1,0.6642,0.889,0.5304,0.9336
Rep,65 and older,Grade school,Unknown,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Rural,65 and older,No 4-year College Degree,Unknown,85 percent or higher,Landline,1,0.9763,1.1236,0.6603,1.1185
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Rep.,oppose,oppose,Don't know,Rep.,Don't know,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Major Suburbs,40 to 64,No 4-year College Degree,White,Less than 50 percent,Cell,1,0.454,1.1606,1.2986,1.3078
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",Rural,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9852,0.6642,0.2893,0.6612
Dem,50 to 64,Some college or trade school,Black,Male,Black,Disapp.,Dem.,support,support,Don't know,Dem.,Don't know,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Major Suburbs,40 to 64,No 4-year College Degree,Other Non-White,85 percent or higher,Landline,1,0.9863,1.1024,0.6971,1.0974
Dem,[DO NOT READ] Refused,High school,White,Female,Black,Disapp.,Dem.,oppose,oppose,Don't know,Dem.,Unfavorable,65 and older,High School Grad. or Less,Other,Female,Very likely,Independent (No party),Nonwhite,Minor City,65 and older,No 4-year College Degree,White,Less than 50 percent,Landline,0.8889,0.4611,1.266,1.5056,1.2718
Dem,18 to 34,Bachelors' degree,Black,Female,Black,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Rural,18 to 39,4-year College Grad.,Other Non-White,50 to 85 percent,Cell,1,0.6543,0.8094,0.7415,0.8522
Dem,65 and older,High school,Hispanic,Female,Other,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,Major City,65 and older,No 4-year College Degree,Hispanic,85 percent or higher,Landline,1,0.9071,1.7968,0.9776,1.8003
