response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,region,age_combinedc,file_race_unkother,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Greenbrier/East,40 to 64,White,85 percent or higher,Cell,1,0.965,0.6943,0.3473,0.6942,2018-10-17 01:13:19
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Huntington/West,40 to 64,White,Less than 50 percent,Cell,1,0.2003,0.8474,2.2279,1.1467,2018-10-17 01:16:37
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Some College Educ.,Democratic,Male,[DO NOT READ] Don't know/Refused,Democrat,"White, No 4-Year College Degree",White,Greenbrier/East,65 and older,White,85 percent or higher,Landline,0.4444,0.9128,0.6297,0.2706,0.5289,2018-10-17 01:19:12
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Greenbrier/East,65 and older,White,85 percent or higher,Landline,1,0.932,1.1425,0.6615,1.1307,2018-10-17 01:19:57
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Coal Country,65 and older,White,50 to 85 percent,Cell,1,0.7671,0.8549,0.3825,0.8803,2018-10-17 01:23:24
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Other,Male,[DO NOT READ] Don't know/Refused,Independent (No party),"White, No 4-Year College Degree",White,Mr. Ojeda's District,18 to 39,White,Less than 50 percent,Landline,0.4444,0.0419,1.164,5.2028,0.6256,2018-10-17 01:25:03
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,Nonwhite,Huntington/West,18 to 39,Unknown/Non-White,50 to 85 percent,Cell,1,0.7596,2.1666,2.6838,2.2344,2018-10-17 01:35:45
Dem,50 to 64,Bachelors' degree,Unknown,Male,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,Coal Country,40 to 64,Unknown/Non-White,85 percent or higher,Cell,1,0.965,0.8418,0.5578,0.8417,2018-10-17 01:38:36
Und,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Coal Country,65 and older,White,85 percent or higher,Cell,0.5556,0.9331,0.5889,0.2181,0.5723,2018-10-17 21:37:10
Dem,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Mr. Ojeda's District,65 and older,White,85 percent or higher,Landline,1,0.952,0.6017,0.1889,0.6022,2018-10-17 21:37:46
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Coal Country,65 and older,White,Less than 50 percent,Cell,1,0.0813,0.6963,2.1535,1.1726,2018-10-17 21:38:49
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Republican,"White, 4-Year College Grads",White,Coal Country,40 to 64,White,50 to 85 percent,Landline,1,0.6174,0.983,0.6595,0.9986,2018-10-17 21:41:04
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Coal Country,40 to 64,White,50 to 85 percent,Cell,1,0.8463,0.7866,0.3372,0.7983,2018-10-17 21:42:25
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Huntington/West,65 and older,White,85 percent or higher,Landline,1,0.9423,1.4271,0.7964,1.4129,2018-10-17 21:54:26
Dem,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,4-year College Grad.,Democratic,Male,Not at all likely,Republican,"White, 4-Year College Grads",White,Huntington/West,18 to 39,White,85 percent or higher,Cell,0.1111,0.965,1.1916,0.802,0.9272,2018-10-17 21:55:29
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,Dems. take House,Favorable,Favorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Huntington/West,65 and older,White,85 percent or higher,Cell,1,0.965,0.4728,0.1484,0.4727,2018-10-17 21:58:38
Rep,65 and older,Some college or trade school,Asian,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Greenbrier/East,65 and older,Unknown/Non-White,85 percent or higher,Landline,1,0.8913,1.0179,0.6915,1.026,2018-10-17 21:59:41
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Coal Country,40 to 64,White,85 percent or higher,Cell,1,0.965,0.7259,0.3287,0.7258,2018-10-17 22:00:08
Dem,65 and older,Some college or trade school,White,Male,White,Approve,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Coal Country,65 and older,White,85 percent or higher,Cell,1,0.965,0.5889,0.2113,0.5888,2018-10-17 22:00:17
Dem,65 and older,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,Mr. Ojeda's District,65 and older,White,50 to 85 percent,Landline,1,0.6692,1.3227,0.6862,1.3331,2018-10-17 22:03:09
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Huntington/West,40 to 64,White,85 percent or higher,Cell,1,0.9329,0.7166,0.2973,0.7186,2018-10-17 22:03:18
Und,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Coal Country,65 and older,White,85 percent or higher,Landline,1,0.965,1.2898,0.6838,1.2789,2018-10-17 22:04:57
Dem,18 to 34,High school,White,Male,White,Approve,Reps. keep House,Favorable,Unfavorable,18 to 29,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Huntington/West,18 to 39,White,50 to 85 percent,Landline,1,0.6867,2.705,2.912,2.8357,2018-10-17 22:08:42
Und,65 and older,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Mr. Ojeda's District,65 and older,White,85 percent or higher,Landline,1,0.963,0.5812,0.1702,0.5812,2018-10-17 22:09:54
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Coal Country,40 to 64,Unknown/Non-White,85 percent or higher,Cell,1,0.965,0.6094,0.3023,0.6093,2018-10-17 22:12:27
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Coal Country,65 and older,White,85 percent or higher,Cell,1,0.9619,0.5889,0.212,0.5889,2018-10-17 22:12:27
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Greenbrier/East,18 to 39,White,Less than 50 percent,Cell,0.8889,0.4472,1.5224,3.5454,1.5398,2018-10-17 22:14:15
Dem,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Favorable,Don't know,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Mr. Ojeda's District,40 to 64,White,85 percent or higher,Landline,1,0.9116,1.1231,0.5441,1.129,2018-10-17 22:14:42
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Greenbrier/East,65 and older,White,85 percent or higher,Landline,1,0.9261,0.6038,0.2604,0.5974,2018-10-17 22:15:09
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Coal Country,65 and older,White,85 percent or higher,Landline,1,0.915,0.7341,0.2822,0.7263,2018-10-17 22:16:48
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Coal Country,40 to 64,White,85 percent or higher,Landline,1,0.965,0.7818,0.3298,0.7817,2018-10-17 22:17:24
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Coal Country,65 and older,White,Less than 50 percent,Landline,1,0.2016,1.5251,5.3643,2.0607,2018-10-17 22:19:17
Rep,18 to 34,High school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,18 to 29,High School Grad. or Less,Democratic,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,Huntington/West,18 to 39,White,Less than 50 percent,Cell,1,0.3133,2.4693,9.3905,3.0183,2018-10-17 22:19:44
Dem,35 to 49,High school,White,Female,White,Approve,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Mr. Ojeda's District,40 to 64,White,Less than 50 percent,Cell,1,0.1476,1.6032,7.0832,2.3337,2018-10-17 22:21:14
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Greenbrier/East,40 to 64,White,85 percent or higher,Landline,1,0.965,1.1667,0.7699,1.1665,2018-10-17 22:21:41
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Favorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,Huntington/West,18 to 39,White,85 percent or higher,Cell,0.8889,0.9592,0.8625,0.4349,0.8499,2018-10-17 22:23:02
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,Coal Country,40 to 64,White,85 percent or higher,Landline,1,0.965,0.5494,0.2071,0.5447,2018-10-17 22:23:38
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Coal Country,18 to 39,White,85 percent or higher,Landline,1,0.965,1.2464,0.8989,1.2463,2018-10-17 22:24:05
Und,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Mr. Ojeda's District,65 and older,White,85 percent or higher,Landline,1,0.9399,0.5091,0.1398,0.5102,2018-10-17 22:26:11
Dem,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Coal Country,18 to 39,White,85 percent or higher,Cell,1,0.9206,1.0769,0.7384,1.0813,2018-10-17 22:26:38
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Mr. Ojeda's District,40 to 64,White,85 percent or higher,Landline,1,0.9107,0.7472,0.2848,0.7512,2018-10-17 22:26:56
Dem,18 to 34,High school,White,Female,White,Approve,Dems. take House,Favorable,Unfavorable,18 to 29,High School Grad. or Less,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Coal Country,18 to 39,White,50 to 85 percent,Landline,0.7778,0.6571,2.8577,3.5803,2.7221,2018-10-17 22:28:26
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Coal Country,65 and older,White,50 to 85 percent,Landline,1,0.5594,1.3839,1.0075,1.4212,2018-10-17 22:29:11
Und,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Don't know,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Greenbrier/East,40 to 64,White,85 percent or higher,Cell,1,0.9113,0.643,0.3251,0.6464,2018-10-17 22:30:14
Und,50 to 64,Some college or trade school,White,Female,White,Approve,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Mr. Ojeda's District,40 to 64,White,85 percent or higher,Landline,0.8889,0.9537,0.7472,0.2725,0.7356,2018-10-17 22:31:35
Dem,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Unfavorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Coal Country,40 to 64,White,85 percent or higher,Cell,1,0.965,0.7818,0.3298,0.7817,2018-10-17 22:32:56
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Not very likely,Independent (No party),"White, 4-Year College Grads",White,Huntington/West,40 to 64,White,50 to 85 percent,Cell,0.2222,0.7558,0.731,0.3316,0.4373,2018-10-17 22:33:51
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Coal Country,40 to 64,White,85 percent or higher,Cell,1,0.965,0.5494,0.2071,0.5493,2018-10-17 22:35:39
Dem,50 to 64,Bachelors' degree,White,Female,White,Approve,Don't know,Favorable,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Coal Country,40 to 64,White,85 percent or higher,Cell,1,0.9601,0.7838,0.3729,0.7839,2018-10-17 22:36:51
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Coal Country,40 to 64,White,85 percent or higher,Cell,1,0.965,0.6013,0.253,0.6012,2018-10-17 22:37:00
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Coal Country,40 to 64,White,50 to 85 percent,Landline,1,0.5696,0.9806,0.6333,1.0623,2018-10-17 22:37:36
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,Mr. Ojeda's District,40 to 64,White,Less than 50 percent,Landline,1,0.3913,0.9147,1.1817,1.0664,2018-10-17 22:38:39
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Coal Country,18 to 39,White,85 percent or higher,Cell,1,0.9464,1.0769,0.7186,1.0783,2018-10-17 22:38:57
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Coal Country,65 and older,White,85 percent or higher,Landline,0.6667,0.9234,1.2898,0.7141,1.2375,2018-10-17 22:39:06
Dem,65 and older,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Coal Country,65 and older,White,85 percent or higher,Landline,1,0.9527,1.0684,0.5301,1.0693,2018-10-17 22:41:12
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Coal Country,18 to 39,White,85 percent or higher,Cell,1,0.8926,1.2464,0.9709,1.2561,2018-10-17 22:44:30
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Huntington/West,40 to 64,White,85 percent or higher,Cell,1,0.965,0.6078,0.2346,0.6078,2018-10-17 22:45:15
Und,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,Greenbrier/East,40 to 64,White,85 percent or higher,Landline,1,0.9595,0.6706,0.3171,0.6646,2018-10-17 22:48:06
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Dems. take House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Coal Country,65 and older,White,50 to 85 percent,Landline,1,0.7209,0.647,0.2551,0.6478,2018-10-17 22:48:15
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Coal Country,65 and older,White,85 percent or higher,Cell,1,0.965,0.4097,0.1285,0.4096,2018-10-17 22:48:33
Dem,65 and older,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Greenbrier/East,65 and older,White,85 percent or higher,Landline,1,0.94,1.1425,0.6559,1.1448,2018-10-17 22:49:08
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Coal Country,40 to 64,White,85 percent or higher,Landline,1,0.9379,0.6013,0.26,0.5952,2018-10-17 22:55:17
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Coal Country,65 and older,White,85 percent or higher,Landline,1,0.9493,1.332,0.6799,1.3334,2018-10-17 22:58:08
Und,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,Some College Educ.,Democratic,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,Coal Country,18 to 39,White,Less than 50 percent,Cell,1,0.05,1.4848,8.8296,1.6512,2018-10-17 22:58:26
Dem,65 and older,Grade school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Coal Country,65 and older,White,50 to 85 percent,Landline,0.4444,0.5675,1.5511,1.2958,1.2926,2018-10-17 22:59:29
Und,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Don't know,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Mr. Ojeda's District,40 to 64,White,85 percent or higher,Cell,1,0.8847,0.7989,0.3157,0.806,2018-10-17 23:01:53
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,Greenbrier/East,65 and older,White,85 percent or higher,Landline,1,0.9484,0.6503,0.2554,0.644,2018-10-17 23:02:11
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Coal Country,65 and older,White,85 percent or higher,Landline,1,0.965,0.5889,0.2113,0.5888,2018-10-17 23:05:04
Rep,65 and older,Graduate or Professional Degree,White,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,Coal Country,65 and older,White,50 to 85 percent,Landline,1,0.8379,0.647,0.221,0.6414,2018-10-17 23:08:41
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Coal Country,40 to 64,White,85 percent or higher,Landline,1,0.965,0.5494,0.2071,0.5493,2018-10-17 23:09:34
Rep,50 to 64,Bachelors' degree,White,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,Coal Country,40 to 64,White,85 percent or higher,Cell,1,0.9093,0.6705,0.2957,0.6742,2018-10-17 23:13:46
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Huntington/West,65 and older,White,85 percent or higher,Cell,1,0.965,0.4883,0.1454,0.4882,2018-10-17 23:16:56
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Greenbrier/East,40 to 64,White,85 percent or higher,Cell,1,0.9481,0.4666,0.1927,0.4671,2018-10-17 23:18:45
Dem,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Greenbrier/East,40 to 64,White,50 to 85 percent,Landline,1,0.616,1.0486,0.7163,1.0655,2018-10-17 23:19:12
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Coal Country,40 to 64,White,85 percent or higher,Cell,0.8889,0.9199,0.4551,0.1677,0.4537,2018-10-17 23:19:39
Und,50 to 64,High school,White,Male,White,Don't know,Reps. keep House,Unfavorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Greenbrier/East,40 to 64,White,50 to 85 percent,Landline,1,0.5252,1.4633,1.6176,1.6092,2018-10-17 23:20:33
Dem,50 to 64,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Coal Country,40 to 64,White,85 percent or higher,Cell,1,0.965,1.1379,0.6462,1.1377,2018-10-17 23:20:33
Dem,50 to 64,Graduate or Professional Degree,White,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,Greenbrier/East,40 to 64,White,85 percent or higher,Landline,1,0.9261,0.5874,0.2615,0.5895,2018-10-17 23:21:18
Und,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Coal Country,40 to 64,White,85 percent or higher,Landline,1,0.965,0.7818,0.3298,0.7753,2018-10-17 23:21:18
Dem,18 to 34,High school,White,Male,White,Approve,Don't know,Favorable,Unfavorable,18 to 29,High School Grad. or Less,Republican,Male,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,Greenbrier/East,18 to 39,White,85 percent or higher,Landline,0,0.8648,2.0843,2.1609,1.1284,2018-10-17 23:21:36
Dem,65 and older,Grade school,White,Female,White,Don't know,Dems. take House,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,Coal Country,65 and older,White,Less than 50 percent,Landline,1,0.4146,1.5251,2.6143,1.3832,2018-10-17 23:24:09
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Mr. Ojeda's District,40 to 64,White,Less than 50 percent,Cell,1,0.4978,0.9125,0.8256,0.9502,2018-10-17 23:27:00
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Coal Country,40 to 64,White,85 percent or higher,Landline,1,0.9296,0.5673,0.2101,0.5691,2018-10-17 23:28:30
Dem,50 to 64,High school,White,Male,White,Approve,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Greenbrier/East,40 to 64,White,85 percent or higher,Landline,1,0.965,1.2168,0.7896,1.2166,2018-10-17 23:29:06
Rep,50 to 64,Bachelors' degree,White,Female,White,Don't know,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Huntington/West,40 to 64,White,85 percent or higher,Cell,1,0.9598,0.8956,0.4147,0.8958,2018-10-17 23:29:51
Und,35 to 49,Bachelors' degree,White,Female,White,Don't know,Don't know,Unfavorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,Coal Country,40 to 64,White,85 percent or higher,Landline,0.3333,0.8547,0.7838,0.4176,0.5024,2018-10-17 23:32:06
