response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,18 to 34,Some college or trade school,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Aurora,Less than 50 percent,Cell,1,0.2237,0.5096,2.0731,0.6148,2018-09-13 00:23:54
Dem,18 to 34,High school,White,Female,Black,Support,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,High School Grad. or Less,Other,Female,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,White,Adams,Less than 50 percent,Cell,0.8889,0.3075,0.4814,1.5,0.578,2018-09-13 00:24:42
Rep,18 to 34,Bachelors' degree,White,Female,White,Support,agree,Don't know,support,Oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,18 to 29,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,18 to 34,White,Aurora,50 to 85 percent,Cell,0.7778,0.5165,0.7904,1.0023,0.7768,2018-09-13 00:25:54
Rep,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Somewhat likely,Democrat,Nonwhite,Nonwhite,35 to 49,White,Rest of Araphahoe,Less than 50 percent,Cell,0.3333,0.435,0.7982,1.2737,0.488,2018-09-13 00:26:00
Dem,50 to 64,Bachelors' degree,White,Female,White,Don't know,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9659,0.9733,0.6761,0.9902,2018-09-13 00:26:09
Rep,35 to 49,High school,White,Male,White,Oppose,agree,Approve,oppose,Support,disagree,Don't know,Don't know,Don't know,agree,30 to 44,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Aurora,50 to 85 percent,Cell,0.4444,0.6566,1.5556,1.9205,1.4655,2018-09-13 00:26:45
Rep,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Support,disagree,Approve,Don't know,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,65 and older,Some College Educ.,Republican,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,65 and older,Hispanic,Aurora,85 percent or higher,Cell,1,0.8828,1.1978,0.7796,1.2162,2018-09-13 00:27:03
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Rest of Araphahoe,85 percent or higher,Landline,1,0.999,0.8,0.5742,0.8216,2018-09-13 00:27:33
Rep,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Aurora,50 to 85 percent,Landline,1,0.8453,1.3822,0.9472,1.4394,2018-09-13 00:29:45
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,agree,Dems. take House,Don't know,Don't know,disagree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Adams,85 percent or higher,Landline,1,0.9934,0.5708,0.4995,0.5839,2018-09-13 00:31:15
Und,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Oppose,agree,Approve,oppose,Don't know,disagree,Reps. keep House,Don't know,Don't know,agree,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Rest of Araphahoe,85 percent or higher,Landline,1,0.9911,1.1746,0.6628,1.2005,2018-09-13 00:31:33
Dem,18 to 34,Some college or trade school,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,Some College Educ.,Democratic,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Rest of Araphahoe,85 percent or higher,Cell,0.4444,0.8673,0.5766,0.5795,0.4922,2018-09-13 00:32:43
Dem,65 and older,Some college or trade school,Black,Female,White,Support,agree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Unfavorable,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,Other Non-White,Adams,85 percent or higher,Cell,1,0.9861,0.8503,0.6788,0.8717,2018-09-13 00:34:13
Rep,50 to 64,Some college or trade school,White,Female,Other,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,White,Adams,85 percent or higher,Cell,1,0.8902,0.687,0.5755,0.7105,2018-09-13 00:34:40
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Aurora,85 percent or higher,Cell,1,0.9326,0.965,0.8348,0.9798,2018-09-13 00:34:40
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Rest of Araphahoe,85 percent or higher,Landline,1,0.9954,0.976,0.6392,1.0013,2018-09-13 00:35:25
Und,35 to 49,Bachelors' degree,Other,Female,Asian,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Unfavorable,agree,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,50 to 64,Other Non-White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9075,1.5517,0.9502,1.575,2018-09-13 00:35:34
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9982,0.8,0.5746,0.8213,2018-09-13 00:35:34
Rep,65 and older,High school,White,Male,White,Support,agree,Approve,support,Support,agree,Reps. keep House,Unfavorable,Don't know,agree,65 and older,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Douglas,85 percent or higher,Cell,1,0.9915,2.3416,1.9851,2.4011,2018-09-13 00:37:22
Dem,18 to 34,Some college or trade school,White,Male,White,Oppose,disagree,Disapp.,oppose,Support,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Rest of Araphahoe,Less than 50 percent,Cell,1,0.2809,0.4376,1.4482,0.5081,2018-09-13 00:37:58
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Approve,support,Support,Don't know,Reps. keep House,Favorable,Favorable,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9959,1.1058,0.618,1.1345,2018-09-13 00:38:25
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,agree,Approve,support,Support,disagree,Reps. keep House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Rest of Araphahoe,50 to 85 percent,Cell,1,0.8206,1.3495,0.8941,1.374,2018-09-13 00:38:25
Rep,35 to 49,Bachelors' degree,White,Female,Hispanic,Support,disagree,Approve,support,Support,agree,Dems. take House,Unfavorable,Favorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,White,Aurora,50 to 85 percent,Cell,1,0.7891,1.0806,0.9914,1.1367,2018-09-13 00:39:46
Dem,50 to 64,High school,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,support,Oppose,agree,Dems. take House,Don't know,Unfavorable,disagree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,Hispanic,Adams,85 percent or higher,Landline,1,0.9931,0.872,0.6679,0.8943,2018-09-13 00:42:19
Rep,35 to 49,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Douglas,85 percent or higher,Cell,1,0.9889,1.5086,1.0458,1.5466,2018-09-13 00:45:01
Dem,65 and older,Some college or trade school,Hispanic,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,Hispanic,Adams,85 percent or higher,Landline,1,0.9929,0.711,0.4772,0.7292,2018-09-13 00:45:28
Dem,50 to 64,Some college or trade school,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Rest of Araphahoe,85 percent or higher,Landline,1,0.9821,1.0083,0.7914,1.0336,2018-09-13 00:45:28
Und,35 to 49,Some college or trade school,White,Female,White,Oppose,disagree,Approve,oppose,Don't know,disagree,Reps. keep House,Don't know,Unfavorable,agree,30 to 44,Some College Educ.,Other,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,35 to 49,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9713,1.0153,0.7904,1.0411,2018-09-13 00:45:46
Rep,18 to 34,High school,Hispanic,Male,Hispanic,Support,disagree,Disapp.,support,Support,disagree,Don't know,Don't know,Favorable,disagree,18 to 29,High School Grad. or Less,Other,Male,Somewhat likely,Independent (No party),Nonwhite,Nonwhite,18 to 34,Hispanic,Aurora,Less than 50 percent,Cell,0.5556,0.3167,0.8915,2.0885,0.6147,2018-09-13 00:47:25
Dem,50 to 64,Grade school,White,Female,Other,Oppose,agree,Approve,support,Support,agree,Reps. keep House,Favorable,Unfavorable,agree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Republican,Nonwhite,Nonwhite,50 to 64,White,Adams,85 percent or higher,Landline,1,0.9942,0.8518,0.7955,0.8737,2018-09-13 00:47:25
Rep,65 and older,High school,White,Female,White,Support,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Favorable,disagree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Adams,85 percent or higher,Landline,1,0.9875,0.9085,0.7258,0.9314,2018-09-13 00:47:52
Dem,35 to 49,Some college or trade school,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9819,0.7797,0.7015,0.7993,2018-09-13 00:48:37
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Unfavorable,agree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,35 to 49,White,Rest of Araphahoe,Less than 50 percent,Cell,1,0.3267,0.7896,1.5381,0.9812,2018-09-13 00:49:22
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,White,Adams,85 percent or higher,Cell,1,0.9748,0.5124,0.417,0.5219,2018-09-13 00:50:25
Und,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Don't know,disagree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Adams,50 to 85 percent,Cell,1,0.7832,0.6685,0.5882,0.704,2018-09-13 00:52:13
Rep,65 and older,High school,White,Male,White,Oppose,disagree,Don't know,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,Don't know,65 and older,High School Grad. or Less,Other,Male,[DO NOT READ] Don't know/Refused,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Adams,50 to 85 percent,Landline,1,0.8074,0.9741,1.0442,0.9028,2018-09-13 00:52:49
Dem,35 to 49,Graduate or Professional Degree,Other,Female,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Other Non-White,Aurora,Less than 50 percent,Cell,1,0.3044,1.3035,2.6234,1.494,2018-09-13 00:53:34
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Aurora,Less than 50 percent,Cell,0.8889,0.4146,0.8115,1.4286,0.9233,2018-09-13 00:55:13
Dem,50 to 64,Some college or trade school,Other,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,Other Non-White,Aurora,85 percent or higher,Cell,1,0.9731,1.2645,1.0329,1.2876,2018-09-13 00:56:07
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Favorable,Favorable,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9981,0.976,0.6374,1.002,2018-09-13 00:57:01
Dem,18 to 34,Some college or trade school,White,Male,White,Don't know,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,18 to 29,Some College Educ.,Democratic,Male,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Rest of Araphahoe,85 percent or higher,Cell,0.6667,0.9845,0.5034,0.4787,0.5,2018-09-13 00:57:37
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,18 to 29,Postgraduate Degree,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Rest of Araphahoe,50 to 85 percent,Cell,0.8889,0.5171,0.8249,1.0308,0.8448,2018-09-13 00:57:55
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Don't know,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.996,0.9183,0.6445,0.9404,2018-09-13 00:58:40
Dem,50 to 64,High school,White,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Rest of Araphahoe,85 percent or higher,Landline,1,0.9896,1.6103,1.2257,1.645,2018-09-13 01:00:19
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,45 to 64,[DO NOT READ] Don't know/Refused,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Aurora,85 percent or higher,Cell,1,0.9938,0.9838,0.9238,1.0091,2018-09-13 01:01:04
Rep,65 and older,Some college or trade school,Unknown,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,Unknown,Adams,85 percent or higher,Landline,1,0.9915,0.8081,0.5984,0.8261,2018-09-13 01:01:58
Und,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Don't know,disagree,Don't know,oppose,Oppose,disagree,Don't know,Don't know,Don't know,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,35 to 49,White,Adams,85 percent or higher,Cell,0.8889,0.9118,0.5894,0.482,0.6031,2018-09-13 01:03:10
Rep,65 and older,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9805,0.9063,0.5658,0.9291,2018-09-13 01:03:19
Und,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Support,disagree,Disapp.,oppose,Oppose,disagree,Don't know,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Republican,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,Hispanic,Adams,Less than 50 percent,Cell,0.8889,0.2879,0.6588,1.3863,0.7188,2018-09-13 01:03:28
