response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,educ3,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Essex/Union,50 to 85 percent,Cell,0.8889,0.7115,1.6443,1.3943,1.656,2018-10-30 22:59:27
Dem,18 to 34,Some college or trade school,White,Female,White,Don't know,Don't know,Favorable,Unfavorable,18 to 29,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,No 4-year College Degree,White,Essex/Union,50 to 85 percent,Cell,1,0.6688,1.1374,1.2881,1.1797,2018-10-30 22:59:35
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Somerset,Less than 50 percent,Landline,1,0.4062,1.2593,1.4663,1.327,2018-10-30 23:01:14
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Other,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",White,18 to 34,No 4-year College Degree,White,Somerset,Less than 50 percent,Cell,1,0.4781,1.1719,2.2125,1.2081,2018-10-30 23:01:25
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Don't know,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Hunterdon/Warren,50 to 85 percent,Landline,1,0.8076,1.0406,0.6144,1.0472,2018-10-30 23:02:10
Rep,50 to 64,Graduate or Professional Degree,Other,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,Postgraduate Degree,Non-White,Somerset,85 percent or higher,Cell,1,0.9035,0.6404,0.2838,0.6347,2018-10-30 23:03:39
Dem,65 and older,Bachelors' degree,Unknown,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,4-year College Grad.,Unknown,Morris,85 percent or higher,Landline,1,0.8873,0.8767,0.4538,0.8709,2018-10-30 23:04:43
Dem,35 to 49,Graduate or Professional Degree,Other,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,Non-White,Somerset,Less than 50 percent,Cell,1,0.3985,0.6402,0.8774,0.7323,2018-10-30 23:05:01
Und,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Morris,50 to 85 percent,Cell,1,0.7872,1.059,0.4922,1.0926,2018-10-30 23:06:04
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Essex/Union,Less than 50 percent,Cell,1,0.4101,0.9466,1.0833,1.0764,2018-10-30 23:07:32
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Hunterdon/Warren,Less than 50 percent,Cell,1,0.4367,1.0279,1.3283,1.1541,2018-10-30 23:08:10
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Somerset,85 percent or higher,Cell,1,0.97,1.2567,0.8254,1.2373,2018-10-30 23:08:44
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Somerset,50 to 85 percent,Cell,1,0.784,1.5973,1.225,1.6147,2018-10-30 23:15:13
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",White,65 and older,4-year College Grad.,White,Morris,50 to 85 percent,Cell,1,0.7372,0.9535,0.5442,0.9979,2018-10-30 23:15:55
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,White,Somerset,50 to 85 percent,Cell,1,0.8047,1.2472,0.6166,1.2558,2018-10-30 23:16:12
Rep,50 to 64,High school,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,Unknown,Morris,50 to 85 percent,Landline,1,0.6632,1.193,1.273,1.2391,2018-10-30 23:17:51
Rep,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Don't know,Favorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,White,Somerset,50 to 85 percent,Landline,1,0.6971,1.1616,0.6561,1.1489,2018-10-30 23:18:37
3,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Unfavorable,65 and older,Some College Educ.,Republican,Male,Not at all likely,Republican,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Essex/Union,Less than 50 percent,Landline,0,0.4149,1.6669,2.87,0.4535,2018-10-30 23:18:45
Rep,35 to 49,Bachelors' degree,White,Female,Hispanic,Don't know,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,4-year College Grad.,White,Somerset,85 percent or higher,Cell,1,0.8974,0.8905,0.4138,0.8833,2018-10-30 23:20:33
Dem,50 to 64,Graduate or Professional Degree,Other,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,Non-White,Essex/Union,50 to 85 percent,Cell,1,0.527,0.7981,0.6491,0.9021,2018-10-30 23:23:52
Rep,50 to 64,Graduate or Professional Degree,White,Male,Other,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,50 to 64,Postgraduate Degree,White,Hunterdon/Warren,85 percent or higher,Landline,1,0.8864,0.8219,0.4345,0.8011,2018-10-30 23:24:37
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Somerset,85 percent or higher,Cell,1,0.97,1.136,0.7958,1.1184,2018-10-30 23:27:19
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Hunterdon/Warren,85 percent or higher,Landline,1,0.9159,1.1256,0.5824,1.1139,2018-10-30 23:29:06
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,White,Essex/Union,85 percent or higher,Landline,1,0.97,0.7768,0.3123,0.7647,2018-10-30 23:32:00
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Morris,85 percent or higher,Landline,1,0.8997,0.8279,0.6579,0.821,2018-10-30 23:32:00
Und,65 and older,Bachelors' degree,White,Female,White,Don't know,Reps. keep House,Don't know,Don't know,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,4-year College Grad.,White,Somerset,85 percent or higher,Landline,0.7778,0.917,1.0334,0.4429,1.0064,2018-10-30 23:33:12
Dem,18 to 34,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Postgraduate Degree,Unknown,Essex/Union,50 to 85 percent,Cell,1,0.6988,0.8795,0.6055,0.8696,2018-10-30 23:34:06
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Essex/Union,85 percent or higher,Cell,1,0.97,1.1774,0.475,1.1592,2018-10-30 23:36:57
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Other,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,No 4-year College Degree,White,Somerset,50 to 85 percent,Cell,1,0.8466,1.1864,1.0687,1.2055,2018-10-30 23:37:24
Rep,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,Nonwhite,35 to 49,4-year College Grad.,Non-White,Essex/Union,Less than 50 percent,Cell,1,0.487,1.0287,1.0183,1.1305,2018-10-30 23:37:33
Rep,50 to 64,Graduate or Professional Degree,Asian,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Republican,Nonwhite,Nonwhite,50 to 64,Postgraduate Degree,Non-White,Hunterdon/Warren,50 to 85 percent,Cell,1,0.8424,0.9337,0.5057,0.9497,2018-10-30 23:39:39
Dem,35 to 49,Some college or trade school,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,No 4-year College Degree,Non-White,Essex/Union,Less than 50 percent,Cell,1,0.3331,1.1611,3.0771,1.4736,2018-10-30 23:42:39
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,No 4-year College Degree,White,Somerset,50 to 85 percent,Landline,1,0.5029,1.1345,1.8037,1.1622,2018-10-30 23:43:06
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,Black,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,30 to 44,[DO NOT READ] Don't know/Refused,Democratic,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,[DO NOT READ] Don't know/Refused,Non-White,Essex/Union,50 to 85 percent,Cell,1,0.7522,0.9969,0.61240000000000006,1.0142,2018-10-30 23:43:51
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,Unknown,Essex/Union,85 percent or higher,Cell,1,0.97,0.8173,0.3893,0.8047,2018-10-30 23:44:45
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,White,Essex/Union,Less than 50 percent,Landline,1,0.4537,0.8371,0.9194,0.8688,2018-10-30 23:44:52
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,White,Hunterdon/Warren,85 percent or higher,Cell,1,0.8639,1.1307,0.6539,1.1271,2018-10-30 23:45:21
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Somerset,85 percent or higher,Landline,1,0.97,1.1069,0.7751,1.0898,2018-10-30 23:47:43
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,4-year College Grad.,White,Somerset,85 percent or higher,Landline,1,0.8684,1.0611,0.5086,1.0348,2018-10-30 23:48:12
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,White,Hunterdon/Warren,85 percent or higher,Landline,1,0.8699,0.657,0.4008,0.6543,2018-10-30 23:51:37
Dem,65 and older,Some college or trade school,Asian,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,Non-White,Somerset,50 to 85 percent,Cell,1,0.7963,1.3857,1.1631,1.3975,2018-10-30 23:53:00
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,White,Somerset,50 to 85 percent,Cell,1,0.5109,1.0321,0.9339,1.1238,2018-10-30 23:56:54
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Hunterdon/Warren,85 percent or higher,Cell,1,0.97,1.4424,1.2106,1.4201,2018-10-30 23:58:15
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Hunterdon/Warren,85 percent or higher,Landline,1,0.97,1.2698,1.0732,1.2502,2018-10-30 23:58:31
Und,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Somerset,50 to 85 percent,Cell,1,0.6301,1.4383,1.5782,1.5071,2018-10-31 00:00:21
Und,65 and older,High school,White,Female,White,Disapp.,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Morris,85 percent or higher,Landline,1,0.9332,0.8501,0.6898,0.8395,2018-10-31 00:00:57
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,No 4-year College Degree,White,Essex/Union,50 to 85 percent,Landline,0.8889,0.8333,1.3144,1.0776,1.3006,2018-10-31 00:01:40
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Morris,85 percent or higher,Landline,1,0.9634,0.8067,0.5984,0.7878,2018-10-31 00:03:35
Und,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Democrat,"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Morris,Less than 50 percent,Landline,1,0.3864,0.6904,0.8161,0.8431,2018-10-31 00:05:25
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,4-year College Grad.,Other,Female,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,4-year College Grad.,White,Essex/Union,50 to 85 percent,Landline,1,0.8395,1.3469,0.6437,1.3151,2018-10-31 00:06:53
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,White,Essex/Union,Less than 50 percent,Landline,1,0.2969,1.0494,1.9408,1.3736,2018-10-31 00:10:38
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,Unknown,Morris,85 percent or higher,Cell,1,0.97,0.6075,0.2684,0.5981,2018-10-31 00:10:40
Rep,50 to 64,Some college or trade school,White,Female,Other,Don't know,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,Nonwhite,50 to 64,No 4-year College Degree,White,Essex/Union,85 percent or higher,Landline,1,0.97,1.1395,0.8006,1.1218,2018-10-31 00:11:14
Rep,65 and older,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Republican,Nonwhite,Nonwhite,65 and older,4-year College Grad.,Non-White,Essex/Union,Less than 50 percent,Landline,1,0.4807,1.3206,1.1701,1.5265,2018-10-31 00:11:16
Dem,35 to 49,Bachelors' degree,Other,Female,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,Non-White,Essex/Union,85 percent or higher,Landline,1,0.9546,0.8198,0.3924,0.8079,2018-10-31 00:11:50
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Hunterdon/Warren,50 to 85 percent,Landline,1,0.7572,1.6243,0.8998,1.6508,2018-10-31 00:13:02
Rep,35 to 49,Bachelors' degree,Hispanic,Female,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,Non-White,Somerset,50 to 85 percent,Cell,1,0.8369,1.0117,0.4907,1.0129,2018-10-31 00:13:49
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,White,Hunterdon/Warren,85 percent or higher,Cell,0.8889,0.9176,0.657,0.38,0.6342,2018-10-31 00:16:13
Und,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Morris,85 percent or higher,Landline,1,0.9055,0.8279,0.6537,0.8204,2018-10-31 00:16:37
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Don't know,Don't know,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Hunterdon/Warren,85 percent or higher,Landline,0.8889,0.9118,1.1256,0.585,1.086,2018-10-31 00:17:26
Und,65 and older,High school,Hispanic,Male,White,Approve,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,Non-White,Morris,Less than 50 percent,Landline,1,0.1743,1.0553,4.953,1.4539,2018-10-31 00:21:11
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Morris,85 percent or higher,Landline,1,0.97,0.8501,0.6636,0.8369,2018-10-31 00:21:52
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Somerset,85 percent or higher,Landline,1,0.9203,0.6646,0.2992,0.6574,2018-10-31 00:24:34
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Morris,Less than 50 percent,Landline,1,0.3306,1.0089,2.6265,1.2005,2018-10-31 00:24:34
Dem,35 to 49,Graduate or Professional Degree,Other,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,Postgraduate Degree,Non-White,Essex/Union,85 percent or higher,Landline,1,0.8958,0.5986,0.3019,0.5939,2018-10-31 00:24:43
Rep,50 to 64,High school,White,Male,White,Approve,Dems. take House,Favorable,Favorable,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Essex/Union,85 percent or higher,Cell,1,0.8729,1.2943,1.0034,1.2884,2018-10-31 00:26:35
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Essex/Union,85 percent or higher,Landline,1,0.8651,0.7025,0.3576,0.7001,2018-10-31 00:27:56
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Postgraduate Degree,White,Essex/Union,85 percent or higher,Landline,1,0.9312,0.5947,0.3103,0.5875,2018-10-31 00:28:19
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,White,Somerset,85 percent or higher,Landline,1,0.97,0.7004,0.317,0.6895,2018-10-31 00:28:19
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,White,Essex/Union,Less than 50 percent,Cell,1,0.4771,1.0494,1.2077,1.1579,2018-10-31 00:28:59
Rep,35 to 49,Grade school,Hispanic,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,No 4-year College Degree,Non-White,Morris,50 to 85 percent,Landline,1,0.7998,0.8322,0.814,0.8387,2018-10-31 00:34:05
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Somerset,50 to 85 percent,Landline,1,0.804,1.4104,0.6573,1.4203,2018-10-31 00:35:17
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Essex/Union,85 percent or higher,Landline,1,0.9274,0.7025,0.3335,0.6942,2018-10-31 00:36:11
Rep,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,Unknown,Somerset,85 percent or higher,Landline,1,0.9072,0.6663,0.3388,0.6601,2018-10-31 00:39:02
Rep,50 to 64,Graduate or Professional Degree,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,50 to 64,Postgraduate Degree,White,Morris,50 to 85 percent,Landline,1,0.848,0.699,0.3181,0.6985,2018-10-31 00:39:11
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Hunterdon/Warren,85 percent or higher,Landline,1,0.9484,1.2698,1.0977,1.2386,2018-10-31 00:51:51
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,White,Somerset,85 percent or higher,Landline,1,0.97,0.7004,0.317,0.6895,2018-10-31 00:55:00
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Essex/Union,85 percent or higher,Landline,1,0.97,1.1694,0.822,1.1513,2018-10-31 00:55:27
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Favorable,45 to 64,[DO NOT READ] Don't know/Refused,Other,Female,Very likely,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,[DO NOT READ] Don't know/Refused,White,Morris,Less than 50 percent,Landline,1,0.3969,0.7567,1.0789,0.8,2018-10-31 00:59:39
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,White,Essex/Union,50 to 85 percent,Landline,1,0.8434,0.9404,0.4638,0.9405,2018-10-31 01:05:53
