response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_black,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,Other Non-White,"Burlington, Trump",85 percent or higher,Cell,1,0.97,0.5776,0.2631,0.5736,2018-10-24 22:19:35
3,35 to 49,Bachelors' degree,Other,Male,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Other Non-White,Ocean,85 percent or higher,Cell,0.8889,0.8775,0.7641,0.3757,0.7649,2018-10-24 22:24:59
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Ocean,85 percent or higher,Landline,1,0.97,0.9547,0.4544,0.9601,2018-10-24 22:27:50
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Trump",85 percent or higher,Cell,1,0.8954,0.3805,0.1644,0.3837,2018-10-24 22:31:11
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Ocean,85 percent or higher,Landline,1,0.9118,0.8723,0.6277,0.8639,2018-10-24 22:39:44
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Ocean,85 percent or higher,Landline,1,0.863,1.4473,0.6812,1.4348,2018-10-24 22:41:14
Dem,18 to 34,Some college or trade school,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,18 to 34,Black,"Burlington, Clinton",Less than 50 percent,Cell,1,0.4497,0.7755,1.0917,0.8191,2018-10-24 22:43:28
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Don't know,Favorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,Other Non-White,Ocean,85 percent or higher,Cell,1,0.963,0.6435,0.2708,0.6442,2018-10-24 22:51:43
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Favorable,Favorable,18 to 29,Postgraduate Degree,Democratic,Male,Already voted,or as a member of another political party,"White, 4-Year College Grads",White,18 to 34,White,"Burlington, Clinton",50 to 85 percent,Cell,1,0.543,0.5329,0.3539,0.6078,2018-10-24 22:56:22
Rep,35 to 49,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Unknown,"Burlington, Trump",85 percent or higher,Cell,1,0.9058,0.8127,0.4883,0.8184,2018-10-24 22:57:07
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",White,65 and older,White,Ocean,85 percent or higher,Landline,1,0.97,0.9748,0.4729,0.9804,2018-10-24 22:58:46
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Clinton",50 to 85 percent,Landline,1,0.7776,0.6499,0.3295,0.6477,2018-10-24 23:01:56
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Ocean,50 to 85 percent,Cell,1,0.5257,0.6902,0.7123,0.7597,2018-10-24 23:17:40
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Trump",85 percent or higher,Cell,1,0.97,0.5692,0.2575,0.5696,2018-10-24 23:18:07
Und,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Reps. keep House,Don't know,Don't know,18 to 29,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,"Burlington, Trump",50 to 85 percent,Cell,0.8889,0.5156,0.6571,0.5966,0.7039,2018-10-24 23:18:54
Und,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,"Burlington, Trump",Less than 50 percent,Cell,1,0.4786,0.6651,1.0241,0.7454,2018-10-24 23:19:01
Dem,65 and older,High school,Black,Female,Black,Don't know,Dems. take House,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Democrat,Nonwhite,Nonwhite,65 and older,Black,"Burlington, Clinton",50 to 85 percent,Landline,1,0.7593,2.8515,2.0743,3.0133,2018-10-24 23:19:48
Und,65 and older,Some college or trade school,Hispanic,Male,White,Don't know,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",White,65 and older,Other Non-White,Ocean,50 to 85 percent,Landline,1,0.8488,1.2481,0.5664,1.238,2018-10-24 23:20:33
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Trump",85 percent or higher,Landline,1,0.97,0.5503,0.2333,0.5506,2018-10-24 23:30:25
Rep,50 to 64,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Ocean,50 to 85 percent,Cell,1,0.6408,0.9981,0.8986,1.0599,2018-10-24 23:33:42
Rep,50 to 64,Some college or trade school,Other,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Other Non-White,Ocean,85 percent or higher,Cell,1,0.8736,0.7698,0.4997,0.7788,2018-10-24 23:43:18
Dem,50 to 64,Bachelors' degree,Hispanic,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,Other Non-White,"Burlington, Clinton",50 to 85 percent,Cell,1,0.5015,1.3768,1.0549,1.529,2018-10-24 23:44:12
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,Nonwhite,Nonwhite,50 to 64,Other Non-White,"Burlington, Trump",85 percent or higher,Landline,1,0.855,0.6369,0.3044,0.6564,2018-10-24 23:46:28
Rep,18 to 34,High school,White,Male,White,Disapp.,Reps. keep House,Don't know,Favorable,18 to 29,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,18 to 34,White,Ocean,Less than 50 percent,Cell,1,0.2273,1.3176,5.7742000000000004,1.7331,2018-10-24 23:52:46
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Trump",50 to 85 percent,Cell,1,0.6357,0.8244,0.6599,0.8766,2018-10-24 23:56:22
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Other Non-White,Ocean,85 percent or higher,Cell,1,0.8778,0.6657,0.3279,0.673,2018-10-24 23:57:07
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Clinton",85 percent or higher,Landline,1,0.97,1.0615,0.4907,1.0621,2018-10-24 23:57:43
Rep,65 and older,Bachelors' degree,White,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),Nonwhite,Nonwhite,65 and older,White,"Burlington, Trump",Less than 50 percent,Cell,1,0.4723,1.2169,1.0868,1.1034,2018-10-24 23:59:40
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Clinton",50 to 85 percent,Cell,0.7778,0.6922,0.4956,0.2454,0.4726,2018-10-25 00:00:35
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Ocean,50 to 85 percent,Landline,1,0.7685,1.4142,0.8203,1.4573,2018-10-25 00:06:08
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,"Burlington, Clinton",85 percent or higher,Landline,1,0.9263,1.1617,0.3957,1.167,2018-10-25 00:07:02
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Unknown,"Burlington, Clinton",Less than 50 percent,Cell,1,0.4789,0.9704,1.5198,1.0873,2018-10-25 00:08:37
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,"Burlington, Clinton",85 percent or higher,Landline,1,0.97,1.5236,0.5698,1.5131,2018-10-25 00:08:41
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,"Burlington, Clinton",85 percent or higher,Landline,1,0.97,0.8873,0.2931,0.8879,2018-10-25 00:14:50
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",White,65 and older,White,Ocean,50 to 85 percent,Cell,1,0.5118,1.2629,0.7663,1.461,2018-10-25 00:24:08
Rep,50 to 64,Grade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,"Burlington, Clinton",Less than 50 percent,Cell,1,0.3851,1.3341,2.1868,1.5621,2018-10-25 00:30:08
3,35 to 49,Graduate or Professional Degree,Black,Male,White,Disapp.,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Black,"Burlington, Clinton",Less than 50 percent,Cell,0.4444,0.4959,0.5069,0.5054,0.463,2018-10-25 00:39:19
Dem,18 to 34,Graduate or Professional Degree,Hispanic,Male,White,Approve,Reps. keep House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Other Non-White,"Burlington, Clinton",Less than 50 percent,Cell,1,0.3739,0.5827,0.6478,0.7293,2018-10-25 00:50:54
Dem,35 to 49,Graduate or Professional Degree,White,Male,Black,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,"Burlington, Clinton",50 to 85 percent,Cell,1,0.5896,0.4791,0.2611,0.4896,2018-10-25 00:54:03
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Ocean,85 percent or higher,Cell,1,0.8587,0.7343,0.4168,0.7281,2018-10-25 00:55:24
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Other Non-White,"Burlington, Clinton",Less than 50 percent,Cell,1,0.3081,0.8076,1.2788,0.9918,2018-10-25 00:56:00
Und,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Ocean,50 to 85 percent,Cell,1,0.5992,0.44,0.2476,0.4727,2018-10-25 00:56:00
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Unknown,Ocean,50 to 85 percent,Cell,1,0.5153,0.9757,1.3707,1.078,2018-10-25 00:59:09
Dem,50 to 64,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,[DO NOT READ] Don't know/Refused,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Ocean,85 percent or higher,Cell,1,0.9624,0.8777,0.7606,0.8786,2018-10-25 01:00:30
Rep,50 to 64,Graduate or Professional Degree,White,Male,Black,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,50 to 64,White,"Burlington, Trump",85 percent or higher,Cell,1,0.9042,0.434,0.1832,0.4299,2018-10-25 01:11:14
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,18 to 29,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,"Burlington, Trump",Less than 50 percent,Cell,1,0.4771,0.6709,0.8798,0.7031,2018-10-25 01:17:33
Dem,65 and older,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,65 and older,Black,"Burlington, Clinton",50 to 85 percent,Cell,1,0.7083,1.0668,0.4543,1.0708,2018-10-25 01:18:00
Rep,18 to 34,Bachelors' degree,Hispanic,Female,White,Disapp.,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Other,Female,Somewhat likely,Republican,"White, 4-Year College Grads",White,18 to 34,Other Non-White,Ocean,Less than 50 percent,Cell,0.4444,0.1991,1.2846,4.5394,0.7617,2018-10-25 01:18:54
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.9327,0.7189,0.3189,0.7216,2018-10-25 01:20:15
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.9207,1.576,0.6626,1.5841,2018-10-25 01:21:18
Dem,18 to 34,Some college or trade school,Other,Female,[DO NOT READ] Don't know/Refused,Don't know,Dems. take House,Don't know,Don't know,18 to 29,Some College Educ.,Democratic,Female,Already voted,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,18 to 34,Other Non-White,"Burlington, Clinton",Less than 50 percent,Cell,1,0.3928,1.1205,1.927,1.3846,2018-10-25 01:21:27
Und,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,"Burlington, Clinton",50 to 85 percent,Cell,0.7778,0.7601,1.009,0.7165,0.9641,2018-10-25 01:21:45
Rep,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Other,Female,Not very likely,Republican,"White, 4-Year College Grads",White,18 to 34,White,"Burlington, Clinton",50 to 85 percent,Cell,0.2222,0.6315,0.7707,0.669,0.4035,2018-10-25 01:22:30
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.9503,0.9182,0.5663,0.9201,2018-10-25 01:22:48
Dem,50 to 64,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Black,"Burlington, Clinton",85 percent or higher,Cell,1,0.97,0.6361,0.2729,0.6365,2018-10-25 01:24:18
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.97,0.7243,0.4061,0.7247,2018-10-25 01:25:57
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,"Burlington, Trump",85 percent or higher,Landline,1,0.8761,0.6364,0.3918,0.6435,2018-10-25 01:26:42
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,18 to 34,White,"Burlington, Clinton",Less than 50 percent,Cell,0.8889,0.2588,0.9216,2.0891,0.9949,2018-10-25 01:31:03
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,"Burlington, Trump",85 percent or higher,Landline,1,0.97,0.6361,0.2064,0.6318,2018-10-25 02:18:44
Dem,50 to 64,Some college or trade school,Other,Female,Other,Approve,Dems. take House,Favorable,Favorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Other Non-White,"Burlington, Clinton",50 to 85 percent,Landline,1,0.5871,1.2161,1.0603,1.3115,2018-10-25 02:37:42
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Don't know,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,"Burlington, Clinton",85 percent or higher,Landline,1,0.9034,0.9179,0.3474,0.9246,2018-10-25 02:46:51
Und,50 to 64,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,"Burlington, Clinton",50 to 85 percent,Cell,1,0.5105,0.8288,0.7761,0.9173,2018-10-25 03:00:33
Rep,35 to 49,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,Unknown,"Burlington, Clinton",85 percent or higher,Cell,1,0.8801,0.7898,0.6148,0.7982,2018-10-25 03:10:54
Rep,50 to 64,Bachelors' degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Unknown,"Burlington, Trump",85 percent or higher,Cell,1,0.8963,1.1753,0.7588,1.185,2018-10-25 03:43:39
Dem,18 to 34,Bachelors' degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,18 to 34,Black,"Burlington, Clinton",85 percent or higher,Cell,1,0.8559,0.8401,0.4881,0.833,2018-10-25 03:50:46
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Clinton",50 to 85 percent,Cell,1,0.5017,0.4791,0.3068,0.4989,2018-10-25 03:50:55
Dem,65 and older,High school,White,Male,White,Approve,Dems. take House,Favorable,Favorable,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Ocean,85 percent or higher,Cell,1,0.97,1.661,0.917,1.662,2018-10-25 04:19:13
Rep,65 and older,Some college or trade school,Asian,Female,Asian,Approve,Reps. keep House,Favorable,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,65 and older,Other Non-White,"Burlington, Clinton",Less than 50 percent,Cell,0,0.214,1.6839,3.8533,0.9239,2018-10-25 04:25:04
3,18 to 34,Some college or trade school,White,Male,Black,Approve,Reps. keep House,Don't know,Don't know,18 to 29,Some College Educ.,Other,Male,Not at all likely,Independent (No party),Nonwhite,Nonwhite,18 to 34,White,"Burlington, Clinton",Less than 50 percent,Cell,0,0.1767,0.814,3.6003,0.1769,2018-10-25 20:20:49
Dem,50 to 64,Bachelors' degree,White,Female,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,White,"Burlington, Clinton",50 to 85 percent,Cell,1,0.5741,1.3117,1.1683,1.4204,2018-10-25 20:34:15
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.97,0.4776,0.1775,0.4778,2018-10-25 20:37:33
Und,18 to 34,Graduate or Professional Degree,Black,Male,Hispanic,Approve,Reps. keep House,Don't know,Don't know,18 to 29,Postgraduate Degree,Democratic,Male,Not very likely,Republican,Nonwhite,Nonwhite,18 to 34,Black,"Burlington, Trump",Less than 50 percent,Cell,0.4444,0.1332,0.4648,1.3764,0.2083,2018-10-25 20:45:21
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Ocean,50 to 85 percent,Cell,1,0.6628,0.9649,0.7871,0.9744,2018-10-25 20:55:30
Dem,35 to 49,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Ocean,Less than 50 percent,Landline,1,0.4242,1.4087,2.5631,1.707,2018-10-25 20:58:30
Dem,18 to 34,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,18 to 29,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,Unknown,Ocean,50 to 85 percent,Cell,1,0.5937,1.4613,1.8673,1.5728,2018-10-25 21:04:07
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Trump",85 percent or higher,Landline,1,0.97,0.9648,0.472,0.9653,2018-10-25 21:05:01
Rep,50 to 64,Bachelors' degree,White,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,50 to 64,White,"Burlington, Trump",85 percent or higher,Cell,1,0.8997,0.7452,0.3578,0.7511,2018-10-25 21:05:01
Rep,35 to 49,Some college or trade school,Other,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,Other Non-White,Ocean,50 to 85 percent,Cell,1,0.8389,0.7989,0.5133,0.8126,2018-10-25 21:10:43
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Ocean,Less than 50 percent,Cell,1,0.4494,0.787,0.717,0.893,2018-10-25 21:20:15
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Ocean,85 percent or higher,Landline,1,0.97,0.9424,0.4284,0.943,2018-10-25 21:22:48
Und,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,or as a member of another political party,"White, 4-Year College Grads",White,50 to 64,White,Ocean,Less than 50 percent,Landline,1,0.3415,0.4431,0.4398,0.4868,2018-10-25 21:23:42
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.8734,0.7436,0.3759,0.7522,2018-10-25 21:27:09
