response,ager,educ,file_race,gender,race_eth,approve,GAHORSERACE,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_black,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Graduate or Professional Degree,White,Male,Other,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Already voted,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,White,Fulton,50 to 85 percent,Cell,1,0.7354,0.6842,0.5988,0.7158,2018-11-03 00:35:42
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Dekalb,50 to 85 percent,Cell,1,0.8477,0.5782,0.4362,0.5868,2018-11-03 00:38:24
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Kemp (R),Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Dekalb,85 percent or higher,Cell,1,0.8732,1.2128,0.7897,1.2234,2018-11-03 00:51:06
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Fulton,50 to 85 percent,Cell,1,0.5134,1.1609,1.2649,1.2618,2018-11-03 00:53:48
Rep,35 to 49,Graduate or Professional Degree,White,Male,Asian,Disapp.,Kemp (R),Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,White,Fulton,Less than 50 percent,Cell,0.7778,0.4752,0.6789,1.0058,0.6979,2018-11-03 00:55:00
Und,65 and older,Bachelors' degree,White,Female,White,Disapp.,Lib./Don't know,Don't know,Don't know,Don't know,65 and older,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Fulton,85 percent or higher,Cell,1,0.9334,1.4042,0.9068,1.3676,2018-11-03 01:01:58
Dem,35 to 49,Some college or trade school,Black,Male,Black,Don't know,Lib./Don't know,Don't know,Favorable,Favorable,30 to 44,Some College Educ.,Other,Male,Already voted,Independent (No party),Nonwhite,40 to 64,No 4-year College Degree,Black,Dekalb,Less than 50 percent,Cell,1,0.2669,0.4778,1.6856,0.6431,2018-11-03 01:02:52
Und,35 to 49,Bachelors' degree,White,Male,White,Approve,Lib./Don't know,Dems. take House,Don't know,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Cobb,50 to 85 percent,Cell,0.5556,0.6395,0.8822,0.7415,0.6582,2018-11-03 01:04:40
Rep,50 to 64,Some college or trade school,Hispanic,Female,White,Approve,Kemp (R),Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Other Non-White,Cobb,85 percent or higher,Cell,1,0.9173,1.2369,1.0998000000000001,1.2227,2018-11-03 01:04:49
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Dekalb,85 percent or higher,Cell,1,0.9696,0.7686,0.6165,0.756,2018-11-03 01:10:13
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Fulton,85 percent or higher,Cell,1,0.97,0.8276,0.5918,0.8182,2018-11-03 01:21:28
Rep,50 to 64,Some college or trade school,Black,Male,Black,Approve,Kemp (R),Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Already voted,[DO NOT READ] Refused,Nonwhite,40 to 64,No 4-year College Degree,Black,Cobb,85 percent or higher,Cell,1,0.9546,0.5601,0.5512,0.5552,2018-11-03 01:32:21
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Fulton,85 percent or higher,Cell,1,0.97,1.1759,1.0223,1.1625,2018-11-03 01:39:33
Rep,50 to 64,High school,White,Female,White,Approve,Kemp (R),Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Cobb,85 percent or higher,Cell,1,0.97,0.9765,0.8109,0.9606,2018-11-03 01:40:45
Rep,50 to 64,Bachelors' degree,White,Female,White,Don't know,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Dekalb,85 percent or higher,Landline,1,0.9521,1.003,0.5821,0.9879,2018-11-03 15:42:00
Rep,[DO NOT READ] Refused,High school,Asian,Female,White,Approve,Lib./Don't know,Reps. keep House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Other Non-White,Fulton,Less than 50 percent,Cell,0.1111,0.3984,1.2217,2.6577,0.7783,2018-11-03 15:47:31
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Abrams (D),Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Cobb,Less than 50 percent,Cell,1,0.4634,1.3719,2.4402,1.4188,2018-11-03 16:09:42
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Dekalb,85 percent or higher,Cell,1,0.9562,1.003,0.5796,0.9941,2018-11-03 16:11:30
Rep,50 to 64,Bachelors' degree,White,Male,Other,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Republican,Nonwhite,40 to 64,4-year College Grad.,White,Fulton,85 percent or higher,Cell,1,0.9531,0.8789,0.5282,0.8716,2018-11-03 16:34:40
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Fulton,85 percent or higher,Cell,1,0.917,0.9045,0.6799,0.8941,2018-11-03 17:36:00
Und,[DO NOT READ] Refused,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Lib./Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Other,Male,Already voted,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,40 to 64,No 4-year College Degree,White,Fulton,50 to 85 percent,Cell,1,0.6236,0.7357,0.9027,0.7987,2018-11-03 17:50:18
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Kemp (R),Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Republican,Nonwhite,40 to 64,Postgraduate Degree,Other Non-White,Fulton,85 percent or higher,Cell,1,0.97,0.867,0.6101,0.8572,2018-11-03 18:18:43
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Abrams (D),Dems. take House,Don't know,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Dekalb,Less than 50 percent,Cell,0.8889,0.2318,0.7528,1.8324,0.9161,2018-11-03 18:23:13
Rep,[DO NOT READ] Refused,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Other,Male,Very likely,Democrat,Nonwhite,65 and older,4-year College Grad.,Other Non-White,Fulton,50 to 85 percent,Landline,0,0.7701,1.3455,0.9957,0.9881,2018-11-03 18:30:43
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Fulton,85 percent or higher,Cell,1,0.8688,0.6845,0.5311,0.6669,2018-11-03 18:42:02
Dem,50 to 64,Graduate or Professional Degree,White,Female,Black,Disapp.,Abrams (D),Don't know,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,White,Cobb,50 to 85 percent,Cell,1,0.8442,0.6722,0.5306,0.6828,2018-11-03 19:12:47
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Unknown,Dekalb,50 to 85 percent,Cell,1,0.8064,0.7732,0.4811,0.7776,2018-11-03 19:13:14
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Abrams (D),Dems. take House,Favorable,Favorable,65 and older,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Dekalb,50 to 85 percent,Cell,1,0.8091,1.0152,0.953,0.9923,2018-11-03 19:16:13
Und,18 to 34,Graduate or Professional Degree,White,Male,White,Approve,Lib./Don't know,Don't know,Unfavorable,Don't know,30 to 44,Postgraduate Degree,Other,Male,Somewhat likely,or as a member of another political party,"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,Fulton,Less than 50 percent,Cell,0.6667,0.4148,0.9829,1.5516,0.7224,2018-11-03 19:38:52
Rep,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Approve,Kemp (R),Reps. keep House,Favorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",18 to 39,Postgraduate Degree,Unknown,Fulton,Less than 50 percent,Cell,1,0.4281,1.2581,1.6753,1.4954,2018-11-03 19:42:46
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Cobb,85 percent or higher,Cell,1,0.9204,1.4099,0.9076,1.4074,2018-11-03 19:55:24
Und,[DO NOT READ] Refused,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Lib./Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Already voted,or as a member of another political party,[DO NOT READ] Don't know/Refused,40 to 64,No 4-year College Degree,White,Dekalb,Less than 50 percent,Cell,1,0.2118,0.8331,3.1755,1.1957,2018-11-03 20:17:35
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Female,Already voted,Democrat,Nonwhite,40 to 64,4-year College Grad.,Other Non-White,Cobb,85 percent or higher,Cell,1,0.9182,1.4771,0.9379,1.4751,2018-11-03 20:20:08
Rep,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Abrams (D),Reps. keep House,Don't know,Favorable,18 to 29,4-year College Grad.,Other,Male,Somewhat likely,Republican,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Cobb,50 to 85 percent,Cell,0.6667,0.5711,1.2773,1.1181,0.9817,2018-11-03 20:23:35
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Kemp (R),Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Cobb,85 percent or higher,Cell,1,0.97,0.8935,0.7465,0.8834,2018-11-03 20:46:31
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,Other,Male,[DO NOT READ] Don't know/Refused,Approve,Kemp (R),Reps. keep House,Unfavorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,Postgraduate Degree,Other Non-White,Cobb,85 percent or higher,Cell,1,0.97,1.0526,0.7491,1.0354,2018-11-03 21:09:51
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,Fulton,85 percent or higher,Landline,1,0.97,1.0828,0.6399,1.0705,2018-11-03 21:57:02
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Kemp (R),Reps. keep House,Don't know,Favorable,30 to 44,Postgraduate Degree,Other,Female,Already voted,Republican,"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,Dekalb,85 percent or higher,Cell,1,0.883,1.1561,0.7517,1.1635,2018-11-03 22:34:06
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Lib./Don't know,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Dekalb,85 percent or higher,Landline,1,0.97,0.7591,0.4228,0.7505,2018-11-03 22:47:49
Dem,65 and older,High school,White,Female,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Cobb,85 percent or higher,Landline,1,0.97,1.1807,1.0089,1.1528,2018-11-03 23:08:43
Rep,18 to 34,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,18 to 39,4-year College Grad.,White,Dekalb,85 percent or higher,Cell,1,0.97,1.4523,0.7694,1.4286,2018-11-03 23:13:49
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Cobb,50 to 85 percent,Cell,0.8889,0.8377,1.2496,0.7856,1.2348,2018-11-04 19:47:23
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Cobb,85 percent or higher,Landline,1,0.9651,1.1661,0.6957,1.1474,2018-11-04 19:48:26
Und,18 to 34,Bachelors' degree,Unknown,Male,White,Disapp.,Lib./Don't know,Dems. take House,Don't know,Don't know,18 to 29,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,Unknown,Fulton,Less than 50 percent,Cell,1,0.2453,1.6512,3.0955,2.275,2018-11-04 19:48:44
Und,50 to 64,Bachelors' degree,Asian,Male,Asian,Don't know,Lib./Don't know,Don't know,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Male,Almost certain,[DO NOT READ] Refused,Nonwhite,40 to 64,4-year College Grad.,Other Non-White,Fulton,50 to 85 percent,Cell,1,0.8477,1.1128,0.727,1.1112,2018-11-04 20:02:30
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Cobb,Less than 50 percent,Landline,1,0.4871,0.867,1.5869,0.9519,2018-11-04 20:04:27
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Cobb,85 percent or higher,Landline,1,0.97,0.8935,0.7465,0.8724,2018-11-04 20:06:06
Dem,50 to 64,Some college or trade school,Hispanic,Female,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Other Non-White,Cobb,85 percent or higher,Cell,1,0.906,1.2643,1.0805,1.2516,2018-11-04 20:07:54
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Cobb,Less than 50 percent,Landline,1,0.2579,1.2673,2.6873,1.4315,2018-11-04 20:09:42
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Cobb,50 to 85 percent,Landline,1,0.5059,1.0666,1.1663,1.1626,2018-11-04 20:10:27
Und,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Approve,Lib./Don't know,Don't know,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,40 to 64,Postgraduate Degree,White,Cobb,85 percent or higher,Cell,1,0.9677,0.9082,0.6359,0.8935,2018-11-04 20:11:21
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,Asian,Male,[DO NOT READ] Don't know/Refused,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,40 to 64,Postgraduate Degree,Other Non-White,Fulton,85 percent or higher,Cell,1,0.97,1.1457,0.8245,1.1269,2018-11-04 20:14:12
Rep,18 to 34,Bachelors' degree,White,Female,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Cobb,50 to 85 percent,Cell,1,0.8053,1.6512,1.1044,1.661,2018-11-04 20:14:45
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Approve,Kemp (R),Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Fulton,85 percent or higher,Cell,1,0.97,1.4042,0.8726,1.3882,2018-11-04 20:15:12
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,Asian,Female,Asian,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,[DO NOT READ] Don't know/Refused,Other,Male,Already voted,Independent (No party),Nonwhite,40 to 64,[DO NOT READ] Don't know/Refused,Other Non-White,Cobb,Less than 50 percent,Landline,1,0.4409,1.0363,1.6964,1.2226,2018-11-04 20:20:09
Rep,50 to 64,Graduate or Professional Degree,Other,Male,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Other Non-White,Dekalb,85 percent or higher,Cell,1,0.97,0.7488,0.4971,0.7311,2018-11-04 20:24:30
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Kemp (R),Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Fulton,85 percent or higher,Cell,1,0.97,0.8789,0.519,0.8689,2018-11-04 20:24:39
Rep,65 and older,Some college or trade school,Unknown,Female,White,Approve,Kemp (R),Reps. keep House,Don't know,Don't know,65 and older,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,Fulton,50 to 85 percent,Landline,1,0.533,1.5378,1.92,1.5628,2018-11-04 20:30:17
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Kemp (R),Reps. keep House,Don't know,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Fulton,85 percent or higher,Cell,1,0.9275,0.9045,0.6723,0.9015,2018-11-04 20:32:50
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,Approve,Kemp (R),Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,Unknown,Dekalb,85 percent or higher,Cell,1,0.97,0.9931,0.4572,0.9769,2018-11-04 20:33:17
Und,65 and older,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Lib./Don't know,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Male,Already voted,or as a member of another political party,[DO NOT READ] Don't know/Refused,65 and older,Postgraduate Degree,White,Fulton,85 percent or higher,Landline,1,0.97,0.8276,0.5918,0.8182,2018-11-04 20:36:08
Dem,35 to 49,Graduate or Professional Degree,Black,Male,Black,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Already voted,Democrat,Nonwhite,40 to 64,Postgraduate Degree,Black,Fulton,50 to 85 percent,Cell,1,0.8381,0.5185,0.475,0.5275,2018-11-04 20:37:56
Dem,18 to 34,Some college or trade school,White,Male,White,Approve,Lib./Don't know,Don't know,Favorable,Don't know,18 to 29,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Fulton,50 to 85 percent,Landline,0.8889,0.8047,1.0422,0.9707,1.0339,2018-11-04 20:50:47
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Lib./Don't know,Don't know,Don't know,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Dekalb,50 to 85 percent,Landline,1,0.6294,0.591,0.57,0.6188,2018-11-04 20:53:47
Dem,50 to 64,Some college or trade school,Other,Female,Other,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Already voted,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Other Non-White,Fulton,50 to 85 percent,Cell,1,0.5288,1.2314,1.8453,1.3896,2018-11-04 21:11:44
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Abrams (D),Dems. take House,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Cobb,50 to 85 percent,Cell,1,0.7811,0.687,0.5564,0.6943,2018-11-04 21:20:49
Und,50 to 64,Grade school,Unknown,Male,White,Disapp.,Lib./Don't know,Dems. take House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Unknown,Fulton,50 to 85 percent,Cell,1,0.8381,0.9625,0.7262,0.9626,2018-11-04 21:27:34
Dem,18 to 34,Bachelors' degree,Other,Male,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 39,4-year College Grad.,Other Non-White,Fulton,Less than 50 percent,Cell,1,0.2848,1.5986,3.1625,1.9638,2018-11-04 21:29:26
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Female,Already voted,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Fulton,50 to 85 percent,Cell,1,0.5718,0.9041,1.0409,1.0015,2018-11-04 21:30:38
Dem,50 to 64,Graduate or Professional Degree,Black,Male,White,Disapp.,Abrams (D),Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Very likely,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Black,Dekalb,85 percent or higher,Cell,1,0.8777,0.4579,0.3757,0.4461,2018-11-04 21:38:44
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Lib./Don't know,Don't know,Unfavorable,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Male,Not very likely,Independent (No party),[DO NOT READ] Don't know/Refused,40 to 64,[DO NOT READ] Don't know/Refused,White,Cobb,85 percent or higher,Cell,0.2222,0.9651,0.8249,0.5833,0.6909,2018-11-04 21:53:52
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Abrams (D),Don't know,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Cobb,85 percent or higher,Cell,1,0.907,0.9082,0.6784,0.8842,2018-11-04 21:57:19
Dem,50 to 64,High school,White,Female,Black,Disapp.,Abrams (D),Dems. take House,Don't know,Don't know,45 to 64,High School Grad. or Less,Republican,Male,Already voted,Democrat,Nonwhite,40 to 64,No 4-year College Degree,White,Fulton,85 percent or higher,Cell,1,0.9524,0.736,0.6192,0.7299,2018-11-04 21:59:34
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Fulton,85 percent or higher,Cell,1,0.97,0.8789,0.519,0.8689,2018-11-04 22:02:02
Dem,35 to 49,Some college or trade school,Black,Female,Black,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Other,Female,Already voted,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Black,Cobb,Less than 50 percent,Cell,1,0.3686,0.734,1.9979,0.9064,2018-11-04 22:07:35
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Don't know,Abrams (D),Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Fulton,50 to 85 percent,Cell,1,0.6801,0.6842,0.6476,0.707,2018-11-04 22:13:26
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Kemp (R),Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Cobb,50 to 85 percent,Cell,1,0.8464,1.6512,1.0507,1.6104,2018-11-04 22:18:57
