response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,educ3,file_race_noblack,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Und,35 to 49,Bachelors' degree,Unknown,Male,Asian,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,4-year College Grad.,Unknown,Orange,85 percent or higher,Cell,1,0.97,0.6714,0.3114,0.6684,2018-10-23 14:13:33
Dem,50 to 64,Bachelors' degree,Asian,Male,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Democrat,Nonwhite,50 to 64,4-year College Grad.,Asian,San Bernardino,85 percent or higher,Cell,1,0.9495,1.2968,0.4759,1.3023,2018-10-23 14:13:33
Rep,[DO NOT READ] Refused,Bachelors' degree,Other,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",65 and older,4-year College Grad.,Other Non-White,Orange,85 percent or higher,Landline,1,0.97,1.4632,0.939,1.4565,2018-10-23 14:13:33
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,18 to 29,4-year College Grad.,Other,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",18 to 34,4-year College Grad.,White,Orange,85 percent or higher,Landline,1,0.9402,0.723,0.3969,0.7214,2018-10-23 14:13:33
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Orange,85 percent or higher,Cell,1,0.936,1.2169,0.6587,1.2147,2018-10-23 14:13:33
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Orange,85 percent or higher,Cell,1,0.9115,0.9836,0.5315,0.9954,2018-10-23 14:13:33
Dem,35 to 49,Bachelors' degree,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,35 to 49,4-year College Grad.,Asian,Los Angeles,50 to 85 percent,Cell,1,0.8074,0.9236,0.5519,0.9398,2018-10-23 14:13:33
Dem,65 and older,Bachelors' degree,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Don't know,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,65 and older,4-year College Grad.,Asian,Orange,85 percent or higher,Landline,1,0.9618,1.3401,0.7635,1.3229,2018-10-23 14:13:42
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Orange,50 to 85 percent,Landline,1,0.8352,1.2354,0.8751,1.2509,2018-10-23 14:13:42
Dem,50 to 64,Some college or trade school,White,Male,White,Approve,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Orange,Less than 50 percent,Cell,1,0.2613,1.1656,2.5561,1.4773,2018-10-23 14:13:42
Dem,50 to 64,Some college or trade school,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,50 to 64,No 4-year College Degree,White,San Bernardino,50 to 85 percent,Cell,1,0.5769,1.5366,1.4009,1.5659,2018-10-23 14:13:42
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Orange,85 percent or higher,Landline,1,0.8575,0.9146,0.399,0.9021,2018-10-23 14:13:42
Rep,65 and older,Some college or trade school,Hispanic,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Hispanic,San Bernardino,85 percent or higher,Cell,1,0.9497,1.37,0.6501,1.3757,2018-10-23 14:13:51
Und,35 to 49,Some college or trade school,Asian,Female,Asian,Approve,Don't know,Favorable,Favorable,30 to 44,Some College Educ.,Other,Female,Somewhat likely,[DO NOT READ] Refused,Nonwhite,35 to 49,No 4-year College Degree,Asian,Los Angeles,50 to 85 percent,Cell,0.5556,0.6535,1.3332,1.7728,1.013,2018-10-23 14:13:51
Dem,50 to 64,Graduate or Professional Degree,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,50 to 64,Postgraduate Degree,Asian,Los Angeles,85 percent or higher,Landline,1,0.8976,1.3975,1.1152,1.4016,2018-10-23 14:13:51
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,4-year College Grad.,Unknown,Orange,85 percent or higher,Cell,1,0.9039,1.1679,0.6992,1.1703,2018-10-23 14:13:51
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Postgraduate Degree,Hispanic,Orange,85 percent or higher,Cell,1,0.9559,0.858,0.4493,0.8549,2018-10-23 14:13:51
Rep,65 and older,Some college or trade school,Unknown,Female,Hispanic,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,Nonwhite,65 and older,No 4-year College Degree,Unknown,Los Angeles,85 percent or higher,Cell,1,0.9688,1.4196,1.0058,1.4205,2018-10-23 14:13:51
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Orange,85 percent or higher,Landline,1,0.9432,0.6998,0.2791,0.6981,2018-10-23 14:13:51
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Republican,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,San Bernardino,85 percent or higher,Cell,1,0.9692,0.8704,0.3003,0.8599,2018-10-23 14:13:51
Dem,18 to 34,Some college or trade school,Asian,Female,Other,Disapp.,Dems. take House,Favorable,Favorable,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 34,No 4-year College Degree,Asian,Orange,85 percent or higher,Cell,0.8889,0.8951,1.0511,0.985,1.0453,2018-10-23 14:13:51
Dem,18 to 34,Bachelors' degree,Asian,Male,Asian,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,4-year College Grad.,Other,Male,Not very likely,Democrat,Nonwhite,18 to 34,4-year College Grad.,Asian,Los Angeles,Less than 50 percent,Cell,0.5556,0.2646,1.2281,3.2002,0.6441,2018-10-23 14:14:00
Und,[DO NOT READ] Refused,Bachelors' degree,Hispanic,Male,Hispanic,Don't know,Reps. keep House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Republican,Male,Very likely,[DO NOT READ] Refused,Nonwhite,35 to 49,4-year College Grad.,Hispanic,Los Angeles,85 percent or higher,Landline,1,0.9284,0.7619,0.3454,0.7508,2018-10-23 14:14:00
Dem,50 to 64,Some college or trade school,Other,Female,Hispanic,Approve,Don't know,Don't know,Favorable,45 to 64,Some College Educ.,Democratic,Female,Already voted,[DO NOT READ] Refused,Nonwhite,50 to 64,No 4-year College Degree,Other Non-White,Orange,85 percent or higher,Cell,1,0.8838,1.52,1.4551,1.5478,2018-10-23 14:14:00
Dem,18 to 34,Some college or trade school,Hispanic,Male,White,Disapp.,Dems. take House,Favorable,Favorable,18 to 29,Some College Educ.,Democratic,Male,Somewhat likely,Democrat,"White, No 4-Year College Degree",18 to 34,No 4-year College Degree,Hispanic,Orange,Less than 50 percent,Cell,0.6667,0.2447,0.7688,1.8684,0.5541,2018-10-23 14:14:00
Dem,50 to 64,Bachelors' degree,White,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,50 to 64,4-year College Grad.,White,Los Angeles,85 percent or higher,Landline,1,0.939,1.5589,1.015,1.5556,2018-10-23 14:14:09
Rep,35 to 49,Bachelors' degree,Hispanic,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",35 to 49,4-year College Grad.,Hispanic,Orange,85 percent or higher,Landline,1,0.9199,0.8347,0.4571,0.8224,2018-10-23 14:14:09
Und,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Orange,85 percent or higher,Cell,1,0.8948,1.345,1.1152,1.3252,2018-10-23 14:14:18
Rep,35 to 49,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Don't know,Favorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,4-year College Grad.,Unknown,Orange,85 percent or higher,Cell,1,0.8541,0.8934,0.6371,0.9018,2018-10-23 14:14:18
Dem,65 and older,Some college or trade school,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Hispanic,Los Angeles,85 percent or higher,Landline,1,0.9536,1.363,0.9026,1.3676,2018-10-23 14:14:18
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",35 to 49,Postgraduate Degree,White,San Bernardino,85 percent or higher,Cell,1,0.8789,0.6479,0.2494,0.6386,2018-10-23 14:14:18
Dem,18 to 34,Some college or trade school,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Not at all likely,Democrat,Nonwhite,18 to 34,No 4-year College Degree,Asian,Los Angeles,Less than 50 percent,Cell,0.1111,0.2558,1.5661,6.5479,0.4114,2018-10-23 14:14:18
Dem,35 to 49,High school,Hispanic,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,30 to 44,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,No 4-year College Degree,Hispanic,Orange,85 percent or higher,Cell,1,0.8804,0.8338,0.6769,0.8383,2018-10-23 14:14:18
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Orange,50 to 85 percent,Cell,1,0.5041,1.0064,1.0349,1.1108,2018-10-23 14:14:27
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,Los Angeles,50 to 85 percent,Cell,1,0.8424,0.8387,0.4441,0.8482,2018-10-23 14:14:27
Dem,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,65 and older,No 4-year College Degree,Hispanic,Los Angeles,50 to 85 percent,Landline,1,0.5048,1.3108,1.6014,1.3569,2018-10-23 14:14:36
Dem,35 to 49,Graduate or Professional Degree,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,Postgraduate Degree,Asian,Orange,50 to 85 percent,Cell,1,0.7891,0.6191,0.3625,0.6321,2018-10-23 14:14:36
Dem,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,18 to 34,No 4-year College Degree,Hispanic,Orange,Less than 50 percent,Cell,1,0.4434,0.7688,1.0311,0.8701,2018-10-23 14:14:36
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Already voted,or as a member of another political party,"White, No 4-Year College Degree",18 to 34,No 4-year College Degree,White,Orange,Less than 50 percent,Cell,1,0.2874,1.1311,3.5505,1.5099,2018-10-23 14:14:36
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Orange,85 percent or higher,Cell,1,0.9467,0.9318,0.4055,0.9188,2018-10-23 14:14:45
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,65 and older,4-year College Grad.,White,Orange,85 percent or higher,Landline,1,0.97,0.9146,0.3528,0.9104,2018-10-23 14:14:54
Dem,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),Nonwhite,18 to 34,No 4-year College Degree,Hispanic,Los Angeles,Less than 50 percent,Cell,0.8889,0.2828,0.9934,2.5469,0.8456,2018-10-23 14:14:54
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Not at all likely,Republican,"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,Orange,50 to 85 percent,Cell,0,0.8419,0.9189,0.5828,0.47,2018-10-23 14:14:54
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,No 4-year College Degree,White,San Bernardino,85 percent or higher,Landline,1,0.97,1.4632,0.7863,1.4565,2018-10-23 14:14:54
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Don't know,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Los Angeles,85 percent or higher,Landline,1,0.9282,1.5895,1.2923,1.588,2018-10-23 14:14:54
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Orange,85 percent or higher,Landline,1,0.9517,1.1986,0.8131,1.2031,2018-10-23 14:14:54
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,Unknown,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,[DO NOT READ] Don't know/Refused,Other,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",35 to 49,[DO NOT READ] Don't know/Refused,Unknown,Orange,85 percent or higher,Landline,1,0.97,0.6111,0.5401,0.6113,2018-10-23 14:14:54
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Unfavorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Orange,85 percent or higher,Cell,1,0.97,0.9146,0.3528,0.9104,2018-10-23 14:14:54
Und,18 to 34,High school,White,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),Nonwhite,18 to 34,No 4-year College Degree,White,Los Angeles,50 to 85 percent,Cell,0.8889,0.6593,0.8914,0.922,0.9166,2018-10-23 14:14:54
Und,50 to 64,Graduate or Professional Degree,Unknown,Female,Black,Disapp.,Don't know,Unfavorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,50 to 64,Postgraduate Degree,Unknown,Los Angeles,85 percent or higher,Cell,1,0.916,1.1547,0.8361,1.1553,2018-10-23 14:14:54
Dem,35 to 49,Graduate or Professional Degree,Other,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Very likely,Independent (No party),Nonwhite,35 to 49,Postgraduate Degree,Other Non-White,Orange,Less than 50 percent,Cell,0.6667,0.3564,0.8046,1.4571,0.7394,2018-10-23 14:14:54
Und,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,Disapp.,Don't know,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Male,Not very likely,Independent (No party),Nonwhite,50 to 64,Postgraduate Degree,Asian,Los Angeles,Less than 50 percent,Cell,0.4444,0.3481,1.2886,2.2061,0.6409,2018-10-23 14:15:03
Dem,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Don't know,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,No 4-year College Degree,Hispanic,Orange,85 percent or higher,Cell,1,0.8682,0.8147,0.3993,0.8205,2018-10-23 14:15:03
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,White,Los Angeles,50 to 85 percent,Cell,1,0.5021,0.8552,0.9379,0.9446,2018-10-23 14:15:03
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Orange,Less than 50 percent,Cell,1,0.2142,1.0838,2.2026,1.4379,2018-10-23 14:15:03
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Orange,85 percent or higher,Landline,1,0.97,0.8995,0.4876,0.8953,2018-10-23 14:15:03
Rep,50 to 64,Graduate or Professional Degree,White,Male,Asian,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),Nonwhite,50 to 64,Postgraduate Degree,White,Orange,50 to 85 percent,Cell,1,0.7519,0.7349,0.3709,0.7743,2018-10-23 14:15:03
Rep,50 to 64,Some college or trade school,Hispanic,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,No 4-year College Degree,Hispanic,Orange,85 percent or higher,Cell,1,0.9389,0.8896,0.4165,0.8877,2018-10-23 14:15:03
Dem,50 to 64,Bachelors' degree,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,4-year College Grad.,White,Orange,85 percent or higher,Landline,1,0.9504,1.2398,0.7277,1.2359,2018-10-23 14:15:12
Rep,65 and older,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,65 and older,4-year College Grad.,Hispanic,Los Angeles,85 percent or higher,Cell,1,0.913,1.0046,0.4157,1.0055,2018-10-23 14:15:12
Rep,50 to 64,Bachelors' degree,Asian,Male,Asian,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,4-year College Grad.,Asian,Los Angeles,85 percent or higher,Cell,1,0.8662,1.2902,0.7272,1.2998,2018-10-23 14:15:12
Dem,65 and older,Some college or trade school,White,Male,Black,Disapp.,Dems. take House,Unfavorable,Unfavorable,65 and older,Some College Educ.,Other,Male,Very likely,Democrat,Nonwhite,65 and older,No 4-year College Degree,White,San Bernardino,Less than 50 percent,Cell,0.4444,0.1281,1.4353,4.4725,1.1827,2018-10-23 14:15:21
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Postgraduate Degree,White,Orange,Less than 50 percent,Cell,1,0.3341,0.8664,1.658,1.04,2018-10-23 14:15:21
Rep,18 to 34,Bachelors' degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,18 to 34,4-year College Grad.,Hispanic,Orange,50 to 85 percent,Cell,1,0.8032,0.8429,0.5567,0.8583,2018-10-23 14:15:21
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Orange,50 to 85 percent,Cell,1,0.8447,0.9604,0.4292,0.9709,2018-10-23 14:15:21
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,35 to 49,4-year College Grad.,Hispanic,Orange,50 to 85 percent,Cell,1,0.5722,0.8027,0.6902,0.8188,2018-10-23 14:15:21
Dem,18 to 34,Graduate or Professional Degree,White,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Democratic,Male,Already voted,Democrat,Nonwhite,18 to 34,Postgraduate Degree,White,San Bernardino,85 percent or higher,Cell,1,0.8818,0.6348,0.2799,0.6467,2018-10-23 14:15:21
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,50 to 64,No 4-year College Degree,Hispanic,Los Angeles,50 to 85 percent,Cell,1,0.7858,1.3826,1.1573,1.3699,2018-10-23 14:15:21
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,18 to 29,Some College Educ.,Republican,Female,Not very likely,Republican,"White, No 4-Year College Degree",18 to 34,No 4-year College Degree,White,Orange,Less than 50 percent,Cell,0.3333,0.2933,1.171,3.4886,0.5076,2018-10-23 14:15:30
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Orange,85 percent or higher,Cell,1,0.899,0.9821,0.5935,0.9848,2018-10-23 14:15:30
Dem,35 to 49,Bachelors' degree,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,35 to 49,4-year College Grad.,Asian,Los Angeles,50 to 85 percent,Cell,1,0.8417,0.9236,0.5294,0.9342,2018-10-23 14:15:30
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Los Angeles,85 percent or higher,Cell,1,0.97,1.073,0.4834,1.068,2018-10-23 14:15:39
Dem,35 to 49,Grade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Unfavorable,Unfavorable,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,No 4-year College Degree,Hispanic,Orange,50 to 85 percent,Cell,1,0.5753,0.6545,0.5497,0.7047,2018-10-23 14:15:39
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Orange,85 percent or higher,Cell,1,0.9506,1.2398,0.7275,1.2358,2018-10-23 14:15:39
Rep,18 to 34,High school,Hispanic,Male,Hispanic,Disapp.,Reps. keep House,Unfavorable,Favorable,18 to 29,High School Grad. or Less,Democratic,Male,Very likely,Independent (No party),Nonwhite,18 to 34,No 4-year College Degree,Hispanic,Los Angeles,Less than 50 percent,Cell,0.7778,0.2654,0.9338,2.3668,0.936,2018-10-23 14:15:48
Rep,50 to 64,Graduate or Professional Degree,Asian,Female,Asian,Approve,Dems. take House,Don't know,Favorable,45 to 64,Postgraduate Degree,Other,Female,Already voted,Democrat,Nonwhite,50 to 64,Postgraduate Degree,Asian,Los Angeles,85 percent or higher,Cell,1,0.9406,1.3975,1.0643,1.4058,2018-10-23 14:15:48
Rep,35 to 49,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",35 to 49,4-year College Grad.,Unknown,Orange,85 percent or higher,Cell,1,0.9418,0.6534,0.2805,0.6571,2018-10-23 14:15:48
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Orange,85 percent or higher,Landline,1,0.97,0.9569,0.559,0.9525,2018-10-23 14:15:48
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,San Bernardino,85 percent or higher,Landline,1,0.9621,1.5977,0.8943,1.5911,2018-10-23 14:15:48
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,Orange,85 percent or higher,Cell,1,0.9559,0.8915,0.5434,0.8882,2018-10-23 14:15:48
Rep,65 and older,Bachelors' degree,Unknown,Female,Hispanic,Approve,Reps. keep House,Favorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,65 and older,4-year College Grad.,Unknown,Los Angeles,85 percent or higher,Cell,1,0.9654,1.3922,0.8019,1.3862,2018-10-23 14:15:57
Rep,50 to 64,Bachelors' degree,White,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,Nonwhite,50 to 64,4-year College Grad.,White,Orange,85 percent or higher,Cell,0.7778,0.8551,0.9646,0.4501,0.9234,2018-10-23 14:16:06
