response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,region,age_combinedb,file_race_black,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,50 to 64,White,85 percent or higher,Cell,1,0.8567,0.9567,0.4891,0.9788,2018-10-20 17:47:51
Rep,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Don't know,Reps. keep House,Unfavorable,Unfavorable,30 to 44,Some College Educ.,Republican,Male,Already voted,Independent (No party),Nonwhite,Nonwhite,St. Clair,35 to 49,Other Non-White,85 percent or higher,Landline,1,0.8689,0.7735,0.8784,0.8015,2018-10-20 17:52:10
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,35 to 49,White,Less than 50 percent,Cell,1,0.214,0.7623,1.7361,1.0257,2018-10-20 17:59:04
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,White,85 percent or higher,Cell,1,0.97,1.0207,0.5106,1.0303,2018-10-20 18:01:55
Rep,[DO NOT READ] Refused,Some college or trade school,Unknown,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,Rest,35 to 49,Unknown,50 to 85 percent,Cell,1,0.5891,1.1039,1.0472,1.2002,2018-10-20 18:08:49
Dem,65 and older,Graduate or Professional Degree,Black,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,St. Clair,65 and older,Black,85 percent or higher,Landline,1,0.9192,0.7817,0.43120000000000003,0.7928,2018-10-20 18:13:48
Dem,65 and older,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,St. Clair,65 and older,Black,85 percent or higher,Landline,1,0.8598,1.2104,0.9447,1.2379,2018-10-20 18:18:03
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,White,Approve,Reps. keep House,Unfavorable,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,White,85 percent or higher,Landline,1,0.97,0.9359,0.9361,0.9377,2018-10-20 18:18:21
Dem,65 and older,Some college or trade school,Black,Female,Black,Don't know,Don't know,Favorable,Don't know,65 and older,Some College Educ.,Democratic,Female,Already voted,[DO NOT READ] Refused,Nonwhite,Nonwhite,Madison,65 and older,Black,85 percent or higher,Landline,1,0.97,0.8355,0.4936,0.8477,2018-10-20 18:18:51
Und,65 and older,Some college or trade school,White,Female,White,Approve,Don't know,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Madison,65 and older,White,85 percent or higher,Landline,1,0.8986,0.7533,0.4658,0.766,2018-10-20 18:19:42
Und,[DO NOT READ] Refused,High school,Unknown,Male,White,Approve,Reps. keep House,Don't know,Don't know,18 to 29,High School Grad. or Less,Other,Male,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,18 to 34,Unknown,Less than 50 percent,Cell,0,0.0744,1.4559,7.373,0.3963,2018-10-20 18:21:57
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,[DO NOT READ] Don't know/Refused,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,White,85 percent or higher,Landline,1,0.906,0.9656,0.5777,0.9109,2018-10-20 18:28:33
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,St. Clair,65 and older,White,50 to 85 percent,Landline,1,0.6736,1.8525,1.8652,1.9675,2018-10-20 18:29:00
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,St. Clair,50 to 64,White,85 percent or higher,Landline,0.6667,0.8881,0.8069,0.35,0.7747,2018-10-20 18:29:30
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Other,Male,Somewhat likely,or as a member of another political party,"White, 4-Year College Grads",White,Rest,18 to 34,White,Less than 50 percent,Cell,0.7778,0.3218,0.8679,1.3155,0.694,2018-10-20 18:39:51
Dem,35 to 49,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,St. Clair,35 to 49,Black,85 percent or higher,Cell,1,0.8656,0.9581,0.6458,0.9581,2018-10-20 18:39:51
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,65 and older,White,85 percent or higher,Landline,1,0.97,1.3939,0.8622,1.407,2018-10-20 18:45:15
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,St. Clair,65 and older,White,85 percent or higher,Landline,1,0.97,0.7893,0.3954,0.7967,2018-10-20 18:48:20
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,St. Clair,65 and older,White,85 percent or higher,Cell,1,0.97,1.2919,0.7667,1.3041,2018-10-20 18:53:26
Dem,50 to 64,Graduate or Professional Degree,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Democrat,Nonwhite,Nonwhite,St. Clair,50 to 64,White,85 percent or higher,Landline,1,0.963,0.6983,0.2881,0.6991,2018-10-20 18:53:44
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Democratic,Female,Very likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Madison,50 to 64,White,85 percent or higher,Cell,0.4444,0.9472,0.7664,0.7178,0.7322,2018-10-20 19:04:22
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,St. Clair,65 and older,White,85 percent or higher,Cell,1,0.97,1.2919,0.7667,1.3041,2018-10-20 19:05:16
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,White,85 percent or higher,Landline,1,0.9378,0.9656,0.5581,0.9772,2018-10-20 19:06:01
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,Rest,50 to 64,Unknown,85 percent or higher,Cell,1,0.9479,0.877,0.3739,0.8867,2018-10-20 19:34:24
Rep,35 to 49,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,35 to 49,Unknown,85 percent or higher,Cell,1,0.9561,0.7406,0.3016,0.7483,2018-10-20 19:35:54
Dem,18 to 34,Some college or trade school,White,Male,White,Approve,Dems. take House,Don't know,Don't know,18 to 29,Some College Educ.,Other,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,Madison,18 to 34,White,Less than 50 percent,Cell,1,0.0958,0.8583,4.3623,1.1947,2018-10-20 19:40:51
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,35 to 49,White,Less than 50 percent,Cell,1,0.4994,0.9567,1.2639,1.0728,2018-10-20 19:41:09
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,18 to 34,White,85 percent or higher,Cell,1,0.9519,0.9199,0.408,0.9297,2018-10-20 19:43:24
Dem,65 and older,High school,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Female,Very likely,Democrat,Nonwhite,Nonwhite,Madison,50 to 64,White,50 to 85 percent,Landline,0.7778,0.5384,1.1985,1.1636,1.1576,2018-10-20 20:09:03
Dem,35 to 49,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Unfavorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,St. Clair,35 to 49,Black,85 percent or higher,Cell,1,0.9639,0.9581,0.5799,0.9675,2018-10-20 20:17:16
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,65 and older,White,85 percent or higher,Cell,1,0.97,0.8052,0.2642,0.8128,2018-10-20 20:19:40
Dem,35 to 49,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Other,Female,Very likely,Democrat,Nonwhite,Nonwhite,Madison,35 to 49,Black,50 to 85 percent,Landline,1,0.7173,0.8802,0.888,0.8904,2018-10-20 20:19:49
Und,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Don't know,Don't know,Don't know,30 to 44,Postgraduate Degree,Other,Female,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,St. Clair,35 to 49,White,Less than 50 percent,Landline,0,0.3792,0.6672,1.325,0.179,2018-10-20 20:24:20
Dem,65 and older,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Madison,65 and older,White,85 percent or higher,Landline,1,0.97,1.2874,0.7222,1.2995,2018-10-20 20:25:40
Dem,50 to 64,Some college or trade school,White,Female,Black,Disapp.,Dems. take House,Unfavorable,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,Madison,50 to 64,White,85 percent or higher,Landline,1,0.97,0.7906,0.404,0.7981,2018-10-20 20:28:49
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,Rest,65 and older,White,85 percent or higher,Landline,0.8889,0.9238,0.6592,0.2617,0.6528,2018-10-20 20:32:14
Rep,50 to 64,Some college or trade school,Hispanic,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,50 to 64,Other Non-White,85 percent or higher,Cell,1,0.946,0.6048,0.3997,0.6047,2018-10-20 20:34:29
Rep,35 to 49,Some college or trade school,White,Male,Other,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,Rest,35 to 49,White,85 percent or higher,Cell,1,0.8857,1.0241,0.7438,1.0433,2018-10-20 20:36:08
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,St. Clair,50 to 64,White,85 percent or higher,Landline,1,0.97,1.0813,0.5862,1.0915,2018-10-20 20:38:32
Rep,50 to 64,Some college or trade school,White,Female,White,Disapp.,Don't know,Favorable,Favorable,45 to 64,Some College Educ.,Democratic,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,St. Clair,50 to 64,White,85 percent or higher,Landline,1,0.9437,1.1454,0.7045,1.1147,2018-10-20 20:38:32
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,St. Clair,35 to 49,White,85 percent or higher,Cell,1,0.97,0.8371,0.4976,0.845,2018-10-20 20:47:51
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,Rest,65 and older,White,50 to 85 percent,Landline,1,0.651,0.726,0.3818,0.7409,2018-10-20 20:48:36
Rep,35 to 49,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,35 to 49,Unknown,50 to 85 percent,Cell,1,0.7842,1.1039,0.7867,1.1441,2018-10-20 21:27:53
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,18 to 34,White,85 percent or higher,Cell,1,0.9619,0.9199,0.4038,0.929,2018-10-20 21:36:26
Und,35 to 49,Some college or trade school,White,Female,Other,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,[DO NOT READ] Refused,Nonwhite,Nonwhite,Rest,35 to 49,White,85 percent or higher,Cell,1,0.877,0.9688,0.7937,0.9684,2018-10-20 21:39:17
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,35 to 49,White,50 to 85 percent,Cell,1,0.6122,1.2042,1.1913,1.3003,2018-10-20 21:48:17
Rep,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Don't know,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Madison,50 to 64,White,Less than 50 percent,Cell,1,0.3445,0.6661,1.1204,0.8056,2018-10-20 21:49:11
Rep,[DO NOT READ] Refused,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,St. Clair,50 to 64,White,50 to 85 percent,Landline,1,0.8138,1.7192,1.1481,1.772,2018-10-20 21:58:47
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,50 to 64,White,Less than 50 percent,Cell,1,0.4894,0.9026,0.9333,1.016,2018-10-20 22:01:51
Und,18 to 34,Bachelors' degree,Unknown,Female,White,Don't know,Don't know,Don't know,Don't know,18 to 29,4-year College Grad.,Other,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",White,Rest,18 to 34,Unknown,Less than 50 percent,Cell,1,0.199,0.7526,1.9016,1.0302,2018-10-20 22:05:27
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,St. Clair,50 to 64,White,85 percent or higher,Cell,1,0.97,1.4766,0.9898,1.4905,2018-10-20 22:21:58
Dem,35 to 49,Graduate or Professional Degree,Black,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,St. Clair,35 to 49,Black,85 percent or higher,Landline,1,0.97,0.8291,0.5143,0.8369,2018-10-20 22:30:49
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,St. Clair,50 to 64,White,85 percent or higher,Cell,0.8889,0.97,0.9036,0.3546,0.9089,2018-10-20 22:37:19
Dem,35 to 49,High school,Unknown,Female,White,Disapp.,Dems. take House,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,35 to 49,Unknown,50 to 85 percent,Cell,1,0.5324,1.5075,1.9567,1.6699,2018-10-20 22:37:28
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Madison,50 to 64,White,85 percent or higher,Cell,1,0.97,0.7906,0.404,0.7981,2018-10-20 22:51:27
Und,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Madison,65 and older,White,Less than 50 percent,Landline,1,0.4366,0.7881,1.0166,0.9073,2018-10-20 22:58:39
Und,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,18 to 29,4-year College Grad.,Other,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,Rest,18 to 34,White,Less than 50 percent,Cell,0,0.2445,0.8679,1.7311,0.2026,2018-10-20 22:59:15
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,St. Clair,65 and older,White,85 percent or higher,Landline,1,0.97,0.7893,0.3954,0.7967,2018-10-20 23:25:54
3,18 to 34,Some college or trade school,Black,Female,Other,Disapp.,Dems. take House,Unfavorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,Madison,18 to 34,Black,Less than 50 percent,Cell,1,0.436,0.8916,1.5944,1.0268,2018-10-20 23:28:45
Und,65 and older,High school,White,Female,White,Approve,Don't know,Favorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,St. Clair,65 and older,White,85 percent or higher,Landline,1,0.97,1.5755,1.17,1.5903,2018-10-20 23:37:56
3,35 to 49,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Madison,35 to 49,Unknown,50 to 85 percent,Landline,1,0.5728,0.8613,0.8614,0.9412,2018-10-21 15:45:38
Dem,35 to 49,Bachelors' degree,White,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Female,Not at all likely,Democrat,Nonwhite,Nonwhite,Madison,35 to 49,White,Less than 50 percent,Cell,0,0.3755,0.5626,0.836,0.1503,2018-10-21 15:53:10
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,St. Clair,65 and older,White,85 percent or higher,Landline,1,0.9257,1.5755,1.226,1.5743,2018-10-21 18:21:46
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,St. Clair,65 and older,White,50 to 85 percent,Landline,1,0.714,1.2706,0.9679,1.3365,2018-10-21 18:37:50
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,St. Clair,50 to 64,White,85 percent or higher,Cell,1,0.9603,1.0813,0.5921,1.0921,2018-10-21 18:45:11
Rep,65 and older,Bachelors' degree,White,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,Madison,65 and older,White,50 to 85 percent,Cell,1,0.8146,0.6919,0.2587,0.7131,2018-10-21 18:45:47
3,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Male,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,50 to 64,White,Less than 50 percent,Cell,0,0.1309,1.303,4.8658,0.2754,2018-10-21 18:46:05
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,St. Clair,50 to 64,White,85 percent or higher,Cell,1,0.9054,0.853,0.3249,0.8667,2018-10-21 18:46:50
3,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,30 to 44,Some College Educ.,Republican,Female,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,St. Clair,35 to 49,White,85 percent or higher,Cell,0.4444,0.8806,1.095,1.0726,0.8571,2018-10-21 18:48:18
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,St. Clair,50 to 64,White,50 to 85 percent,Cell,1,0.5703,0.8211,0.5386,0.8981,2018-10-21 18:56:42
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,St. Clair,35 to 49,White,50 to 85 percent,Cell,1,0.7872,0.8233,0.5698,0.8528,2018-10-21 19:00:54
Dem,50 to 64,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Don't know,Favorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,Madison,50 to 64,Black,50 to 85 percent,Cell,1,0.6371,0.9117,0.6187,0.9324,2018-10-21 19:05:43
Dem,35 to 49,Bachelors' degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,Madison,35 to 49,Black,50 to 85 percent,Cell,1,0.8284,0.814,0.3663,0.8368,2018-10-21 19:13:13
Dem,50 to 64,Some college or trade school,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,St. Clair,50 to 64,Black,50 to 85 percent,Cell,1,0.5701,1.2592,1.1412,1.303,2018-10-21 19:55:10
Und,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Other,Female,[DO NOT READ] Don't know/Refused,Independent (No party),"White, 4-Year College Grads",White,Rest,50 to 64,White,50 to 85 percent,Cell,0,0.6807,0.6872,0.3514,0.3582,2018-10-21 20:05:01
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,St. Clair,35 to 49,White,85 percent or higher,Cell,1,0.9231,0.8371,0.5229,0.8486,2018-10-21 20:14:55
Dem,50 to 64,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,St. Clair,50 to 64,Black,85 percent or higher,Cell,1,0.9521,0.7326,0.3522,0.7329,2018-10-21 20:21:01
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,St. Clair,35 to 49,White,Less than 50 percent,Cell,1,0.2925,0.782,1.5812,0.9801,2018-10-21 20:41:38
Und,18 to 34,High school,White,Female,White,Don't know,Dems. take House,Don't know,Don't know,18 to 29,High School Grad. or Less,Other,Female,Somewhat likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,Rest,18 to 34,White,Less than 50 percent,Cell,0.5556,0.3156,1.5023,4.3772,1.0193,2018-10-21 20:44:20
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Madison,35 to 49,White,85 percent or higher,Cell,1,0.9669,0.8464,0.6372,0.8545,2018-10-21 20:58:47
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,St. Clair,35 to 49,White,85 percent or higher,Cell,1,0.97,1.2262,1.0775,1.2377,2018-10-21 21:13:18
Dem,50 to 64,Some college or trade school,Black,Male,Black,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,Madison,50 to 64,Black,50 to 85 percent,Landline,0.6667,0.7318,0.9638,0.5097,0.9022,2018-10-21 21:25:54
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,St. Clair,35 to 49,White,50 to 85 percent,Cell,1,0.6456,1.0157,0.838,1.0867,2018-10-21 21:28:18
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,Madison,65 and older,White,85 percent or higher,Landline,1,0.97,0.6655,0.2471,0.6752,2018-10-21 21:29:12
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Madison,50 to 64,White,85 percent or higher,Cell,1,0.97,0.7464,0.3455,0.7534,2018-10-21 22:22:05
Dem,65 and older,Graduate or Professional Degree,Hispanic,Male,White,Disapp.,Dems. take House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,St. Clair,65 and older,Other Non-White,85 percent or higher,Cell,1,0.97,0.5576,0.3195,0.5628,2018-10-21 22:25:50
