response,ager,educ,file_race,gender,race_eth,approve,CHECK,CLIMATE,FEMINISM,genballot,hdem_fav,hrep_fav,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_black,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,65 and older,Some college or trade school,White,Female,White,Don't know,Support,Very or somewhat,oppose,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.9473,0.9857,0.5343,0.9974
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Check,Very or somewhat,NA,Dems. take House,Favorable,NA,NA,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,"Rest, Trump",85 percent or higher,Cell,1,0.9381,0.8816,0.3234,0.8929
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Support,Very or somewhat,support,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,"Virginia Beach, Trump",Less than 50 percent,Cell,1,0.4804,0.9763,1.1504,1.1037
Rep,50 to 64,Some college or trade school,Black,Male,White,Approve,Support,Not or not very,support,Reps. keep House,Don't know,Favorable,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,Black,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9341,0.8531,0.5128,0.8643
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Check,Very or somewhat,NA,Dems. take House,Favorable,NA,NA,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.5257,0.9447,0.7382,1.0497
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Support,Not or not very,NA,Reps. keep House,Unfavorable,NA,NA,30 to 44,Some College Educ.,Republican,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,"Rest, Trump",85 percent or higher,Cell,0.6667,0.8847,0.9787,0.6557,0.8813
Und,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Don't know,Not or not very,NA,Reps. keep House,Don't know,NA,NA,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Rest, Clinton",Less than 50 percent,Landline,1,0.1335,0.9083,2.4962,1.3692
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Support,Not or not very,NA,Reps. keep House,Don't know,NA,NA,30 to 44,Some College Educ.,Republican,Male,Not at all likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,"Virginia Beach, Clinton",50 to 85 percent,Cell,0.2222,0.8157,0.9563,0.6109,0.544
Rep,35 to 49,Some college or trade school,Hispanic,Male,White,Disapp.,Check,Very or somewhat,support,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 34,Other Non-White,"Virginia Beach, Clinton",Less than 50 percent,Cell,0.8889,0.3829,1.2672,2.4436,1.44
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Support,Not or not very,NA,Reps. keep House,Unfavorable,NA,NA,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.93,0.9192,0.5065,0.9318
Rep,[DO NOT READ] Refused,Bachelors' degree,Black,Male,[DO NOT READ] Don't know/Refused,Approve,Support,Not or not very,oppose,Reps. keep House,Favorable,Favorable,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,65 and older,Black,"Rest, Trump",85 percent or higher,Landline,1,0.9686,0.8905,0.4248,0.8996
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Support,Not or not very,NA,Reps. keep House,Don't know,NA,NA,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.7276,0.9647,0.6587,1.0123
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,NA,Don't know,Don't know,NA,NA,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Male,[DO NOT READ] Don't know/Refused,Independent (No party),[DO NOT READ] Don't know/Refused,35 to 49,White,"Virginia Beach, Trump",50 to 85 percent,Cell,0.8889,0.702,1.066,1.2623,0.9118
Und,18 to 34,Bachelors' degree,Black,Male,White,Disapp.,Check,Very or somewhat,oppose,Don't know,Unfavorable,Unfavorable,disagree,30 to 44,4-year College Grad.,Democratic,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",18 to 34,Black,"Rest, Clinton",85 percent or higher,Cell,0.6667,0.8652,0.8986,0.6453,0.8002
Rep,50 to 64,High school,White,Male,White,Approve,Don't know,Not or not very,NA,Reps. keep House,Unfavorable,NA,NA,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,"Rest, Trump",50 to 85 percent,Cell,0.7778,0.5013,1.3977,1.443,1.4659
Und,65 and older,Some college or trade school,White,Male,White,Don't know,Check,Very or somewhat,NA,Reps. keep House,Favorable,NA,NA,65 and older,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.8881,0.9194,0.501,0.9195
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Support,Not or not very,NA,Reps. keep House,Don't know,NA,NA,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.8479,1.0655,0.7226,1.0925
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,Hispanic,Female,[DO NOT READ] Don't know/Refused,Disapp.,Don't know,Don't know,support,Dems. take House,Don't know,Don't know,agree,65 and older,[DO NOT READ] Don't know/Refused,Other,Male,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,65 and older,Other Non-White,"Virginia Beach, Clinton",50 to 85 percent,Landline,1,0.7448,1.0681,1.0467,1.1166
Dem,65 and older,Some college or trade school,White,Female,Black,Disapp.,Check,Very or somewhat,NA,Dems. take House,Favorable,NA,NA,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,65 and older,White,"Rest, Clinton",50 to 85 percent,Landline,0.8889,0.5842,1.0448,0.9176,1.1089
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Check,Not or not very,NA,Reps. keep House,Unfavorable,NA,NA,30 to 44,4-year College Grad.,Other,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",18 to 34,White,"Virginia Beach, Clinton",50 to 85 percent,Cell,1,0.587,1.0434,0.7722,1.136
Rep,65 and older,Bachelors' degree,White,Male,White,Don't know,Support,Not or not very,NA,Reps. keep House,Favorable,NA,NA,65 and older,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,"Rest, Clinton",50 to 85 percent,Landline,1,0.6724,0.9383,0.5755,0.9976
Rep,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Check,Very or somewhat,NA,Reps. keep House,Don't know,NA,NA,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,50 to 64,Other Non-White,"Virginia Beach, Trump",50 to 85 percent,Cell,0.8889,0.5862,1.1543,1.0651,1.2244
Dem,35 to 49,Some college or trade school,Black,Female,Black,Disapp.,Check,Very or somewhat,NA,Dems. take House,Don't know,NA,NA,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,Black,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.8682,0.8622,0.7436,0.8813
Rep,50 to 64,Some college or trade school,Black,Male,Hispanic,Approve,Support,Very or somewhat,NA,Reps. keep House,Favorable,NA,NA,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,50 to 64,Black,"Rest, Clinton",85 percent or higher,Landline,0.8889,0.9488,0.8215,0.5202,0.8267
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Support,Very or somewhat,Don't know,Reps. keep House,Don't know,Favorable,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9369,0.8792,0.4219,0.8906
Dem,50 to 64,Some college or trade school,White,Female,Black,Disapp.,Check,Very or somewhat,NA,Dems. take House,Favorable,NA,NA,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,White,"Rest, Trump",85 percent or higher,Cell,1,0.9293,0.9487,0.5513,0.9617
Rep,65 and older,High school,White,Male,White,Approve,Support,Not or not very,NA,Reps. keep House,Don't know,NA,NA,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9132,1.2563,0.7481,1.276
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,"Virginia Beach, Clinton",50 to 85 percent,Cell,1,0.7006,0.8506,0.3818,0.8982
Rep,50 to 64,Some college or trade school,White,Female,White,Disapp.,Check,Very or somewhat,NA,Reps. keep House,Unfavorable,NA,NA,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,"Virginia Beach, Trump",50 to 85 percent,Landline,1,0.5585,1.0519,0.9625,1.1557
Rep,35 to 49,High school,Black,Male,Black,Don't know,Check,Not or not very,NA,Dems. take House,Favorable,NA,NA,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Democrat,Nonwhite,35 to 49,Black,"Virginia Beach, Clinton",Less than 50 percent,Cell,0.8889,0.0638,1.1002,5.6415,1.8142
Und,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Check,Very or somewhat,NA,Dems. take House,Don't know,NA,NA,45 to 64,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,"Rest, Clinton",Less than 50 percent,Landline,0.7778,0.3023,0.8806,1.2797,0.8846
Rep,50 to 64,Bachelors' degree,White,Male,White,Don't know,Check,Very or somewhat,oppose,Reps. keep House,Don't know,Favorable,Don't know,45 to 64,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",50 to 64,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9339,0.8583,0.4042,0.8696
Rep,35 to 49,High school,White,Female,White,Approve,Support,Very or somewhat,NA,Reps. keep House,Unfavorable,NA,NA,30 to 44,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,"Rest, Trump",85 percent or higher,Cell,0.8889,0.9012,1.3482,1.0712,1.36
Rep,65 and older,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,White,"Rest, Trump",85 percent or higher,Landline,1,0.9098,0.8907,0.3057,0.905
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Support,Very or somewhat,NA,Reps. keep House,Unfavorable,NA,NA,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,"Rest, Clinton",85 percent or higher,Landline,1,0.92,0.9492,0.5669,0.9633
Rep,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Check,Very or somewhat,NA,Don't know,Unfavorable,NA,NA,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,"Virginia Beach, Clinton",Less than 50 percent,Landline,0.7778,0.423,0.8506,0.9455,0.9117
Und,18 to 34,Bachelors' degree,White,Male,White,Don't know,Check,Very or somewhat,oppose,Don't know,Don't know,Don't know,agree,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,White,"Virginia Beach, Trump",Less than 50 percent,Landline,1,0.4004,1.1567,1.6282,1.3563
Und,65 and older,Some college or trade school,Unknown,Female,White,Don't know,Don't know,Not or not very,Don't know,Don't know,Don't know,Don't know,Don't know,65 and older,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,Unknown,"Rest, Clinton",85 percent or higher,Landline,0.8889,0.9525,0.9789,0.6755,0.9736
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Check,Very or somewhat,Don't know,Dems. take House,Favorable,Unfavorable,Don't know,65 and older,Postgraduate Degree,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",Less than 50 percent,Landline,1,0.4408,0.9432,0.8245,1.0084
Rep,18 to 34,Some college or trade school,Unknown,Male,White,Don't know,Support,Not or not very,oppose,Reps. keep House,Don't know,Don't know,disagree,18 to 29,Some College Educ.,Other,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",18 to 34,Unknown,"Rest, Trump",50 to 85 percent,Cell,0.7778,0.5678,1.3386,1.5065,1.2917
Rep,65 and older,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Support,Not or not very,NA,Reps. keep House,Unfavorable,NA,NA,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,65 and older,Other Non-White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9232,1.0089,0.5599,1.0235
Dem,50 to 64,Some college or trade school,White,Female,White,Approve,Support,Very or somewhat,support,Reps. keep House,Favorable,Favorable,agree,45 to 64,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,"Rest, Clinton",Less than 50 percent,Landline,0.7778,0.4105,0.9774,1.5404,0.9581
Dem,65 and older,Graduate or Professional Degree,White,Female,Black,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),Nonwhite,65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.9368,0.8881,0.3306,0.8996
Dem,35 to 49,Some college or trade school,Black,Female,Black,Disapp.,Check,Very or somewhat,NA,Dems. take House,Favorable,NA,NA,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,35 to 49,Black,"Virginia Beach, Clinton",50 to 85 percent,Cell,1,0.7489,0.8784,0.7382,0.8862
Und,35 to 49,Some college or trade school,Black,Male,Hispanic,Disapp.,Check,Very or somewhat,support,Dems. take House,Don't know,Favorable,agree,30 to 44,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,Nonwhite,35 to 49,Black,"Virginia Beach, Clinton",50 to 85 percent,Cell,1,0.8114,0.8606,0.6096,0.888
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Check,Not or not very,Don't know,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9529,0.8172,0.3893,0.8265
Rep,35 to 49,Bachelors' degree,Black,Female,Black,Approve,Support,Very or somewhat,NA,Reps. keep House,Unfavorable,NA,NA,30 to 44,4-year College Grad.,Other,Female,Somewhat likely,Republican,Nonwhite,35 to 49,Black,"Rest, Trump",Less than 50 percent,Cell,0.7778,0.4258,0.9363,1.447,0.7588
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Support,Not or not very,NA,Reps. keep House,Unfavorable,NA,NA,65 and older,4-year College Grad.,Republican,Female,Not at all likely,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9425,0.9204,0.4304,0.8408
Rep,18 to 34,Some college or trade school,White,Male,Hispanic,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,disagree,18 to 29,Some College Educ.,Other,Male,Almost certain,Republican,Nonwhite,18 to 34,White,"Virginia Beach, Trump",Less than 50 percent,Landline,1,0.3321,1.2013,2.3904,1.4652
Rep,35 to 49,Some college or trade school,Unknown,Female,White,Approve,Don't know,Not or not very,NA,Reps. keep House,Don't know,NA,NA,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,Unknown,"Virginia Beach, Trump",50 to 85 percent,Landline,1,0.5003,1.1077,1.6373,1.2425
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.9607,0.8881,0.3224,0.8977
Und,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Support,Very or somewhat,NA,Don't know,Don't know,NA,NA,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Other Non-White,"Rest, Clinton",50 to 85 percent,Cell,1,0.6562,1.0367,0.8618,1.1068
Dem,65 and older,Some college or trade school,White,Male,White,Approve,Support,Not or not very,Don't know,Reps. keep House,Favorable,Unfavorable,agree,65 and older,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,"Virginia Beach, Trump",50 to 85 percent,Landline,1,0.779,1.0436,0.6015,1.0834
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Support,Very or somewhat,oppose,Reps. keep House,Don't know,Favorable,Don't know,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,"Rest, Trump",85 percent or higher,Cell,1,0.9463,1.0278,0.5334,1.0285
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Support,Very or somewhat,NA,Reps. keep House,Unfavorable,NA,NA,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.8997,0.8792,0.4393,0.8946
Rep,65 and older,High school,Other,Female,White,Approve,Support,Not or not very,NA,Reps. keep House,Don't know,NA,NA,65 and older,High School Grad. or Less,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,Other Non-White,"Virginia Beach, Clinton",Less than 50 percent,Cell,1,0.3568,1.4188,2.8702,1.5632
Und,50 to 64,Some college or trade school,White,Male,White,Don't know,Don't know,Very or somewhat,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Other,Male,Not at all likely,Republican,"White, No 4-Year College Degree",35 to 49,White,"Virginia Beach, Clinton",50 to 85 percent,Cell,0,0.5274,0.9273,0.9222,0.295
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Check,Very or somewhat,NA,Dems. take House,Favorable,NA,NA,65 and older,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.5468,0.9775,0.5822,1.0783
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Check,Very or somewhat,NA,Dems. take House,Favorable,NA,NA,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,"Virginia Beach, Clinton",50 to 85 percent,Cell,1,0.5241,0.8355,0.5677,0.9289
Dem,35 to 49,[DO NOT READ] Refused,White,Female,Other,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,[DO NOT READ] Don't know/Refused,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,White,"Virginia Beach, Clinton",85 percent or higher,Landline,1,0.9312,0.8344,0.8017,0.8457
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Support,Not or not very,Don't know,Reps. keep House,Unfavorable,Favorable,Don't know,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.9659,0.8853,0.3783,0.8945
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Support,Very or somewhat,NA,Reps. keep House,Unfavorable,NA,NA,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.8966,0.8881,0.3454,0.904
Rep,65 and older,Bachelors' degree,White,Male,White,Disapp.,Check,Very or somewhat,NA,Reps. keep House,Favorable,NA,NA,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.822,0.9275,0.4752,0.9302
Rep,18 to 34,Some college or trade school,White,Male,Hispanic,Approve,Support,Very or somewhat,NA,Reps. keep House,Don't know,NA,NA,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,Nonwhite,18 to 34,White,"Virginia Beach, Trump",Less than 50 percent,Cell,1,0.4806,1.2388,1.6924,1.3095
Dem,65 and older,Some college or trade school,White,Male,Black,Disapp.,Check,Very or somewhat,NA,Dems. take House,Favorable,NA,NA,65 and older,Some College Educ.,Other,Male,Very likely,Democrat,Nonwhite,65 and older,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.7045,1.0436,0.6652,1.0581
Dem,65 and older,Some college or trade school,Black,Female,Black,Disapp.,Check,Very or somewhat,NA,Dems. take House,Favorable,NA,NA,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,65 and older,Black,"Virginia Beach, Clinton",Less than 50 percent,Landline,1,0.4251,0.872,1.1556,1.01
Dem,65 and older,Graduate or Professional Degree,White,Male,Black,Disapp.,Check,Very or somewhat,NA,Dems. take House,Don't know,NA,NA,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,White,"Rest, Trump",85 percent or higher,Landline,1,0.9058,0.848,0.3017,0.8621
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Support,Not or not very,NA,Reps. keep House,Unfavorable,NA,NA,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,"Rest, Clinton",85 percent or higher,Cell,1,0.9636,0.9131,0.4875,0.9227
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Check,Very or somewhat,NA,Dems. take House,Favorable,NA,NA,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Clinton",85 percent or higher,Landline,1,0.9396,0.7865,0.345,0.7965
Dem,35 to 49,Bachelors' degree,White,Male,Hispanic,Disapp.,Check,Very or somewhat,oppose,Dems. take House,Favorable,Don't know,disagree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.6969,0.9948,0.7046,1.0513
Dem,65 and older,Some college or trade school,Black,Female,Black,Disapp.,Check,Very or somewhat,oppose,Dems. take House,Favorable,Unfavorable,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Black,"Rest, Clinton",85 percent or higher,Landline,1,0.9397,0.8387,0.5546,0.8493
Und,65 and older,High school,Black,Female,Black,Don't know,Check,Don't know,NA,Don't know,Don't know,NA,NA,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Black,"Rest, Clinton",85 percent or higher,Landline,1,0.8518,1.1113,0.9169,1.1388
Rep,65 and older,High school,White,Female,White,Approve,Support,Not or not very,NA,Reps. keep House,Unfavorable,NA,NA,65 and older,High School Grad. or Less,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,"Virginia Beach, Trump",Less than 50 percent,Landline,1,0.0604,1.3871,5.9337,2.1169
Dem,65 and older,Bachelors' degree,Black,Female,White,Disapp.,Check,Not or not very,NA,Don't know,Favorable,NA,NA,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Black,"Rest, Trump",85 percent or higher,Landline,1,0.9449,0.8479,0.4278,0.8581
Rep,18 to 34,Bachelors' degree,Black,Male,White,Approve,Support,Not or not very,NA,Reps. keep House,Favorable,NA,NA,30 to 44,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,Black,"Rest, Clinton",Less than 50 percent,Cell,1,0.4395,1.0023,1.5172,1.1533
Und,[DO NOT READ] Refused,Bachelors' degree,Unknown,Female,[DO NOT READ] Don't know/Refused,Disapp.,Don't know,Very or somewhat,NA,Dems. take House,Don't know,NA,NA,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,50 to 64,Unknown,"Virginia Beach, Clinton",85 percent or higher,Cell,1,0.8897,0.7864,0.4644,0.8012
Rep,50 to 64,Some college or trade school,Black,Male,White,Approve,Support,Very or somewhat,NA,Reps. keep House,Unfavorable,NA,NA,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,Black,"Rest, Trump",85 percent or higher,Cell,1,0.9164,0.8894,0.5212,0.903
Dem,65 and older,Bachelors' degree,White,Male,White,Don't know,Check,Not or not very,NA,Reps. keep House,Favorable,NA,NA,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Clinton",85 percent or higher,Landline,1,0.9397,0.7946,0.3162,0.8046
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Check,Very or somewhat,NA,Dems. take House,Favorable,NA,NA,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9779,0.8429,0.3671,0.8512
Dem,65 and older,High school,White,Female,White,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.8949,1.2435,0.8328,1.2435
Dem,[DO NOT READ] Refused,Grade school,Black,Female,Black,Disapp.,Don't know,Very or somewhat,NA,Dems. take House,Unfavorable,NA,NA,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Independent (No party),Nonwhite,50 to 64,Black,"Virginia Beach, Clinton",85 percent or higher,Landline,1,0.9244,1.0042,0.689,1.0042
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Support,Very or somewhat,NA,Reps. keep House,Unfavorable,NA,NA,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9192,0.8923,0.456,0.9057
Rep,35 to 49,Some college or trade school,White,Female,Hispanic,Don't know,Don't know,Very or somewhat,Don't know,Reps. keep House,Don't know,Favorable,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9287,0.9759,0.6956,0.9894
