response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedd,educ3,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Unfavorable,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Pima,85 percent or higher,Cell,1,0.98740000000000006,1.0902,0.7176,1.1043,2018-09-27 02:46:29
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Pima,85 percent or higher,Landline,1,0.8921,1.2557,0.9415,1.2828,2018-09-27 02:46:45
Rep,65 and older,Bachelors' degree,White,Female,Hispanic,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Don't know,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,65 and older,4-year College Grad.,White,Pima,85 percent or higher,Cell,1,0.9482,1.1586,0.7438,1.1758,2018-09-27 02:48:17
Und,18 to 34,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,agree,30 to 44,Postgraduate Degree,Other,Male,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,18 to 44,Postgraduate Degree,White,Pima,Less than 50 percent,Landline,0.4444,0.1717,0.79990000000000006,3.3646,0.4197,2018-09-27 02:50:41
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,Pima,85 percent or higher,Cell,1,0.8919,0.8888,0.6241,0.908,2018-09-27 02:54:44
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Pima,85 percent or higher,Landline,1,0.9972,0.6954,0.4222,0.7041,2018-09-27 02:55:11
Und,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Cochise,85 percent or higher,Cell,1,0.9924,0.6163,0.4911,0.6244,2018-09-27 03:04:30
Rep,65 and older,Bachelors' degree,Hispanic,Male,Hispanic,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,agree,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,Nonwhite,65 and older,4-year College Grad.,Non-White,Pima,85 percent or higher,Cell,1,0.9962,1.2713,0.7726,1.2866,2018-09-27 03:05:42
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Don't know,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,Pima,50 to 85 percent,Cell,1,0.7427,0.764,0.6144,0.8015,2018-09-27 03:06:27
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Pima,85 percent or higher,Landline,1,0.9825,0.7306,0.4496,0.74,2018-09-27 03:06:27
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Pima,85 percent or higher,Landline,1,0.9976,1.2557,0.8419,1.2718,2018-09-27 03:06:27
Dem,50 to 64,High school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,agree,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Pima,85 percent or higher,Cell,1,0.995,0.9558,0.5882,0.9667,2018-09-27 03:08:42
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Cochise,50 to 85 percent,Cell,1,0.5404,1.2346,1.9084,1.2902,2018-09-27 03:10:12
Dem,50 to 64,Some college or trade school,Unknown,Female,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,45 to 64,No 4-year College Degree,Unknown,Pima,85 percent or higher,Landline,1,0.9931,1.0123,0.6729,1.023,2018-09-27 03:12:00
Rep,65 and older,Graduate or Professional Degree,Hispanic,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Unfavorable,Favorable,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Non-White,Pima,85 percent or higher,Cell,1,0.9363,0.8423,0.5401,0.8558,2018-09-27 03:13:21
Rep,50 to 64,Some college or trade school,White,Male,Other,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,45 to 64,No 4-year College Degree,White,Pima,50 to 85 percent,Cell,0.8889,0.5285,1.1512,1.3559,1.244,2018-09-27 03:14:52
Dem,[DO NOT READ] Refused,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Don't know,Don't know,Dems. take House,Favorable,Unfavorable,Don't know,65 and older,Some College Educ.,Democratic,Female,Very likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,65 and older,No 4-year College Degree,White,Pima,85 percent or higher,Cell,1,0.9913,1.1567,0.7341,1.1682,2018-09-27 03:15:10
Dem,50 to 64,Some college or trade school,White,Female,Other,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Don't know,agree,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,Nonwhite,45 to 64,No 4-year College Degree,White,Cochise,Less than 50 percent,Cell,0.8889,0.4033,1.1474,2.7303,1.1887,2018-09-27 03:17:15
Rep,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,agree,18 to 29,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,18 to 44,No 4-year College Degree,Non-White,Pima,85 percent or higher,Cell,1,0.9612,1.1325,0.7316,1.1481,2018-09-27 03:18:46
Dem,35 to 49,Some college or trade school,White,Female,Hispanic,support,Disapp.,Check,support,Dems. take House,Favorable,Favorable,agree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 44,No 4-year College Degree,White,Pima,50 to 85 percent,Cell,1,0.6122,1.145,1.1169,1.2411,2018-09-27 03:23:25
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 44,Postgraduate Degree,White,Pima,85 percent or higher,Landline,1,0.9281,0.5715,0.3481,0.5812,2018-09-27 03:24:01
Und,65 and older,High school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,disagree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Cochise,85 percent or higher,Cell,1,0.8742,0.9516,0.9456,0.9747,2018-09-27 03:25:04
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Don't know,agree,45 to 64,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,Pima,85 percent or higher,Cell,1,0.9931,0.8888,0.5605,0.8982,2018-09-27 03:25:58
Dem,35 to 49,Some college or trade school,White,Female,White,support,Approve,Support,Don't know,Don't know,Unfavorable,Don't know,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Pima,85 percent or higher,Cell,1,0.9077,1.0902,0.7806,1.1114,2018-09-27 03:26:34
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,65 and older,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Pima,85 percent or higher,Cell,1,0.8879,1.1656,0.9284,1.1692,2018-09-27 03:26:43
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,Pima,85 percent or higher,Cell,1,0.9825,0.6343,0.3793,0.6425,2018-09-27 03:26:52
Dem,65 and older,Grade school,White,Male,Black,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,agree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,No 4-year College Degree,White,Pima,85 percent or higher,Cell,1,0.957,1.1009,0.7249,1.1164,2018-09-27 03:27:28
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,Non-White,Pima,85 percent or higher,Cell,1,0.9855,0.7313,0.4329,0.7407,2018-09-27 03:27:55
Rep,50 to 64,Some college or trade school,White,Female,White,support,Disapp.,Check,support,Don't know,Unfavorable,Unfavorable,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Cochise,85 percent or higher,Landline,1,0.979,0.8199,0.6289,0.8304,2018-09-27 03:27:55
Rep,65 and older,High school,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,agree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Pima,85 percent or higher,Cell,1,0.9655,1.1009,0.7185,1.1157,2018-09-27 03:28:04
Dem,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,45 to 64,Postgraduate Degree,Non-White,Pima,85 percent or higher,Cell,1,0.9479,0.696,0.429,0.7064,2018-09-27 03:33:39
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Don't know,disagree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Pima,85 percent or higher,Cell,1,0.9918,1.1586,0.7111,1.1739,2018-09-27 03:34:15
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,Pima,50 to 85 percent,Cell,1,0.718,1.116,0.8792,1.1772,2018-09-27 03:35:45
Dem,50 to 64,Bachelors' degree,Other,Female,Asian,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,45 to 64,4-year College Grad.,Non-White,Pima,85 percent or higher,Cell,1,0.9876,1.0683,0.5976,1.0821,2018-09-27 03:36:30
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,Cochise,50 to 85 percent,Cell,1,0.6281,0.5982,0.7867,0.6455,2018-09-27 03:38:45
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,45 to 64,Postgraduate Degree,Non-White,Pima,85 percent or higher,Cell,1,0.8932,0.7313,0.4776,0.747,2018-09-27 03:42:12
Rep,[DO NOT READ] Refused,Some college or trade school,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Don't know,65 and older,Some College Educ.,Republican,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Pima,85 percent or higher,Cell,0,0.994,1.1951,0.8054,1.1876,2018-09-27 03:43:06
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,support,Reps. keep House,Favorable,Don't know,disagree,65 and older,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Pima,85 percent or higher,Landline,1,0.9436,1.1951,0.8484,1.1994,2018-09-27 03:43:06
Rep,35 to 49,Some college or trade school,White,Male,White,support,Disapp.,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Pima,50 to 85 percent,Cell,1,0.7729,1.2497,1.0701,1.2618,2018-09-27 03:43:33
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,45 to 64,No 4-year College Degree,Non-White,Pima,85 percent or higher,Cell,1,0.9948,1.1578,0.7065,1.1709,2018-09-27 03:45:17
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Pima,50 to 85 percent,Cell,1,0.7981,1.313,1.0871,1.323,2018-09-27 03:46:20
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,Pima,50 to 85 percent,Cell,1,0.8485,0.8507,0.7491,0.8749,2018-09-27 03:46:56
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Don't know,Don't know,Don't know,Don't know,Reps. keep House,Unfavorable,Favorable,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,Pima,50 to 85 percent,Cell,0.8889,0.7426,0.8294,0.7091,0.8217,2018-09-27 03:49:02
Rep,35 to 49,Bachelors' degree,White,Male,White,Don't know,Approve,Support,Don't know,Reps. keep House,Don't know,Don't know,disagree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 44,4-year College Grad.,White,Cochise,85 percent or higher,Cell,1,0.9708,0.7399,0.5329,0.7497,2018-09-27 03:49:29
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Don't know,agree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 44,Postgraduate Degree,White,Pima,85 percent or higher,Cell,1,0.8954,0.576,0.4087,0.5882,2018-09-27 03:51:44
Dem,65 and older,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Pima,85 percent or higher,Cell,1,0.9975,1.1009,0.6954,1.1165,2018-09-27 03:53:59
Und,65 and older,Graduate or Professional Degree,Other,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Don't know,agree,65 and older,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,Non-White,Pima,85 percent or higher,Cell,0.7778,0.9493,0.8079,0.5752,0.7994,2018-09-27 03:54:53
Und,18 to 34,Some college or trade school,White,Male,White,Don't know,Disapp.,Check,Don't know,Dems. take House,Don't know,Favorable,agree,30 to 44,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 44,No 4-year College Degree,White,Pima,85 percent or higher,Cell,1,0.8613,0.9049,0.618,0.9084,2018-09-27 03:55:02
