response,ager,educ,file_race,gender,race_eth,approve,ASSAULTW,ENGLISH,genballot,hdem_fav,hrep_fav,LIFECHANGE,OPIOID,REVERSERACIS,STRANGER,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_party_model,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,18 to 34,Bachelors' degree,Asian,Female,Asian,Disapp.,support,disagree,Dems. take House,Favorable,Favorable,agree,no,agree,disagree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,Most Clinton,Non-White,Well-educ. Clinton,Less than 50 percent,Cell,1,0.4777,0.9566,1.4579,1.106,2018-09-10 20:22:42
Dem,18 to 34,Some college or trade school,White,Female,Hispanic,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,Most Clinton,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.8591,0.7033,0.6785,0.7354,2018-09-10 20:28:06
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,no,agree,agree,18 to 29,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,18 to 34,Probably Clinton,White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.6732,0.8179,1.0201,0.8881,2018-09-10 20:23:36
Rep,65 and older,Bachelors' degree,White,Male,Black,Approve,support,agree,Reps. keep House,Don't know,Favorable,disagree,no,agree,agree,65 and older,4-year College Grad.,Other,Male,Very likely,Republican,Nonwhite,Nonwhite,65 and older,Probably Clinton,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9903,0.8735,0.632,0.8982,2018-09-10 20:24:03
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,oppose,agree,Reps. keep House,Don't know,Favorable,agree,no,agree,disagree,45 to 64,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,Maybe Trump,White,Less-educ. Clinton,50 to 85 percent,Cell,1,0.8495,1.4032,1.3668,1.4354,2018-09-10 20:24:30
Und,18 to 34,Graduate or Professional Degree,Black,Male,Black,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,Don't know,no,disagree,Don't know,30 to 44,Postgraduate Degree,Other,Male,Not very likely,Independent (No party),Nonwhite,Nonwhite,18 to 34,Probably Clinton,Non-White,Less educ. Trump,Less than 50 percent,Cell,1,0.4432,0.8054,1.3897,0.6522,2018-09-10 20:30:39
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,disagree,no,agree,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Probably Clinton,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.8975,0.9678,0.9903,1.0062,2018-09-10 20:29:54
Rep,35 to 49,Some college or trade school,Unknown,Female,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,yes,agree,Don't know,45 to 64,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,Probably Clinton,Unknown,Well-educ. Clinton,85 percent or higher,Cell,1,0.918,1.069,0.9648,1.0919,2018-09-10 20:29:36
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,Don't know,no,disagree,disagree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,Maybe Trump,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.8881,1.0612,0.8274,1.1048,2018-09-10 20:31:15
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,agree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,Most Clinton,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9755,0.8294,0.6547,0.8502,2018-09-10 20:22:33
Dem,18 to 34,Graduate or Professional Degree,White,Female,Other,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,Don't know,no,disagree,disagree,18 to 29,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,Most Clinton,White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.5991,0.5318,0.6608,0.5894,2018-09-10 20:26:36
Und,18 to 34,Bachelors' degree,White,Female,White,Disapp.,oppose,disagree,Dems. take House,Don't know,Don't know,disagree,no,disagree,disagree,18 to 29,4-year College Grad.,Other,Female,Somewhat likely,Democrat,"White, 4-Year College Grads",White,18 to 34,Probably Clinton,White,Less-educ. Clinton,85 percent or higher,Cell,0.2222,0.8513,0.7282,0.624,0.5716,2018-09-10 20:28:51
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,Don't know,30 to 44,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,Maybe Trump,White,Less-educ. Clinton,Less than 50 percent,Cell,1,0.447,1.4322,2.267,1.6777,2018-09-10 20:23:45
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,50 to 64,Most Clinton,White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.8034,0.8934,0.8397,0.9431,2018-09-10 20:25:42
Rep,35 to 49,Bachelors' degree,Black,Female,Black,Disapp.,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,disagree,disagree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,Most Clinton,Non-White,Less-educ. Clinton,50 to 85 percent,Cell,1,0.6176,0.7711,0.8941,0.8087,2018-09-10 20:28:51
Dem,50 to 64,Bachelors' degree,Black,Female,Black,Disapp.,support,disagree,Dems. take House,Favorable,Don't know,disagree,no,disagree,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Most Clinton,Non-White,Less-educ. Clinton,85 percent or higher,Cell,1,0.8947,0.7702,0.6223,0.8011,2018-09-10 20:23:27
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,Don't know,yes,disagree,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Most Clinton,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9945,0.7797,0.5824,0.8048,2018-09-10 20:17:36
Dem,18 to 34,Bachelors' degree,Asian,Female,Asian,Disapp.,support,disagree,Dems. take House,Unfavorable,Unfavorable,agree,no,disagree,agree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,Most Clinton,Non-White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.6573,0.655,0.6872,0.7142,2018-09-10 20:17:27
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Favorable,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Maybe Trump,White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.8347,1.3057,1.181,1.3707,2018-09-10 20:18:48
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,yes,agree,Don't know,65 and older,4-year College Grad.,Other,Male,[DO NOT READ] Don't know/Refused,Independent (No party),"White, 4-Year College Grads",White,65 and older,Probably Clinton,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9676,0.8735,0.6469,0.87,2018-09-10 20:22:42
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,oppose,agree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,65 and older,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Maybe Trump,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.8708,1.0332,0.8019,1.0784,2018-09-10 20:30:57
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Favorable,agree,yes,disagree,disagree,30 to 44,4-year College Grad.,Other,Female,Somewhat likely,Democrat,"White, 4-Year College Grads",White,18 to 34,Probably Clinton,White,Well-educ. Trump,Less than 50 percent,Cell,0.3333,0.4782,0.8262,1.3311,0.5206,2018-09-10 20:27:30
Rep,50 to 64,High school,Unknown,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,agree,yes,agree,agree,45 to 64,High School Grad. or Less,Other,Male,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Maybe Trump,Unknown,Less educ. Trump,Less than 50 percent,Cell,0.2222,0.4003,2.2844,5.0451,1.0031,2018-09-10 20:19:51
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,oppose,agree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Probably Clinton,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.8994,0.9811,0.848,1.0198,2018-09-10 20:30:03
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Don't know,oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,no,Don't know,disagree,18 to 29,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,Probably Trump,White,Less-educ. Clinton,50 to 85 percent,Cell,1,0.7865,0.7396,0.6794,0.7832,2018-09-10 20:17:18
Rep,18 to 34,Some college or trade school,White,Female,White,Disapp.,support,disagree,Reps. keep House,Don't know,Favorable,disagree,no,disagree,disagree,18 to 29,Some College Educ.,Democratic,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,18 to 34,Most Clinton,White,Well-educ. Clinton,50 to 85 percent,Cell,0.3333,0.6069,0.6541,0.9023,0.4451,2018-09-10 20:30:30
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Favorable,disagree,no,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,50 to 64,Most Clinton,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.992,0.7656,0.5807,0.79,2018-09-10 20:19:24
Rep,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,oppose,disagree,Reps. keep House,Favorable,Don't know,disagree,no,agree,disagree,18 to 29,Some College Educ.,Democratic,Female,Somewhat likely,Independent (No party),Nonwhite,Nonwhite,18 to 34,Most Clinton,Non-White,Well-educ. Clinton,50 to 85 percent,Cell,0.4444,0.584,0.6462,0.9015,0.4637,2018-09-10 20:19:42
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,no,disagree,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Probably Clinton,White,Less-educ. Clinton,85 percent or higher,Cell,0.8889,0.8988,1.0562,0.8959,1.0886,2018-09-10 20:30:48
Und,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,oppose,disagree,Don't know,Don't know,Don't know,agree,no,agree,disagree,30 to 44,Postgraduate Degree,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Probably Clinton,White,Well-educ. Clinton,50 to 85 percent,Cell,0.4444,0.7393,0.9645,1.0177,0.7559,2018-09-10 20:26:27
Dem,35 to 49,Graduate or Professional Degree,White,Female,Black,Disapp.,oppose,disagree,Dems. take House,Don't know,Unfavorable,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,Probably Clinton,White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.7308,0.9706,1.0813,1.0398,2018-09-10 20:25:15
Und,35 to 49,Graduate or Professional Degree,White,Female,White,Don't know,support,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,disagree,disagree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Probably Clinton,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9357,1.0437,0.8988,1.0801,2018-09-10 20:24:48
Rep,65 and older,High school,White,Female,White,Disapp.,oppose,Don't know,Reps. keep House,Don't know,Favorable,Don't know,no,disagree,disagree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Maybe Trump,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9844,1.7606,1.6224,1.8162,2018-09-10 20:20:36
Dem,50 to 64,Some college or trade school,White,Female,White,Don't know,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,agree,agree,45 to 64,Some College Educ.,Other,Female,Very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,50 to 64,Probably Clinton,White,Less-educ. Clinton,50 to 85 percent,Cell,1,0.7946,0.9001,1.051,0.9239,2018-09-10 20:19:15
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Most Clinton,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9903,0.8294,0.6449,0.8558,2018-09-10 20:18:39
Rep,35 to 49,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,no,disagree,disagree,30 to 44,4-year College Grad.,Other,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,35 to 49,Probably Clinton,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9488,1.3013,1.0521,1.3449,2018-09-10 20:31:24
Dem,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,support,disagree,Dems. take House,Don't know,Favorable,agree,no,agree,agree,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,Probably Clinton,Non-White,Less-educ. Clinton,50 to 85 percent,Cell,0.8889,0.7804,0.9572,1.086,0.9649,2018-09-10 20:29:45
Rep,18 to 34,Some college or trade school,Unknown,Female,White,Disapp.,oppose,agree,Reps. keep House,Favorable,Favorable,agree,no,disagree,disagree,18 to 29,Some College Educ.,Other,Female,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,Probably Clinton,Unknown,Less educ. Trump,50 to 85 percent,Cell,0.7778,0.7064,0.5755,0.6507,0.4562,2018-09-10 20:19:15
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,yes,disagree,agree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Maybe Trump,Unknown,Well-educ. Trump,50 to 85 percent,Cell,1,0.7818,0.7988,0.7102,0.8467,2018-09-10 20:20:36
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,support,agree,Dems. take House,Don't know,Favorable,agree,no,agree,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,Most Clinton,White,Less-educ. Clinton,85 percent or higher,Landline,0.6667,0.9358,0.5593,0.5014,0.5562,2018-09-10 20:22:33
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Probably Trump,White,Less educ. Trump,85 percent or higher,Cell,1,0.8501,1.1152,1.0471,1.1678,2018-09-10 20:27:39
Dem,65 and older,Some college or trade school,Unknown,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,no,agree,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Probably Clinton,Unknown,Less-educ. Clinton,85 percent or higher,Landline,1,0.9967,0.5861,0.472,0.6053,2018-09-10 20:26:09
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,Probably Clinton,White,Less educ. Trump,50 to 85 percent,Cell,1,0.6683,0.7005,0.7753,0.7616,2018-09-10 20:30:39
Rep,18 to 34,Bachelors' degree,White,Female,Black,Disapp.,support,Don't know,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,18 to 29,4-year College Grad.,Other,Male,Very likely,Democrat,Nonwhite,Nonwhite,18 to 34,Probably Clinton,White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.5165,0.8291,1.1408,0.8873,2018-09-10 20:22:06
Dem,35 to 49,Bachelors' degree,Other,Male,Asian,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,Maybe Trump,Non-White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.5899,1.7312,2.0128,1.9238,2018-09-10 20:20:00
Dem,35 to 49,Grade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,disagree,no,agree,disagree,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,Probably Clinton,White,Well-educ. Clinton,85 percent or higher,Landline,0.7778,0.9571,1.7883,1.8319,1.8287,2018-09-10 20:26:27
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,disagree,yes,disagree,disagree,65 and older,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,Probably Clinton,White,Well-educ. Clinton,50 to 85 percent,Cell,0.6667,0.7499,0.8065,0.9598,0.7734,2018-09-10 20:23:09
