response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,Graduate or Professional Degree,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),Nonwhite,Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.97,0.6437,0.3094,0.6276,2018-10-31 00:33:02
Dem,50 to 64,Bachelors' degree,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,4-year College Grad.,Other Non-White,Irvine,85 percent or higher,Landline,1,0.9392,1.6615,0.9319,1.6159,2018-10-31 00:34:32
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",4-year College Grad.,White,Irvine,85 percent or higher,Cell,1,0.9308,1.297,0.8631,1.2457,2018-10-31 00:46:15
Rep,35 to 49,Graduate or Professional Degree,Asian,Male,Asian,Disapp.,Dems. take House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Very likely,Democrat,Nonwhite,Postgraduate Degree,Other Non-White,Assembly Dist. 68,85 percent or higher,Cell,0.8889,0.851,0.8248,0.4421,0.7817,2018-10-31 00:47:00
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",Postgraduate Degree,Hispanic,Assembly Dist. 68,50 to 85 percent,Landline,1,0.8185,0.7118,0.5321,0.7045,2018-10-31 00:47:08
Dem,50 to 64,Some college or trade school,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.97,1.0028,0.823,0.9728,2018-10-31 00:47:18
Dem,18 to 34,Bachelors' degree,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,4-year College Grad.,Other Non-White,Irvine,50 to 85 percent,Cell,0.8889,0.6063,1.2224,0.9788,1.2393,2018-10-31 00:49:15
Rep,65 and older,Bachelors' degree,Asian,Male,Other,Approve,Reps. keep House,Favorable,Don't know,65 and older,4-year College Grad.,Democratic,Male,Already voted,Republican,Nonwhite,4-year College Grad.,Other Non-White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.8629,1.3423,0.9226,1.3387,2018-10-31 00:51:30
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Republican,"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 68,50 to 85 percent,Landline,1,0.8182,0.7816,0.5274,0.753,2018-10-31 00:52:51
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",Postgraduate Degree,White,Irvine,85 percent or higher,Cell,1,0.9423,0.8365,0.4744,0.8037,2018-10-31 00:53:27
Rep,65 and older,Graduate or Professional Degree,White,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.97,0.6825,0.3698,0.6621,2018-10-31 00:54:12
Rep,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Don't know,Unfavorable,Favorable,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9673,0.7636,0.382,0.7409,2018-10-31 00:58:33
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 68,Less than 50 percent,Cell,1,0.2872,0.8133,1.5311,0.9836,2018-10-31 01:05:17
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.97,0.6332,0.4195,0.6143,2018-10-31 01:07:05
Dem,18 to 34,Bachelors' degree,White,Male,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,18 to 29,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,4-year College Grad.,White,Irvine,50 to 85 percent,Cell,1,0.8262,1.1131,0.6955,1.0718,2018-10-31 01:08:35
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.97,0.666,0.4292,0.6413,2018-10-31 01:15:03
Und,65 and older,Some college or trade school,Asian,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",No 4-year College Degree,Other Non-White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.97,1.1174,0.8302,1.084,2018-10-31 01:16:42
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9697,0.9629,0.71,0.9389,2018-10-31 01:18:30
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 68,50 to 85 percent,Cell,1,0.5002,1.4922,1.7658,1.6832,2018-10-31 01:20:18
Rep,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9057,0.9534,0.8616,0.9415,2018-10-31 01:22:51
Rep,65 and older,Some college or trade school,White,Female,White,Disapp.,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Democratic,Female,Already voted,Republican,"White, No 4-Year College Degree",No 4-year College Degree,White,Irvine,50 to 85 percent,Landline,1,0.7803,1.2978,1.1407,1.3219,2018-10-31 01:29:00
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Don't know,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9386,0.6726,0.3912,0.6462,2018-10-31 01:33:23
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,Hispanic,Don't know,Reps. keep House,Don't know,Don't know,18 to 29,Some College Educ.,Other,Female,Very likely,Independent (No party),Nonwhite,No 4-year College Degree,White,Assembly Dist. 68,Less than 50 percent,Cell,1,0.3826,0.6637,1.1549,0.695,2018-10-31 01:42:14
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",Postgraduate Degree,White,Irvine,85 percent or higher,Landline,1,0.9698,0.7098,0.3328,0.6921,2018-10-31 01:44:29
Rep,35 to 49,Some college or trade school,White,Female,Asian,Don't know,Reps. keep House,Don't know,Don't know,30 to 44,Some College Educ.,Other,Female,Almost certain,[DO NOT READ] Refused,Nonwhite,No 4-year College Degree,White,Irvine,Less than 50 percent,Cell,1,0.4269,1.1794,2.2344,1.3109,2018-10-31 01:46:53
Dem,18 to 34,Some college or trade school,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Male,Very likely,Independent (No party),Nonwhite,No 4-year College Degree,Other Non-White,Irvine,Less than 50 percent,Cell,0.8889,0.333,0.9867,1.6777,1.0001,2018-10-31 01:47:29
Dem,18 to 34,Some college or trade school,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,No 4-year College Degree,Other Non-White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9568,0.7524,0.4599,0.7305,2018-10-31 01:48:19
Dem,18 to 34,Bachelors' degree,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Other,Female,Already voted,Independent (No party),Nonwhite,4-year College Grad.,White,Irvine,Less than 50 percent,Cell,1,0.2129,0.8792,2.2064,1.2427,2018-10-31 01:50:43
Rep,65 and older,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Postgraduate Degree,Other,Male,Already voted,or as a member of another political party,Nonwhite,Postgraduate Degree,Hispanic,Assembly Dist. 73/74,50 to 85 percent,Cell,1,0.7162,0.7223,0.5941,0.7496,2018-10-31 01:51:01
Rep,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),Nonwhite,No 4-year College Degree,Hispanic,Irvine,85 percent or higher,Cell,1,0.9446,1.0491,0.754,1.0197,2018-10-31 01:51:10
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Postgraduate Degree,Hispanic,Irvine,50 to 85 percent,Cell,1,0.8231,0.8461,0.6487,0.8367,2018-10-31 01:52:40
Und,18 to 34,High school,Asian,Male,Asian,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,High School Grad. or Less,Democratic,Male,Somewhat likely,Democrat,Nonwhite,No 4-year College Degree,Other Non-White,Irvine,Less than 50 percent,Cell,0.6667,0.1664,0.9867,3.3565,0.6933,2018-10-31 01:57:19
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.8627,1.1927,0.8019,1.1717,2018-10-31 01:57:46
Rep,35 to 49,Graduate or Professional Degree,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Already voted,Republican,Nonwhite,Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9577,0.694,0.4111,0.6782,2018-10-31 02:02:56
Dem,18 to 34,Graduate or Professional Degree,Other,Male,White,Disapp.,Dems. take House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Other,Male,Somewhat likely,Democrat,"White, 4-Year College Grads",Postgraduate Degree,Other Non-White,Irvine,Less than 50 percent,Cell,1,0.4088,0.9798,1.2544,0.8627,2018-10-31 02:04:35
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Postgraduate Degree,Hispanic,Assembly Dist. 68,85 percent or higher,Cell,1,0.97,0.5667,0.4333,0.5498,2018-10-31 02:04:35
Rep,35 to 49,Bachelors' degree,White,Male,Black,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,4-year College Grad.,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.8995,1.2167,0.774,1.1889,2018-10-31 02:11:02
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",No 4-year College Degree,Unknown,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.94,1.507,1.3614,1.4655,2018-10-31 02:15:05
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Postgraduate Degree,White,Irvine,85 percent or higher,Cell,1,0.9315,0.8365,0.4799,0.8141,2018-10-31 02:15:32
Dem,50 to 64,Some college or trade school,Hispanic,Female,White,Approve,Reps. keep House,Favorable,Unfavorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",No 4-year College Degree,Hispanic,Assembly Dist. 68,85 percent or higher,Landline,1,0.9183,0.8914,0.7217,0.869,2018-10-31 02:21:19
Und,18 to 34,Bachelors' degree,White,Male,White,Don't know,Dems. take House,Don't know,Don't know,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9002,1.1646,0.9406,1.1379,2018-10-31 02:22:04
Und,18 to 34,Some college or trade school,Hispanic,Female,Asian,Approve,Don't know,Favorable,Don't know,18 to 29,Some College Educ.,Other,Female,Not at all likely,Independent (No party),Nonwhite,No 4-year College Degree,Hispanic,Irvine,Less than 50 percent,Cell,0.4444,0.2661,0.6875,1.679,0.2514,2018-10-31 02:25:13
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Don't know,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9575,0.6332,0.425,0.6188,2018-10-31 02:27:10
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,4-year College Grad.,Hispanic,Irvine,50 to 85 percent,Cell,1,0.8199,1.3863,1.3257,1.3717,2018-10-31 02:30:19
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Postgraduate Degree,White,Irvine,Less than 50 percent,Cell,0.8889,0.267,0.5536,0.9268,0.6461,2018-10-31 02:31:29
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,4-year College Grad.,Hispanic,Irvine,Less than 50 percent,Cell,1,0.4445,1.1803,2.2795,1.2104,2018-10-31 02:33:35
Rep,18 to 34,High school,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,High School Grad. or Less,Republican,Male,Very likely,Republican,Nonwhite,No 4-year College Degree,White,Irvine,85 percent or higher,Cell,1,0.9222,0.8144,0.438,0.782,2018-10-31 02:34:20
Dem,35 to 49,Bachelors' degree,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,4-year College Grad.,White,Irvine,85 percent or higher,Cell,1,0.9109,1.2842,0.9998,1.253,2018-10-31 02:36:35
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 73/74,50 to 85 percent,Cell,1,0.8082,1.2604,1.0797,1.2497,2018-10-31 02:40:29
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.97,0.6871,0.4601,0.6666,2018-10-31 02:40:38
Dem,50 to 64,Some college or trade school,Other,Male,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",No 4-year College Degree,Other Non-White,Irvine,Less than 50 percent,Cell,0.5556,0.0883,1.5259,6.1116,1.4053,2018-10-31 02:42:17
Rep,18 to 34,Bachelors' degree,Other,Male,White,Disapp.,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",4-year College Grad.,Other Non-White,Assembly Dist. 73/74,Less than 50 percent,Cell,1,0.4244,1.0108,1.2778,1.1248,2018-10-31 02:45:03
Rep,35 to 49,Graduate or Professional Degree,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9535,0.7612,0.46,0.7393,2018-10-31 02:46:06
Dem,18 to 34,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",4-year College Grad.,Unknown,Irvine,85 percent or higher,Cell,1,0.8653,1.8021,1.5998000000000001,1.7697,2018-10-31 02:46:06
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 68,50 to 85 percent,Cell,1,0.8111,0.8804,0.5739,0.8894,2018-10-31 02:46:33
Rep,50 to 64,[DO NOT READ] Refused,Hispanic,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,45 to 64,[DO NOT READ] Don't know/Refused,Other,Male,Already voted,Republican,Nonwhite,[DO NOT READ] Don't know/Refused,Hispanic,Assembly Dist. 68,50 to 85 percent,Cell,1,0.8051,1.1089,0.896,1.1219,2018-10-31 02:50:09
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 73/74,50 to 85 percent,Landline,1,0.7146,0.993,0.784,1.0037,2018-10-31 02:51:03
Dem,65 and older,Bachelors' degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,4-year College Grad.,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.97,1.0839,0.7022,1.0515,2018-10-31 02:53:54
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.871,1.1686,1.026,1.1466,2018-10-31 02:54:48
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,[DO NOT READ] Don't know/Refused,Independent (No party),"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,0,0.9315,1.1235,0.8973,0.8288,2018-10-31 02:56:18
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.97,0.7062,0.513,0.6851,2018-10-31 02:57:03
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",Postgraduate Degree,White,Irvine,85 percent or higher,Cell,1,0.9594,0.7838,0.4663,0.7656,2018-10-31 02:59:00
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Don't know,Unfavorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 68,50 to 85 percent,Cell,1,0.6917,0.8427,0.8184,0.8564,2018-10-31 03:00:37
Und,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,Disapp.,Dems. take House,Unfavorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Not at all likely,Independent (No party),Nonwhite,Postgraduate Degree,Other Non-White,Irvine,Less than 50 percent,Cell,0.1111,0.3652,1.0135,1.309,0.2887,2018-10-31 03:00:46
Dem,18 to 34,Bachelors' degree,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,4-year College Grad.,Other Non-White,Irvine,85 percent or higher,Cell,1,0.9281,0.9967,0.5041,0.9572,2018-10-31 03:00:55
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.97,0.6332,0.4195,0.6174,2018-10-31 03:04:40
Rep,35 to 49,Graduate or Professional Degree,Unknown,Female,Other,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Already voted,Republican,Nonwhite,Postgraduate Degree,Unknown,Irvine,50 to 85 percent,Cell,1,0.7845,1.3624,0.9701,1.3862,2018-10-31 03:05:52
Dem,18 to 34,Bachelors' degree,White,Male,Other,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,4-year College Grad.,White,Irvine,85 percent or higher,Cell,1,0.9397,0.9076,0.4821,0.8826,2018-10-31 03:13:13
Rep,50 to 64,Bachelors' degree,Asian,Male,Asian,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Somewhat likely,Republican,Nonwhite,4-year College Grad.,Other Non-White,Assembly Dist. 73/74,Less than 50 percent,Cell,1,0.3874,1.5788,2.6212,1.3918,2018-10-31 03:16:45
Und,18 to 34,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,18 to 29,Some College Educ.,Other,Female,Not very likely,Independent (No party),"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 68,Less than 50 percent,Cell,0.2222,0.4952,0.6637,0.8922,0.2969,2018-10-31 03:16:45
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.97,1.0128,0.7261,0.9825,2018-10-31 03:16:45
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 73/74,Less than 50 percent,Cell,0.8889,0.3054,0.7179,1.7408,0.8165,2018-10-31 03:17:39
Und,35 to 49,Graduate or Professional Degree,Asian,Female,Asian,Disapp.,Dems. take House,Don't know,Unfavorable,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,Postgraduate Degree,Other Non-White,Irvine,Less than 50 percent,Cell,1,0.1624,0.918,3.1608,1.2676,2018-10-31 03:21:33
Rep,18 to 34,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 68,50 to 85 percent,Cell,1,0.8227,1.3517,1.1526,1.3368,2018-10-31 03:21:33
Rep,65 and older,Bachelors' degree,Other,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",4-year College Grad.,Other Non-White,Assembly Dist. 68,85 percent or higher,Cell,1,0.8917,1.2786,0.6589,1.2666,2018-10-31 03:21:33
Dem,65 and older,Some college or trade school,Hispanic,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Female,[DO NOT READ] Don't know/Refused,Democrat,[DO NOT READ] Don't know/Refused,No 4-year College Degree,Hispanic,Irvine,85 percent or higher,Cell,1,0.891,0.9314,0.741,0.8394,2018-10-31 03:24:42
Rep,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",Postgraduate Degree,Unknown,Irvine,Less than 50 percent,Cell,1,0.4237,1.2135,1.6619,1.3508,2018-10-31 03:26:57
Rep,50 to 64,Graduate or Professional Degree,White,Male,Other,Disapp.,Dems. take House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Democrat,Nonwhite,Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9572,0.7179,0.3834,0.7015,2018-10-31 03:28:27
Und,18 to 34,High school,White,Male,Black,Approve,Reps. keep House,Unfavorable,Unfavorable,18 to 29,High School Grad. or Less,Republican,Male,Not at all likely,or as a member of another political party,Nonwhite,No 4-year College Degree,White,Assembly Dist. 68,Less than 50 percent,Cell,0,0.1565,0.7225,2.8402,0.1497,2018-10-31 03:28:27
Dem,50 to 64,Bachelors' degree,Other,Male,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",4-year College Grad.,Other Non-White,Irvine,Less than 50 percent,Cell,1,0.4041,1.7177,2.2443,1.7848,2018-10-31 03:32:16
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Democrat,Nonwhite,4-year College Grad.,Hispanic,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.8937,1.1243,0.9934,1.1133,2018-10-31 03:32:52
Rep,50 to 64,Bachelors' degree,Other,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Republican,Nonwhite,4-year College Grad.,Other Non-White,Irvine,50 to 85 percent,Cell,1,0.7522,2.0378,1.4759,2.0921,2018-10-31 03:33:10
