response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Female,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Less-educ. Trump,85 percent or higher,Cell,0.4444,0.8666,0.9361,0.588,0.7586
Dem,18 to 34,Bachelors' degree,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,Non-White,Kansas City,Less than 50 percent,Cell,1,0.3219,1.0543,3.1894,1.3014
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,Unknown,Clinton Precinct,50 to 85 percent,Cell,0.8889,0.7723,1.2212,0.8492,1.2562
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Well-educ. Trump,85 percent or higher,Cell,1,0.965,0.5997,0.376,0.6041
Dem,18 to 34,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Unknown,Less-educ. Trump,Less than 50 percent,Cell,1,0.1172,1.1005,4.5219,1.7212
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Kansas City,85 percent or higher,Cell,1,0.9141,0.6409,0.4671,0.6543
Dem,35 to 49,Graduate or Professional Degree,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9627,0.7803,0.448,0.7858
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Well-educ. Trump,50 to 85 percent,Landline,1,0.8212,1.469,1.0125,1.521
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Don't know,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,Non-White,Clinton Precinct,85 percent or higher,Landline,1,0.9165,1.1744,0.8575,1.1985
Und,18 to 34,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Don't know,Don't know,Don't know,18 to 29,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Unknown,Clinton Precinct,Less than 50 percent,Cell,0.6667,0.3549,0.7755,1.7313,0.8136
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Well-educ. Trump,50 to 85 percent,Cell,1,0.8126,1.5918,1.0105,1.6507
3,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Not very likely,or as a member of another political party,"White, 4-Year College Grads",White,18 to 34,White,Less-educ. Trump,85 percent or higher,Cell,0.4444,0.928,0.7426,0.3694,0.6255
Dem,18 to 34,Graduate or Professional Degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,White,Clinton Precinct,Less than 50 percent,Cell,1,0.2208,0.6891,2.7419,0.926
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Well-educ. Trump,85 percent or higher,Cell,1,0.8748,0.6002,0.3367,0.616
Und,35 to 49,Some college or trade school,Asian,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,35 to 49,Non-White,Less-educ. Trump,50 to 85 percent,Cell,1,0.5349,1.4164,2.1248,1.5769
Rep,18 to 34,Graduate or Professional Degree,White,Male,Hispanic,Don't know,Reps. keep House,Don't know,Favorable,18 to 29,Postgraduate Degree,Republican,Male,Already voted,Republican,Nonwhite,Nonwhite,18 to 34,White,Kansas City,50 to 85 percent,Cell,1,0.5607,0.5787,0.6143,0.6648
Dem,50 to 64,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,[DO NOT READ] Don't know/Refused,Democrat,Nonwhite,Nonwhite,50 to 64,Non-White,Kansas City,85 percent or higher,Cell,1,0.9567,1.0357,0.765,1.0079
Dem,65 and older,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,Non-White,Kansas City,50 to 85 percent,Cell,1,0.7222,1.0268,1.1246,1.0844
Dem,50 to 64,Graduate or Professional Degree,Other,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Non-White,Well-educ. Trump,85 percent or higher,Landline,1,0.965,0.8639,0.6603,0.8774
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,[DO NOT READ] Don't know/Refused,Republican,"White, No 4-Year College Degree",White,65 and older,White,Less-educ. Trump,85 percent or higher,Cell,0.4444,0.9622,1.7747,1.5334,1.6259
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Less-educ. Trump,85 percent or higher,Cell,1,0.965,0.7326,0.4885,0.7441
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Well-educ. Trump,85 percent or higher,Cell,1,0.965,0.9555,0.4633,0.9705
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Well-educ. Trump,85 percent or higher,Cell,1,0.965,1.0413,0.5649,1.0576
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Clinton Precinct,85 percent or higher,Cell,1,0.965,1.0716,0.54990000000000006,1.0885
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9551,0.9547,0.5767,0.9704
Dem,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,Non-White,Clinton Precinct,85 percent or higher,Cell,1,0.9459,0.9688,0.7996,0.9855
Dem,18 to 34,Some college or trade school,Other,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,[DO NOT READ] Don't know/Refused,Democrat,Nonwhite,Nonwhite,18 to 34,Non-White,Clinton Precinct,Less than 50 percent,Cell,1,0.4694,1.0525,2.8079,0.9064
Dem,18 to 34,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,Non-White,Clinton Precinct,85 percent or higher,Cell,1,0.965,0.567,0.4515,0.5759
Dem,18 to 34,Bachelors' degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Republican,Female,Very likely,Democrat,Nonwhite,Nonwhite,18 to 34,White,Well-educ. Trump,50 to 85 percent,Cell,1,0.7672,1.0255,0.7498,1.0382
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Well-educ. Trump,85 percent or higher,Cell,1,0.965,0.6002,0.3053,0.6096
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Clinton Precinct,85 percent or higher,Cell,0,0.965,0.7178,0.5546,0.6832
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Kansas City,50 to 85 percent,Cell,1,0.5372,0.8847,1.1517,0.9842
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9262,0.7243,0.4031,0.7383
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Less-educ. Trump,85 percent or higher,Cell,1,0.965,0.8455,0.5279,0.8588
Rep,50 to 64,Some college or trade school,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,50 to 64,White,Well-educ. Trump,85 percent or higher,Cell,1,0.8541,1.0152,0.7934,1.0454
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Non-White,Well-educ. Trump,85 percent or higher,Cell,1,0.8695,0.7805,0.5459,0.8017
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Less-educ. Trump,85 percent or higher,Cell,1,0.965,0.6865,0.3932,0.6972
Rep,18 to 34,Some college or trade school,Unknown,Female,White,Approve,Don't know,Favorable,Favorable,30 to 44,Some College Educ.,Other,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,18 to 34,Unknown,Less-educ. Trump,Less than 50 percent,Cell,0,0.3537,0.8801,1.8854,0.6146
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Less-educ. Trump,Less than 50 percent,Cell,0.6667,0.3754,0.866,1.8201,0.8101
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Less-educ. Trump,85 percent or higher,Cell,1,0.965,0.6579,0.3806,0.6682
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,[DO NOT READ] Don't know/Refused,or as a member of another political party,"White, 4-Year College Grads",White,65 and older,White,Clinton Precinct,Less than 50 percent,Cell,1,0.2845,1.5626,3.7816,1.3363
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Well-educ. Trump,85 percent or higher,Cell,1,0.965,1.1531,0.5873,1.1615
Dem,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Unfavorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Well-educ. Trump,85 percent or higher,Cell,1,0.964,1.2694,0.715,1.2894
Und,65 and older,Some college or trade school,Unknown,Female,White,Approve,Don't know,Don't know,Favorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Unknown,Clinton Precinct,85 percent or higher,Cell,1,0.9297,0.9384,0.6327,0.9562
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Clinton Precinct,85 percent or higher,Cell,1,0.965,0.6149,0.3678,0.6246
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Unknown,Well-educ. Trump,85 percent or higher,Cell,1,0.965,0.793,0.4362,0.8055
Rep,50 to 64,Bachelors' degree,Other,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,Non-White,Well-educ. Trump,50 to 85 percent,Cell,1,0.6739,1.7623,1.8001,1.8031
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Well-educ. Trump,85 percent or higher,Cell,1,0.8737,1.1399,0.6146,1.1463
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Clinton Precinct,85 percent or higher,Cell,1,0.965,0.7496,0.4651,0.7614
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Clinton Precinct,85 percent or higher,Cell,1,0.965,0.7336,0.4417,0.7451
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Clinton Precinct,85 percent or higher,Cell,1,0.965,0.6079,0.3485,0.6174
Rep,50 to 64,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Male,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Clinton Precinct,85 percent or higher,Cell,1,0.965,1.1934,0.7059,1.1676
Dem,35 to 49,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,Unknown,Well-educ. Trump,Less than 50 percent,Cell,1,0.2789,1.7563,5.4844,2.2376
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Less-educ. Trump,85 percent or higher,Cell,1,0.965,0.5631,0.3109,0.5719
Rep,50 to 64,Graduate or Professional Degree,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,Nonwhite,Nonwhite,50 to 64,White,Clinton Precinct,50 to 85 percent,Cell,1,0.6718,0.8675,0.8059,0.8878
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Clinton Precinct,85 percent or higher,Cell,1,0.9211,0.7296,0.4193,0.7442
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Clinton Precinct,85 percent or higher,Landline,1,0.965,0.6731,0.3623,0.6837
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Less-educ. Trump,85 percent or higher,Landline,1,0.8969,0.7848,0.4917,0.7888
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Clinton Precinct,85 percent or higher,Landline,1,0.965,0.774,0.52,0.7646
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Clinton Precinct,50 to 85 percent,Landline,0.8889,0.8304,0.9293,0.61,0.9487
Und,35 to 49,High school,Black,Male,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,High School Grad. or Less,Democratic,Male,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,Non-White,Kansas City,85 percent or higher,Landline,0,0.8504,2.0296,2.7954,1.0793
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Less-educ. Trump,85 percent or higher,Cell,1,0.8859,1.4877,1.3868,1.4956
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Well-educ. Trump,85 percent or higher,Landline,1,0.8848,1.1464,0.7492,1.1525
Dem,65 and older,Grade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Less-educ. Trump,85 percent or higher,Landline,1,0.965,1.6027,1.4705,1.6279
Rep,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Less-educ. Trump,85 percent or higher,Landline,1,0.8892,0.7326,0.5301,0.7365
Und,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Disapp.,Don't know,Favorable,Unfavorable,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Well-educ. Trump,50 to 85 percent,Landline,1,0.6621,1.2839,0.8419,1.3758
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Well-educ. Trump,85 percent or higher,Landline,1,0.911,1.1095,0.5072,1.1151
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Kansas City,50 to 85 percent,Landline,1,0.7531,0.8559,0.7392,0.8676
Und,35 to 49,Some college or trade school,White,Male,White,Disapp.,Reps. keep House,Favorable,Unfavorable,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Kansas City,85 percent or higher,Cell,1,0.965,0.6945,0.437,0.6995
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Well-educ. Trump,85 percent or higher,Cell,1,0.8873,0.9222,0.628,0.927
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Well-educ. Trump,85 percent or higher,Cell,1,0.965,0.851,0.5847,0.8644
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Well-educ. Trump,50 to 85 percent,Cell,1,0.6408,1.4298,1.1165,1.47
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Well-educ. Trump,85 percent or higher,Cell,1,0.965,1.1399,0.5564,1.1578
Dem,35 to 49,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,White,Clinton Precinct,85 percent or higher,Cell,1,0.965,0.7336,0.4417,0.7451
Dem,65 and older,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Clinton Precinct,85 percent or higher,Landline,1,0.965,2.0879,2.0891,2.1207
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Well-educ. Trump,85 percent or higher,Cell,0.8889,0.8719,0.7974,0.5208,0.8105
Und,18 to 34,Bachelors' degree,White,Male,White,Approve,Don't know,Don't know,Don't know,18 to 29,4-year College Grad.,Other,Male,[DO NOT READ] Don't know/Refused,or as a member of another political party,"White, 4-Year College Grads",White,18 to 34,White,Well-educ. Trump,50 to 85 percent,Cell,0.4444,0.5095,1.1908,1.1669,0.7403
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Clinton Precinct,50 to 85 percent,Cell,0.8889,0.8312,1.0073,0.6732,1.0282
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Clinton Precinct,85 percent or higher,Cell,1,0.9395,1.0777,0.6973,1.097
Dem,50 to 64,High school,Black,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,[DO NOT READ] Don't know/Refused,Democrat,"White, No 4-Year College Degree",White,50 to 64,Non-White,Clinton Precinct,85 percent or higher,Landline,0.8889,0.965,2.7894,3.9122,2.7038
Rep,18 to 34,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,Clinton Precinct,85 percent or higher,Cell,1,0.9283,0.6984,0.4227,0.7118
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Well-educ. Trump,85 percent or higher,Landline,1,0.965,0.6002,0.3053,0.6096
Und,65 and older,High school,White,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,65 and older,White,Kansas City,85 percent or higher,Landline,1,0.9274,1.6726,1.6645,1.7047
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Clinton Precinct,85 percent or higher,Cell,1,0.965,0.677,0.4473,0.6819
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Clinton Precinct,85 percent or higher,Cell,1,0.9208,0.6628,0.3449,0.6661
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Well-educ. Trump,85 percent or higher,Landline,1,0.9195,0.6506,0.3538,0.6637
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Well-educ. Trump,85 percent or higher,Cell,0.1111,0.965,2.0615,1.83,1.9847
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Less-educ. Trump,85 percent or higher,Cell,1,0.9096,0.7326,0.5183,0.7483
Und,35 to 49,Graduate or Professional Degree,White,Female,White,Don't know,Dems. take House,Don't know,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Well-educ. Trump,50 to 85 percent,Cell,1,0.7002,0.8158,0.5536,0.866
