response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,file_race_black,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,South,50 to 85 percent,Landline,1,0.659,0.6682,0.3362,0.7156
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",40 to 64,White,Charlottesville,85 percent or higher,Cell,1,0.9305,1.0929,0.5279,1.0973
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,South,85 percent or higher,Landline,1,0.9243,1.5106,1.0125,1.5165
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,South,50 to 85 percent,Cell,1,0.7934,0.9283,0.4584,0.9365
Dem,65 and older,Bachelors' degree,Black,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Black,South,85 percent or higher,Landline,1,0.9261,0.8103,0.3797,0.8134
Rep,50 to 64,Some college or trade school,Black,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,Black,South,85 percent or higher,Cell,1,0.9211,0.9527,0.5121,0.9705
Dem,65 and older,Some college or trade school,White,Female,White,Don't know,Reps. keep House,Favorable,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,South,85 percent or higher,Landline,0.4444,0.8982,0.9264,0.4493,0.8947
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,White,South,85 percent or higher,Cell,1,0.9093,0.665,0.3448,0.6784
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Republican,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,South,85 percent or higher,Landline,1,0.9521,0.9264,0.424,0.931
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Unknown,Charlottesville,85 percent or higher,Landline,1,0.9022,0.7657,0.5332,0.7818
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,North,50 to 85 percent,Landline,1,0.8474,0.6597,0.2831,0.6792
Dem,65 and older,Some college or trade school,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Other,Male,Very likely,Democrat,Nonwhite,65 and older,White,South,50 to 85 percent,Landline,1,0.7787,0.9178,0.5555,0.927
Dem,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Don't know,30 to 44,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",18 to 39,White,South,50 to 85 percent,Cell,1,0.7436,1.1221,0.7695,1.178
Und,50 to 64,Bachelors' degree,White,Male,Hispanic,Approve,Don't know,Unfavorable,Don't know,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,White,North,85 percent or higher,Landline,1,0.9621,1.0504,0.5479,1.0658
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,White,North,85 percent or higher,Cell,1,0.8648,1.2158,0.7111,1.2482
Und,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,White,South,50 to 85 percent,Landline,1,0.5972,1.316,1.5568,1.434
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,Some College Educ.,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,White,South,Less than 50 percent,Landline,0,0.3463,0.7679,1.2771,0.1998
Und,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,Charlottesville,85 percent or higher,Cell,1,0.9241,0.9288,0.4746,0.9458
Dem,50 to 64,Some college or trade school,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Independent (No party),Nonwhite,40 to 64,White,South,85 percent or higher,Landline,1,0.8943,0.9779,0.5881,0.9817
Und,50 to 64,Some college or trade school,White,Female,White,Approve,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Not at all likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",40 to 64,White,North,Less than 50 percent,Landline,0.4444,0.4168,0.8587,1.1339,0.3701
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 39,White,South,85 percent or higher,Cell,1,0.8938,1.5558,1.1671,1.5904
Rep,50 to 64,Bachelors' degree,Unknown,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Unknown,South,85 percent or higher,Landline,1,0.8673,0.7173,0.4857,0.7361
Rep,35 to 49,Some college or trade school,White,Female,White,Don't know,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Other,Female,Very likely,or as a member of another political party,"White, No 4-Year College Degree",40 to 64,White,North,50 to 85 percent,Cell,1,0.5463,0.9025,0.7828,0.9428
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",65 and older,White,North,85 percent or higher,Landline,1,0.9513,0.732,0.30620000000000003,0.7487
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Other,Female,Very likely,Republican,"White, 4-Year College Grads",18 to 39,White,South,50 to 85 percent,Cell,1,0.8207,0.9603,0.6687,0.9669
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,White,South,Less than 50 percent,Cell,1,0.4254,0.8871,1.291,1.0314
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Female,Very likely,Republican,"White, 4-Year College Grads",40 to 64,White,South,50 to 85 percent,Landline,1,0.6739,0.5703,0.4015,0.5828
Dem,18 to 34,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Other,Female,Almost certain,Democrat,Nonwhite,18 to 39,Black,South,Less than 50 percent,Landline,0.7778,0.1765,0.92490000000000006,3.4851,1.1456
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Don't know,Favorable,Unfavorable,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,North,85 percent or higher,Landline,1,0.8558,1.0242,0.599,1.053
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",40 to 64,White,North,85 percent or higher,Cell,1,0.9354,0.8591,0.444,0.8627
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",40 to 64,White,South,50 to 85 percent,Cell,1,0.7907,0.9431,0.5289,0.9807
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,White,South,85 percent or higher,Landline,1,0.8973,1.0872,0.6417,1.1109
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Don't know,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,South,50 to 85 percent,Landline,1,0.7523,0.6588,0.4464,0.6904
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,South,50 to 85 percent,Landline,1,0.8363,0.6485,0.3495,0.6689
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Don't know,Don't know,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,South,85 percent or higher,Cell,1,0.9132,0.665,0.3433,0.6781
Rep,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Republican,Nonwhite,18 to 39,Other Non-White,South,Less than 50 percent,Landline,0.5556,0.3086,1.1382,3.1218,0.7743
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Unknown,Charlottesville,85 percent or higher,Landline,1,0.8817,0.7537,0.4744,0.7718
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",40 to 64,White,North,85 percent or higher,Landline,1,0.9359,0.8926,0.5029,0.9157
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 39,White,South,85 percent or higher,Cell,1,0.9221,1.2936,0.8549,1.3177
Dem,18 to 34,Some college or trade school,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Other,Male,Almost certain,Democrat,Nonwhite,18 to 39,White,South,Less than 50 percent,Cell,1,0.3437,1.2694,2.8966,1.5429
Rep,35 to 49,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,White,South,50 to 85 percent,Cell,1,0.534,1.3311,1.4624,1.3943
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,White,South,50 to 85 percent,Cell,1,0.8393,0.6588,0.4004,0.6792
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,North,85 percent or higher,Cell,1,0.9075,0.895,0.4071,0.9133
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,White,South,85 percent or higher,Cell,1,0.8862,0.7826,0.396,0.8009
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,White,North,85 percent or higher,Cell,1,0.9139,1.7161,1.2583,1.7226
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,South,85 percent or higher,Cell,1,0.9521,0.9264,0.424,0.9407
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Don't know,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,White,South,Less than 50 percent,Cell,1,0.3913,0.7679,1.1305,0.8379
Und,18 to 34,Bachelors' degree,White,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,4-year College Grad.,Other,Female,Almost certain,Democrat,Nonwhite,18 to 39,White,South,Less than 50 percent,Cell,1,0.2765,0.9137,2.1899,1.1648
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,White,South,50 to 85 percent,Cell,1,0.7114,0.8071,0.5634,0.8534
Rep,65 and older,Bachelors' degree,White,Female,Hispanic,Approve,Reps. keep House,Don't know,Don't know,65 and older,4-year College Grad.,Other,Female,Almost certain,Republican,Nonwhite,65 and older,White,South,50 to 85 percent,Cell,1,0.6074,0.6606,0.4335,0.7177
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Republican,"White, 4-Year College Grads",40 to 64,White,North,50 to 85 percent,Cell,1,0.837,0.9111,0.4574,0.9165
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,White,Charlottesville,85 percent or higher,Cell,1,0.8841,1.4066,0.9188,1.44
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,White,South,Less than 50 percent,Cell,1,0.4863,1.2521,2.1136,1.3267
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",40 to 64,White,Charlottesville,85 percent or higher,Cell,1,0.9357,0.8354,0.4282,0.8389
Dem,65 and older,High school,White,Male,Black,Disapp.,Dems. take House,Unfavorable,Don't know,65 and older,High School Grad. or Less,Republican,Female,[DO NOT READ] Don't know/Refused,Democrat,Nonwhite,65 and older,White,North,85 percent or higher,Cell,0.6667,0.9105,1.4622,0.8844,1.3092
Rep,18 to 34,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",18 to 39,White,North,Less than 50 percent,Landline,1,0.4801,1.0334,1.1328,1.1731
Rep,35 to 49,Bachelors' degree,Asian,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,Other Non-White,Charlottesville,50 to 85 percent,Landline,1,0.5746,0.8404,0.7138,0.8729
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,White,Charlottesville,85 percent or higher,Landline,1,0.944,0.804,0.3746,0.817
Dem,18 to 34,High school,White,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 39,White,South,Less than 50 percent,Landline,1,0.445,1.63,3.2137,1.8782
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,White,North,85 percent or higher,Landline,1,0.9395,1.2633,0.7422,1.2843
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,South,50 to 85 percent,Landline,1,0.5433,0.9178,0.7952,0.9594
Und,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,North,85 percent or higher,Landline,1,0.8942,0.8361,0.4803,0.8546
Dem,18 to 34,Some college or trade school,Hispanic,Male,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 39,Other Non-White,Charlottesville,50 to 85 percent,Landline,0.7778,0.5668,1.52,1.6532,1.4725
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,North,50 to 85 percent,Landline,1,0.5179,0.7367,0.6914,0.8242
Dem,35 to 49,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,18 to 39,Black,South,Less than 50 percent,Landline,1,0.4564,1.1123,1.7863,1.2752
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,Other,Approve,Reps. keep House,Favorable,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,Unknown,South,85 percent or higher,Landline,1,0.9451,0.7041,0.494,0.7155
Und,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,Some College Educ.,Other,Female,[DO NOT READ] Don't know/Refused,Independent (No party),"White, No 4-Year College Degree",18 to 39,White,South,50 to 85 percent,Landline,0.2222,0.5855,1.1549,1.2393,0.6465
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Charlottesville,Less than 50 percent,Landline,1,0.4646,0.9138,0.9343,0.974
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Very likely,Democrat,"White, 4-Year College Grads",40 to 64,White,North,50 to 85 percent,Landline,1,0.808,0.8669,0.4973,0.8737
Dem,18 to 34,Bachelors' degree,White,Male,White,Don't know,Don't know,Don't know,Don't know,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,White,Charlottesville,Less than 50 percent,Landline,0.7778,0.3667,1.276,2.3144,1.4009
Und,18 to 34,Some college or trade school,White,Male,White,Approve,Don't know,Unfavorable,Unfavorable,30 to 44,Some College Educ.,Other,Male,Not at all likely,Independent (No party),"White, No 4-Year College Degree",18 to 39,White,South,Less than 50 percent,Landline,0.4444,0.3372,1.2694,2.9524,0.5126
Und,50 to 64,Some college or trade school,Hispanic,Male,White,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,Other Non-White,North,85 percent or higher,Cell,1,0.9202,1.0902,0.6469,1.1107
Rep,50 to 64,Bachelors' degree,Hispanic,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",40 to 64,Other Non-White,South,50 to 85 percent,Cell,1,0.7815,0.6087,0.3158,0.6341
Dem,65 and older,Bachelors' degree,Asian,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Other Non-White,Charlottesville,85 percent or higher,Landline,1,0.9597,1.0023,0.4883,1.0079
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,White,South,85 percent or higher,Cell,1,0.913,1.0872,0.6308,1.0913
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,South,85 percent or higher,Landline,1,0.9181,0.665,0.3415,0.6777
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,South,50 to 85 percent,Landline,1,0.8155,1.1214,0.7988,1.1295
Dem,50 to 64,[DO NOT READ] Refused,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,[DO NOT READ] Don't know/Refused,Democratic,Male,Almost certain,Democrat,Nonwhite,40 to 64,Black,South,85 percent or higher,Landline,1,0.8902,1.255,1.1419,1.2836
Dem,50 to 64,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,40 to 64,Black,Charlottesville,85 percent or higher,Cell,1,0.8519,1.1968,0.7078,1.203
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,South,85 percent or higher,Landline,1,0.9255,1.0702,0.5411,1.0897
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,White,South,50 to 85 percent,Landline,1,0.7784,0.7842,0.4063,0.8174
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,North,85 percent or higher,Landline,1,0.8799,0.7237,0.3934,0.7413
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,South,Less than 50 percent,Cell,1,0.4552,0.7376,0.9118,0.8461
Dem,50 to 64,Bachelors' degree,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Very likely,or as a member of another political party,Nonwhite,40 to 64,White,North,Less than 50 percent,Cell,1,0.3111,0.8248,1.4237,0.9317
Rep,50 to 64,Some college or trade school,Black,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,Black,South,50 to 85 percent,Landline,0.5556,0.7521,0.817,0.5418,0.6638
Dem,35 to 49,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 39,Black,South,85 percent or higher,Cell,1,0.9312,1.0009,0.7016,1.0185
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,South,85 percent or higher,Cell,1,0.9368,0.6546,0.2912,0.6574
Rep,65 and older,Some college or trade school,Black,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,Black,South,Less than 50 percent,Landline,0.8889,0.4569,0.7652,0.8558,0.8471
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,South,50 to 85 percent,Landline,1,0.8061,0.7945,0.4326,0.8238
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 39,White,Charlottesville,50 to 85 percent,Cell,1,0.6339,1.3412,1.2116,1.4461
Dem,35 to 49,High school,Black,Male,Black,Approve,Dems. take House,Favorable,Favorable,45 to 64,High School Grad. or Less,Other,Male,Very likely,Democrat,Nonwhite,40 to 64,Black,Charlottesville,Less than 50 percent,Landline,1,0.2704,1.5324,4.3595,1.7706
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,South,85 percent or higher,Landline,1,0.8646,1.112,0.6563,1.1417
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,South,85 percent or higher,Landline,1,0.9587,0.6802,0.3224,0.6839
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,White,North,50 to 85 percent,Cell,1,0.5437,0.9129,0.6609,0.9542
Rep,65 and older,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Unknown,North,85 percent or higher,Cell,1,0.8607,0.9121,0.5639,0.937
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Not at all likely,Republican,"White, No 4-Year College Degree",40 to 64,White,South,50 to 85 percent,Landline,0,0.5696,1.3311,1.3711,0.448
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Unfavorable,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",40 to 64,White,South,Less than 50 percent,Landline,0.7778,0.4401,0.7679,1.0053,0.6262
Und,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,South,85 percent or higher,Landline,1,0.9077,0.9264,0.4446,0.9299
