response,ager,educ,file_race,gender,race_eth,APPKAV,approve,genballot,hdem_fav,hrep_fav,NAFTA,TARIFF,TAXREFORM,TRUMPECON,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedb,educ3,file_race_hisp,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.965,0.6304,0.3939,0.6312,2018-09-20 02:02:44
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Unfavorable,Unfavorable,Support,Oppose,Don't know,disagree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,0,0.9721,1.138,0.6577,1.0526,2018-09-20 02:03:38
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Don't know,Don't know,Support,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9556,1.2797,0.8039,1.2821,2018-09-20 02:05:40
Dem,35 to 49,Bachelors' degree,Hispanic,Female,White,Don't know,Disapp.,Dems. take House,Don't know,Don't know,Oppose,Don't know,Support,disagree,45 to 64,4-year College Grad.,Democratic,Female,Somewhat likely,Democrat,"White, 4-Year College Grads",San Diego,35 to 49,4-year College Grad.,Hispanic,Less than 50 percent,Cell,0.5556,0.1127,1.7742,5.5291,1.1706,2018-09-20 02:09:29
Rep,50 to 64,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,[DO NOT READ] Don't know/Refused,San Diego,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.8779,0.9808,0.6399,0.9722,2018-09-20 02:14:26
Dem,50 to 64,Some college or trade school,White,Female,Black,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,San Diego,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9199,0.8723,0.5083,0.8642,2018-09-20 02:18:52
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,50 to 64,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9796,0.4322,0.2432,0.4324,2018-09-20 02:23:04
Und,[DO NOT READ] Refused,Graduate or Professional Degree,Hispanic,Female,Hispanic,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Support,agree,18 to 29,Postgraduate Degree,Democratic,Female,Very likely,or as a member of another political party,Nonwhite,San Diego,18 to 34,Postgraduate Degree,Hispanic,50 to 85 percent,Cell,1,0.8065,0.5225,0.3843,0.5198,2018-09-20 02:24:16
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Orange,50 to 64,4-year College Grad.,White,85 percent or higher,Landline,0.8889,0.9922,0.9079,0.4641,0.9075,2018-09-20 02:24:16
Dem,65 and older,Graduate or Professional Degree,White,Female,White,support,Disapp.,Don't know,Favorable,Don't know,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.973,0.924,0.6033,0.9247,2018-09-20 02:24:43
Dem,50 to 64,Some college or trade school,Hispanic,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Don't know,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",San Diego,50 to 64,No 4-year College Degree,Hispanic,85 percent or higher,Landline,1,0.9766,0.8358,0.3704,0.8311,2018-09-20 02:27:25
Rep,65 and older,Some college or trade school,White,Female,White,oppose,Approve,Reps. keep House,Don't know,Favorable,Support,Don't know,Don't know,disagree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,White,50 to 85 percent,Landline,1,0.7214,1.9275,1.7287,1.9326,2018-09-20 02:27:34
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Favorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,50 to 64,4-year College Grad.,White,85 percent or higher,Landline,1,0.9557,1.0195,0.5871,1.0215,2018-09-20 02:27:52
Dem,18 to 34,Some college or trade school,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Orange,18 to 34,No 4-year College Degree,Unknown,85 percent or higher,Cell,1,0.9242,0.8404,0.7887,0.8446,2018-09-20 02:29:49
Dem,65 and older,Some college or trade school,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",Orange,65 and older,No 4-year College Degree,Unknown,85 percent or higher,Cell,1,0.977,1.3088,0.9848,1.3016,2018-09-20 02:31:28
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Don't know,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,White,50 to 85 percent,Landline,1,0.8417,0.8493,0.6283,0.843,2018-09-20 02:31:46
Und,18 to 34,Some college or trade school,Asian,Male,Asian,oppose,Don't know,Don't know,Don't know,Don't know,Oppose,Don't know,Oppose,disagree,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),Nonwhite,San Diego,18 to 34,No 4-year College Degree,Other Non-White,50 to 85 percent,Cell,0.5556,0.5837,0.9012,1.0774,0.6678,2018-09-20 02:32:04
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Don't know,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",San Diego,50 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.9648,1.0253,0.5987,1.0181,2018-09-20 02:32:31
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Orange,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9504,0.9711,0.54990000000000006,0.9734,2018-09-20 02:32:31
Dem,65 and older,Bachelors' degree,White,Male,Other,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Don't know,Oppose,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,San Diego,65 and older,4-year College Grad.,White,85 percent or higher,Landline,0,0.9604,0.9855,0.559,0.9196,2018-09-20 02:32:49
Dem,65 and older,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Favorable,Don't know,Support,Support,Support,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,White,Less than 50 percent,Landline,0.5556,0.3236,2.1588,4.3524,1.8716,2018-09-20 02:36:00
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Favorable,Favorable,Support,Don't know,Don't know,agree,65 and older,Some College Educ.,Other,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",Orange,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9743,1.0495,0.5989,1.0433,2018-09-20 02:36:27
Rep,65 and older,Graduate or Professional Degree,White,Male,Other,support,Approve,Reps. keep House,Don't know,Favorable,Don't know,Support,Support,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,San Diego,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9907,0.7654,0.4838,0.766,2018-09-20 02:36:36
Rep,18 to 34,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",San Diego,18 to 34,No 4-year College Degree,White,85 percent or higher,Cell,1,0.8754,0.8217,0.6648,0.8313,2018-09-20 02:39:54
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Don't know,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,50 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.88,1.2378,0.8039,1.2514,2018-09-20 02:40:39
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Reps. keep House,Don't know,Favorable,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,50 to 64,Postgraduate Degree,White,50 to 85 percent,Landline,1,0.6337,0.8836,0.8979,0.9404,2018-09-20 02:41:42
Dem,35 to 49,Graduate or Professional Degree,Asian,Male,Asian,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,Orange,35 to 49,Postgraduate Degree,Other Non-White,85 percent or higher,Landline,1,0.9767,0.6673,0.3576,0.6636,2018-09-20 02:47:08
Rep,50 to 64,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,San Diego,50 to 64,Postgraduate Degree,White,85 percent or higher,Landline,1,0.965,0.4832,0.2881,0.4798,2018-09-20 02:47:26
Und,50 to 64,Graduate or Professional Degree,White,Male,White,Don't know,Disapp.,Dems. take House,Unfavorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",Orange,50 to 64,Postgraduate Degree,White,85 percent or higher,Landline,1,0.982,0.4303,0.2324,0.4306,2018-09-20 02:47:26
Und,35 to 49,Graduate or Professional Degree,Hispanic,Male,Asian,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,Don't know,45 to 64,Postgraduate Degree,Other,Male,Very likely,Democrat,Nonwhite,Orange,35 to 49,Postgraduate Degree,Hispanic,Less than 50 percent,Cell,1,0.4711,0.9361,0.9751,0.983,2018-09-20 02:47:26
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Oppose,Support,agree,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",San Diego,50 to 64,4-year College Grad.,White,85 percent or higher,Landline,0.7778,0.8873,0.8446,0.5164,0.8161,2018-09-20 02:48:47
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9666,1.5448,0.9733,1.5466,2018-09-20 02:49:41
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,18 to 34,4-year College Grad.,White,50 to 85 percent,Cell,1,0.7966,1.0657,0.9672,1.0926,2018-09-20 02:50:26
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",San Diego,50 to 64,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9373,0.7226,0.4074,0.7162,2018-09-20 02:51:29
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Oppose,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Orange,18 to 34,4-year College Grad.,White,Less than 50 percent,Landline,1,0.4069,0.8805,1.4335,1.0196,2018-09-20 02:51:47
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Orange,50 to 64,4-year College Grad.,Unknown,85 percent or higher,Cell,1,0.9274,1.0486,0.7801,1.0536,2018-09-20 02:52:23
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Don't know,Don't know,disagree,18 to 29,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,San Diego,18 to 34,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,0.7778,0.2124,1.094,3.082,1.2942,2018-09-20 02:53:53
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9971,0.6807,0.4001,0.6819,2018-09-20 02:55:41
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,65 and older,4-year College Grad.,White,85 percent or higher,Landline,1,0.9827,0.9855,0.5463,0.9861,2018-09-20 02:57:29
Dem,18 to 34,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Don't know,Oppose,Oppose,disagree,18 to 29,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",San Diego,18 to 34,Postgraduate Degree,Unknown,85 percent or higher,Cell,1,0.9701,0.5048,0.4895,0.5015,2018-09-20 02:57:47
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Disapp.,Reps. keep House,Unfavorable,Unfavorable,Support,Oppose,Support,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9897,0.7654,0.4843,0.766,2018-09-20 02:57:56
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Don't know,Support,Support,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Orange,65 and older,4-year College Grad.,White,85 percent or higher,Landline,1,0.9402,1.332,0.8047,1.3364,2018-09-20 02:58:59
Dem,18 to 34,Some college or trade school,Other,Male,Black,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Support,Oppose,disagree,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,San Diego,18 to 34,No 4-year College Degree,Other Non-White,Less than 50 percent,Cell,0.7778,0.168,0.9028,3.6228,1.1136,2018-09-20 02:59:25
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",San Diego,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.98,1.1841,0.702,1.1848,2018-09-20 02:59:53
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,65 and older,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,White,85 percent or higher,Cell,1,0.8999,1.0541,0.677,1.0627,2018-09-20 02:59:53
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,Orange,35 to 49,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9352,0.7548,0.445,0.7577,2018-09-20 03:00:20
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Don't know,Support,Support,Don't know,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Orange,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.981,1.179,0.6717,1.1797,2018-09-20 03:00:37
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",San Diego,50 to 64,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9602,0.9808,0.5851,0.9824,2018-09-20 03:00:37
