response,ager,educ,file_race,gender,race_eth,approve,COLLUDE,CRIMES,DEMIMPEACH,genballot,hdem_fav,hrep_fav,MUELLER,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedb,file_race_black,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,Some college or trade school,White,Male,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",Henrico,65 and older,White,85 percent or higher,Landline,1,0.9746,0.7254,0.2515,0.734,2018-09-11 22:35:24
Dem,65 and older,Bachelors' degree,White,Female,Black,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Henrico,65 and older,White,50 to 85 percent,Landline,1,0.832,0.4829,0.1738,0.5008,2018-09-11 22:46:03
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Henrico,50 to 64,White,85 percent or higher,Cell,1,0.9636,0.4835,0.233,0.4886,2018-09-11 22:34:21
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Support,30 to 44,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",Chesterfield,18 to 34,White,Less than 50 percent,Landline,0.8889,0.3999,1.9328,3.3556,2.1986,2018-09-11 22:33:54
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,disagree,agree,disagree,Dems. take House,Favorable,Unfavorable,Support,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Rest,35 to 49,White,50 to 85 percent,Landline,1,0.77,0.6445,0.3098,0.6761,2018-09-11 22:35:15
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Henrico,35 to 49,White,85 percent or higher,Landline,1,0.9156,0.4939,0.2329,0.5058,2018-09-11 22:37:39
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Rest,65 and older,White,85 percent or higher,Landline,1,0.9473,0.8129,0.4581,0.8296,2018-09-11 22:31:12
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Rest,50 to 64,White,85 percent or higher,Landline,1,0.9785,1.0343,0.5841,1.0534,2018-09-11 22:31:30
Dem,35 to 49,Bachelors' degree,White,Female,White,Don't know,Don't know,Don't know,disagree,Don't know,Favorable,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",Henrico,35 to 49,White,Less than 50 percent,Landline,0.7778,0.0998,0.7468,2.615,0.628,2018-09-11 22:38:51
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Don't know,Oppose,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Rest,65 and older,White,50 to 85 percent,Cell,1,0.7615,0.6813,0.3002,0.7159,2018-09-11 22:33:09
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Henrico,65 and older,White,50 to 85 percent,Landline,1,0.6769,0.8235,0.4448,0.8821,2018-09-11 22:44:42
Rep,[DO NOT READ] Refused,High school,White,Female,White,Approve,agree,disagree,agree,Don't know,Unfavorable,Don't know,Oppose,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Chesterfield,65 and older,White,85 percent or higher,Landline,1,0.8715,1.4693,1.5797,1.514,2018-09-11 22:33:00
Dem,35 to 49,Some college or trade school,Black,Female,Other,Disapp.,disagree,agree,agree,Dems. take House,Don't know,Don't know,Support,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Chesterfield,35 to 49,Black,85 percent or higher,Cell,1,0.936,0.9584,0.7496,0.9793,2018-09-11 22:48:54
Rep,65 and older,Some college or trade school,Black,Male,White,Approve,agree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Rest,65 and older,Black,85 percent or higher,Landline,1,0.9121,1.1623000000000001,0.5964,1.1909,2018-09-11 22:49:48
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,agree,agree,disagree,Don't know,Favorable,Don't know,Support,30 to 44,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",Henrico,35 to 49,White,50 to 85 percent,Landline,0.6667,0.7321,0.9474,0.4538,0.7992,2018-09-11 22:47:42
Rep,65 and older,Some college or trade school,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Henrico,65 and older,White,85 percent or higher,Landline,1,0.9893,0.6397,0.2695,0.6516,2018-09-11 22:56:15
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,disagree,agree,Don't know,Dems. take House,Favorable,Unfavorable,Support,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Chesterfield,65 and older,White,85 percent or higher,Landline,1,0.9627,0.7895,0.4387,0.8047,2018-09-11 22:46:57
Dem,35 to 49,Bachelors' degree,Unknown,Female,Hispanic,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Chesterfield,35 to 49,Unknown,85 percent or higher,Cell,1,0.9622,0.632,0.3547,0.6442,2018-09-11 22:51:54
Rep,65 and older,Some college or trade school,White,Male,White,Approve,agree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,65 and older,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",Chesterfield,65 and older,White,50 to 85 percent,Cell,1,0.7366,1.5955,0.8803,1.6854,2018-09-11 22:52:57
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Rest,50 to 64,White,85 percent or higher,Landline,1,0.9125,0.9816,0.6355,1.0057,2018-09-11 22:47:42
Und,65 and older,Some college or trade school,White,Female,White,Approve,agree,Don't know,agree,Reps. keep House,Unfavorable,Unfavorable,Don't know,65 and older,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",Henrico,65 and older,White,85 percent or higher,Landline,1,0.9284,0.6397,0.2872,0.6452,2018-09-11 22:58:21
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,30 to 44,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",Chesterfield,35 to 49,White,85 percent or higher,Cell,1,0.8527,1.5488,1.1377,1.564,2018-09-11 22:57:18
Rep,65 and older,Graduate or Professional Degree,Black,Female,White,Disapp.,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Henrico,65 and older,Black,85 percent or higher,Cell,1,0.911,0.5048,0.2515,0.5173,2018-09-11 23:14:41
Rep,18 to 34,Graduate or Professional Degree,Unknown,Female,Asian,Disapp.,disagree,agree,agree,Dems. take House,Don't know,Favorable,Support,30 to 44,Postgraduate Degree,Other,Female,Somewhat likely,Democrat,Nonwhite,Henrico,18 to 34,Unknown,Less than 50 percent,Cell,0.4444,0.3487,1.1775,2.5271,0.7477,2018-09-11 23:06:17
Rep,65 and older,High school,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,65 and older,High School Grad. or Less,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",Henrico,65 and older,White,85 percent or higher,Landline,1,0.89,1.1299,0.991,1.1397,2018-09-11 23:07:38
Dem,35 to 49,Bachelors' degree,White,Female,Black,Disapp.,disagree,disagree,agree,Dems. take House,Favorable,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Chesterfield,35 to 49,White,85 percent or higher,Landline,1,0.9885,0.6096,0.3416,0.6185,2018-09-11 23:01:47
Rep,[DO NOT READ] Refused,High school,White,Female,White,Approve,agree,disagree,disagree,Reps. keep House,Don't know,Don't know,Oppose,65 and older,High School Grad. or Less,Republican,Female,Not at all likely,Republican,"White, No 4-Year College Degree",Chesterfield,65 and older,White,50 to 85 percent,Landline,0,0.5589,1.5356,1.9764,0.5122,2018-09-11 23:13:29
Dem,50 to 64,Some college or trade school,Black,Female,Black,Disapp.,disagree,agree,agree,Dems. take House,Don't know,Unfavorable,Support,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Chesterfield,50 to 64,Black,85 percent or higher,Landline,1,0.9636,1.1409,0.8106,1.1529,2018-09-11 23:08:23
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,disagree,Don't know,disagree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Chesterfield,35 to 49,White,Less than 50 percent,Cell,1,0.4989,0.9543,1.0514,1.0803,2018-09-11 23:14:50
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Rest,35 to 49,Unknown,50 to 85 percent,Landline,1,0.6606,0.5893,0.3971,0.6339,2018-09-11 23:13:02
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Support,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Rest,65 and older,White,85 percent or higher,Landline,1,0.9449,0.5648,0.2811,0.5766,2018-09-11 23:07:11
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,disagree,agree,agree,Reps. keep House,Don't know,Unfavorable,Support,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Chesterfield,50 to 64,White,85 percent or higher,Cell,1,0.9297,0.6625,0.3715,0.6773,2018-09-11 23:25:34
Rep,18 to 34,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Don't know,Don't know,Don't know,Reps. keep House,Don't know,Favorable,Don't know,30 to 44,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,[DO NOT READ] Don't know/Refused,Henrico,18 to 34,White,85 percent or higher,Cell,1,0.8764,0.9829,0.5333,1.0121,2018-09-11 23:15:49
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Don't know,Don't know,disagree,Dems. take House,Favorable,Unfavorable,Don't know,45 to 64,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Henrico,50 to 64,White,50 to 85 percent,Landline,1,0.834,0.8617,0.4497,0.871,2018-09-11 23:23:46
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,65 and older,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Rest,65 and older,White,50 to 85 percent,Landline,1,0.7707,0.6813,0.2966,0.6918,2018-09-11 23:23:55
Rep,65 and older,Some college or trade school,White,Male,Other,Approve,agree,disagree,disagree,Reps. keep House,Don't know,Favorable,Oppose,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),Nonwhite,Rest,65 and older,White,85 percent or higher,Cell,1,0.9537,0.9712,0.4122,0.9907,2018-09-11 23:26:46
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,disagree,agree,disagree,Don't know,Favorable,Unfavorable,Support,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Chesterfield,65 and older,White,85 percent or higher,Cell,1,0.9374,0.5904,0.2571,0.6032,2018-09-11 23:23:55
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,agree,disagree,disagree,Reps. keep House,Favorable,Don't know,Support,65 and older,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",Rest,65 and older,White,50 to 85 percent,Landline,1,0.6187,0.9554,0.7275,1.0394,2018-09-11 23:25:16
Dem,50 to 64,Some college or trade school,White,Male,Black,Disapp.,disagree,agree,agree,Dems. take House,Don't know,Don't know,Support,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,Rest,50 to 64,White,50 to 85 percent,Cell,1,0.8437,1.9838,1.0554,2.0531,2018-09-11 23:30:13
Rep,65 and older,Graduate or Professional Degree,White,Male,Other,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,Rest,65 and older,White,85 percent or higher,Landline,1,0.9485,0.6405,0.2573,0.6537,2018-09-11 23:17:10
Dem,65 and older,Some college or trade school,Black,Female,Black,Disapp.,disagree,agree,disagree,Dems. take House,Favorable,Don't know,Support,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Rest,65 and older,Black,85 percent or higher,Landline,1,0.9348,0.9728,0.6424,0.994,2018-09-11 23:19:25
Dem,35 to 49,Graduate or Professional Degree,Asian,Female,Asian,Disapp.,disagree,Don't know,disagree,Dems. take House,Favorable,Unfavorable,Support,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Henrico,35 to 49,Other Non-White,85 percent or higher,Landline,1,0.8588,0.5051,0.3856,0.5215,2018-09-11 23:17:10
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Chesterfield,65 and older,White,85 percent or higher,Landline,1,0.9652,0.6331,0.2872,0.6452,2018-09-11 23:24:13
Dem,65 and older,High school,White,Male,White,Disapp.,agree,agree,agree,Dems. take House,Favorable,Favorable,Support,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Democrat,"White, No 4-Year College Degree",Rest,65 and older,White,85 percent or higher,Landline,1,0.9888,1.7156,1.3148,1.7476,2018-09-11 23:24:13
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,Other,Approve,agree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),Nonwhite,Henrico,50 to 64,White,85 percent or higher,Landline,1,0.9803,0.5094,0.2257,0.5189,2018-09-11 23:26:01
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,disagree,agree,agree,Dems. take House,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Chesterfield,35 to 49,Other Non-White,50 to 85 percent,Cell,1,0.586,0.7922,0.7592,0.8702,2018-09-11 23:29:19
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,disagree,agree,disagree,Dems. take House,Don't know,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,Henrico,50 to 64,White,85 percent or higher,Cell,1,0.9273,0.4835,0.2421,0.4945,2018-09-11 23:18:49
Dem,50 to 64,Some college or trade school,Black,Female,Black,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Henrico,50 to 64,Black,85 percent or higher,Cell,1,0.9313,0.8773,0.5373,0.885,2018-09-11 23:24:31
Dem,50 to 64,Bachelors' degree,Black,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Henrico,50 to 64,Black,85 percent or higher,Cell,1,0.8848,0.6677,0.3767,0.6867,2018-09-11 23:26:28
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Don't know,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",Chesterfield,50 to 64,White,85 percent or higher,Landline,1,0.9914,0.713,0.3249,0.7264,2018-09-11 23:30:04
Rep,65 and older,Some college or trade school,White,Male,White,Approve,disagree,disagree,disagree,Reps. keep House,Don't know,Don't know,Oppose,65 and older,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",Rest,65 and older,White,50 to 85 percent,Cell,1,0.7729,1.6428,0.8621,1.7224,2018-09-11 23:37:36
Rep,65 and older,Some college or trade school,Hispanic,Female,White,Disapp.,agree,disagree,disagree,Reps. keep House,Don't know,Don't know,Oppose,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Henrico,65 and older,Other Non-White,85 percent or higher,Cell,1,0.9716,0.7954,0.4507,0.8104,2018-09-11 23:32:03
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,agree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Don't know,30 to 44,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Chesterfield,35 to 49,White,85 percent or higher,Cell,1,0.9599,0.6423,0.3467,0.6488,2018-09-11 23:40:27
Und,18 to 34,Some college or trade school,White,Female,White,Disapp.,agree,Don't know,agree,Don't know,Don't know,Don't know,Support,30 to 44,Some College Educ.,Other,Female,Somewhat likely,or as a member of another political party,"White, No 4-Year College Degree",Henrico,18 to 34,White,Less than 50 percent,Cell,0.7778,0.1061,1.7221,9.3624,1.4411,2018-09-11 23:37:27
Rep,65 and older,Some college or trade school,White,Male,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Henrico,65 and older,White,85 percent or higher,Landline,1,0.9849,0.7254,0.2488,0.7388,2018-09-11 23:40:09
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,agree,disagree,Don't know,Reps. keep House,Unfavorable,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Chesterfield,50 to 64,White,85 percent or higher,Cell,1,0.9774,0.6625,0.3534,0.6748,2018-09-11 23:59:59
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Favorable,Favorable,Oppose,65 and older,4-year College Grad.,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",Rest,65 and older,White,85 percent or higher,Landline,1,0.9857,0.6519,0.289,0.6639,2018-09-11 23:47:23
Rep,50 to 64,Bachelors' degree,White,Male,White,Don't know,agree,disagree,disagree,Reps. keep House,Favorable,Favorable,Support,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Chesterfield,50 to 64,White,85 percent or higher,Cell,1,0.9347,0.867,0.3643,0.8859,2018-09-11 23:53:14
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Chesterfield,50 to 64,White,85 percent or higher,Landline,1,0.8687,0.6625,0.3976,0.6829,2018-09-11 23:57:53
Rep,50 to 64,Some college or trade school,Black,Female,White,Disapp.,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Henrico,50 to 64,Black,50 to 85 percent,Landline,0.4444,0.7468,0.9661,0.5299,0.9126,2018-09-11 23:57:52
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",Henrico,50 to 64,White,85 percent or higher,Cell,1,0.9005,1.079,0.5119,1.1072,2018-09-12 00:10:29
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Chesterfield,50 to 64,White,50 to 85 percent,Cell,0.8889,0.8468,0.9061,0.3227,0.9265,2018-09-12 00:09:44
Rep,50 to 64,High school,White,Male,White,Approve,agree,disagree,Don't know,Reps. keep House,Don't know,Favorable,Oppose,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",Chesterfield,50 to 64,White,85 percent or higher,Cell,1,0.9332,2.0121000000000002,1.812,2.0298,2018-09-12 00:12:08
Rep,50 to 64,Bachelors' degree,Hispanic,Female,Asian,Approve,agree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,Henrico,35 to 49,Other Non-White,85 percent or higher,Cell,1,0.9201,0.6142,0.3805,0.6286,2018-09-12 00:12:08
Rep,18 to 34,High school,Unknown,Female,White,Approve,agree,disagree,disagree,Don't know,Unfavorable,Favorable,Don't know,18 to 29,High School Grad. or Less,Republican,Female,Not at all likely,or as a member of another political party,"White, No 4-Year College Degree",Henrico,18 to 34,Unknown,50 to 85 percent,Landline,0,0.6079,2.1799,3.3679,0.7746,2018-09-12 00:03:17
Rep,35 to 49,Bachelors' degree,Unknown,Male,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Henrico,35 to 49,Unknown,50 to 85 percent,Cell,1,0.8397,0.6069,0.1892,0.6285,2018-09-12 00:11:23
Dem,35 to 49,Some college or trade school,Black,Female,Black,Disapp.,disagree,agree,agree,Dems. take House,Don't know,Don't know,Support,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Chesterfield,35 to 49,Black,85 percent or higher,Cell,1,0.912,0.9584,0.7693,0.982,2018-09-12 00:14:23
Dem,18 to 34,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,Rest,18 to 34,White,85 percent or higher,Cell,1,0.9084,1.4472,1.3676,1.4835,2018-09-12 00:09:08
Rep,35 to 49,Bachelors' degree,Asian,Male,Asian,Don't know,Don't know,Don't know,agree,Dems. take House,Don't know,Favorable,Don't know,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,Henrico,35 to 49,Other Non-White,50 to 85 percent,Landline,1,0.6891,1.178,0.7916,1.2581,2018-09-12 00:12:08
Rep,65 and older,Some college or trade school,White,Female,White,Approve,agree,Don't know,agree,Reps. keep House,Don't know,Favorable,Oppose,65 and older,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",Henrico,65 and older,White,85 percent or higher,Landline,1,0.8879,1.174,0.5831,1.2068,2018-09-12 00:10:47
Dem,65 and older,High school,White,Female,White,Approve,agree,Don't know,agree,Don't know,Don't know,Unfavorable,Don't know,65 and older,High School Grad. or Less,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",Chesterfield,65 and older,White,85 percent or higher,Cell,1,0.898,1.4693,1.5331,1.4819,2018-09-12 00:29:59
Dem,50 to 64,High school,Black,Female,White,Disapp.,agree,agree,disagree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Henrico,50 to 64,Black,85 percent or higher,Landline,1,0.9354,1.5497,1.7695,1.5835,2018-09-12 00:16:11
Dem,50 to 64,Some college or trade school,Black,Female,Black,Disapp.,disagree,agree,agree,Dems. take House,Don't know,Don't know,Support,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Rest,50 to 64,Black,85 percent or higher,Landline,1,0.9333,1.1747,0.86,1.2006,2018-09-12 00:17:05
Rep,65 and older,High school,White,Female,White,Disapp.,agree,disagree,disagree,Reps. keep House,Don't know,Favorable,Support,65 and older,High School Grad. or Less,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",Henrico,65 and older,White,85 percent or higher,Landline,1,0.9771,1.1299,0.9027,1.1438,2018-09-12 00:23:41
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Chesterfield,35 to 49,White,50 to 85 percent,Cell,1,0.7158,0.6371,0.3785,0.6761,2018-09-12 00:25:47
Rep,50 to 64,Bachelors' degree,Unknown,Female,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,18 to 29,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Henrico,18 to 34,Unknown,85 percent or higher,Landline,1,0.9154,0.8987,0.5614,0.9204,2018-09-12 00:20:14
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,disagree,agree,Don't know,Dems. take House,Favorable,Unfavorable,Support,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Chesterfield,65 and older,White,85 percent or higher,Landline,1,0.9622,0.5904,0.2505,0.6019,2018-09-12 00:23:05
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Favorable,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Henrico,50 to 64,White,85 percent or higher,Cell,1,0.9141,0.5879,0.2597,0.6022,2018-09-12 00:19:38
Rep,35 to 49,Some college or trade school,Unknown,Female,Other,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,Chesterfield,35 to 49,Unknown,50 to 85 percent,Cell,1,0.6334,0.9144,0.6396,0.9907,2018-09-12 00:22:38
Dem,35 to 49,Graduate or Professional Degree,Black,Female,White,Disapp.,agree,agree,agree,Dems. take House,Don't know,Don't know,Support,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Henrico,35 to 49,Black,85 percent or higher,Cell,0.4444,0.9099,0.5122,0.3023,0.4985,2018-09-12 00:29:59
