response,ager,educ,file_race,gender,race_eth,APPKAV,approve,genballot,hdem_fav,hrep_fav,NAFTA,TARIFF,TAXREFORM,TRUMPECON,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,18 to 34,Some college or trade school,Unknown,Male,White,Don't know,Disapp.,Reps. keep House,Don't know,Don't know,Support,Oppose,Don't know,Don't know,18 to 29,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,18 to 34,Unknown,Morris,Less than 50 percent,Cell,0.7778,0.3001,0.492,1.0738,0.5573,2018-09-18 22:30:28
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Morris,85 percent or higher,Cell,0.8889,0.9832,0.568,0.39,0.575,2018-09-18 22:32:01
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Don't know,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Somerset,85 percent or higher,Landline,1,0.9726,0.9641,0.5558,0.9785,2018-09-18 22:32:46
Und,35 to 49,Graduate or Professional Degree,White,Female,Black,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,White,Hunterdon/Warren,85 percent or higher,Cell,1,0.8712,0.553,0.407,0.5677,2018-09-18 22:34:16
Und,18 to 34,Graduate or Professional Degree,Hispanic,Male,White,oppose,Disapp.,Dems. take House,Unfavorable,Don't know,Support,Don't know,Oppose,agree,18 to 29,Postgraduate Degree,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Hispanic,Essex/Union,Less than 50 percent,Cell,0.6667,0.0557,0.7759,2.975,0.6119,2018-09-18 22:36:13
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Don't know,Reps. keep House,Don't know,Don't know,Don't know,Don't know,Support,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Essex/Union,85 percent or higher,Landline,1,0.9798,1.6654,0.7311,1.6898,2018-09-18 22:40:34
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Unfavorable,Oppose,Support,Support,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Essex/Union,50 to 85 percent,Cell,1,0.6166,1.0681,0.6642,1.1583,2018-09-18 22:42:40
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Somerset,Less than 50 percent,Cell,1,0.4088,1.1633,1.4029,1.3648,2018-09-18 22:43:25
Dem,65 and older,Some college or trade school,White,Female,White,support,Disapp.,Dems. take House,Don't know,Favorable,Don't know,Oppose,Oppose,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Hunterdon/Warren,85 percent or higher,Landline,1,0.9794,0.963,0.4291,0.9771,2018-09-18 22:44:37
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Don't know,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Unknown,Essex/Union,50 to 85 percent,Cell,1,0.7459,1.0444,0.6942,1.0969,2018-09-18 22:45:58
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Don't know,Don't know,Support,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Essex/Union,50 to 85 percent,Landline,1,0.8448,1.0087,0.4276,1.0399,2018-09-18 22:50:05
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Oppose,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,Unknown,Somerset,50 to 85 percent,Landline,1,0.7338,0.6046,0.5325,0.6139,2018-09-18 22:51:44
Dem,18 to 34,Some college or trade school,White,Female,White,support,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Essex/Union,50 to 85 percent,Cell,0.7778,0.7228,0.4837,0.3396,0.4682,2018-09-18 22:53:14
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Hispanic,Somerset,85 percent or higher,Cell,1,0.9784,0.7889,0.4384,0.8006,2018-09-18 22:53:59
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Hispanic,Essex/Union,50 to 85 percent,Landline,1,0.8418,1.0603,0.7161,1.0936,2018-09-18 22:56:23
Und,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Don't know,Don't know,Don't know,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Female,Not at all likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Morris,50 to 85 percent,Cell,0,0.8417,0.7526,0.4555,0.3924,2018-09-18 22:58:02
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Unknown,Essex/Union,50 to 85 percent,Cell,1,0.8113,1.4879,1.2312,1.5427,2018-09-18 22:58:38
Rep,35 to 49,Graduate or Professional Degree,Asian,Male,White,support,Disapp.,Reps. keep House,Don't know,Favorable,Don't know,Don't know,Don't know,agree,30 to 44,Postgraduate Degree,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Other Non-White,Somerset,Less than 50 percent,Cell,0.6667,0.3971,0.924,1.5268,0.6977,2018-09-18 23:01:38
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Unfavorable,Support,Support,Support,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Hunterdon/Warren,85 percent or higher,Cell,1,0.9799,0.9285,0.4466,0.9421,2018-09-18 23:04:08
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,30 to 44,Some College Educ.,Other,Male,Not at all likely,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Essex/Union,50 to 85 percent,Cell,0.4444,0.5118,0.9656,1.0592,0.4523,2018-09-18 23:05:27
Dem,50 to 64,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Morris,85 percent or higher,Landline,1,0.9604,0.9727,0.5103,0.979,2018-09-18 23:05:29
Rep,50 to 64,Graduate or Professional Degree,White,Male,Hispanic,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,50 to 64,White,Morris,85 percent or higher,Cell,1,0.8613,0.8858,0.5225,0.9107,2018-09-18 23:06:30
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Somerset,85 percent or higher,Landline,1,0.9616,1.2149,0.6288,1.2338,2018-09-18 23:06:59
Dem,50 to 64,High school,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Don't know,Oppose,Oppose,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Morris,85 percent or higher,Landline,1,0.9404,1.6757,1.6899,1.7049,2018-09-18 23:07:26
Rep,65 and older,Some college or trade school,White,Female,Other,support,Approve,Reps. keep House,Favorable,Unfavorable,Oppose,Support,Support,agree,65 and older,Some College Educ.,Other,Female,Not at all likely,Republican,Nonwhite,Nonwhite,65 and older,White,Morris,Less than 50 percent,Cell,0.4444,0.3735,1.163,1.6696,0.484,2018-09-18 23:08:29
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Oppose,Oppose,Oppose,Don't know,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Somerset,50 to 85 percent,Cell,1,0.7209,1.0844,0.6456,1.1452,2018-09-18 23:11:27
Dem,50 to 64,High school,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Hunterdon/Warren,50 to 85 percent,Landline,1,0.8471,1.3764,1.3423,1.4184,2018-09-18 23:11:56
Dem,35 to 49,Graduate or Professional Degree,Asian,Male,Asian,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,Other Non-White,Somerset,Less than 50 percent,Cell,1,0.2125,0.924,2.8536,1.1135,2018-09-18 23:13:15
Rep,65 and older,Some college or trade school,White,Male,Hispanic,support,Approve,Reps. keep House,Don't know,Don't know,Don't know,Support,Support,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Republican,Nonwhite,Nonwhite,65 and older,White,Somerset,Less than 50 percent,Cell,1,0.4381,1.2526,1.3766,1.4491,2018-09-18 23:14:11
Dem,35 to 49,Bachelors' degree,Hispanic,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Support,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Hispanic,Somerset,50 to 85 percent,Cell,1,0.8025,0.8647,0.5951,0.898,2018-09-18 23:16:44
Dem,50 to 64,Some college or trade school,White,Male,White,Don't know,Disapp.,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Hunterdon/Warren,50 to 85 percent,Landline,0,0.6361,0.815,0.5708,0.2998,2018-09-18 23:21:38
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Don't know,Don't know,Support,agree,45 to 64,4-year College Grad.,Republican,Female,Somewhat likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Somerset,50 to 85 percent,Cell,0.6667,0.6316,1.1862,0.8137,0.96,2018-09-18 23:22:14
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Oppose,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Essex/Union,50 to 85 percent,Cell,1,0.7312,0.9793,0.5664,1.0318,2018-09-18 23:22:59
Rep,35 to 49,Bachelors' degree,Other,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Support,Support,agree,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Other Non-White,Morris,50 to 85 percent,Cell,1,0.6558,1.1499,1.2478,1.1791,2018-09-18 23:22:59
Und,50 to 64,High school,White,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Hunterdon/Warren,Less than 50 percent,Landline,1,0.3573,1.6505,3.6811,1.8269,2018-09-18 23:23:44
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,18 to 34,White,Somerset,50 to 85 percent,Cell,1,0.7815,0.5164,0.3674,0.5385,2018-09-18 23:24:47
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Support,Support,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Morris,85 percent or higher,Cell,1,0.9754,0.9034,0.4778,0.9168,2018-09-18 23:24:56
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,support,Disapp.,Reps. keep House,Favorable,Don't know,Support,Support,Support,agree,30 to 44,Postgraduate Degree,Other,Female,Somewhat likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Somerset,Less than 50 percent,Landline,0.8889,0.4493,0.8001,1.1598,0.6955,2018-09-18 23:25:32
Rep,65 and older,High school,White,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Essex/Union,85 percent or higher,Landline,1,0.9876,2.4665,1.651,2.4928,2018-09-18 23:26:08
Rep,50 to 64,Some college or trade school,Unknown,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,disagree,45 to 64,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Unknown,Somerset,50 to 85 percent,Landline,0.7778,0.5626,1.0353,0.8876,1.0041,2018-09-18 23:27:47
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Don't know,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Female,Not very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Morris,50 to 85 percent,Landline,0.4444,0.8188,1.1014,0.6491,0.8068,2018-09-18 23:28:23
Dem,18 to 34,Bachelors' degree,Black,Female,Black,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,Other Non-White,Somerset,50 to 85 percent,Cell,1,0.5496,0.6204,0.6518,0.6869,2018-09-18 23:29:44
Rep,35 to 49,Bachelors' degree,Asian,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Other Non-White,Essex/Union,Less than 50 percent,Cell,1,0.3395,1.2236,1.8074,1.4925,2018-09-18 23:32:19
Und,50 to 64,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,support,Disapp.,Don't know,Don't know,Unfavorable,Support,Support,Support,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Hunterdon/Warren,50 to 85 percent,Cell,1,0.8492,0.9639,0.565,0.9929,2018-09-18 23:33:04
Und,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Don't know,Favorable,Favorable,Support,Support,Oppose,agree,18 to 29,4-year College Grad.,Republican,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Essex/Union,Less than 50 percent,Cell,0.5556,0.2736,0.7336,1.3091,0.495,2018-09-18 23:33:04
Dem,18 to 34,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Hunterdon/Warren,50 to 85 percent,Cell,1,0.689,0.3548,0.2945,0.3775,2018-09-18 23:34:52
Dem,65 and older,Some college or trade school,White,Female,White,Don't know,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Support,Don't know,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Hunterdon/Warren,85 percent or higher,Cell,1,0.9303,0.8657,0.4411,0.8817,2018-09-18 23:35:19
Dem,18 to 34,Bachelors' degree,Asian,Female,Asian,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,Other Non-White,Essex/Union,50 to 85 percent,Cell,1,0.7302,0.7495,0.5479,0.7899,2018-09-18 23:35:19
Rep,18 to 34,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Unfavorable,Support,Oppose,Support,disagree,18 to 29,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,18 to 34,White,Essex/Union,Less than 50 percent,Cell,1,0.2745,0.7336,1.3047,0.9376,2018-09-18 23:35:55
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Favorable,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Essex/Union,50 to 85 percent,Cell,0.7778,0.5669,0.6364,0.5859,0.6171,2018-09-18 23:36:58
