response,ager,educ,file_race,gender,race_eth,approve,sdem_fav,SENC,srep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Favorable,Dem.,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Pima,50 to 85 percent,Cell,1,0.7436,0.8411,0.4314,0.8613,2018-10-16 03:06:45
Dem,18 to 34,High school,Asian,Female,Asian,Disapp.,Favorable,Dem.,Unfavorable,18 to 29,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 34,Non-White,Rest of Maricopa,50 to 85 percent,Landline,1,0.6116,1.7381,2.2244,1.8396,2018-10-16 03:08:51
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",65 and older,Unknown,Phoenix/Tempe,85 percent or higher,Landline,1,0.9944,0.663,0.3515,0.657,2018-10-16 03:15:54
Und,18 to 34,Graduate or Professional Degree,White,Male,Hispanic,Approve,Don't know,Don't know,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Not at all likely,Independent (No party),Nonwhite,18 to 34,White,Rest,Less than 50 percent,Cell,0.1111,0.3291,1.0006,1.8573,0.2803,2018-10-16 03:18:14
Dem,65 and older,Some college or trade school,Asian,Male,White,Disapp.,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Other,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,Non-White,Pima,85 percent or higher,Landline,1,0.9899,0.9489,0.4049,0.9407,2018-10-16 03:18:23
Dem,65 and older,Graduate or Professional Degree,Asian,Male,White,Disapp.,Favorable,Dem.,Favorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Non-White,Pima,85 percent or higher,Landline,1,0.972,0.8637,0.3378,0.8543,2018-10-16 03:19:35
Dem,65 and older,Some college or trade school,White,Female,White,Approve,Unfavorable,Dem.,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,Phoenix/Tempe,85 percent or higher,Cell,1,0.9898,0.7776,0.4726,0.771,2018-10-16 03:19:53
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest of Maricopa,85 percent or higher,Cell,1,0.8727,0.7191,0.4566,0.7193,2018-10-16 03:20:38
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Pima,85 percent or higher,Landline,1,0.9976,0.6561,0.2472,0.6497,2018-10-16 03:22:35
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),Nonwhite,50 to 64,Non-White,Pima,85 percent or higher,Landline,1,0.976,0.9717,0.437,0.9549,2018-10-16 03:22:44
Rep,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Don't know,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Pima,85 percent or higher,Landline,1,0.9938,1.0766,0.501,1.0652,2018-10-16 03:24:23
Dem,50 to 64,High school,Hispanic,Female,[DO NOT READ] Don't know/Refused,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,50 to 64,Non-White,Rest,50 to 85 percent,Landline,1,0.8471,1.6869,1.4515,1.6941,2018-10-16 03:25:17
Und,65 and older,High school,White,Female,White,Approve,Favorable,Rep.,Don't know,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest of Maricopa,50 to 85 percent,Landline,1,0.7798,1.2239,1.0247,1.2441,2018-10-16 03:25:26
Dem,65 and older,Graduate or Professional Degree,White,Female,Other,Disapp.,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,[DO NOT READ] Don't know/Refused,Democrat,Nonwhite,65 and older,White,Rest of Maricopa,85 percent or higher,Landline,1,0.9927,0.6459,0.3274,0.6309,2018-10-16 03:26:38
Und,18 to 34,Bachelors' degree,Black,Male,White,Disapp.,Favorable,Don't know,Don't know,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,Non-White,Phoenix/Tempe,Less than 50 percent,Cell,1,0.2732,1.6399,4.3392,2.0449,2018-10-16 03:28:08
Dem,65 and older,High school,White,Female,White,Disapp.,Don't know,Dem.,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,Less than 50 percent,Landline,0.4444,0.4301,1.3929,2.369,1.2594,2018-10-16 03:28:44
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Unfavorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,White,Pima,50 to 85 percent,Cell,1,0.7768,0.8727,0.4582,0.8599,2018-10-16 03:29:47
Dem,50 to 64,Some college or trade school,White,Female,White,Approve,Favorable,Don't know,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Phoenix/Tempe,50 to 85 percent,Landline,0.4444,0.6595,0.8718,0.7189,0.7925,2018-10-16 03:30:41
Dem,65 and older,High school,Hispanic,Female,White,Disapp.,Favorable,Dem.,Unfavorable,65 and older,High School Grad. or Less,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,Non-White,Rest of Maricopa,85 percent or higher,Landline,1,0.9852,1.4051,1.0217,1.3832,2018-10-16 03:38:43
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Favorable,Don't know,Unfavorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Rest of Maricopa,85 percent or higher,Landline,1,0.9673,0.8881,0.5508,0.8787,2018-10-16 03:38:52
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",50 to 64,White,Rest of Maricopa,85 percent or higher,Landline,1,0.9767,1.0598,0.6718,1.0416,2018-10-16 03:39:10
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,Unknown,Female,White,Approve,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,Unknown,Phoenix/Tempe,85 percent or higher,Landline,1,0.9972,0.7064,0.4071,0.6984,2018-10-16 03:39:55
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Don't know,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",50 to 64,White,Rest of Maricopa,50 to 85 percent,Landline,1,0.7417,1.0609,0.8455,1.049,2018-10-16 03:40:31
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Rest of Maricopa,85 percent or higher,Cell,1,0.9957,0.6851,0.3094,0.6781,2018-10-16 03:45:10
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",65 and older,White,Phoenix/Tempe,85 percent or higher,Landline,1,0.9953,0.956,0.5129,0.9461,2018-10-16 03:45:19
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.9967,0.6321,0.3354,0.6264,2018-10-16 03:45:19
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Unfavorable,Dem.,Favorable,45 to 64,Some College Educ.,Other,Male,Already voted,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest,50 to 85 percent,Landline,1,0.7632,0.8917,0.5992,0.9306,2018-10-16 03:45:37
Dem,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Independent (No party),Nonwhite,50 to 64,Non-White,Rest,85 percent or higher,Cell,1,0.9845,1.2984,0.7892,1.2881,2018-10-16 03:48:42
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Favorable,Rep.,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Cell,1,0.9832,0.851,0.5156,0.8416,2018-10-16 03:48:51
Dem,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Non-White,Pima,85 percent or higher,Landline,1,0.9909,0.9066,0.4286,0.8967,2018-10-16 03:52:18
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Favorable,Dem.,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Pima,85 percent or higher,Cell,1,0.9214,0.8402,0.3642,0.8433,2018-10-16 03:52:27
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Landline,1,0.9402,0.851,0.5392,0.8439,2018-10-16 03:53:39
Und,50 to 64,Some college or trade school,White,Male,White,Approve,Unfavorable,Don't know,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest of Maricopa,85 percent or higher,Landline,1,0.9487,0.9102,0.4903,0.9018,2018-10-16 03:53:48
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Pima,85 percent or higher,Landline,1,0.9962,0.7305,0.3035,0.7231,2018-10-16 03:56:03
Rep,65 and older,High school,White,Male,White,Approve,Unfavorable,Rep.,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest of Maricopa,85 percent or higher,Landline,1,0.9941,1.2968,0.7973,1.2831,2018-10-16 03:58:18
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",65 and older,White,Rest of Maricopa,85 percent or higher,Cell,1,0.9875,0.8128,0.4442,0.8038,2018-10-16 04:05:37
Dem,50 to 64,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,50 to 64,White,Phoenix/Tempe,50 to 85 percent,Cell,1,0.7003,0.9971,0.7759,1.0311,2018-10-16 04:11:28
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Unfavorable,Rep.,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Rest of Maricopa,85 percent or higher,Landline,1,0.8782,1.1525,0.8292,1.1519,2018-10-16 04:12:22
Dem,18 to 34,High school,Hispanic,Female,Hispanic,Disapp.,Favorable,Dem.,Unfavorable,18 to 29,High School Grad. or Less,Democratic,Female,Already voted,Independent (No party),Nonwhite,18 to 34,Non-White,Rest,Less than 50 percent,Landline,1,0.2379,2.1077,8.4698,2.9453,2018-10-16 04:15:40
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Favorable,Rep.,Favorable,30 to 44,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",18 to 34,White,Rest of Maricopa,85 percent or higher,Cell,1,0.9469,1.1487,0.7508,1.1257,2018-10-16 04:18:53
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Favorable,Dem.,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Phoenix/Tempe,50 to 85 percent,Cell,1,0.6268,0.8515,0.6848,0.8974,2018-10-16 04:19:20
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,Hispanic,Approve,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Democrat,Nonwhite,65 and older,White,Pima,85 percent or higher,Cell,1,0.9194,0.7784,0.382,0.7736,2018-10-16 04:19:20
Rep,65 and older,High school,Hispanic,Female,White,Approve,Unfavorable,Rep.,Favorable,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,Non-White,Phoenix/Tempe,50 to 85 percent,Landline,1,0.7453,1.4275,1.3049,1.4613,2018-10-16 04:19:56
Dem,65 and older,Some college or trade school,White,Female,White,Don't know,Favorable,Don't know,Don't know,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest of Maricopa,50 to 85 percent,Cell,1,0.7898,0.7104,0.4801,0.7207,2018-10-16 04:22:47
Und,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Don't know,Don't know,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Rest of Maricopa,Less than 50 percent,Cell,1,0.229,1.3065,3.7353,1.696,2018-10-16 04:23:32
Rep,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Approve,Favorable,Rep.,Favorable,30 to 44,4-year College Grad.,Democratic,Female,Already voted,Republican,Nonwhite,35 to 49,Non-White,Pima,50 to 85 percent,Cell,1,0.7338,1.2869,0.9183,1.3546,2018-10-16 04:29:32
Dem,50 to 64,Graduate or Professional Degree,Black,Female,Black,Disapp.,Favorable,Dem.,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,50 to 64,Non-White,Phoenix/Tempe,85 percent or higher,Cell,1,0.9108,0.9708,0.6238,0.9505,2018-10-16 04:30:35
Rep,65 and older,Bachelors' degree,White,Female,Hispanic,Approve,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,65 and older,White,Rest of Maricopa,50 to 85 percent,Cell,1,0.7935,0.8891,0.6417,0.9013,2018-10-16 04:30:53
Dem,18 to 34,Bachelors' degree,Asian,Female,Asian,Disapp.,Unfavorable,Dem.,Unfavorable,18 to 29,4-year College Grad.,Other,Male,Almost certain,Democrat,Nonwhite,18 to 34,Non-White,Rest of Maricopa,Less than 50 percent,Cell,1,0.2152,1.6159,5.449,2.1281,2018-10-16 04:31:20
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Don't know,Dem.,Favorable,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Rest of Maricopa,50 to 85 percent,Cell,1,0.55,1.0649,1.0591,1.149,2018-10-16 04:47:03
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Favorable,Dem.,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Phoenix/Tempe,50 to 85 percent,Cell,1,0.7698,0.8028,0.5882,0.8363,2018-10-16 22:38:10
Rep,35 to 49,Some college or trade school,White,Female,Hispanic,Approve,Unfavorable,Rep.,Favorable,30 to 44,Some College Educ.,Other,Female,Almost certain,Republican,Nonwhite,35 to 49,White,Rest of Maricopa,85 percent or higher,Landline,1,0.8677,0.8682,0.6592,0.8691,2018-10-16 22:39:22
Rep,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Favorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Phoenix/Tempe,85 percent or higher,Cell,1,0.9878,1.1408,0.6365,1.1282,2018-10-16 22:46:34
Dem,18 to 34,Graduate or Professional Degree,White,Male,Hispanic,Disapp.,Unfavorable,Dem.,Unfavorable,18 to 29,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,18 to 34,White,Phoenix/Tempe,85 percent or higher,Landline,1,0.9629,0.8366,0.4533,0.8279,2018-10-16 22:55:14
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Rest of Maricopa,50 to 85 percent,Cell,1,0.655,0.767,0.6753,0.7666,2018-10-16 23:00:38
Rep,50 to 64,Some college or trade school,White,Female,White,Don't know,Don't know,Rep.,Don't know,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Pima,50 to 85 percent,Cell,1,0.5656,0.9298,0.7308,0.9438,2018-10-16 23:01:46
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,Hispanic,Female,[DO NOT READ] Don't know/Refused,Disapp.,Don't know,Dem.,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Democratic,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,50 to 64,Non-White,Phoenix/Tempe,85 percent or higher,Landline,1,0.9792,1.2185,0.8032,1.198,2018-10-16 23:06:34
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Cell,1,0.64,0.7607,0.714,0.7987,2018-10-16 23:10:28
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Favorable,Dem.,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Rest of Maricopa,50 to 85 percent,Cell,1,0.7122,0.8391,0.5962,0.8653,2018-10-16 23:35:32
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest of Maricopa,85 percent or higher,Cell,1,0.9831,0.7663,0.4707,0.7577,2018-10-16 23:35:32
Dem,50 to 64,Some college or trade school,Black,Male,Black,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Republican,Male,Not at all likely,Independent (No party),Nonwhite,50 to 64,Non-White,Phoenix/Tempe,Less than 50 percent,Cell,0,0.3709,1.4952,2.8332,0.3896,2018-10-16 23:43:47
