response,ager,educ,file_race,gender,race_eth,approve,ASSAULTW,ENGLISH,genballot,hdem_fav,hrep_fav,LIFECHANGE,OPIOID,REVERSERACIS,STRANGER,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,region,file_race_black,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,35 to 49,High school,White,Male,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Unfavorable,disagree,no,agree,disagree,30 to 44,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,White,50 to 85 percent,Cell,1,0.7927,1.3413,0.7825,1.4156
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,Don't know,Don't know,disagree,18 to 29,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,White,Less than 50 percent,Cell,1,0.2151,0.6669,2.5004,0.9142
Rep,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Favorable,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,Rest,Unknown,85 percent or higher,Cell,1,0.9688,0.5015,0.1686,0.5125
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,no,disagree,agree,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Cell,1,0.9124,0.5316,0.2121,0.5418
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Favorable,Favorable,disagree,no,disagree,disagree,30 to 44,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,White,50 to 85 percent,Cell,1,0.5125,1.3788,1.0025,1.5693
Rep,18 to 34,Some college or trade school,White,Male,Hispanic,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,yes,agree,agree,18 to 29,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,St. Clair,White,50 to 85 percent,Cell,1,0.7945,1.6593,1.3224,1.7507
Rep,65 and older,Some college or trade school,Unknown,Female,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,St. Clair,Unknown,85 percent or higher,Cell,1,0.9643,0.8586,0.3375,0.8844
Rep,35 to 49,High school,Unknown,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,yes,Don't know,disagree,30 to 44,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,Unknown,50 to 85 percent,Cell,1,0.737,1.0707,0.5055,1.1429
Dem,50 to 64,Some college or trade school,Other,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,yes,disagree,disagree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,Rest,Other Non-White,85 percent or higher,Cell,1,0.9578,0.7715,0.2824,0.7875
Dem,35 to 49,Some college or trade school,White,Male,White,Don't know,oppose,disagree,Don't know,Favorable,Unfavorable,agree,no,disagree,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Cell,1,0.9519,0.9228,0.3497,0.9514
Dem,50 to 64,Graduate or Professional Degree,White,Female,Other,Disapp.,support,disagree,Don't know,Favorable,Unfavorable,disagree,yes,agree,agree,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,Rest,White,85 percent or higher,Cell,1,0.92,0.5775,0.3344,0.5886
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,support,agree,Reps. keep House,Favorable,Favorable,disagree,no,agree,agree,18 to 29,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,White,Less than 50 percent,Cell,0.7778,0.3926,0.7451,1.4209,0.8225
Rep,65 and older,Some college or trade school,White,Female,White,Disapp.,Don't know,agree,Reps. keep House,Don't know,Favorable,disagree,no,disagree,disagree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Cell,1,0.8735,0.6357,0.3608,0.6483
Dem,35 to 49,Some college or trade school,White,Male,Black,Disapp.,oppose,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,Madison,White,50 to 85 percent,Cell,1,0.5726,1.4929,0.7882,1.6644
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Don't know,agree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,St. Clair,White,85 percent or higher,Cell,1,0.9529,0.7763,0.3232,0.8003
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,oppose,agree,Reps. keep House,Favorable,Favorable,agree,no,disagree,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Cell,1,0.9792,0.8363,0.3864,0.8608
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,yes,disagree,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,White,50 to 85 percent,Cell,1,0.7499,1.0542,0.45,1.1222
Dem,65 and older,High school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Favorable,Don't know,yes,disagree,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,White,50 to 85 percent,Cell,0.8889,0.7385,0.9287,0.6165,0.9738
Dem,65 and older,Some college or trade school,White,Male,White,Approve,support,agree,Reps. keep House,Favorable,Don't know,agree,no,agree,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,White,Less than 50 percent,Cell,1,0.4579,0.6002,0.5629,0.6982
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,disagree,no,disagree,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Cell,1,0.8846,0.5471,0.2509,0.5686
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Favorable,Unfavorable,agree,no,disagree,disagree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Cell,1,0.9639,0.5935,0.2255,0.6114
Und,18 to 34,Some college or trade school,White,Male,Other,Approve,oppose,agree,Reps. keep House,Don't know,Unfavorable,agree,yes,disagree,disagree,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Republican,Nonwhite,Nonwhite,Rest,White,85 percent or higher,Cell,1,0.9662,0.8718,0.2754,0.8979
Dem,35 to 49,Graduate or Professional Degree,White,Male,Black,Disapp.,support,disagree,Dems. take House,Favorable,Don't know,agree,yes,disagree,agree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,St. Clair,White,50 to 85 percent,Cell,1,0.6365,1.118,0.4684,1.223
Rep,65 and older,Some college or trade school,White,Female,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Cell,1,0.9765,0.6357,0.3227,0.6544
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,yes,agree,disagree,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,St. Clair,White,50 to 85 percent,Cell,1,0.6247,1.6383,1.138,1.7124
Und,50 to 64,Bachelors' degree,White,Female,White,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,agree,yes,agree,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,White,50 to 85 percent,Cell,0.8889,0.7307,0.8781,0.5939,0.9219
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,yes,agree,disagree,30 to 44,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,Rest,White,Less than 50 percent,Cell,1,0.4481,1.0475,1.0469,1.2238
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,no,agree,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,White,50 to 85 percent,Cell,1,0.8068,1.0818,0.5314,1.1388
Rep,50 to 64,High school,White,Male,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Favorable,disagree,no,agree,Don't know,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,White,Less than 50 percent,Cell,1,0.3532,1.4551,3.0094,1.7854
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,Don't know,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,White,50 to 85 percent,Cell,1,0.7283,0.9026,0.4209,0.9653
Rep,65 and older,Bachelors' degree,Unknown,Female,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,Unknown,85 percent or higher,Cell,1,0.9806,0.4481,0.1728,0.4613
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Cell,1,0.8773,0.4471,0.1607,0.4652
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,St. Clair,White,85 percent or higher,Cell,0.8889,0.8969,0.9521,0.4642,0.9597
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Favorable,agree,no,disagree,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Cell,1,0.9345,0.947,0.4526,0.978
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Approve,Don't know,disagree,Reps. keep House,Don't know,Don't know,agree,no,agree,disagree,45 to 64,Postgraduate Degree,Other,Female,[DO NOT READ] Don't know/Refused,Republican,Nonwhite,Nonwhite,St. Clair,Other Non-White,50 to 85 percent,Cell,0.6667,0.7739,1.2589,0.8442,1.0423
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,oppose,disagree,Don't know,Don't know,Favorable,agree,yes,disagree,disagree,18 to 29,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,White,Less than 50 percent,Cell,0.7778,0.184,0.9239,5.1454,1.1532
Und,50 to 64,Some college or trade school,Unknown,Female,White,Disapp.,support,Don't know,Reps. keep House,Don't know,Don't know,agree,yes,agree,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,Unknown,Less than 50 percent,Cell,0.4444,0.1865,0.8135,2.1389,0.8048
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,disagree,yes,disagree,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Cell,1,0.9009,0.8149,0.3306,0.845
Und,50 to 64,High school,White,Male,White,Approve,oppose,agree,Dems. take House,Don't know,Don't know,disagree,no,agree,disagree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,White,50 to 85 percent,Cell,1,0.6363,1.9154,1.8298,2.0955
Und,50 to 64,High school,Black,Male,Black,Disapp.,support,agree,Reps. keep House,Don't know,Don't know,agree,no,agree,disagree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Republican,Nonwhite,Nonwhite,St. Clair,Black,Less than 50 percent,Cell,1,0.4566,1.7821,2.915,2.0743
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,yes,disagree,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Cell,1,0.9738,0.8149,0.3059,0.839
Dem,50 to 64,Some college or trade school,Black,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,St. Clair,Black,85 percent or higher,Cell,1,0.8991,1.5647,0.8833,1.6229
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,oppose,Don't know,Don't know,Don't know,Don't know,agree,no,agree,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Cell,1,0.8526,0.8482,0.4417,0.8858
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,oppose,disagree,Dems. take House,Don't know,Unfavorable,agree,yes,disagree,agree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Madison,White,85 percent or higher,Cell,1,0.9664,1.2012,0.5211,1.2371
Dem,50 to 64,High school,White,Female,White,Approve,support,agree,Reps. keep House,Favorable,Unfavorable,agree,no,agree,agree,45 to 64,High School Grad. or Less,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,White,50 to 85 percent,Cell,1,0.6489,1.7605,2.0297,1.8332
Dem,65 and older,Some college or trade school,White,Male,Other,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,Rest,White,85 percent or higher,Cell,1,0.9787,0.9228,0.3402,0.9499
Dem,35 to 49,Bachelors' degree,Asian,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,yes,disagree,agree,30 to 44,4-year College Grad.,Democratic,Female,Somewhat likely,Democrat,"White, 4-Year College Grads",White,Madison,Other Non-White,50 to 85 percent,Cell,0.7778,0.7765,1.0131,0.4779,0.9114
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Favorable,disagree,no,agree,disagree,18 to 29,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,White,50 to 85 percent,Cell,1,0.8115,0.9807,0.753,1.0315
Und,50 to 64,High school,Black,Female,Black,Disapp.,oppose,disagree,Dems. take House,Don't know,Don't know,disagree,no,disagree,agree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,St. Clair,Black,Less than 50 percent,Cell,1,0.4233,1.638,3.5569,1.9357
Rep,65 and older,Some college or trade school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,yes,agree,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,St. Clair,White,85 percent or higher,Cell,1,0.9782,1.1702,0.4896,1.2045
Und,65 and older,Graduate or Professional Degree,White,Female,White,Approve,support,agree,Reps. keep House,Don't know,Favorable,agree,no,agree,disagree,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Cell,1,0.9791,0.5775,0.3142,0.591
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,no,disagree,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,St. Clair,Unknown,85 percent or higher,Cell,1,0.9835,1.0117,0.3539,1.0413
Und,50 to 64,High school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,no,disagree,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Cell,1,0.8796,1.1131,0.7752,1.1577
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,support,agree,Reps. keep House,Don't know,Don't know,agree,no,agree,disagree,30 to 44,4-year College Grad.,Other,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,Rest,White,50 to 85 percent,Cell,0.6667,0.7006,1.1192,0.7424,0.9424
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,oppose,agree,Reps. keep House,Favorable,Don't know,disagree,no,agree,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,White,50 to 85 percent,Cell,1,0.5767,0.9944,0.8411,1.0482
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Madison,White,85 percent or higher,Cell,1,0.9805,0.8656,0.5251,0.891
Dem,50 to 64,High school,White,Female,Other,Disapp.,oppose,disagree,Dems. take House,Don't know,Don't know,disagree,yes,disagree,agree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Democrat,Nonwhite,Nonwhite,Rest,White,50 to 85 percent,Cell,1,0.7957,1.3049,1.1038,1.3765
Und,50 to 64,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Don't know,Favorable,Unfavorable,Don't know,no,Don't know,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,St. Clair,White,85 percent or higher,Cell,1,0.9161,1.2673,0.6325,1.2916
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,oppose,disagree,Dems. take House,Don't know,Don't know,disagree,yes,agree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Madison,White,50 to 85 percent,Cell,0.7778,0.5784,0.9104,0.5675,0.9573
Dem,35 to 49,Some college or trade school,Unknown,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,30 to 44,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Madison,Unknown,Less than 50 percent,Cell,1,0.0452,1.2534,3.1433,2.505
Rep,18 to 34,Bachelors' degree,White,Male,White,Disapp.,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,yes,disagree,agree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Cell,1,0.8521,0.7388,0.4981,0.7716
Und,50 to 64,High school,White,Female,White,Approve,support,agree,Reps. keep House,Favorable,Don't know,agree,no,agree,agree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,St. Clair,White,85 percent or higher,Cell,1,0.9807,1.9327,1.5189,1.9893
Rep,18 to 34,High school,Hispanic,Male,Hispanic,Approve,oppose,disagree,Reps. keep House,Favorable,Favorable,agree,no,disagree,disagree,18 to 29,High School Grad. or Less,Other,Male,Very likely,Republican,Nonwhite,Nonwhite,Rest,Other Non-White,Less than 50 percent,Cell,0.6667,0.211,1.1028,5.8328,1.0851
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,disagree,no,disagree,agree,18 to 29,Postgraduate Degree,Democratic,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Cell,0.5556,0.863,0.5101,0.3999,0.4496
Rep,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,Approve,oppose,Don't know,Reps. keep House,Don't know,Don't know,agree,no,agree,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,Nonwhite,St. Clair,White,85 percent or higher,Cell,1,0.8619,0.9771,0.6137,1.0189
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,no,disagree,disagree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Cell,1,0.9809,0.6108,0.2541,0.6287
Rep,50 to 64,High school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,no,agree,disagree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Cell,1,0.8707,1.2428,0.8794,1.2943
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,disagree,disagree,30 to 44,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Cell,1,0.9722,0.7901,0.311,0.8077
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,yes,disagree,disagree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Madison,White,Less than 50 percent,Cell,1,0.2608,1.3867,2.6934,1.8188
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,support,agree,Reps. keep House,Don't know,Favorable,agree,no,disagree,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Landline,1,0.9788,0.8704,0.4888,0.8959
Rep,50 to 64,Bachelors' degree,Black,Female,Black,Disapp.,support,disagree,Don't know,Don't know,Unfavorable,agree,no,disagree,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,St. Clair,Black,85 percent or higher,Cell,1,0.9575,1.2701,0.8396,1.3088
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,St. Clair,White,85 percent or higher,Cell,1,0.9775,1.3788,0.5239,1.4193
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,agree,45 to 64,4-year College Grad.,Other,Female,Not at all likely,Democrat,"White, 4-Year College Grads",White,Rest,White,Less than 50 percent,Landline,0.4444,0.2854,0.9,2.0822,0.3544
Rep,65 and older,High school,White,Female,White,Approve,support,disagree,Don't know,Don't know,Favorable,agree,no,disagree,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,White,50 to 85 percent,Cell,1,0.7867,0.9287,0.5787,0.9813
Dem,50 to 64,High school,Unknown,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,disagree,no,agree,agree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,Unknown,50 to 85 percent,Cell,1,0.8264,1.0151,0.5024,1.0648
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,support,agree,Reps. keep House,Don't know,Don't know,agree,no,agree,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Madison,White,85 percent or higher,Cell,1,0.905,1.3047,0.8847,1.3522
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,oppose,Don't know,Reps. keep House,Unfavorable,Favorable,Don't know,no,agree,disagree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Cell,1,0.9725,0.6108,0.2563,0.6288
Rep,65 and older,High school,White,Female,[DO NOT READ] Don't know/Refused,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,no,disagree,disagree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,St. Clair,White,85 percent or higher,Landline,1,0.8967,1.4115,1.094,1.4645
Rep,18 to 34,Some college or trade school,Asian,Female,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,no,disagree,agree,18 to 29,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,Other Non-White,50 to 85 percent,Cell,0.8889,0.6907,0.7536,0.8131,0.7607
Dem,65 and older,High school,White,Female,White,Approve,oppose,agree,Reps. keep House,Favorable,Favorable,agree,no,disagree,disagree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,St. Clair,White,85 percent or higher,Landline,1,0.981,1.4115,1,1.4529
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Landline,0.8889,0.9392,0.7687,0.4558,0.7778
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,oppose,agree,Reps. keep House,Favorable,Favorable,disagree,no,agree,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,St. Clair,White,85 percent or higher,Cell,1,0.9732,1.415,0.6685,1.4567
Rep,50 to 64,Some college or trade school,White,Female,White,Don't know,Don't know,agree,Don't know,Don't know,Favorable,agree,no,agree,agree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Landline,0.7778,0.8713,0.8482,0.4323,0.8414
Dem,50 to 64,Some college or trade school,Unknown,Female,White,Disapp.,oppose,disagree,Dems. take House,Don't know,Favorable,agree,no,disagree,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,Unknown,Less than 50 percent,Cell,1,0.4412,0.5876,0.4745,0.6886
Rep,50 to 64,High school,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Favorable,disagree,yes,Don't know,agree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Cell,1,0.8768,1.211,0.6873,1.2601
Dem,50 to 64,Some college or trade school,Black,Male,Black,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,45 to 64,Some College Educ.,Democratic,Male,Somewhat likely,Independent (No party),Nonwhite,Nonwhite,St. Clair,Black,50 to 85 percent,Landline,0.5556,0.6551,1.7875,1.2289,1.406
